OID_COUSUB_22|GEOID_COUSUB_22|NAMELSAD_COUSUB_22|AREALAND_COUSUB_22|AREAWATER_COUSUB_22|MTFCC_COUSUB_22|CLASSFP_COUSUB_22|FUNCSTAT_COUSUB_22|OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|AREALAND_PART|AREAWATER_PART
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|221704257530530|06710|ZCTA5 06710|2509599|0|G6350|B5|S|2509599|0
27690338929751|0914080070|Waterbury town|73961202|1093581|G4040|T5|C|221704257530552|06770|ZCTA5 06770|42538945|246553|G6350|B5|S|197282|0
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|221704257530557|06779|ZCTA5 06779|9017076|118087|G6350|B5|S|9017076|118087
27690347493864|0914080490|Watertown town|75139016|1304969|G4040|T1|A|221704257530572|06795|ZCTA5 06795|67121311|1186882|G6350|B5|S|66121940|1186882
27690338929753|0914087560|Wolcott town|52800707|1762941|G4040|T1|A|221704257530524|06705|ZCTA5 06705|14716726|43457|G6350|B5|S|465879|0
27690338929753|0914087560|Wolcott town|52800707|1762941|G4040|T1|A|221704257530534|06716|ZCTA5 06716|52334828|1762941|G6350|B5|S|52334828|1762941
27690347493866|0914087910|Woodbury town|94168480|736698|G4040|T1|A|221704257530575|06798|ZCTA5 06798|94168480|736698|G6350|B5|S|94168480|736698
27690344313312|0915001430|Ashford town|100392973|1832456|G4040|T1|A|221704257530131|06278|ZCTA5 06278|102447035|1836889|G6350|B5|S|100392973|1832456
27690344313313|0915009190|Brooklyn town|75454825|282000|G4040|T1|A|221704257530035|06234|ZCTA5 06234|79391506|282000|G6350|B5|S|75454825|282000
27690344313314|0915012130|Canterbury town|103456495|683775|G4040|T1|A|221704257530164|06331|ZCTA5 06331|105593376|683775|G6350|B5|S|103456495|683775
27690344313315|0915013810|Chaplin town|50222578|352486|G4040|T1|A|221704257530041|06235|ZCTA5 06235|49931211|352486|G6350|B5|S|49931211|352486
27690344313315|0915013810|Chaplin town|50222578|352486|G4040|T1|A|221704257530083|06250|ZCTA5 06250|43289296|2240432|G6350|B5|S|291367|0
27690344313316|0915021860|Eastford town|74904508|891568|G4040|T1|A|221704257530063|06242|ZCTA5 06242|64472673|980718|G6350|B5|S|62571877|883666
27690344313316|0915021860|Eastford town|74904508|891568|G4040|T1|A|221704257530100|06259|ZCTA5 06259|110679462|651005|G6350|B5|S|10278569|3469
27690344313316|0915021860|Eastford town|74904508|891568|G4040|T1|A|221704257530131|06278|ZCTA5 06278|102447035|1836889|G6350|B5|S|2054062|4433
27690344313317|0915036000|Hampton town|64988483|1052941|G4040|T1|A|221704257530071|06247|ZCTA5 06247|86436684|1091791|G6350|B5|S|64988483|1052941
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|221704257530054|06239|ZCTA5 06239|59920712|1227929|G6350|B5|S|52989035|1115236
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|221704257530059|06241|ZCTA5 06241|69684043|2554094|G6350|B5|S|69684043|2554094
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|221704257530065|06243|ZCTA5 06243|1879958|257961|G6350|B5|S|1879958|257961
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|221704257530105|06260|ZCTA5 06260|51970272|281071|G6350|B5|S|266822|0
27690344313318|0915040500|Killingly town|125217644|3927291|G4040|T1|A|221704257530107|06263|ZCTA5 06263|397786|0|G6350|B5|S|397786|0
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|221704257530054|06239|ZCTA5 06239|59920712|1227929|G6350|B5|S|6931677|112693
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|221704257530165|06332|ZCTA5 06332|3217164|11477|G6350|B5|S|3217164|11477
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|221704257530216|06354|ZCTA5 06354|56924844|515019|G6350|B5|S|33268767|472904
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|221704257530286|06374|ZCTA5 06374|66276378|883322|G6350|B5|S|66276378|883322
27690344313319|0915059980|Plainfield town|109844074|1480396|G4040|T1|A|221704257530320|06387|ZCTA5 06387|150088|0|G6350|B5|S|150088|0
27690344313320|0915061030|Pomfret town|104451274|647536|G4040|T1|A|221704257530035|06234|ZCTA5 06234|79391506|282000|G6350|B5|S|3936681|0
27690344313320|0915061030|Pomfret town|104451274|647536|G4040|T1|A|2217026263016214|06258|ZCTA5 06258|113700|0|G6350|B5|S|113700|0
27690344313320|0915061030|Pomfret town|104451274|647536|G4040|T1|A|221704257530100|06259|ZCTA5 06259|110679462|651005|G6350|B5|S|100400893|647536
27690344313321|0915062710|Putnam town|52588042|282510|G4040|T1|A|221704257530105|06260|ZCTA5 06260|51970272|281071|G6350|B5|S|51703450|281071
27690344313321|0915062710|Putnam town|52588042|282510|G4040|T1|A|221704257530126|06277|ZCTA5 06277|59407205|2578058|G6350|B5|S|884592|1439
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530071|06247|ZCTA5 06247|86436684|1091791|G6350|B5|S|21448201|38850
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530096|06256|ZCTA5 06256|19563194|679389|G6350|B5|S|83601|0
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530108|06264|ZCTA5 06264|3922158|0|G6350|B5|S|3922158|0
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530140|06280|ZCTA5 06280|39024180|1202283|G6350|B5|S|9528489|62547
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530162|06330|ZCTA5 06330|44452814|1522045|G6350|B5|S|11153319|30117
27690344313322|0915067400|Scotland town|48254391|131514|G4040|T1|A|221704257530164|06331|ZCTA5 06331|105593376|683775|G6350|B5|S|2118623|0
27690344313323|0915073420|Sterling town|70499824|171521|G4040|T1|A|221704257530216|06354|ZCTA5 06354|56924844|515019|G6350|B5|S|23656077|42115
27690344313323|0915073420|Sterling town|70499824|171521|G4040|T1|A|221704257530282|06373|ZCTA5 06373|4801104|45597|G6350|B5|S|4801104|45597
27690344313323|0915073420|Sterling town|70499824|171521|G4040|T1|A|221704257530292|06377|ZCTA5 06377|41904320|83809|G6350|B5|S|41904320|83809
27690344313323|0915073420|Sterling town|70499824|171521|G4040|T1|A|221704257530308|06384|ZCTA5 06384|97161762|2137004|G6350|B5|S|138323|0
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|221704257530092|06255|ZCTA5 06255|59754374|1878497|G6350|B5|S|59754374|1878497
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|221704257530106|06262|ZCTA5 06262|2991900|82282|G6350|B5|S|2991900|82282
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|221704257530126|06277|ZCTA5 06277|59407205|2578058|G6350|B5|S|58522613|2576619
27690344313324|0915075870|Thompson town|121489044|4537398|G4040|T1|A|221704257530148|06281|ZCTA5 06281|139582211|2145245|G6350|B5|S|220157|0
276901151027368|0915077830|Union town|74720104|2514328|G4040|T1|A|221704257529859|06076|ZCTA5 06076|224238029|4286234|G6350|B5|S|72819308|2417276
276901151027368|0915077830|Union town|74720104|2514328|G4040|T1|A|221704257530063|06242|ZCTA5 06242|64472673|980718|G6350|B5|S|1900796|97052
27690350008847|0915078600|Voluntown town|100924002|2137004|G4040|T1|A|221704257530211|06351|ZCTA5 06351|135979713|7122809|G6350|B5|S|3900563|0
27690350008847|0915078600|Voluntown town|100924002|2137004|G4040|T1|A|221704257530308|06384|ZCTA5 06384|97161762|2137004|G6350|B5|S|97023439|2137004
27690344313326|0915088190|Woodstock town|157165209|3070895|G4040|T1|A|221704257530148|06281|ZCTA5 06281|139582211|2145245|G6350|B5|S|139362054|2145245
27690344313326|0915088190|Woodstock town|157165209|3070895|G4040|T1|A|221704257530149|06282|ZCTA5 06282|17803155|925650|G6350|B5|S|17803155|925650
27690347493836|0916002760|Barkhamsted town|93896736|6671465|G4040|T1|A|221704257529793|06063|ZCTA5 06063|88881487|6671465|G6350|B5|S|88881487|6671465
27690347493836|0916002760|Barkhamsted town|93896736|6671465|G4040|T1|A|221704257529795|06065|ZCTA5 06065|20715332|35376|G6350|B5|S|4950230|0
27690347493836|0916002760|Barkhamsted town|93896736|6671465|G4040|T1|A|221704257529938|06098|ZCTA5 06098|79538235|3283865|G6350|B5|S|65019|0
27690331919330|0916010100|Burlington town|76927729|1836670|G4040|T1|A|221704257529642|06013|ZCTA5 06013|76927729|1836670|G6350|B5|S|76927729|1836670
27690347493839|0916010940|Canaan town|85242555|836406|G4040|T1|A|221704257529681|06031|ZCTA5 06031|100872566|892998|G6350|B5|S|85242555|836406
27690347493845|0916016050|Colebrook town|81722366|3551365|G4040|T1|A|221704257529657|06021|ZCTA5 06021|81722366|3551365|G6350|B5|S|81722366|3551365
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|221704257529681|06031|ZCTA5 06031|100872566|892998|G6350|B5|S|3022381|0
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|2217026263016211|06753|ZCTA5 06753|6966333|0|G6350|B5|S|6966333|0
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|221704257530538|06754|ZCTA5 06754|78063362|2124204|G6350|B5|S|23473573|229128
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|221704257530542|06756|ZCTA5 06756|94984811|3633876|G6350|B5|S|1376526|0
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|221704257530546|06759|ZCTA5 06759|139056292|1374431|G6350|B5|S|16897264|135622
27690347493846|0916017240|Cornwall town|119297429|656783|G4040|T1|A|221704257530573|06796|ZCTA5 06796|83536064|292033|G6350|B5|S|67561352|292033
27690347493847|0916032290|Goshen town|113004839|4028683|G4040|T1|A|221704257529779|06058|ZCTA5 06058|130421297|3251226|G6350|B5|S|12984380|390148
27690347493847|0916032290|Goshen town|113004839|4028683|G4040|T1|A|221704257530542|06756|ZCTA5 06756|94984811|3633876|G6350|B5|S|93608285|3633876
27690347493847|0916032290|Goshen town|113004839|4028683|G4040|T1|A|221704257530546|06759|ZCTA5 06759|139056292|1374431|G6350|B5|S|6412174|4659
27690331919340|0916037140|Hartland town|85456173|3932194|G4040|T1|A|221704257529670|06027|ZCTA5 06027|40801170|1718138|G6350|B5|S|40801170|1718138
27690331919340|0916037140|Hartland town|85456173|3932194|G4040|T1|A|221704257529795|06065|ZCTA5 06065|20715332|35376|G6350|B5|S|15765102|35376
27690331919340|0916037140|Hartland town|85456173|3932194|G4040|T1|A|221704257529902|06091|ZCTA5 06091|28889901|2178680|G6350|B5|S|28889901|2178680
27690347493848|0916037280|Harwinton town|79759564|896244|G4040|T1|A|221704257530568|06791|ZCTA5 06791|79961385|896244|G6350|B5|S|79759564|896244
27690347493849|0916040290|Kent town|125813160|2676631|G4040|T1|A|221704257530538|06754|ZCTA5 06754|78063362|2124204|G6350|B5|S|6927725|0
27690347493849|0916040290|Kent town|125813160|2676631|G4040|T1|A|221704257530543|06757|ZCTA5 06757|78486135|1515049|G6350|B5|S|78486135|1515049
27690347493849|0916040290|Kent town|125813160|2676631|G4040|T1|A|221704257530562|06785|ZCTA5 06785|40399300|1161582|G6350|B5|S|40399300|1161582
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|221704257530535|06750|ZCTA5 06750|20071770|505912|G6350|B5|S|20071770|505912
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|221704257530546|06759|ZCTA5 06759|139056292|1374431|G6350|B5|S|110088840|1234150
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|221704257530556|06778|ZCTA5 06778|14360987|91229|G6350|B5|S|14360987|91229
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|221704257530564|06787|ZCTA5 06787|31846970|561748|G6350|B5|S|606796|0
27690347493850|0916043370|Litchfield town|145296074|1831291|G4040|T1|A|221704257530568|06791|ZCTA5 06791|79961385|896244|G6350|B5|S|167681|0
27690347493851|0916049460|Morris town|44961621|3518691|G4040|T1|A|221704257530388|06758|ZCTA5 06758|1625000|76670|G6350|B5|S|1625000|76670
27690347493851|0916049460|Morris town|44961621|3518691|G4040|T1|A|221704257530549|06763|ZCTA5 06763|43336621|3442021|G6350|B5|S|43336621|3442021
27690347493852|0916051350|New Hartford town|95927210|2940726|G4040|T1|A|221704257529774|06057|ZCTA5 06057|95279528|2940726|G6350|B5|S|95279528|2940726
27690347493852|0916051350|New Hartford town|95927210|2940726|G4040|T1|A|221704257529784|06061|ZCTA5 06061|425903|0|G6350|B5|S|425903|0
27690347493852|0916051350|New Hartford town|95927210|2940726|G4040|T1|A|221704257530567|06790|ZCTA5 06790|107473835|1543692|G6350|B5|S|221779|0
27690347493854|0916053470|Norfolk town|117436917|2861078|G4040|T1|A|221704257529779|06058|ZCTA5 06058|130421297|3251226|G6350|B5|S|117436917|2861078
27690347493855|0916054030|North Canaan town|50176807|268569|G4040|T1|A|221704257529650|06018|ZCTA5 06018|34353912|268569|G6350|B5|S|34353912|268569
27690347493855|0916054030|North Canaan town|50176807|268569|G4040|T1|A|221704257529664|06024|ZCTA5 06024|15822895|0|G6350|B5|S|15822895|0
27690347493857|0916065930|Roxbury town|68102992|161539|G4040|T1|A|221704257530537|06752|ZCTA5 06752|43249888|2360514|G6350|B5|S|771310|0
27690347493857|0916065930|Roxbury town|68102992|161539|G4040|T1|A|221704257530560|06783|ZCTA5 06783|67331682|161539|G6350|B5|S|67331682|161539
27690347493858|0916066420|Salisbury town|148239632|7341280|G4040|T1|A|221704257529681|06031|ZCTA5 06031|100872566|892998|G6350|B5|S|12607630|56592
27690347493858|0916066420|Salisbury town|148239632|7341280|G4040|T1|A|221704257529722|06039|ZCTA5 06039|56020177|2458509|G6350|B5|S|56020177|2458509
27690347493858|0916066420|Salisbury town|148239632|7341280|G4040|T1|A|221704257529817|06068|ZCTA5 06068|76544232|4826179|G6350|B5|S|76544232|4826179
27690347493858|0916066420|Salisbury town|148239632|7341280|G4040|T1|A|2217026263016207|06079|ZCTA5 06079|3067593|0|G6350|B5|S|3067593|0
27690347493859|0916067960|Sharon town|152201015|2058011|G4040|T1|A|221704257529820|06069|ZCTA5 06069|135181681|2031968|G6350|B5|S|135181681|2031968
27690347493859|0916067960|Sharon town|152201015|2058011|G4040|T1|A|221704257530538|06754|ZCTA5 06754|78063362|2124204|G6350|B5|S|1044622|26043
27690347493859|0916067960|Sharon town|152201015|2058011|G4040|T1|A|221704257530573|06796|ZCTA5 06796|83536064|292033|G6350|B5|S|15974712|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|221704257530546|06759|ZCTA5 06759|139056292|1374431|G6350|B5|S|436222|0
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|221704257530567|06790|ZCTA5 06790|107473835|1543692|G6350|B5|S|102511706|1441410
27690347493861|0916076570|Torrington town|102982068|1441410|G4040|T5|C|221704257530568|06791|ZCTA5 06791|79961385|896244|G6350|B5|S|34140|0
27690347493862|0916079510|Warren town|68132140|3219783|G4040|T1|A|221704257530538|06754|ZCTA5 06754|78063362|2124204|G6350|B5|S|46617442|1869033
27690347493862|0916079510|Warren town|68132140|3219783|G4040|T1|A|221704257530546|06759|ZCTA5 06759|139056292|1374431|G6350|B5|S|5221792|0
27690347493862|0916079510|Warren town|68132140|3219783|G4040|T1|A|221704257530555|06777|ZCTA5 06777|44017839|2712353|G6350|B5|S|16292906|1350750
27690347493863|0916079720|Washington town|98602270|1482946|G4040|T1|A|221704257530553|06776|ZCTA5 06776|145637276|5371504|G6350|B5|S|75895|0
27690347493863|0916079720|Washington town|98602270|1482946|G4040|T1|A|221704257530555|06777|ZCTA5 06777|44017839|2712353|G6350|B5|S|27724933|1361603
27690347493863|0916079720|Washington town|98602270|1482946|G4040|T1|A|221704257530569|06793|ZCTA5 06793|37850599|121343|G6350|B5|S|37850599|121343
27690347493863|0916079720|Washington town|98602270|1482946|G4040|T1|A|221704257530570|06794|ZCTA5 06794|33673145|0|G6350|B5|S|32950843|0
27690347493865|0916086440|Winchester town|84213566|3386147|G4040|T1|A|221704257529938|06098|ZCTA5 06098|79538235|3283865|G6350|B5|S|79473216|3283865
27690347493865|0916086440|Winchester town|84213566|3386147|G4040|T1|A|221704257530567|06790|ZCTA5 06790|107473835|1543692|G6350|B5|S|4740350|102282
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|||||||||0|586791386
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530392|06437|ZCTA5 06437|122036795|4075184|G6350|B5|S|0|1452875
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530399|06443|ZCTA5 06443|93665910|4284493|G6350|B5|S|0|3033093
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530421|06460|ZCTA5 06460|32195359|7384587|G6350|B5|S|0|2281231
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530474|06512|ZCTA5 06512|27334542|6030458|G6350|B5|S|0|2312114
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530481|06516|ZCTA5 06516|27842629|3232955|G6350|B5|S|0|2801158
27690338929727|0917000000|County subdivisions not defined|0|599104135|G4040|Z9|F|221704257530488|06519|ZCTA5 06519|4582455|2248689|G6350|B5|S|0|432278
27690338929730|0917004580|Bethany town|54564789|996204|G4040|T1|A|221704257530491|06524|ZCTA5 06524|54564789|996204|G6350|B5|S|54564789|996204
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|221704257530337|06405|ZCTA5 06405|55999083|19035590|G6350|B5|S|55981662|15918470
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|221704257530392|06437|ZCTA5 06437|122036795|4075184|G6350|B5|S|164683|0
27690338929731|0917007310|Branford town|56568416|15930118|G4040|T1|A|221704257530433|06471|ZCTA5 06471|22961261|4921608|G6350|B5|S|422071|11648
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|221704257530440|06473|ZCTA5 06473|56067294|714453|G6350|B5|S|2086738|0
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|221704257530474|06512|ZCTA5 06512|27334542|6030458|G6350|B5|S|21332596|3094450
27690338929734|0917022910|East Haven town|31847384|3115993|G4040|T1|A|221704257530475|06513|ZCTA5 06513|18703963|1034405|G6350|B5|S|8428050|21543
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|||||||||0|1118912
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|221704257530337|06405|ZCTA5 06405|55999083|19035590|G6350|B5|S|17421|3117120
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|221704257530392|06437|ZCTA5 06437|122036795|4075184|G6350|B5|S|121872112|2622309
27690338929735|0917034950|Guilford town|121933332|6858341|G4040|T1|A|221704257530399|06443|ZCTA5 06443|93665910|4284493|G6350|B5|S|43799|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|221704257530464|06492|ZCTA5 06492|103033106|2188786|G6350|B5|S|32620|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|221704257530471|06511|ZCTA5 06511|15054615|205396|G6350|B5|S|24833|0
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|221704257530477|06514|ZCTA5 06514|28782432|435751|G6350|B5|S|28768583|435751
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|221704257530484|06517|ZCTA5 06517|12958203|1139601|G6350|B5|S|12958203|1139601
27690338929736|0917035650|Hamden town|84513849|1766055|G4040|T1|A|221704257530487|06518|ZCTA5 06518|42729610|190703|G6350|B5|S|42729610|190703
27690338929737|0917044560|Madison town|93622111|1251400|G4040|T1|A|221704257530399|06443|ZCTA5 06443|93665910|4284493|G6350|B5|S|93622111|1251400
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|221704257530343|06410|ZCTA5 06410|83523422|1213890|G6350|B5|S|160|0
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|221704257530405|06450|ZCTA5 06450|36057402|378456|G6350|B5|S|36057402|378456
27690338929738|0917046520|Meriden town|61466623|940444|G4040|T5|C|221704257530407|06451|ZCTA5 06451|25452859|561988|G6350|B5|S|25409061|561988
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|||||||||60749|3690168
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|221704257530421|06460|ZCTA5 06460|32195359|7384587|G6350|B5|S|32195359|5103356
27690338929740|0917047535|Milford town|57444044|10216676|G4040|T5|C|221704257530422|06461|ZCTA5 06461|25187936|1423152|G6350|B5|S|25187936|1423152
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530467|06510|ZCTA5 06510|697305|0|G6350|B5|S|697305|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530471|06511|ZCTA5 06511|15054615|205396|G6350|B5|S|15029782|205396
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530474|06512|ZCTA5 06512|27334542|6030458|G6350|B5|S|6001946|623894
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530475|06513|ZCTA5 06513|18703963|1034405|G6350|B5|S|10275913|1012862
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530477|06514|ZCTA5 06514|28782432|435751|G6350|B5|S|13849|0
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530479|06515|ZCTA5 06515|11805824|79728|G6350|B5|S|11805824|79728
27690338929742|0917052070|New Haven town|48407074|3738291|G4040|T5|C|221704257530488|06519|ZCTA5 06519|4582455|2248689|G6350|B5|S|4582455|1816411
27690338929743|0917053890|North Branford town|64123452|4939189|G4040|T1|A|221704257530433|06471|ZCTA5 06471|22961261|4921608|G6350|B5|S|22539190|4909960
27690338929743|0917053890|North Branford town|64123452|4939189|G4040|T1|A|221704257530436|06472|ZCTA5 06472|41584262|29229|G6350|B5|S|41584262|29229
27690338929744|0917054870|North Haven town|53974694|714453|G4040|T1|A|221704257530440|06473|ZCTA5 06473|56067294|714453|G6350|B5|S|53974694|714453
27690338929745|0917057600|Orange town|44498764|616353|G4040|T1|A|221704257530443|06477|ZCTA5 06477|44498764|616353|G6350|B5|S|44498764|616353
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|221704257530440|06473|ZCTA5 06473|56067294|714453|G6350|B5|S|5862|0
27690338929750|0917078740|Wallingford town|101433656|2148347|G4040|T1|A|221704257530464|06492|ZCTA5 06492|103033106|2188786|G6350|B5|S|101427794|2148347
27690338929752|0917082870|West Haven town|27842629|431797|G4040|T5|C|221704257530481|06516|ZCTA5 06516|27842629|3232955|G6350|B5|S|27842629|431797
27690338929754|0917087700|Woodbridge town|48722327|971942|G4040|T1|A|221704257530493|06525|ZCTA5 06525|48722327|971942|G6350|B5|S|48722327|971942
27690350008827|0918000000|County subdivisions not defined|0|48811567|G4040|Z9|F|||||||||0|48811567
27690350008828|0918006820|Bozrah town|51708109|723331|G4040|T1|A|221704257530174|06334|ZCTA5 06334|50118718|720872|G6350|B5|S|50118718|720872
27690350008828|0918006820|Bozrah town|51708109|723331|G4040|T1|A|221704257530179|06336|ZCTA5 06336|1589391|2459|G6350|B5|S|1589391|2459
27690350008829|0918015910|Colchester town|126766631|2074992|G4040|T1|A|221704257530356|06415|ZCTA5 06415|144948688|2812260|G6350|B5|S|126766631|2074992
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|||||||||0|9544648
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|221704257530170|06333|ZCTA5 06333|60683050|1433467|G6350|B5|S|60683050|1433467
27690350008830|0918023400|East Lyme town|88104875|20659366|G4040|T1|A|221704257530236|06357|ZCTA5 06357|27421825|9681251|G6350|B5|S|27421825|9681251
27690350008831|0918029910|Franklin town|51048739|222178|G4040|T1|A|221704257530087|06254|ZCTA5 06254|51048739|222178|G6350|B5|S|51048739|222178
27690350008832|0918033900|Griswold town|89897144|6104029|G4040|T1|A|221704257530164|06331|ZCTA5 06331|105593376|683775|G6350|B5|S|18258|0
27690350008832|0918033900|Griswold town|89897144|6104029|G4040|T1|A|221704257530211|06351|ZCTA5 06351|135979713|7122809|G6350|B5|S|89878886|6104029
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|||||||||0|22933218
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|221704257530198|06340|ZCTA5 06340|58378372|12229446|G6350|B5|S|58085271|12000667
27690350008833|0918034250|Groton town|80573716|36707531|G4040|T1|A|221704257530226|06355|ZCTA5 06355|36765308|6664933|G6350|B5|S|22488445|1773646
27690350008834|0918042390|Lebanon town|140113258|2986571|G4040|T1|A|221704257530080|06249|ZCTA5 06249|140113258|2986571|G6350|B5|S|140113258|2986571
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|221704257530177|06335|ZCTA5 06335|28380213|2849573|G6350|B5|S|28380213|2849573
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|2217026263016209|06338|ZCTA5 06338|5138561|0|G6350|B5|S|5138561|0
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|221704257530182|06339|ZCTA5 06339|66308006|1557357|G6350|B5|S|65156876|1557357
27690350008835|0918042600|Ledyard town|98968751|4635709|G4040|T1|A|221704257530198|06340|ZCTA5 06340|58378372|12229446|G6350|B5|S|293101|228779
27690350008836|0918043230|Lisbon town|42200264|1018780|G4040|T1|A|221704257530211|06351|ZCTA5 06351|135979713|7122809|G6350|B5|S|42200264|1018780
27690350008838|0918048900|Montville town|108276505|5717209|G4040|T1|A|221704257530212|06353|ZCTA5 06353|686170|0|G6350|B5|S|686170|0
27690350008838|0918048900|Montville town|108276505|5717209|G4040|T1|A|221704257530266|06370|ZCTA5 06370|61899766|2882544|G6350|B5|S|61897979|2882544
27690350008838|0918048900|Montville town|108276505|5717209|G4040|T1|A|221704257530288|06375|ZCTA5 06375|20703171|2090414|G6350|B5|S|159533|0
27690350008838|0918048900|Montville town|108276505|5717209|G4040|T1|A|221704257530304|06382|ZCTA5 06382|45558224|2835149|G6350|B5|S|45532823|2834665
27690350008839|0918052350|New London town|14521396|12907225|G4040|T5|C|||||||||0|8119958
27690350008839|0918052350|New London town|14521396|12907225|G4040|T5|C|221704257530160|06320|ZCTA5 06320|14581394|4787267|G6350|B5|S|14521396|4787267
27690350008840|0918055500|North Stonington town|140501875|1868223|G4040|T1|A|221704257530242|06359|ZCTA5 06359|140501875|1868223|G6350|B5|S|140501875|1868223
27690350008841|0918056270|Norwich town|72680186|3483833|G4040|T5|C|221704257530257|06360|ZCTA5 06360|69456032|3395377|G6350|B5|S|69456032|3395377
27690350008841|0918056270|Norwich town|72680186|3483833|G4040|T5|C|221704257530299|06380|ZCTA5 06380|2495571|88456|G6350|B5|S|2495571|88456
27690350008841|0918056270|Norwich town|72680186|3483833|G4040|T5|C|221704257530321|06389|ZCTA5 06389|728583|0|G6350|B5|S|728583|0
27690350008843|0918062150|Preston town|79848697|2360639|G4040|T1|A|221704257530182|06339|ZCTA5 06339|66308006|1557357|G6350|B5|S|1151130|0
