civ_emp_16_plus,civ_unemp_16_plus,med_h_Y,perc_below_pov_line,mean_com_time_min,priv_HI,pub_HI,uninsured,hh_w_child_pov_perc,zip
10679,2039,20860,39.0,27.9,12738,14588,2646,46.0,971
23596,2112,30027,30.3,35.3,32794,27632,4619,33.4,976
7273,540,35251,17.5,27.4,10254,5547,1368,23.5,979
5093,1026,25362,35.0,28.8,7561,7943,1306,49.1,982
14659,2487,27612,32.0,29.0,18720,20194,3860,43.5,983
11660,2440,24091,34.2,30.6,16176,18209,2833,46.9,985
23519,3775,31758,26.3,35.5,33051,26723,4106,31.0,987
8715,479,56714,8.8,20.3,12346,7244,607,10.2,1001
15180,1271,48923,33.7,19.4,24908,6708,1152,15.4,1002
4258,1021,"2,500-",84.4,12.7,10328,785,295,-,1003
2835,153,70568,4.5,37.4,4334,1434,46,0.0,1005
8050,543,80502,9.5,27.9,12577,4116,145,9.2,1007
703,63,67250,4.1,36.3,1038,355,33,11.5,1008
122,0,-,44.3,28.7,110,179,14,100.0,1009
2124,132,83273,2.6,35.2,3011,1389,33,0.0,1010
839,55,74722,7.3,35.5,1049,497,102,9.6,1011
287,31,60417,11.4,29.6,388,159,42,22.4,1012
10378,1097,40876,19.0,18.7,12953,11649,654,27.0,1013
15409,1246,57851,10.4,19.8,20790,13443,1070,13.3,1020
1106,129,44701,25.5,18.2,1640,1247,27,0.0,1022
507,22,50924,4.4,35.9,772,373,42,0.0,1026
9859,769,61217,10.0,24.4,13287,6844,613,6.9,1027
8018,474,83003,4.3,23.8,12907,5105,177,6.4,1028
409,43,54375,12.6,39.4,418,394,64,20.7,1029
5890,233,64874,10.1,21.8,9047,3669,324,12.8,1030
545,98,39327,22.5,31.3,773,584,37,25.8,1031
373,21,73750,2.5,29.5,499,160,12,0.0,1032
3602,140,86951,4.6,25.2,5165,1946,193,2.6,1033
1260,82,82159,10.0,34.5,1727,841,50,14.4,1034
2845,29,62634,7.4,19.1,4132,1860,118,6.4,1035
2748,198,80375,5.0,28.4,4292,1547,57,4.2,1036
311,30,80417,13.9,25.4,491,251,25,0.0,1037
1682,39,65887,5.5,20.0,2335,968,75,2.3,1038
689,61,74107,6.5,24.9,899,450,34,13.3,1039
16494,1976,38829,28.6,19.7,18501,22705,1385,37.5,1040
1252,41,72386,9.5,32.9,1924,864,34,11.9,1050
639,42,66528,17.3,20.5,1023,594,59,11.8,1053
1110,42,86771,4.3,26.0,1658,686,16,5.4,1054
10416,709,64537,5.4,24.1,15927,7310,474,5.3,1056
4835,388,74439,5.7,30.3,7096,2708,228,6.5,1057
8730,565,56128,17.2,20.1,11200,4866,422,9.1,1060
5486,444,73913,13.7,23.4,8311,3559,162,18.8,1062
364,27,-,-,8.3,521,37,14,-,1063
0,0,-,0.0,-,0,12,0,-,1066
970,53,85052,3.4,35.2,1530,452,79,0.0,1068
4558,420,57994,7.0,28.7,6632,3191,332,9.7,1069
332,16,55208,10.7,34.3,385,281,11,24.2,1070
719,35,70938,1.3,30.5,1061,357,64,0.0,1071
834,72,75658,12.2,29.9,1237,472,24,10.3,1072
3528,211,90318,4.1,27.7,5315,1682,71,5.8,1073
112,0,-,0.0,N,107,88,33,0.0,1074
9189,629,61821,9.9,20.7,13823,5667,550,8.0,1075
4835,222,76576,5.8,26.2,7285,3347,175,11.2,1077
293,25,31778,9.1,28.6,468,462,10,5.2,1079
935,116,51023,31.5,29.9,1544,1148,127,48.8,1080
837,60,51182,5.5,34.3,1248,760,58,8.2,1081
5036,487,52178,13.6,29.2,7126,4401,466,15.3,1082
1513,71,45954,7.8,33.0,2035,1324,157,7.0,1083
82,4,68750,0.0,26.9,84,106,0,0.0,1084
21370,1887,63283,9.5,22.7,30725,15082,1291,9.4,1085
161,0,-,-,9.3,690,8,0,-,1086
232,8,61875,7.6,31.5,356,163,34,0.0,1088
14058,1308,50649,13.2,20.4,18749,12803,807,15.3,1089
611,42,77150,14.8,29.8,859,396,1,36.9,1092
191,0,84167,5.5,21.2,258,108,0,0.0,1093
109,10,18454,7.5,36.8,212,156,0,0.0,1094
7528,291,95679,3.8,25.7,12338,3813,254,1.1,1095
1409,80,73589,8.7,30.5,1935,978,39,11.7,1096
36,0,31250,53.8,N,11,67,0,100.0,1097
664,11,77083,5.9,38.0,792,449,42,5.8,1098
880,186,16760,55.0,17.4,723,1816,83,88.6,1103
9103,1316,28590,31.5,20.7,9515,14491,1598,39.3,1104
3271,678,16455,55.6,20.0,2316,9135,729,64.8,1105
7827,411,105822,4.2,21.4,14029,4190,172,4.4,1106
3664,1083,22956,45.7,21.3,3216,8147,967,56.5,1107
11349,1508,36890,29.9,22.9,12014,18047,1616,38.5,1108
10948,1607,35076,30.1,21.1,13274,17685,1653,38.1,1109
7002,522,60295,14.3,22.5,9447,6463,273,23.0,1118
5597,767,49083,16.0,20.3,8639,6069,266,22.2,1119
1559,141,70078,2.2,24.0,2141,957,122,3.1,1128
3710,321,60776,14.2,23.5,4869,3406,131,19.9,1129
3693,516,36541,28.1,20.4,3957,6183,229,37.7,1151
0,0,-,-,-,0,0,0,-,1199
22050,2364,45893,16.2,18.0,28378,21907,1207,22.7,1201
4173,362,48422,10.3,23.2,6071,3436,140,14.2,1220
522,12,76944,5.4,22.2,564,377,18,0.0,1222
1280,91,72981,5.8,32.4,1688,897,87,8.1,1223
104,26,36324,11.4,N,95,81,0,-,1224
1594,157,58145,4.9,23.6,2308,1513,39,3.5,1225
3605,274,57202,10.8,19.0,5366,2559,326,10.2,1226
38,0,27083,4.9,N,89,50,0,0.0,1229
4321,293,59702,6.1,17.6,5772,2990,393,12.5,1230
1459,98,60718,6.9,27.3,2169,909,51,7.7,1235
668,70,80385,1.5,25.5,1077,548,75,0.0,1236
1457,160,83311,4.5,18.4,2306,710,60,0.0,1237
3001,142,63109,10.5,18.0,4273,2341,165,4.5,1238
1777,123,54250,8.2,20.0,3315,2306,126,15.3,1240
253,0,56840,0.7,18.6,300,195,0,0.0,1242
256,3,76250,6.8,34.6,296,129,20,7.9,1243
67,0,-,11.0,N,82,20,0,0.0,1244
443,24,66136,12.3,21.3,648,412,20,24.6,1245
6927,823,38007,17.5,20.4,10015,7707,661,24.3,1247
369,16,71010,2.7,36.9,583,320,12,0.0,1253
479,31,89583,6.9,21.3,810,412,20,6.3,1254
441,30,67333,4.4,40.8,649,313,15,0.0,1255
378,32,49000,7.7,32.4,551,290,33,16.7,1256
1070,83,50688,15.8,15.9,1392,1217,34,31.1,1257
193,1,65739,8.1,34.3,257,223,1,0.0,1258
302,22,61125,7.2,28.8,383,284,30,8.0,1259
288,36,101979,4.8,19.5,305,226,81,0.0,1260
677,30,45500,14.4,24.4,741,655,19,9.7,1262
67,10,75417,16.8,23.8,103,103,3,0.0,1264
754,17,68542,4.6,27.7,1054,657,61,0.0,1266
3718,248,73085,11.1,14.7,6534,2103,64,13.2,1267
418,25,71250,8.6,29.6,666,256,33,11.8,1270
9135,548,49024,13.0,22.5,11674,7802,586,17.1,1301
919,24,79118,5.5,34.6,1167,542,31,4.7,1330
5902,683,51750,15.5,29.0,8626,5899,487,18.4,1331
1471,57,65139,7.3,27.1,2043,1039,40,7.5,1337
77,16,66375,3.6,36.7,113,62,0,0.0,1338
688,76,51346,10.4,38.9,1051,703,19,9.9,1339
933,84,54063,12.6,30.3,1133,795,77,15.7,1340
993,54,89688,2.8,27.6,1427,486,72,2.4,1341
967,0,102219,9.9,13.7,1482,550,62,0.0,1342
20,0,83125,0.0,41.0,40,16,0,-,1343
821,45,61563,13.0,25.8,1259,610,21,18.3,1344
245,3,56500,10.6,32.2,368,165,12,23.4,1346
83,0,39211,16.5,17.4,84,62,6,0.0,1347
601,104,60493,4.3,21.5,837,554,30,12.7,1349
39,1,31750,6.3,30.3,58,50,2,0.0,1350
1190,53,81833,8.2,22.2,1991,850,21,9.7,1351
1053,48,74167,8.0,18.9,1356,514,55,0.0,1354
476,31,68681,6.1,32.4,769,311,32,2.1,1355
1586,124,63963,4.3,29.3,2438,1117,45,3.1,1360
3340,409,37911,13.5,23.1,5130,3970,154,14.5,1364
608,38,65774,4.7,36.4,952,445,19,2.8,1366
304,7,50357,22.7,32.1,420,400,16,24.2,1367
707,59,67333,10.4,33.1,978,547,52,10.7,1368
2049,140,54803,9.8,25.5,2718,1718,109,16.9,1370
2414,125,71174,5.6,23.6,3505,1378,66,3.2,1373
2347,76,53934,17.7,18.8,2935,1025,88,4.6,1375
2255,245,41836,20.9,20.9,3267,2515,333,37.3,1376
376,17,56985,8.8,37.3,575,283,17,14.3,1378
402,17,44750,16.4,32.6,503,389,26,17.2,1379
18927,2279,50617,19.1,26.7,24722,18263,1668,23.7,1420
3300,250,86219,6.2,35.0,5312,1701,144,0.0,1430
1706,102,89934,7.7,34.2,2581,933,84,6.7,1431
4279,258,77462,11.9,36.0,6235,1830,176,23.1,1432
285,36,54318,22.7,36.9,299,364,35,0.0,1434
1972,98,77083,9.1,29.5,3151,942,67,14.0,1436
244,51,70028,25.4,18.7,522,263,1,73.7,1438
9348,751,46410,19.0,25.2,12179,9446,379,24.9,1440
5708,315,117500,4.0,35.3,10155,2352,96,2.1,1450
2405,118,140192,4.4,33.1,4157,1036,21,3.7,1451
2413,119,84803,4.9,35.4,3963,1100,70,4.6,1452
21109,1511,56577,13.7,27.5,27466,17285,1603,16.9,1453
5096,302,108704,2.8,31.5,8062,2400,58,2.6,1460
5860,266,89706,7.4,32.3,9507,3136,246,10.9,1462
6176,383,84980,4.9,36.1,10007,2966,379,3.3,1463
2907,227,68864,10.6,32.3,4731,1754,182,17.1,1464
277,0,131667,15.0,34.5,401,150,47,0.0,1467
2281,155,62589,5.4,34.2,3196,1053,154,0.0,1468
3981,191,81317,5.1,34.2,6045,1993,204,1.3,1469
4394,204,96953,2.8,28.5,6840,1612,56,2.3,1473
1137,41,98221,2.7,34.7,1507,447,155,0.0,1474
5479,315,61998,11.8,32.4,8031,3992,170,17.0,1475
8264,566,71976,4.4,28.2,13438,4881,425,1.8,1501
1798,49,97614,3.3,28.3,2595,872,81,5.0,1503
5306,393,75544,5.6,30.8,7476,2125,241,4.8,1504
2527,74,93197,3.4,29.1,4106,896,30,0.0,1505
1727,125,63906,10.8,33.5,2580,960,193,12.0,1506
7107,656,92227,4.6,32.7,11232,3118,203,3.9,1507
7511,434,60755,9.8,26.4,9756,5227,524,10.6,1510
1252,87,80714,4.7,33.6,1834,645,30,2.5,1515
4987,168,88958,3.1,36.0,7752,1771,86,2.3,1516
1479,69,53664,6.0,32.7,2454,1055,43,0.0,1518
3765,107,114615,4.2,35.2,5669,1458,61,3.4,1519
8141,431,99575,3.3,28.0,12637,3835,262,1.5,1520
1371,123,75658,5.1,33.0,1765,781,71,2.2,1521
1694,102,102602,7.3,28.9,2876,954,38,7.0,1522
3518,194,97958,8.1,31.1,5429,1771,205,13.9,1523
3660,215,60288,8.5,31.8,5302,2058,271,11.0,1524
86,20,82361,0.0,31.2,96,32,0,0.0,1525
7252,480,72566,6.8,25.7,11381,3615,391,9.3,1527
1739,113,91250,7.0,31.2,2661,865,51,8.7,1529
555,35,81389,5.9,41.6,896,329,17,5.1,1531
7965,344,110147,3.2,29.3,13058,3497,94,2.9,1532
3575,252,95238,8.0,29.4,4813,1760,175,7.9,1534
2519,150,70873,5.2,33.5,3960,1389,128,7.0,1535
3920,315,94766,8.6,32.5,6003,2091,313,3.4,1536
1216,59,76114,14.3,32.0,1948,1132,1,24.0,1537
5730,243,60852,9.7,27.2,7698,4390,381,12.1,1540
1794,130,121500,6.5,35.2,2991,898,20,2.9,1541
1332,53,94103,1.2,28.9,2147,672,0,2.2,1542
4573,221,95347,2.2,35.0,7261,1966,25,1.2,1543
19065,883,99441,3.9,28.6,31828,8061,828,3.5,1545
8201,750,48762,16.4,25.3,9103,8466,711,19.5,1550
2175,148,80078,7.6,36.6,3573,1153,125,4.5,1560
137,16,-,6.4,N,220,161,0,0.0,1561
6284,375,65858,11.2,31.5,8908,4005,582,13.4,1562
4144,236,104187,5.5,31.8,6581,2142,112,5.9,1564
3259,138,98000,2.5,29.0,5505,1709,88,0.0,1566
4018,280,115348,4.8,33.2,6461,1558,118,3.3,1568
7589,741,90204,8.1,30.2,11396,3578,286,8.0,1569
8336,804,51229,13.2,27.3,10510,7694,588,16.0,1570
5806,596,62567,9.0,28.0,9186,3469,368,11.9,1571
9735,483,106915,4.7,31.2,15829,3619,558,4.1,1581
2709,152,74020,7.6,26.0,4363,1614,133,8.7,1583
2289,162,61298,7.1,28.4,3063,1733,252,7.5,1585
5024,271,60429,8.3,31.5,7522,2727,661,8.2,1588
5066,174,99692,2.0,29.1,8144,2025,47,1.0,1590
12764,742,62709,13.3,23.8,17938,8354,836,13.1,1602
9482,977,40967,22.2,24.7,11697,9777,905,27.2,1603
17072,1565,50426,19.5,24.4,22276,15941,1372,24.4,1604
12160,1229,35446,26.8,21.8,14472,15248,955,35.7,1605
10000,900,65163,10.2,25.5,14587,6006,717,11.1,1606
4114,449,47068,19.7,26.7,5316,3677,475,20.5,1607
1039,289,18843,51.6,22.6,1215,2388,108,66.5,1608
8630,701,42863,24.9,23.5,13534,7850,542,24.7,1609
9871,1400,31182,34.7,22.6,11001,12860,1414,33.0,1610
1434,42,81971,4.6,23.2,1737,1033,5,0.0,1611
2589,67,94135,3.6,28.1,4447,1059,47,3.7,1612
18065,843,100788,4.6,30.4,26661,8892,1007,6.2,1701
21485,1438,51137,17.0,27.4,21907,15508,3561,19.4,1702
270,38,131484,10.6,39.4,456,159,0,22.0,1718
2991,190,103556,4.7,33.9,4771,873,162,5.0,1719
11807,529,131413,2.9,36.1,20322,4077,376,0.8,1720
9960,341,103700,3.8,31.3,14980,3710,374,2.9,1721
6954,365,117688,2.8,26.8,11883,3700,167,1.0,1730
347,32,84333,5.0,20.8,1522,80,0,4.5,1731
2886,106,151023,1.5,35.5,4623,853,109,0.0,1740
2500,113,167400,2.2,36.8,4688,1055,10,2.2,1741
8085,264,137991,5.3,32.8,15539,3893,322,5.5,1742
193,19,120766,0.0,19.6,465,108,0,0.0,1745
7288,434,110295,2.0,35.0,12696,2968,233,2.2,1746
3096,149,99792,2.0,34.7,5224,1243,49,0.0,1747
8350,453,143190,2.6,38.0,15059,2192,213,1.8,1748
10653,436,80574,6.5,28.8,15588,6070,624,8.1,1749
22490,1082,72222,7.2,29.4,27451,13833,2052,8.2,1752
5800,263,90134,9.2,30.5,8931,2637,306,8.9,1754
3274,251,121298,0.6,32.8,5481,996,125,0.0,1756
15338,864,73117,7.6,29.9,21301,9548,1057,8.7,1757
19353,763,104600,3.3,32.4,30967,7758,396,1.6,1760
1995,60,158250,3.5,34.3,3931,773,69,6.6,1770
4815,192,147216,4.2,31.9,8513,1845,129,4.1,1772
2406,53,143505,4.3,34.1,4193,1207,171,1.2,1773
3685,160,146799,4.3,33.6,6233,1582,90,2.7,1775
8681,369,164013,1.9,33.9,17125,3194,37,1.8,1776
6790,153,157005,4.4,33.1,12639,3018,40,3.4,1778
22554,1275,84479,7.1,25.6,31171,12384,968,8.4,1801
13342,741,92141,5.2,28.5,21407,7602,749,6.8,1803
17536,833,134627,4.4,32.3,31687,6062,512,3.5,1810
17709,1096,100158,4.0,29.0,26758,8537,706,4.9,1821
13823,578,109638,3.2,29.7,23030,6153,445,1.6,1824
16678,844,86884,5.7,30.5,24400,10080,603,3.5,1826
1789,73,118984,2.4,33.6,3026,665,62,1.4,1827
13039,1241,57917,15.8,28.8,16805,10434,971,21.1,1830
11763,959,63078,12.1,28.5,16248,9071,808,16.8,1832
4684,222,106016,2.1,33.5,7510,1922,51,0.0,1833
3715,143,96512,1.7,30.1,5803,1629,114,2.1,1834
7477,433,71827,8.4,30.4,10934,3499,347,8.2,1835
1944,315,19855,33.2,25.5,1867,3805,282,29.5,1840
20456,3504,34636,27.5,22.6,15160,31065,3902,32.8,1841
11594,1624,42707,22.9,24.7,10470,16048,1551,27.6,1843
26180,2128,72664,10.3,27.7,35627,17268,1631,11.6,1844
15254,924,102008,5.4,32.1,25698,6671,744,5.0,1845
7548,725,42437,24.7,25.3,8508,8576,803,29.0,1850
14464,1639,49583,19.5,25.0,16142,14354,1716,19.7,1851
17088,1864,50348,19.4,25.8,20059,15634,1835,23.7,1852
13611,1386,40229,24.5,26.3,17569,11928,1767,24.3,1854
3662,348,77481,5.6,37.1,5643,2084,139,9.7,1860
5997,343,102330,4.4,31.0,7906,2699,182,4.1,1862
4659,322,80538,3.9,32.0,8037,2576,133,1.3,1863
8534,326,119933,3.2,33.8,14221,3269,151,1.6,1864
13293,542,110043,2.7,30.9,22192,5064,312,3.0,1867
16215,881,93016,5.5,30.0,24731,8350,466,5.3,1876
7150,385,99325,7.5,30.3,10392,2561,127,11.1,1879
14907,628,92474,3.8,30.4,22668,6020,512,0.5,1880
12297,510,130739,2.5,30.1,22105,3778,341,1.8,1886
12942,955,102301,2.9,30.8,19543,6112,329,4.2,1887
10999,427,149321,2.4,31.8,20620,4117,178,1.0,1890
593,65,21905,30.3,35.7,411,1262,46,24.9,1901
21496,2192,39654,24.3,32.0,19593,27341,3354,31.0,1902
9672,528,86477,6.3,26.4,13403,5476,486,9.3,1904
12604,985,55185,20.7,30.4,13326,13522,1537,25.2,1905
14743,1258,78372,7.9,29.2,21663,10185,827,9.6,1906
7312,339,103064,5.9,33.5,11895,4262,214,7.2,1907
1883,47,72625,4.2,35.3,2826,974,57,2.9,1908
9455,529,75861,5.6,30.1,13312,5533,590,4.8,1913
22081,1342,73839,7.7,27.1,32608,12467,1061,7.2,1915
4286,274,153578,2.1,37.8,7153,2083,147,4.6,1921
1734,46,86806,5.1,27.3,2566,543,23,0.0,1922
14659,884,79913,4.9,27.2,21923,8332,704,4.9,1923
1980,84,103750,5.6,28.0,3064,917,123,7.9,1929
14924,1049,63917,8.2,26.1,21834,12055,740,8.8,1930
8,8,-,78.4,N,15,139,0,-,1937
7301,474,77788,7.1,29.5,11129,4510,371,6.7,1938
6872,518,112151,2.1,32.9,11428,3464,178,2.7,1940
2440,227,92604,7.7,34.6,4476,1699,127,2.3,1944
9704,490,103148,5.7,34.9,17456,6147,222,3.9,1945
4180,248,106326,4.3,30.1,6788,2150,271,3.8,1949
9416,629,87162,7.8,32.3,14677,5005,315,9.3,1950
2099,91,93040,4.7,34.5,3718,1054,16,7.8,1951
4588,341,65903,10.3,31.9,6437,3440,470,9.6,1952
27049,1564,63822,8.2,26.3,38483,20597,1384,9.4,1960
3597,194,68448,5.2,30.0,5876,2580,178,5.2,1966
3222,173,85496,4.9,36.5,5425,1315,146,4.0,1969
22987,1642,61035,15.2,28.6,29149,16874,1398,20.6,1970
3806,172,114907,9.2,32.1,6847,2128,146,12.1,1982
3135,144,128283,1.4,30.9,5740,1574,60,0.0,1983
2437,100,99375,2.6,27.8,4625,1061,130,2.6,1984
2354,75,138947,4.6,35.6,4118,984,23,5.9,1985
9937,746,90630,3.5,33.3,13929,4139,546,2.7,2019
11405,988,93672,6.4,35.0,19047,6081,148,6.4,2021
3857,239,128224,4.7,36.0,7406,1698,157,6.0,2025
13110,661,87108,4.7,30.0,19794,7554,573,4.0,2026
2695,112,189265,0.6,33.1,5371,1162,61,0.0,2030
2256,207,100658,6.8,30.7,3464,994,40,7.7,2032
8988,592,95665,5.6,33.9,14602,4664,370,2.5,2035
17239,1136,108815,4.2,35.1,28932,6642,597,4.9,2038
10499,361,118148,5.3,34.8,20538,6039,267,5.7,2043
5828,591,78114,4.5,36.8,8099,3667,389,6.0,2045
14,15,-,0.0,N,18,47,0,0.0,2047
13065,1068,102090,2.6,35.9,21323,4248,433,1.2,2048
13712,669,84747,7.4,36.3,21018,7821,438,6.9,2050
6135,307,147630,2.5,37.5,11718,1880,67,2.2,2052
7557,365,109865,4.8,38.5,11567,2318,226,4.3,2053
4167,190,97591,4.7,32.8,7077,1686,250,3.0,2054
4870,184,138452,4.4,38.1,8845,1450,104,5.3,2056
5212,313,114560,3.5,37.4,9602,2174,274,1.9,2061
16019,930,83883,8.2,31.1,23055,8696,1003,10.9,2062
