housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
7379,5755,1624,486,106400,757
2663,1836,827,424,113100,765
7624,6001,1623,519,102900,766
11939,8501,3438,500,96600,767
12928,9831,3097,518,103600,769
12454,9606,2848,493,120700,771
6435,4169,2266,439,99600,772
6738,4675,2063,532,125200,773
428,283,145,548,168200,775
13579,9807,3772,589,116800,777
15185,11737,3448,674,160200,778
4706,4049,657,745,121500,780
5395,3328,2067,490,107800,782
10803,8149,2654,527,118300,783
14748,10487,4261,443,104000,784
73,73,0,-,-,786
17283,12828,4455,526,120000,791
9374,6421,2953,504,119800,794
14801,11433,3368,522,102200,795
3189,1375,1814,646,386900,901
30,30,0,-,-,906
8306,5217,3089,1020,323600,907
2625,1116,1509,719,199100,909
3885,1968,1917,740,384900,911
2841,1468,1373,698,139600,912
3044,510,2534,268,431000,913
10585,4274,6311,517,109600,915
8233,3951,4282,558,124800,917
8070,3830,4240,628,216600,918
7119,3823,3296,753,151000,920
14100,6320,7780,605,147800,921
10540,4712,5828,517,114600,923
20114,10294,9820,537,136800,924
2400,461,1939,581,142900,925
37761,27602,10159,717,189400,926
6161,3321,2840,543,223000,927
20,0,20,-,-,934
26103,18940,7163,724,141900,949
0,0,0,-,-,950
170,57,113,573,87100,951
3384,2209,1175,521,117800,952
23070,18841,4229,752,154600,953
26223,18340,7883,645,134800,956
15700,11591,4109,680,136600,957
18719,12349,6370,666,149700,959
0,0,0,-,-,960
11489,8175,3314,736,165200,961
7760,4278,3482,537,118700,962
2084,1283,801,538,102200,965
7117,5124,1993,1095,286200,966
1903,1415,488,1027,206900,968
16264,11619,4645,963,250900,969
9811,6787,3024,651,161600,971
23850,17539,6311,605,161200,976
8201,5328,2873,990,189100,979
5786,3591,2195,706,139400,982
13006,8561,4445,601,156400,983
12622,8441,4181,554,144900,985
20772,15883,4889,778,151400,987
6813,4964,1849,1305,270300,1001
9715,4729,4986,1561,449000,1002
34,0,34,2667,-,1003
1688,1367,321,1603,328500,1005
6429,5409,1020,1301,350400,1007
585,552,33,954,279500,1008
367,210,157,1305,275800,1009
1479,1292,187,786,379700,1010
446,371,75,1134,280900,1011
164,124,40,895,350000,1012
9549,4914,4635,1005,249300,1013
13578,8110,5468,1153,259100,1020
1069,824,245,1878,169700,1022
443,379,64,1023,283600,1026
8576,5350,3226,1195,348300,1027
5857,5059,798,1229,344100,1028
305,286,19,-,469400,1029
4979,3725,1254,1124,315900,1030
697,364,333,1164,237700,1031
247,219,28,1281,319200,1032
2539,2401,138,-,319600,1033
877,813,64,1804,331300,1034
2293,1703,590,1682,453300,1035
1965,1902,63,-,345200,1036
246,232,14,-,408600,1037
1062,834,228,1458,450200,1038
693,610,83,1513,413800,1039
15524,6451,9073,1016,255300,1040
1019,878,141,1302,282400,1050
791,607,184,1677,345600,1053
714,628,86,1339,444700,1054
8502,6326,2176,1250,303900,1056
3443,2880,563,880,312100,1057
7481,3395,4086,1460,427100,1060
4216,3199,1017,1016,389000,1062
6,0,6,-,-,1063
60,60,0,-,409100,1066
640,573,67,1208,379600,1068
4036,2988,1048,929,251300,1069
247,230,17,1063,271100,1070
536,478,58,950,287000,1071
605,553,52,1500,321400,1072
2464,2207,257,741,426900,1073
231,42,189,1032,-,1074
7246,5573,1673,1264,324800,1075
3810,3096,714,1343,375700,1077
138,96,42,-,283300,1079
1007,590,417,1115,254800,1080
678,616,62,1263,275400,1081
4647,3476,1171,1049,271200,1082
1108,695,413,-,375200,1083
50,44,6,-,328600,1084
15994,10975,5019,1064,296300,1085
325,185,140,1161,383300,1088
12598,7374,5224,1121,307900,1089
584,332,252,875,326000,1092
98,98,0,-,425600,1093
16,16,0,-,433300,1094
5377,4853,524,972,383200,1095
1071,929,142,1393,356800,1096
14,5,9,-,-,1097
496,463,33,592,355000,1098
1550,130,1420,1053,148000,1103
8844,4074,4770,1004,210800,1104
4896,553,4343,976,238400,1105
5888,5333,555,2056,423800,1106
4164,1299,2865,963,215500,1107
10552,4986,5566,1224,219500,1108
9746,4476,5270,1112,203100,1109
5630,4415,1215,1220,243800,1118
5221,4010,1211,1181,222900,1119
1117,1056,61,-,246200,1128
2582,2056,526,1325,239200,1129
0,0,0,-,-,1144
3606,1628,1978,1239,219800,1151
20199,12587,7612,1098,236500,1201
4081,2517,1564,930,199800,1220
232,232,0,-,312700,1222
1201,1146,55,1488,352200,1223
88,77,11,-,275900,1224
1513,1323,190,1309,237000,1225
2831,2139,692,830,289300,1226
87,66,21,-,531300,1229
3652,2737,915,1286,479200,1230
1069,899,170,1015,266200,1235
650,491,159,-,481300,1236
992,952,40,1153,278100,1237
2711,2132,579,1255,332100,1238
2289,1635,654,1060,480800,1240
41,41,0,-,-,1242
86,86,0,-,288100,1243
112,103,9,-,584200,1244
322,307,15,-,602900,1245
6723,3903,2820,786,190600,1247
403,323,80,-,339200,1253
431,412,19,928,555300,1254
335,323,12,1225,331300,1255
366,339,27,731,267200,1256
1062,764,298,1161,432100,1257
85,77,8,-,593800,1258
284,254,30,3114,456400,1259
9,9,0,-,-,1260
662,508,154,777,556000,1262
85,68,17,1071,666700,1264
454,403,51,1471,481600,1266
2724,2002,722,1280,438100,1267
399,387,12,-,350400,1270
8291,4553,3738,1098,253800,1301
834,704,130,957,368400,1330
5425,4055,1370,1041,257300,1331
1078,888,190,997,312300,1337
47,43,4,-,254400,1338
615,534,81,1089,307600,1339
811,672,139,1081,268100,1340
700,633,67,1696,376500,1341
447,297,150,1631,363100,1342
81,61,20,1250,265000,1343
685,525,160,992,241500,1344
232,223,9,-,285200,1346
72,34,38,-,166300,1347
358,254,104,1353,273500,1349
55,43,12,-,147900,1350
998,758,240,1552,308400,1351
658,510,148,1337,323900,1354
399,349,50,1180,357400,1355
1271,1122,149,1189,337200,1360
3099,2086,1013,745,226000,1364
463,420,43,1214,375000,1366
217,192,25,1536,271100,1367
545,494,51,1031,325200,1368
1709,1117,592,1057,334000,1370
2301,1881,420,1351,387500,1373
1788,720,1068,1613,391200,1375
2296,1223,1073,1147,237800,1376
378,338,40,1375,301400,1378
326,275,51,1726,271300,1379
15,15,0,-,129200,1380
16933,9571,7362,1131,294600,1420
2366,2258,108,-,369700,1430
1264,1191,73,969,362200,1431
3510,2471,1039,1373,419800,1432
328,230,98,1286,472100,1434
1280,983,297,1109,308100,1436
119,97,22,-,243300,1438
9021,5159,3862,1071,270500,1440
3659,3278,381,1521,673500,1450
1807,1644,163,1387,849200,1451
1630,1484,146,898,342100,1452
18148,11384,6764,1282,345900,1453
3637,3074,563,1542,633000,1460
4538,3691,847,1784,442900,1462
4322,3593,729,1303,459800,1463
2404,1978,426,1189,412700,1464
1637,1520,117,1308,358700,1468
2659,2242,417,1121,385200,1469
3275,2866,409,1643,394000,1473
777,643,134,2368,427600,1474
3780,2955,825,1245,294900,1475
6822,5465,1357,1241,363400,1501
1447,1155,292,1432,566800,1503
3969,2927,1042,1157,394600,1504
1932,1543,389,1833,578700,1505
1473,1247,226,1043,313200,1506
4977,4136,841,1215,405200,1507
6663,3526,3137,1353,348000,1510
905,742,163,997,342400,1515
3323,2779,544,1537,436700,1516
1247,898,349,1051,410100,1518
2724,2177,547,2266,573200,1519
5946,5071,875,1578,444300,1520
1164,1117,47,1750,288700,1521
1178,984,194,1100,386100,1522
2944,2442,502,1985,467400,1523
2229,2037,192,1055,390800,1524
0,0,0,-,-,1525
5292,3910,1382,1507,415600,1527
1222,1082,140,1275,418000,1529
380,326,54,1094,387200,1531
5715,4881,834,2087,598500,1532
2407,1926,481,1170,451800,1534
1897,1355,542,973,316500,1535
3021,2321,700,-,450500,1536
735,497,238,1223,338000,1537
4145,3466,679,1135,346000,1540
1324,1262,62,921,496400,1541
1046,915,131,1571,380300,1542
3091,2736,355,998,439200,1543
14508,10462,4046,2046,555500,1545
7256,3213,4043,1157,267000,1550
1955,1116,839,1364,442900,1560
0,0,0,-,-,1561
5135,3345,1790,1085,368300,1562
3283,2882,401,1606,467400,1564
2784,2570,214,1677,393000,1566
2878,2590,288,-,558600,1568
5434,4359,1075,1480,417900,1569
7468,4331,3137,1135,339600,1570
4255,3012,1243,1188,372400,1571
8065,4895,3170,2038,637900,1581
2914,2332,582,1248,399700,1583
2171,1750,421,1153,319800,1585
4350,2613,1737,1263,413600,1588
3220,2792,428,1167,526400,1590
9952,5995,3957,1471,380800,1602
8133,3935,4198,1339,287800,1603
16775,7272,9503,1570,321900,1604
11886,3718,8168,1362,349800,1605
8928,6122,2806,1615,343700,1606
3770,1623,2147,1356,341300,1607
2214,100,2114,1461,117100,1608
8230,3277,4953,1212,422100,1609
9259,1507,7752,1339,279100,1610
825,659,166,1040,306400,1611
1633,1474,159,1364,464700,1612
12804,10015,2789,1973,612600,1701
14665,5033,9632,1822,563600,1702
217,209,8,-,359300,1718
2210,1708,502,1816,671800,1719
8821,6652,2169,1908,766500,1720
7573,5721,1852,2334,586000,1721
5862,4148,1714,2430,878200,1730
495,0,495,"3,500+",-,1731
1990,1888,102,1632,722300,1740
1726,1624,102,1409,1055600,1741
6191,4896,1295,2471,1139200,1742
250,218,32,-,647400,1745
5654,4907,747,1651,620500,1746
2171,1667,504,1819,456000,1747
6633,5660,973,2500,726100,1748
8041,5992,2049,1416,480300,1749
16649,9352,7297,1721,485400,1752
4673,3599,1074,1678,494200,1754
2103,1916,187,1947,605500,1756
11410,7801,3609,1702,444100,1757
15358,10362,4996,2061,740700,1760
1512,1351,161,2313,944400,1770
3461,3093,368,2425,816500,1772
2194,1687,507,2162,1169800,1773
2731,2336,395,1829,657900,1775
6327,5707,620,1427,939400,1776
4981,4506,475,1403,935700,1778
16360,9429,6931,2190,641800,1801
9991,7501,2490,2615,679400,1803
13279,10688,2591,2046,813800,1810
11511,9334,2177,2211,581300,1821
9868,8161,1707,2076,590900,1824
12149,9694,2455,1740,466200,1826
1135,1089,46,1500,624300,1827
10542,5996,4546,1602,436400,1830
10306,5989,4317,1612,410300,1832
3151,2645,506,1973,614700,1833
2672,2450,222,1815,571900,1834
5452,4142,1310,1747,431400,1835
3299,76,3223,1174,-,1840
17097,5523,11574,1565,393800,1841
10613,3808,6805,1703,393700,1843
18801,13663,5138,1610,471900,1844
11521,8048,3473,2113,670000,1845
5877,2933,2944,1666,367200,1850
11321,5066,6255,1686,432100,1851
14809,6842,7967,1567,397200,1852
10376,3809,6567,1477,360500,1854
2710,2140,570,1236,531300,1860
4247,2999,1248,1881,503600,1862
3628,3063,565,1698,477900,1863
5856,4910,946,2253,680000,1864
9587,7956,1631,1722,741100,1867
11828,10035,1793,2248,546600,1876
4182,3606,576,1863,533300,1879
11053,7795,3258,1872,670100,1880
8814,7797,1017,2068,689400,1886
7871,6841,1030,2412,646200,1887
8054,6714,1340,2271,1181700,1890
1157,39,1118,1193,343200,1901
19110,7759,11351,1571,456000,1902
7006,5892,1114,1742,515100,1904
9055,4617,4438,1749,443200,1905
10701,7908,2793,1982,589500,1906
6332,4664,1668,2206,690800,1907
1604,1350,254,1790,686000,1908
7545,5157,2388,1573,475400,1913
16568,9847,6721,1684,619600,1915
2902,2742,160,736,874900,1921
1253,1062,191,-,727800,1922
11041,7610,3431,2004,611200,1923
1317,1010,307,1828,828200,1929
13180,8347,4833,1395,587800,1930
0,0,0,-,-,1937
5757,4178,1579,1525,701400,1938
4785,4159,626,2333,891100,1940
2212,1549,663,1872,932000,1944
8232,6821,1411,1769,904700,1945
3316,3065,251,1621,713000,1949
7792,5939,1853,1511,792400,1950
1335,1178,157,1803,808400,1951
4035,3016,1019,1646,450100,1952
22305,14582,7723,1902,566700,1960
347,325,22,-,664500,1965
3263,2257,1006,1827,692500,1966
2428,1987,441,1424,633900,1969
19709,10118,9591,1800,497500,1970
2719,2259,460,1746,688500,1982
2245,2030,215,1003,810400,1983
1315,1126,189,-,841800,1984
1652,1574,78,1809,765800,1985
6289,4937,1352,1788,425900,2019
9677,7308,2369,2237,665500,2021
3109,2588,521,1959,1092500,2025
10297,7484,2813,2058,630400,2026
1912,1854,58,2500,1285800,2030
1588,1316,272,2448,673400,2032
7169,5232,1937,1763,581900,2035
12339,9668,2671,1856,567100,2038
9558,7672,1886,2452,1075100,2043
4575,3711,864,1885,606100,2045
64,64,0,-,695100,2047
8980,6527,2453,1702,571000,2048
10260,8323,1937,1620,622600,2050
4559,3937,622,1652,869400,2052
4573,3997,576,1570,588900,2053
3383,2829,554,1733,570300,2054
3361,3197,164,1791,694300,2056
3643,3333,310,2181,799600,2061
13299,6884,6415,2056,613500,2062
7606,6716,890,1579,789500,2066
6454,5597,857,2269,697900,2067
473,449,24,-,590300,2071
10861,8392,2469,1993,496700,2072
7306,5971,1335,1980,647200,2081
5492,4791,701,2390,985800,2090
4395,3753,642,1046,599500,2093
2008,1075,933,2692,1570400,2108
2066,682,1384,"3,500+",1007200,2109
1225,815,410,3142,1104700,2110
3614,971,2643,1994,953400,2111
4060,623,3437,2498,693900,2113
7992,1820,6172,2933,927900,2114
9899,1450,8449,2033,1015400,2115
11525,4007,7518,2341,1583500,2116
14185,4487,9698,1748,1029100,2118
11764,2886,8878,1252,668900,2119
4564,542,4022,1630,941200,2120
10363,2396,7967,1316,548100,2121
9159,4000,5159,2052,656400,2122
19987,8386,11601,1783,607200,2124
13759,4841,8918,1897,645400,2125
8862,3705,5157,1659,515000,2126
17895,8023,9872,2435,858600,2127
17619,5033,12586,2009,680000,2128
9389,4661,4728,2258,926000,2129
17928,8184,9744,2434,763700,2130
12449,7095,5354,1999,634200,2131
11110,7889,3221,2140,714000,2132
13,13,0,-,-,2133
8267,1089,7178,2269,586700,2134
21072,4582,16490,2179,684000,2135
13570,7250,6320,1772,566300,2136
14239,5821,8418,2799,1088700,2138
16062,5140,10922,2613,1066200,2139
10030,3605,6425,2581,1070200,2140
7233,1976,5257,2752,892600,2141
2168,187,1981,"3,500+",1726900,2142
12132,3780,8352,2424,930200,2143
11217,4266,6951,2654,987000,2144
11946,4098,7848,2377,784900,2145
26319,11070,15249,2066,607500,2148
17262,6304,10958,1988,605200,2149
13522,3949,9573,1861,476500,2150
21528,10777,10751,1964,566200,2151
7918,4399,3519,1909,606900,2152
24586,13038,11548,2483,715500,2155
399,0,399,"3,500+",-,2163
28674,11544,17130,1975,552200,2169
7957,4358,3599,1801,661800,2170
8895,4587,4308,2281,630200,2171
12368,8388,3980,1933,796100,2176
9520,6769,2751,1878,629000,2180
14339,11058,3281,1925,623200,2184
9184,7738,1446,1545,896500,2186
6860,4181,2679,1859,542900,2188
6529,4190,2339,1732,463300,2189
8329,5802,2527,2012,554900,2190
3581,2969,612,1833,492200,2191
825,28,797,3404,-,2199
0,0,0,-,-,2203
0,0,0,-,-,2205
4306,994,3312,"3,500+",1212000,2210
8232,701,7531,2385,683800,2215
23256,11634,11622,1566,414200,2301
12354,8664,3690,1476,395000,2302
1702,1346,356,1648,482800,2322
9354,7023,2331,1975,500600,2324
4,0,4,-,-,2325
4732,4196,536,1759,409800,2330
5980,5383,597,1644,826300,2332
5046,4198,848,1566,474000,2333
2965,2848,117,1494,442800,2338
4904,4243,661,1642,706200,2339
3967,3571,396,1912,498700,2341
4251,3539,712,1522,435300,2343
9796,7546,2250,1692,426800,2346
4191,3415,776,1837,533800,2347
61,61,0,-,309600,2350
6438,4777,1661,1547,516300,2351
4712,3515,1197,1710,621600,2356
0,0,0,-,-,2357
7005,6210,795,2413,550300,2359
25822,20596,5226,1831,494700,2360
5547,4643,904,1157,562000,2364
0,0,0,-,-,2366
1048,990,58,402,499300,2367
12659,8806,3853,2049,464000,2368
6662,5201,1461,1497,452300,2370
4612,3790,822,2080,492000,2375
2876,2410,466,2011,501000,2379
5754,4190,1564,1785,456400,2382
5572,4836,736,2771,1148100,2420
6765,5162,1603,2847,1147700,2421
9594,5038,4556,2779,1218000,2445
14426,5263,9163,2757,1172800,2446
7544,4423,3121,2537,709200,2451
5464,2792,2672,2325,779900,2452
12684,5319,7365,2063,666300,2453
17,17,0,-,-,2457
5053,3146,1907,2313,1116600,2458
6475,5395,1080,2308,1336200,2459
3972,2349,1623,2606,1124300,2460
2544,1972,572,3026,1154500,2461
526,401,125,-,1265400,2462
1395,841,554,2407,899300,2464
4381,3000,1381,2251,1098600,2465
2929,1687,1242,2082,1164900,2466
6728,4595,2133,3067,1249100,2467
2027,1978,49,2875,1809300,2468
16220,7913,8307,2356,737600,2472
12049,7038,5011,2157,887000,2474
7804,4996,2808,1823,882100,2476
10336,6654,3682,2382,1108800,2478
4963,4329,634,3064,1642700,2481
4121,3296,825,2674,1255200,2482
7339,6660,679,2256,1177300,2492
3532,3193,339,2168,1586100,2493
4062,2952,1110,2452,1052400,2494
6172,4775,1397,1474,477200,2532
439,391,48,-,1010500,2534
798,702,96,1771,1805200,2535
8936,8008,928,1473,496500,2536
2404,2195,209,1328,617600,2537
1724,1297,427,1548,347300,2538
1666,1316,350,1717,1171700,2539
4113,2704,1409,1328,756300,2540
256,0,256,1830,-,2542
468,380,88,1206,909100,2543
38,38,0,-,-,2553
4919,3741,1178,2081,1386100,2554
1088,984,104,-,658600,2556
924,621,303,-,1006000,2557
890,762,128,1482,426900,2558
1444,1140,304,671,563500,2559
172,115,57,-,462100,2561
1412,1194,218,1802,575600,2562
4284,3802,482,1764,552900,2563
106,97,9,-,1546900,2564
3095,2085,1010,1172,911300,2568
5035,4010,1025,1427,422500,2571
852,759,93,2146,1183300,2575
1820,1534,286,-,348500,2576
23,23,0,-,-,2584
7134,3565,3569,1629,408800,2601
851,766,85,2461,686300,2630
4720,3729,991,1386,621800,2631
4789,3879,910,2191,542000,2632
2243,1988,255,1005,881400,2633
1637,1451,186,2122,649900,2635
185,185,0,-,860700,2637
1390,1196,194,1689,714000,2638
1785,1284,501,1296,451700,2639
133,133,0,-,1024500,2641
2860,2543,317,1692,668400,2642
0,0,0,-,-,2643
1408,1269,139,1790,459400,2644
4831,4018,813,1809,581200,2645
957,811,146,1964,723600,2646
100,80,20,-,-,2647
3032,2908,124,1533,580700,2648
6853,5703,1150,1808,515800,2649
470,424,46,-,973800,2650
642,515,127,-,844200,2652
3002,2344,658,1181,816700,2653
1641,1525,116,1781,746200,2655
2034,1448,586,1306,769500,2657
548,483,65,1232,650400,2659
3068,2326,742,1513,502500,2660
195,195,0,-,662700,2663
4561,3392,1169,1692,479400,2664
411,367,44,-,670700,2666
1729,1415,314,1200,760000,2667
1042,889,153,-,622100,2668
717,611,106,1493,647400,2670
470,459,11,-,593500,2671
0,0,0,-,-,2672
4112,3270,842,1502,445100,2673
3229,3000,229,1673,544300,2675
1577,1423,154,1674,479000,2702
17767,11748,6019,1446,409400,2703
18,12,6,-,700000,2713
1444,1375,69,1349,479100,2715
1605,1411,194,2122,512900,2717
2499,2221,278,1683,437300,2718
7200,5316,1884,1071,407300,2719
14300,5675,8625,1177,361800,2720
11288,3923,7365,1010,362800,2721
7580,2456,5124,1058,312900,2723
8342,2839,5503,1105,368300,2724
822,810,12,-,389700,2725
6530,5398,1132,1316,389300,2726
1970,1664,306,1452,585500,2738
2974,2346,628,1478,671900,2739
19586,7421,12165,1052,303400,2740
4081,3581,500,1155,407000,2743
5239,1789,3450,1133,344800,2744
10160,6187,3973,1104,339600,2745
7210,1445,5765,1100,324400,2746
7178,5662,1516,1384,460400,2747
4854,3627,1227,1362,482500,2748
12098,8627,3471,1386,458300,2760
4200,2709,1491,1901,461200,2762
757,525,232,1692,556800,2763
1460,1245,215,1444,498100,2764
6558,5541,1017,1986,476900,2766
5931,4543,1388,1671,507500,2767
4643,4213,430,1304,487000,2769
2099,1841,258,1442,542800,2770
5847,4977,870,1808,461600,2771
6741,5839,902,1332,414900,2777
2297,2250,47,-,472100,2779
21340,12764,8576,1257,377800,2780
6735,5661,1074,1313,476000,2790
215,205,10,-,947100,2791
302,173,129,-,271000,2802
1014,822,192,1318,303000,2804
5978,5322,656,1794,591700,2806
393,282,111,1422,936200,2807
970,762,208,1182,331700,2808
8480,5884,2596,1352,447500,2809
432,414,18,-,474600,2812
3481,3024,457,1499,467700,2813
2879,2594,285,1046,376200,2814
67,43,24,-,-,2815
13667,10903,2764,1168,317400,2816
2401,1983,418,1977,500500,2817
8185,6243,1942,1384,564800,2818
2011,1625,386,1128,469600,2822
10,10,0,-,-,2823
110,110,0,-,414100,2824
1952,1800,152,1525,398900,2825
318,248,70,-,266400,2826
833,788,45,2677,379800,2827
2930,2523,407,999,400900,2828
16,16,0,-,-,2829
2705,2132,573,981,381200,2830
1308,1238,70,1723,468600,2831
2024,1607,417,1114,391100,2832
287,185,102,464,272400,2833
2563,2222,341,1932,752300,2835
36,36,0,-,-,2836
1578,1419,159,2523,726200,2837
1451,792,659,1311,327500,2838
634,524,110,1402,321400,2839
10663,5291,5372,1610,669500,2840
12,0,12,-,-,2841
7237,4249,2988,1906,536600,2842
9872,7037,2835,1188,461700,2852
3381,2814,567,1463,387500,2857
124,124,0,-,342900,2858
2273,1785,488,1223,361600,2859
19791,7900,11891,1112,287400,2860
11259,7275,3984,1278,285200,2861
7487,2139,5348,1118,300500,2863
14102,10794,3308,1251,394800,2864
6905,5316,1589,1206,427700,2865
7219,5809,1410,1577,539700,2871
61,61,0,-,293600,2872
89,50,39,-,-,2873
2283,2012,271,1939,635300,2874
128,83,45,-,415300,2875
384,70,314,1694,-,2876
6853,5354,1499,1228,367400,2878
9499,7500,1999,1281,515800,2879
1059,460,599,1368,481000,2881
5536,3827,1709,1661,686000,2882
4962,3022,1940,1253,363900,2885
13121,8588,4533,1300,334400,2886
8740,7022,1718,1218,318100,2888
11443,9097,2346,1216,299900,2889
10002,7464,2538,1249,422600,2891
2023,1908,115,1961,479600,2892
14350,7827,6523,1249,293100,2893
196,196,0,-,341600,2894
17472,6669,10803,1116,267900,2895
4525,3664,861,1282,423500,2896
713,695,18,-,399400,2898
5648,1238,4410,1640,365600,2903
13635,6994,6641,1217,302200,2904
9755,4972,4783,1103,322700,2905
12434,6226,6208,1729,582700,2906
10747,4019,6728,1136,311600,2907
14682,6826,7856,1381,293800,2908
15704,6150,9554,1258,283800,2909
8916,6140,2776,1385,302400,2910
6614,4345,2269,1480,319300,2911
15,0,15,-,-,2912
9211,4991,4220,1165,309600,2914
7359,4679,2680,1482,317600,2915
3787,2751,1036,1267,360400,2916
4883,3827,1056,988,416100,2917
37,0,37,-,-,2918
11295,8182,3113,1259,326100,2919
14657,9163,5494,1271,336900,2920
4758,4029,729,1439,523900,2921
4540,4131,409,1447,491400,3031
1998,1872,126,1960,547900,3032
1853,1759,94,2235,480100,3033
1559,1415,144,1198,395000,3034
1827,1780,47,-,479500,3036
1579,1444,135,1531,389800,3037
13179,9133,4046,1473,381700,3038
3023,2581,442,2019,421400,3042
561,536,25,1385,379200,3043
1779,1636,143,2618,405400,3044
5338,4591,747,1590,360300,3045
1181,1123,58,1000,436500,3046
688,572,116,1174,314500,3047
1410,1083,327,1199,275000,3048
3367,3021,346,1572,622800,3049
9752,8245,1507,1615,407100,3051
3015,2543,472,2152,443600,3052
9482,8176,1306,1837,464100,3053
10378,9237,1141,1819,406200,3054
6441,4149,2292,1569,363500,3055
883,820,63,1206,478500,3057
12359,4808,7551,1539,338700,3060
11657,8060,3597,1864,398100,3062
6546,4142,2404,1820,371700,3063
6345,3788,2557,1439,382000,3064
2092,1881,211,1140,436300,3070
1824,1576,248,896,317900,3071
5005,4408,597,1390,484500,3076
4269,3478,791,1380,342500,3077
12573,9661,2912,1487,438500,3079
629,586,43,1702,334300,3082
509,406,103,1108,362200,3084
1701,1300,401,1389,369900,3086
5454,5208,246,3226,684700,3087
1987,122,1865,1587,418400,3101
14530,5716,8814,1533,309400,3102
15345,7640,7705,1322,313500,3103
14727,8402,6325,1455,364200,3104
5475,4273,1202,1638,371600,3106
4120,3280,840,1834,350000,3109
8033,6700,1333,1913,582000,3110
120,101,19,1021,376800,3215
873,779,94,1257,332100,3216
979,585,394,1129,188600,3217
483,398,85,1302,305200,3218
2963,2453,510,1151,265000,3220
931,832,99,1465,302400,3221
2477,1923,554,1246,256500,3222
1209,1171,38,-,285100,3223
956,884,72,1967,409600,3224
1353,1256,97,1399,308600,3225
413,379,34,-,388100,3226
712,648,64,2000,387000,3227
2112,1839,273,1166,441200,3229
646,599,47,1375,213000,3230
34,31,3,-,-,3231
88,88,0,-,396700,3233
1998,1771,227,1235,298100,3234
3623,2269,1354,1088,244800,3235
1004,943,61,-,317600,3237
37,37,0,-,189900,3238
489,423,66,1232,256400,3240
425,388,37,1550,401800,3241
2176,1374,802,1073,317600,3242
364,328,36,985,243300,3243
2916,2636,280,1112,252900,3244
844,669,175,1746,327400,3245
7112,4472,2640,1180,307800,3246
2957,2692,265,1308,388700,3249
659,500,159,972,312000,3251
3122,2412,710,1230,444500,3253
2311,2093,218,1372,516800,3254
754,670,84,514,440600,3255
920,803,117,1125,363200,3256
1628,1412,216,1569,469000,3257
1039,943,96,1700,360300,3258
138,138,0,-,372100,3259
325,312,13,-,297000,3260
1653,1508,145,1183,356100,3261
468,348,120,1050,305500,3262
1746,1128,618,1185,270600,3263
2196,1272,924,1178,273300,3264
829,681,148,972,264000,3266
570,538,32,1235,312900,3268
1055,883,172,1302,392900,3269
145,145,0,-,277300,3273
4596,3465,1131,1258,309400,3275
3492,2399,1093,1024,245500,3276
1218,920,298,1211,322900,3278
317,262,55,745,239400,3279
453,408,45,1181,288300,3280
3594,3382,212,1418,363100,3281
