hs_incomp_25_plus,hs_grad_25_plus,bach_grad_25_plus,perc_bach_grad_and_above,zip
137,1906,3243,55.6,1938
138,1769,2764,60.7,1940
16,161,1796,81.1,1944
95,1298,6036,75.7,1945
529,2179,1970,40.3,1949
250,1731,4908,64.6,1950
0,281,792,63.2,1951
323,1771,2126,45.0,1952
1422,12057,9280,34.8,1960
34,16,544,87.4,1965
202,620,1664,58.9,1966
92,917,1248,48.7,1969
1105,7023,9195,48.3,1970
54,733,1961,67.3,1982
92,505,1676,69.0,1983
9,262,1058,71.3,1984
70,342,1132,64.3,1985
231,3242,2951,40.4,2019
353,2462,5793,61.9,2021
96,631,2198,71.4,2025
710,3657,5480,55.8,2026
28,104,1232,87.7,2030
63,508,1061,60.8,2032
163,2263,4357,59.5,2035
251,4057,6893,55.6,2038
130,1913,6459,73.7,2043
169,1701,2288,51.8,2045
0,58,48,43.4,2047
577,3373,5001,51.5,2048
350,3636,6174,51.2,2050
74,565,3334,76.7,2052
207,1274,3492,58.3,2053
132,1411,1837,49.2,2054
379,1591,2620,54.9,2056
95,1037,2937,65.9,2061
710,4028,7238,53.0,2062
82,1432,5339,67.4,2066
102,1241,4215,74.4,2067
0,146,643,72.2,2071
1068,5843,4818,39.2,2072
284,2402,4899,57.1,2081
261,1050,3853,71.3,2090
138,1699,3005,55.1,2093
14,310,960,75.8,2108
38,220,1333,81.5,2109
45,61,690,85.0,2110
274,744,1290,61.5,2111
113,332,2537,81.0,2113
147,582,4739,83.9,2114
384,1449,4475,67.1,2115
246,1351,5225,77.3,2116
1159,3201,6243,54.8,2118
1961,4563,3520,30.8,2119
713,1039,1642,43.4,2120
1644,6465,2480,21.0,2121
1645,4510,3913,35.7,2122
3070,10053,6663,30.3,2124
1276,5753,5175,40.4,2125
1309,5385,2385,23.6,2126
687,3964,12978,70.0,2127
2282,8103,7648,35.6,2128
571,1997,5268,70.6,2129
884,3790,8847,70.7,2130
1104,4482,5747,50.2,2131
376,2776,6290,64.4,2132
0,0,0,-,2133
79,1096,5072,76.2,2134
993,3631,13574,71.0,2135
1745,7368,5705,32.9,2136
194,799,7041,86.7,2138
590,1970,8434,76.4,2139
269,1195,4466,79.6,2140
383,1029,3082,71.2,2141
5,40,1328,90.7,2142
736,2154,7445,73.5,2143
506,1951,7179,75.1,2144
965,3700,6523,53.7,2145
2636,11445,11916,43.6,2148
2955,11492,5581,23.6,2149
2870,8084,4029,21.6,2150
3034,16227,7263,24.6,2151
172,3868,4096,43.7,2152
1540,9025,13864,56.0,2155
0,10,672,95.7,2163
1666,10347,12414,46.2,2169
1093,3004,4301,44.3,2170
807,2990,4598,51.3,2171
573,3803,7237,61.3,2176
641,4252,5489,51.5,2180
869,6732,7175,46.1,2184
396,2676,5779,67.6,2186
368,3380,2924,38.8,2188
278,2902,2946,38.8,2189
419,3071,4069,44.1,2190
151,1779,1750,42.0,2191
14,34,393,90.5,2199
0,0,0,-,2203
0,0,0,-,2205
0,87,2076,93.1,2210
224,659,3363,83.7,2215
3630,14735,6544,21.5,2301
1706,8750,3039,19.1,2302
137,1098,768,31.4,2322
741,5651,4697,41.9,2324
0,0,19,67.6,2325
391,3305,1186,25.5,2330
418,1133,4505,71.5,2332
273,3186,2177,30.7,2333
152,1745,1280,35.7,2338
150,1627,3372,57.8,2339
366,2279,1684,37.6,2341
301,2652,2085,31.0,2343
587,6053,3576,28.4,2346
416,1964,1997,38.2,2347
0,38,12,15.0,2350
315,3718,3352,40.8,2351
144,1803,2768,57.2,2356
0,0,0,100.0,2357
236,2871,3455,45.2,2359
1361,11013,12842,44.6,2360
194,2046,3292,48.8,2364
45,93,0,3.8,2366
122,666,498,34.8,2367
1604,6431,5012,32.6,2368
384,4099,2900,33.2,2370
151,2041,2369,46.4,2375
152,1660,1533,39.1,2379
332,3337,1947,27.2,2382
124,484,2769,84.4,2420
197,827,3225,83.0,2421
190,842,4112,83.2,2445
161,1161,5825,84.5,2446
382,2615,3952,54.9,2451
231,1878,2621,53.7,2452
857,3523,6418,58.8,2453
0,4,5,55.6,2457
122,983,2784,72.8,2458
46,471,3557,86.2,2459
114,680,1944,78.8,2460
91,254,1540,86.8,2461
36,183,308,66.9,2462
18,224,648,71.9,2464
185,760,2541,77.3,2465
82,545,1624,76.7,2466
22,553,3271,83.8,2467
14,79,1034,90.1,2468
303,4180,8855,66.4,2472
231,2152,6912,73.9,2474
300,1332,3623,75.2,2476
244,1523,5285,79.6,2478
77,205,3205,89.7,2481
53,534,2108,82.0,2482
107,964,4402,84.9,2492
83,529,2630,82.2,2493
143,493,2184,74.4,2494
231,2305,2500,42.7,2532
33,113,331,66.6,2534
30,207,610,60.2,2535
711,3548,3866,42.4,2536
52,780,1268,52.9,2537
42,1052,432,18.3,2538
86,1135,979,36.7,2539
228,802,1936,60.1,2540
17,67,89,36.0,2542
0,57,196,83.1,2543
0,0,0,53.9,2553
88,1699,3408,57.5,2554
0,154,627,67.0,2556
64,360,289,40.4,2557
80,615,151,16.4,2558
39,520,549,45.8,2559
0,29,158,59.4,2561
75,376,936,46.9,2562
120,1662,2459,52.3,2563
0,9,73,61.0,2564
255,1910,1444,38.7,2568
480,2574,1471,28.7,2571
22,392,354,56.0,2575
114,1619,534,21.4,2576
0,0,0,0.0,2584
1049,4343,2010,25.3,2601
4,118,375,57.4,2630
123,1785,1911,48.7,2631
225,2084,2090,42.9,2632
33,492,1328,66.8,2633
16,281,736,52.9,2635
0,9,107,63.8,2637
108,832,520,39.1,2638
81,672,625,34.0,2639
0,30,142,83.5,2641
90,1002,1234,48.8,2642
0,0,0,-,2643
55,586,686,36.1,2644
157,2314,1878,41.7,2645
19,180,570,64.9,2646
22,0,88,80.0,2647
228,1201,1325,39.4,2648
146,2910,3073,41.8,2649
35,113,244,50.5,2650
0,487,88,45.2,2652
39,769,1748,62.6,2653
22,379,817,55.0,2655
57,370,1013,61.7,2657
12,108,255,58.5,2659
143,1280,1387,40.1,2660
0,28,124,85.1,2663
253,2400,1594,36.2,2664
0,76,60,67.3,2666
37,532,617,56.3,2667
0,222,594,52.0,2668
15,202,388,55.8,2670
0,116,155,53.3,2671
0,0,28,100.0,2672
195,1796,1223,32.3,2673
109,895,1849,53.0,2675
55,742,956,40.5,2702
1844,10041,7224,32.3,2703
13,1,12,40.6,2713
45,926,472,33.1,2715
163,1089,811,35.1,2717
591,1270,661,24.8,2718
419,3927,2525,29.6,2719
2327,6932,3010,20.8,2720
2284,6279,2015,13.3,2721
962,4571,949,11.3,2723
1598,4576,1275,13.8,2724
137,493,306,26.4,2725
604,3721,2782,34.8,2726
97,1140,982,47.3,2738
70,929,1700,54.4,2739
3466,10934,3817,18.0,2740
348,3063,1574,25.6,2743
940,2401,694,12.9,2744
1690,6198,2548,19.4,2745
1166,3732,754,9.4,2746
1200,4004,2655,31.1,2747
250,2481,2203,42.7,2748
785,5145,6075,44.4,2760
233,1801,1976,43.9,2762
40,150,513,71.0,2763
69,831,717,32.5,2764
437,3492,3573,43.1,2766
498,2757,2646,39.7,2767
391,2311,2405,44.2,2769
76,946,1123,48.5,2770
531,2674,2881,43.2,2771
900,3782,2763,34.2,2777
96,1255,1196,38.3,2779
2932,12939,6029,22.5,2780
549,4210,2080,30.4,2790
0,32,40,84.9,2791
51,279,211,39.1,2802
39,584,256,22.1,2804
138,1184,3740,73.3,2806
27,188,248,53.9,2807
90,588,308,30.0,2808
934,3250,4128,45.4,2809
47,142,238,42.4,2812
325,1245,1393,41.5,2813
270,1626,1215,33.3,2814
10,0,41,35.3,2815
1238,7280,5005,31.4,2816
347,1142,942,35.4,2817
387,2136,4765,61.4,2818
404,796,1242,47.5,2822
0,17,0,0.0,2823
22,23,73,47.1,2824
158,1511,856,35.5,2825
0,90,26,13.7,2826
74,457,341,30.4,2827
189,1494,1519,42.2,2828
0,18,0,0.0,2829
207,1444,997,31.9,2830
63,840,668,33.8,2831
265,830,930,35.8,2832
0,190,29,13.1,2833
68,387,1629,68.3,2835
31,22,0,0.0,2836
35,402,990,62.8,2837
232,585,739,45.4,2838
22,266,312,32.9,2839
454,3665,4854,51.5,2840
5,33,210,62.7,2841
329,2969,3332,47.9,2842
412,3367,4597,46.4,2852
80,1336,1392,39.6,2857
0,95,57,33.9,2858
197,1352,738,22.5,2859
3157,10181,4915,23.9,2860
1789,7243,2568,18.7,2861
1995,4555,1077,9.1,2863
1355,5568,7241,40.7,2864
759,2595,3837,48.5,2865
321,2020,4639,59.6,2871
42,43,0,0.0,2872
0,21,28,78.4,2873
66,559,1291,62.8,2874
0,0,32,55.1,2875
19,286,106,27.1,2876
710,3105,3606,41.0,2878
724,2550,5425,58.4,2879
15,110,292,79.5,2881
166,1170,2867,59.9,2882
456,3069,1840,33.3,2885
1186,5844,4786,34.8,2886
307,4125,2593,32.4,2888
1270,6412,3610,25.3,2889
872,4875,3822,40.3,2891
43,922,858,50.1,2892
1312,8023,3969,25.2,2893
0,236,104,23.2,2894
3013,10977,3951,18.9,2895
331,2115,1729,29.5,2896
16,314,313,44.8,2898
423,2021,2116,52.3,2903
1651,6498,4070,31.2,2904
1898,4271,2257,26.6,2905
460,1473,6294,79.5,2906
2663,6629,2521,18.6,2907
1538,8606,5184,30.6,2908
1485,10108,3551,22.4,2909
831,4617,3228,27.9,2910
601,3705,2639,32.7,2911
0,0,13,81.3,2912
1595,4937,2342,24.9,2914
772,3973,2559,33.2,2915
293,1630,1706,41.6,2916
569,2584,2038,35.4,2917
0,0,0,49.4,2918
1075,7708,4188,27.2,2919
1726,7608,4817,29.9,2920
404,2108,2444,48.0,2921
48,1229,3052,63.7,3031
163,914,1485,49.4,3032
56,473,1342,63.5,3033
127,872,527,30.0,3034
75,975,848,43.9,3036
264,849,973,39.1,3037
1528,7499,5237,32.3,3038
128,1557,1139,30.0,3042
23,210,300,50.3,3043
162,756,739,32.6,3044
237,3333,2415,38.2,3045
91,552,420,41.6,3046
32,437,278,29.7,3047
233,868,357,22.2,3048
87,1284,1782,55.0,3049
657,5375,4534,37.0,3051
188,1263,1863,44.6,3052
295,3828,5430,48.8,3053
567,3383,5603,47.8,3054
248,3664,2015,33.2,3055
69,326,557,49.6,3057
1763,6410,4567,29.0,3060
686,4716,6610,50.1,3062
325,2525,3450,46.6,3063
561,3006,2490,37.7,3064
196,1104,1360,42.7,3070
195,1127,527,31.0,3071
326,2937,2369,38.9,3076
400,3065,1180,22.7,3077
542,7371,5329,38.2,3079
39,358,276,38.8,3082
47,305,217,35.7,3084
13,1059,710,35.1,3086
170,1129,3601,63.5,3087
221,336,709,48.6,3101
1516,6962,4855,28.9,3102
2423,8544,4178,23.7,3103
1117,6360,7115,42.5,3104
357,2569,1980,38.8,3106
201,2356,1474,30.0,3109
368,1745,5798,63.0,3110
0,12,42,68.6,3215
57,392,292,36.0,3216
126,545,234,26.2,3217
87,444,68,14.0,3218
401,2069,814,21.0,3220
80,428,388,39.3,3221
263,1432,762,27.1,3222
207,566,397,36.8,3223
47,314,500,49.4,3224
116,831,470,31.4,3225
21,205,190,44.0,3226
9,174,277,63.0,3227
134,908,1098,50.6,3229
72,527,92,15.0,3230
0,59,0,24.5,3231
0,7,76,81.0,3233
199,928,874,38.8,3234
449,2570,753,20.1,3235
42,436,313,36.8,3237
0,43,3,11.6,3238
72,301,147,25.4,3240
29,222,232,44.0,3241
65,992,808,35.6,3242
61,270,101,23.6,3243
212,2255,881,25.8,3244
20,265,375,52.1,3245
856,3836,2275,27.2,3246
102,1333,1164,43.2,3249
124,190,312,38.9,3251
187,1388,1231,44.0,3253
152,745,985,44.5,3254
19,224,526,59.9,3255
91,601,455,33.0,3256
16,310,1008,61.7,3257
60,569,475,36.8,3258
8,40,101,55.6,3259
9,193,150,39.0,3260
92,1165,764,33.8,3261
37,223,306,45.7,3262
254,1450,418,19.6,3263
36,847,999,44.5,3264
86,611,298,33.1,3266
54,370,187,34.1,3268
193,515,539,37.2,3269
0,22,80,52.0,3273
439,2744,1069,23.7,3275
445,2581,920,24.1,3276
109,645,403,36.9,3278
14,283,119,22.6,3279
20,350,215,34.2,3280
230,1250,1802,44.0,3281
25,188,183,34.4,3282
14,305,177,38.0,3284
22,584,550,39.9,3285
22,163,362,59.9,3287
117,917,988,40.8,3290
0,0,34,100.0,3291
0,29,13,27.8,3293
1126,6694,5393,40.3,3301
573,3880,2397,30.8,3303
65,938,2158,62.1,3304
334,1809,793,24.7,3307
595,4437,4517,42.4,3431
45,760,446,34.5,3440
21,101,53,42.1,3441
87,360,238,30.4,3442
0,65,63,27.1,3443
22,298,331,48.6,3444
41,162,77,26.5,3445
299,2080,865,25.8,3446
74,507,385,32.7,3447
29,244,65,18.6,3448
41,271,400,56.3,3449
25,192,221,48.0,3450
213,1399,372,15.4,3451
95,1076,754,31.2,3452
100,508,356,35.8,3455
8,193,83,26.8,3456
8,122,201,56.9,3457
147,857,1546,55.6,3458
160,1066,741,34.1,3461
0,322,244,59.7,3462
2,281,136,26.3,3464
75,599,258,26.9,3465
100,455,229,32.3,3466
21,363,479,48.6,3467
287,1480,370,16.9,3470
532,1667,687,26.8,3561
717,2736,741,14.8,3570
36,448,403,41.2,3574
0,0,0,-,3575
253,851,279,17.7,3576
9,169,22,10.0,3579
10,132,310,54.3,3580
102,1124,420,27.2,3581
94,729,140,11.5,3582
72,273,213,34.8,3583
64,887,416,26.3,3584
130,674,392,30.1,3585
4,65,88,55.0,3586
68,455,155,20.5,3588
146,322,50,8.6,3590
53,428,96,15.1,3592
1,49,126,68.6,3593
19,215,148,32.5,3595
59,238,34,7.1,3597
177,901,346,25.8,3598
0,131,47,25.6,3601
99,736,358,28.2,3602
352,1439,596,20.7,3603
0,0,0,-,3604
48,288,84,22.7,3605
47,69,10,17.1,3607
62,648,443,32.2,3608
0,80,90,31.9,3609
67,291,164,29.0,3740
241,1316,527,26.6,3741
845,4293,1503,22.8,3743
37,472,392,41.4,3745
102,932,825,45.2,3748
10,33,153,85.2,3750
0,176,40,36.2,3751
67,418,99,18.0,3752
38,400,694,59.5,3753
8,190,1265,85.6,3755
16,214,30,33.3,3765
346,1896,1815,53.6,3766
14,229,305,67.3,3768
3,51,103,56.9,3770
30,267,107,22.2,3771
474,2399,1135,25.4,3773
140,717,58,8.6,3774
22,251,210,42.7,3777
29,175,125,42.6,3779
2,185,90,43.6,3780
10,341,325,46.9,3781
89,570,428,40.9,3782
174,433,1161,61.2,3784
153,532,132,15.0,3785
319,2911,7125,63.0,3801
146,839,357,24.4,3809
32,508,490,36.5,3810
100,1312,1345,39.7,3811
13,260,188,41.3,3812
227,898,669,31.0,3813
117,738,329,21.5,3814
77,241,256,38.2,3816
0,62,174,43.3,3817
33,668,746,41.9,3818
97,1039,863,34.0,3819
511,4760,7863,50.7,3820
25,237,404,57.4,3823
39,345,1551,76.3,3824
189,1654,1803,45.6,3825
70,545,521,38.6,3826
78,533,610,46.7,3827
41,507,112,19.3,3830
9,57,123,51.3,3832
367,3061,5192,54.8,3833
394,1590,553,18.9,3835
34,264,254,39.2,3836
33,243,282,37.3,3837
18,225,185,36.6,3838
174,948,448,24.4,3839
28,655,1093,52.0,3840
93,1478,1086,37.5,3841
498,3148,3460,43.2,3842
37,399,610,55.9,3844
0,345,118,40.6,3845
10,219,279,57.2,3846
0,0,89,77.1,3847
184,1124,1050,33.0,3848
46,276,119,30.1,3849
0,92,8,6.2,3850
217,1217,372,19.6,3851
5,128,76,32.7,3852
11,136,187,49.0,3853
16,24,306,70.9,3854
48,594,446,31.6,3855
33,194,471,63.8,3856
101,1127,2278,49.6,3857
75,1220,848,33.7,3858
85,707,642,37.9,3860
80,596,776,55.4,3861
55,755,924,51.2,3862
77,555,233,22.0,3864
59,2068,1131,35.0,3865
797,5603,2953,25.1,3867
89,1353,1085,32.4,3868
20,568,451,38.0,3869
66,637,1514,57.9,3870
0,16,121,74.7,3871
