hs_incomp_25_plus,hs_grad_25_plus,bach_grad_25_plus,perc_bach_grad_and_above,zip
2233,6095,1544,11.5,915
1348,4025,2081,23.9,917
486,1501,3285,54.3,918
1057,2612,2760,31.4,920
1761,5969,4267,26.9,921
2006,4406,2355,21.1,923
2567,8009,6149,29.3,924
381,828,877,31.3,925
3253,13425,18331,44.7,926
203,1459,3188,58.6,927
0,0,19,56.7,934
111,232,61,11.5,936
3988,13938,10637,27.8,949
0,0,0,-,950
0,0,0,-,951
672,1694,583,12.0,952
3271,12002,11343,30.6,953
4373,11609,8565,23.6,956
1607,7296,5341,25.5,957
1829,7027,8448,36.0,959
562,577,30,2.2,960
1616,5034,4842,32.7,961
1611,4150,1397,14.8,962
849,1805,527,10.6,965
297,1233,3816,60.2,966
67,234,1244,69.3,968
808,4090,10904,59.9,969
1901,4102,3370,23.6,971
2217,10156,10246,35.5,976
609,2324,3833,46.9,979
630,2881,2123,26.6,982
1410,6875,5248,29.5,983
1400,6694,3777,22.2,985
2609,9615,9487,34.2,987
858,3816,2601,32.5,1001
291,1860,3541,67.0,1002
27,14,13,15.3,1003
127,1315,615,32.4,1005
413,2259,2472,47.8,1007
73,302,188,32.1,1008
0,12,67,33.8,1009
117,736,535,35.9,1010
100,429,128,18.7,1011
33,153,70,29.6,1012
1926,4915,1798,19.5,1013
1872,7737,2617,17.7,1020
56,459,231,23.9,1022
15,216,167,41.8,1026
451,4139,3068,36.5,1027
374,2531,2831,42.8,1028
39,136,124,36.3,1029
379,2506,1910,34.1,1030
66,322,170,26.4,1031
14,99,95,47.1,1032
205,1204,1265,42.1,1033
60,569,335,31.5,1034
86,1033,1136,47.7,1035
202,1235,712,34.5,1036
0,162,96,40.8,1037
22,669,509,40.4,1038
29,155,191,57.2,1039
3146,7953,3773,23.4,1040
85,573,347,28.7,1050
57,359,283,44.9,1053
45,233,355,63.9,1054
1537,5092,2550,23.8,1056
277,2025,1023,28.3,1057
438,1500,2724,61.8,1060
331,1372,1894,54.5,1062
0,0,0,-,1063
0,0,0,100.0,1066
48,403,285,35.5,1068
420,2161,1238,25.2,1069
11,98,75,46.2,1070
32,390,141,27.4,1071
26,123,296,66.5,1072
225,1301,775,37.8,1073
36,137,60,25.7,1074
466,2804,2351,41.2,1075
359,1605,1378,37.6,1077
0,150,150,37.7,1079
157,818,209,15.7,1080
60,535,169,20.4,1081
492,2977,1263,22.6,1082
45,1090,373,21.1,1083
3,40,33,61.2,1084
1476,7840,5816,32.8,1085
0,0,0,-,1086
23,76,85,37.9,1088
1271,5058,3737,32.9,1089
26,237,313,34.5,1092
3,37,77,61.0,1093
27,73,25,21.2,1094
399,2438,2846,45.2,1095
119,513,439,40.1,1096
6,10,3,12.5,1097
45,252,182,35.7,1098
292,302,168,23.2,1103
2243,5330,1352,13.9,1104
1115,2392,505,12.4,1105
252,1498,3548,65.7,1106
1218,1546,452,11.1,1107
2777,5061,1740,18.4,1108
2160,5171,1692,15.7,1109
615,2842,1996,32.6,1118
629,3102,1244,21.3,1119
61,706,283,22.3,1128
358,1486,808,27.9,1129
852,1954,639,14.7,1151
0,0,0,-,1199
2115,9820,5847,28.9,1201
529,2471,932,23.9,1220
95,283,71,17.6,1222
94,592,309,32.4,1223
8,76,10,5.0,1224
120,846,398,25.0,1225
206,1369,1202,35.1,1226
0,19,9,21.4,1229
280,1822,1086,39.9,1230
145,762,360,30.6,1235
56,153,203,47.4,1236
69,491,483,43.8,1237
217,1189,704,31.9,1238
101,780,992,51.5,1240
0,80,128,54.5,1242
0,79,40,31.6,1243
0,30,9,18.8,1244
10,115,210,54.8,1245
1057,3807,1639,25.2,1247
30,196,90,33.5,1253
30,171,213,49.1,1254
44,209,123,36.0,1255
59,203,71,20.0,1256
39,558,294,36.8,1257
0,91,134,55.0,1258
52,113,106,48.0,1259
81,67,65,26.3,1260
5,206,176,42.3,1262
0,52,19,36.7,1264
29,213,271,50.6,1266
251,638,983,61.2,1267
9,177,147,42.2,1270
689,3726,2590,33.6,1301
21,300,247,45.1,1330
735,3745,1314,19.1,1331
56,749,303,27.3,1337
4,17,12,36.6,1338
54,364,229,35.2,1339
86,448,208,29.6,1340
18,207,356,61.2,1341
8,178,355,60.7,1342
7,15,0,10.5,1343
69,474,122,16.6,1344
11,91,57,34.9,1346
7,46,23,20.7,1347
46,367,103,18.9,1349
1,38,4,7.6,1350
8,531,337,35.7,1351
25,336,348,47.7,1354
21,207,138,42.9,1355
126,557,434,41.3,1360
495,2341,734,20.1,1364
35,283,148,34.3,1366
33,129,73,33.0,1367
37,379,93,19.6,1368
149,686,816,42.5,1370
140,580,779,46.9,1373
100,533,456,51.5,1375
286,1246,604,24.9,1376
31,165,137,34.8,1378
25,143,188,45.1,1379
2852,9089,3727,21.0,1420
89,1079,1152,38.5,1430
105,860,411,28.7,1431
127,1464,1507,46.1,1432
33,467,284,30.7,1434
210,665,370,22.0,1436
61,125,1,4.1,1438
1216,5445,1798,19.0,1440
130,1086,3076,66.2,1450
40,234,1146,78.3,1451
73,1030,637,32.2,1452
2527,8027,5838,29.9,1453
111,1438,2021,54.6,1460
339,2314,1571,34.9,1462
344,2106,2138,40.8,1463
537,2328,1106,25.9,1464
0,25,70,55.0,1467
280,753,644,24.5,1468
187,1525,1158,34.7,1469
228,1326,1419,40.3,1473
101,423,280,35.3,1474
469,2598,911,20.7,1475
463,3719,3125,39.3,1501
99,623,657,46.8,1503
268,2060,1401,31.9,1504
64,535,1114,52.1,1505
195,865,544,29.2,1506
301,2766,2192,37.3,1507
580,2717,2484,34.5,1510
99,461,333,33.1,1515
114,1711,1499,33.4,1516
86,752,704,44.5,1518
143,985,1475,49.6,1519
212,1926,3351,57.6,1520
100,455,314,30.9,1521
37,355,633,54.0,1522
565,1086,1314,38.7,1523
378,1500,821,29.4,1524
15,117,34,26.3,1525
556,2938,1844,33.2,1527
135,663,444,27.9,1529
97,266,186,32.7,1531
205,1572,3443,59.8,1532
150,1382,914,40.6,1534
222,1306,476,26.5,1535
121,1236,1253,45.7,1536
206,435,424,35.3,1537
311,2816,1529,27.3,1540
45,304,773,63.4,1541
101,491,256,24.4,1542
93,1543,1692,47.4,1543
510,4459,7604,58.4,1545
1356,4083,1274,16.5,1550
103,722,885,50.8,1560
0,19,148,55.0,1561
549,3332,1317,22.6,1562
184,1284,1640,48.9,1564
124,759,1112,47.8,1566
95,882,1994,57.3,1568
290,3120,2164,35.6,1569
1070,4225,2086,24.1,1570
336,2395,1396,30.4,1571
189,2035,4679,67.0,1581
572,1791,1084,30.0,1583
250,1374,749,30.6,1585
366,2139,1407,29.9,1588
105,1885,1714,45.3,1590
853,3539,4258,45.9,1602
1442,4642,1448,18.5,1603
2048,8223,5038,29.0,1604
1955,5897,2919,24.8,1605
801,3968,3155,37.1,1606
790,1918,1041,23.5,1607
385,580,315,23.2,1608
1212,2561,2844,41.9,1609
2170,4633,1354,15.7,1610
64,551,350,27.5,1611
66,522,922,54.6,1612
551,4407,8277,59.1,1701
1815,7825,5867,36.5,1702
0,15,239,88.1,1718
69,407,1195,70.0,1719
202,1233,4829,75.2,1720
293,2346,3720,60.1,1721
223,878,3035,70.9,1730
1,105,265,56.5,1731
21,437,1229,67.1,1740
74,107,1312,84.5,1741
453,1764,3829,71.4,1742
0,98,98,51.1,1745
76,1161,3671,65.9,1746
174,854,1469,46.0,1747
186,1387,4308,68.6,1748
503,3813,3609,41.9,1749
852,7779,6873,40.5,1752
182,1550,2083,52.4,1754
38,1206,1245,44.3,1756
1040,5240,4758,37.2,1757
472,3297,8303,68.2,1760
9,220,985,83.1,1770
95,853,2349,66.7,1772
8,208,996,79.9,1773
1,687,1611,68.1,1775
63,1180,4483,78.7,1776
94,513,3516,83.1,1778
881,7423,7937,44.8,1801
290,4023,6019,54.8,1803
325,2033,8142,73.9,1810
1232,7372,5675,35.5,1821
413,3497,5827,54.7,1824
1204,7295,3794,28.7,1826
47,390,751,54.5,1827
1229,5385,3258,26.7,1830
1275,5105,3292,29.5,1832
118,1111,1976,52.4,1833
113,895,1252,44.6,1834
342,2509,2215,37.3,1835
522,1037,327,11.8,1840
4289,9718,1791,8.3,1841
1874,4742,1433,14.2,1843
1960,10162,6000,28.6,1844
406,3104,7156,61.4,1845
700,4614,846,14.7,1850
1716,6353,2965,24.1,1851
1809,7616,3869,27.7,1852
1997,5759,1977,20.0,1854
169,1078,1448,47.0,1860
561,2561,1400,29.9,1862
236,1561,1556,46.1,1863
301,2636,3250,50.3,1864
322,2782,5759,62.0,1867
764,6781,5204,35.8,1876
255,1879,2820,47.6,1879
692,4045,6119,51.4,1880
147,1899,5404,69.3,1886
410,4647,4063,43.0,1887
74,1705,4526,75.8,1890
44,318,129,17.2,1901
3057,9987,3864,16.7,1902
522,4071,2012,26.5,1904
1134,5623,1992,16.3,1905
887,7852,3995,28.3,1906
177,1935,3147,56.2,1907
55,569,857,55.8,1908
616,3231,3078,41.3,1913
932,6497,8739,49.5,1915
100,639,1842,63.7,1921
74,261,896,57.6,1922
782,4831,5114,42.4,1923
17,418,873,59.1,1929
1178,6117,5428,39.2,1930
30,87,19,10.9,1937
261,1977,2920,53.3,1938
161,1576,2969,57.4,1940
97,593,1276,65.5,1944
214,1278,5717,70.6,1945
432,1943,1733,37.7,1949
228,2007,4614,62.0,1950
53,448,1192,57.0,1951
319,2032,1695,35.4,1952
1731,12280,8566,33.2,1960
90,1162,1836,53.6,1966
139,1201,1094,41.4,1969
1270,7823,7414,40.5,1970
66,658,1915,67.5,1982
62,644,1351,60.7,1983
7,367,1039,67.2,1984
34,458,1110,58.3,1985
411,3577,2343,33.3,2019
350,2732,5018,55.9,2021
72,787,2108,70.1,2025
605,3906,5061,51.3,2026
59,239,1229,82.2,2030
12,659,987,58.6,2032
523,2346,3773,51.2,2035
468,4005,7085,56.3,2038
166,1966,5802,70.0,2043
222,2064,2334,44.9,2045
0,0,0,14.3,2047
239,2994,5015,54.7,2048
657,3681,5206,45.3,2050
66,708,2740,72.2,2052
265,1433,3219,58.3,2053
116,1114,2007,54.2,2054
451,1482,2647,53.4,2056
112,999,2934,66.8,2061
674,4757,6621,47.5,2062
261,1769,4357,58.9,2066
163,764,3766,73.6,2067
126,429,229,20.8,2071
963,5414,4921,37.2,2072
400,2559,4496,52.7,2081
258,1149,3890,69.9,2090
181,1611,2664,51.2,2093
107,162,1194,84.5,2108
121,287,1377,73.0,2109
34,79,584,82.7,2110
367,781,1330,54.1,2111
158,514,3280,77.3,2113
381,599,4180,81.3,2114
585,1337,3494,62.9,2115
449,1413,6082,75.8,2116
1179,3097,5445,57.3,2118
2306,4526,3152,25.7,2119
709,1410,1510,40.9,2120
1727,6896,2007,17.0,2121
1849,5245,3311,27.5,2122
3428,11495,6298,26.0,2124
1728,5917,5463,36.6,2125
1695,7305,2167,17.9,2126
1141,4727,12433,63.2,2127
2832,9728,5507,26.2,2128
495,1993,5178,67.2,2129
1088,4205,8955,64.8,2130
1281,5319,5666,43.6,2131
765,4182,5857,55.4,2132
450,1535,4793,68.3,2134
1150,4152,13462,66.4,2135
1870,5955,4283,29.1,2136
298,1129,6689,86.3,2138
694,2113,8084,76.2,2139
446,2101,4071,70.8,2140
416,1366,2803,67.6,2141
0,107,718,91.8,2142
643,2390,7588,73.0,2143
597,2089,7327,74.0,2144
1354,4305,5094,44.9,2145
2344,12518,9435,36.4,2148
2475,10630,3969,20.2,2149
2484,8773,2916,17.5,2150
2396,15780,5381,21.1,2151
503,4525,3365,36.7,2152
1816,8848,11087,52.8,2155
0,0,1209,97.0,2163
2094,11003,11739,44.1,2169
1070,2997,3910,41.2,2170
699,2951,4166,49.8,2171
650,3228,6213,58.4,2176
553,4163,4414,44.6,2180
920,6901,7050,43.0,2184
529,2382,5477,61.0,2186
536,3105,3077,39.5,2188
720,3158,2219,29.7,2189
469,3423,3352,38.9,2190
220,1872,1632,37.8,2191
0,35,519,91.5,2199
0,0,0,0.0,2203
0,68,1263,86.3,2210
264,585,3014,79.3,2215
4195,12905,5398,18.5,2301
1560,8151,2633,18.2,2302
239,1305,724,27.1,2322
719,4643,3954,35.1,2324
580,3139,1033,20.5,2330
82,1091,4336,70.8,2332
263,3067,1634,29.2,2333
184,2057,907,30.4,2338
277,2118,2889,49.0,2339
305,2311,1748,32.2,2341
232,2265,1175,26.7,2343
511,6109,3355,28.4,2346
278,2151,1907,38.3,2347
387,3021,3118,37.7,2351
177,1621,2759,53.0,2356
7,0,6,75.2,2357
365,3779,3301,38.5,2359
1439,12456,10001,36.5,2360
316,2405,2751,44.0,2364
9,84,13,11.4,2366
94,792,488,32.5,2367
1965,7228,4464,26.9,2368
490,4411,2658,29.5,2370
276,1668,1894,43.0,2375
189,1648,1114,35.2,2379
441,3292,2171,29.3,2382
143,604,2698,82.8,2420
108,1021,3751,81.9,2421
174,870,4518,82.4,2445
410,980,6360,84.3,2446
366,3120,4063,51.8,2451
332,1808,2507,52.9,2452
809,3723,5755,53.2,2453
0,0,0,0.0,2457
52,1139,2877,70.7,2458
52,598,3984,86.8,2459
58,737,1866,75.2,2460
56,156,1591,83.5,2461
25,90,299,77.6,2462
94,316,678,62.3,2464
141,1054,2171,71.6,2465
104,671,1399,73.2,2466
79,670,2972,78.6,2467
33,91,1207,89.0,2468
805,4335,8783,64.2,2472
302,2440,6403,71.6,2474
243,1599,3734,70.1,2476
348,1776,4390,73.0,2478
92,348,3272,86.1,2481
72,600,2382,80.0,2482
200,1159,4280,78.0,2492
46,717,2391,82.2,2493
108,990,1908,70.5,2494
359,3188,1958,33.4,2532
27,220,75,29.5,2534
4,140,361,62.4,2535
822,4203,2939,35.5,2536
75,608,1534,55.8,2537
117,1245,205,12.9,2538
101,806,695,37.4,2539
282,1042,1730,58.4,2540
0,108,132,40.5,2542
15,35,278,82.4,2543
0,14,36,37.1,2553
317,1459,2311,51.0,2554
15,438,716,60.0,2556
37,757,806,42.3,2557
41,254,158,17.6,2558
8,835,691,35.8,2559
0,32,135,55.3,2561
42,550,480,36.0,2562
130,1465,2143,48.0,2563
0,17,70,79.2,2564
176,957,629,37.5,2568
302,2734,1320,26.1,2571
23,425,679,55.7,2575
292,1185,542,22.7,2576
0,0,0,100.0,2584
878,4481,1223,18.0,2601
56,127,452,52.2,2630
150,1574,2179,50.8,2631
124,1648,1892,43.6,2632
50,399,1248,61.2,2633
26,380,836,59.2,2635
15,0,24,67.9,2637
155,533,672,51.4,2638
72,819,424,31.1,2639
0,8,79,68.7,2641
110,854,1086,51.0,2642
0,0,0,-,2643
84,796,521,27.5,2644
145,1681,2038,47.3,2645
23,254,396,55.1,2646
0,9,41,71.6,2647
152,1304,1227,40.5,2648
186,2537,2690,39.7,2649
15,224,232,53.3,2650
0,0,0,-,2651
34,142,134,45.2,2652
38,857,1610,57.3,2653
37,668,823,50.0,2655
94,511,716,48.7,2657
19,137,226,45.3,2659
205,1612,1114,34.8,2660
0,0,0,73.4,2663
240,2305,1144,30.4,2664
6,85,214,61.0,2666
140,561,847,52.0,2667
28,436,520,46.1,2668
0,47,8,32.9,2669
19,248,291,48.9,2670
0,116,231,56.9,2671
0,45,118,72.1,2672
341,1834,1285,31.7,2673
75,1049,1544,51.4,2675
110,880,722,34.5,2702
2132,9016,7035,32.3,2703
7,6,15,60.0,2713
40,947,443,31.2,2715
193,1176,757,28.5,2717
537,1266,951,26.5,2718
534,3699,2098,27.8,2719
2012,6689,3229,21.4,2720
2513,5803,1416,11.0,2721
973,3965,790,10.7,2723
1688,4189,962,12.6,2724
106,511,271,19.1,2725
782,3804,2242,26.8,2726
88,882,991,52.1,2738
65,972,1278,49.4,2739
2906,9535,3749,19.8,2740
614,2974,1173,20.5,2743
1013,2250,749,13.4,2744
1375,6382,2340,19.4,2745
1315,3874,571,7.9,2746
961,4406,2328,27.4,2747
490,2106,1773,40.3,2748
756,4744,4547,38.6,2760
128,1709,1626,41.1,2762
0,92,379,56.0,2763
115,930,292,27.2,2764
432,3297,3443,40.2,2766
495,2812,2480,40.1,2767
178,1958,2101,42.2,2769
189,928,985,45.6,2770
603,2808,2770,38.1,2771
796,4228,1628,23.3,2777
121,1495,901,33.4,2779
2689,11618,5123,21.0,2780
766,3053,2277,35.6,2790
0,28,89,74.7,2791
45,191,35,13.1,2802
41,412,237,29.3,2804
267,1278,3627,68.0,2806
10,122,183,45.5,2807
272,565,287,23.4,2808
1277,3431,3138,37.9,2809
72,153,230,55.0,2812
293,1466,1237,37.2,2813
316,1746,1072,31.3,2814
0,0,66,100.0,2815
1364,7764,4196,27.1,2816
117,1193,944,42.3,2817
378,2281,4068,57.0,2818
325,1058,1377,46.2,2822
148,1063,833,34.8,2825
12,179,99,36.7,2826
90,490,303,28.1,2827
369,1621,1150,32.5,2828
121,1123,826,34.4,2830
86,709,646,37.3,2831
39,840,683,33.3,2832
60,337,244,33.0,2833
87,526,1607,64.6,2835
0,77,0,25.0,2836
61,442,845,51.9,2837
137,998,341,23.8,2838
346,483,54,15.4,2839
553,3160,5393,53.4,2840
0,3,531,71.6,2841
505,2702,3046,43.6,2842
416,3275,4208,47.6,2852
238,1631,1665,41.9,2857
0,26,113,20.5,2858
411,1728,1128,26.4,2859
3125,9987,3702,19.8,2860
1656,6283,2559,21.1,2861
1690,4359,628,8.0,2863
1325,6369,6149,38.2,2864
496,2871,3175,41.3,2865
527,2384,3437,51.0,2871
42,63,90,44.0,2872
0,30,35,57.4,2873
103,611,1437,62.1,2874
0,39,142,48.1,2875
0,79,37,31.8,2876
655,3889,2397,33.2,2878
601,2998,4153,52.1,2879
45,137,538,69.3,2881
209,1480,2824,57.3,2882
609,2099,1861,35.3,2885
1107,6050,5008,35.2,2886
785,4095,2873,31.4,2888
1325,6087,3767,27.2,2889
822,4290,3226,33.9,2891
153,1013,700,39.6,2892
1815,6301,3226,22.3,2893
19,276,11,13.2,2894
3504,10315,3095,16.7,2895
429,2936,1913,32.5,2896
83,352,183,22.3,2898
642,1344,1472,49.4,2903
2156,7405,3573,25.1,2904
1098,4435,2295,26.9,2905
431,1505,5542,76.8,2906
1940,5643,1783,13.7,2907
1892,7412,3533,27.6,2908
2967,9575,2680,14.3,2909
818,5274,2422,24.6,2910
744,3655,2313,31.3,2911
0,0,0,85.7,2912
1731,4964,2038,20.0,2914
955,3981,2182,28.8,2915
485,1434,1723,42.1,2916
372,2528,1996,38.2,2917
1311,8298,3359,22.1,2919
2320,9022,4562,25.6,2920
395,2066,2544,50.4,2921
60,1086,2883,63.0,3031
74,857,1267,46.8,3032
127,565,1195,53.7,3033
135,813,582,33.3,3034
52,931,751,39.9,3036
155,894,837,40.8,3037
1013,7532,4642,28.4,3038
335,1345,906,30.6,3042
53,230,381,48.0,3043
118,945,752,32.8,3044
431,2503,2159,32.1,3045
34,499,424,36.3,3046
99,516,166,23.6,3047
169,828,498,26.5,3048
33,874,1914,64.1,3049
756,4834,4311,35.3,3051
341,1523,1642,38.2,3052
597,4017,4734,42.0,3053
474,4013,5311,46.1,3054
554,3042,2561,34.8,3055
53,423,561,47.0,3057
1991,6714,3119,22.5,3060
819,4952,5311,43.1,3062
217,2478,3908,46.4,3063
575,2399,1891,35.0,3064
42,809,1123,43.9,3070
211,1046,585,27.9,3071
502,3153,2080,33.6,3076
478,2786,1139,22.0,3077
1191,6200,4612,34.6,3079
63,353,337,40.5,3082
44,231,319,43.1,3084
103,1079,765,36.3,3086
257,1384,3025,52.4,3087
283,500,474,37.3,3101
1745,7108,3930,25.8,3102
2378,8627,3623,20.7,3103
1314,5739,5725,38.8,3104
280,2402,2261,39.3,3106
403,2227,1415,27.3,3109
278,2279,5739,62.2,3110
0,14,28,67.5,3215
49,457,349,41.9,3216
50,452,204,30.3,3217
18,190,73,13.2,3218
445,1790,841,22.6,3220
86,467,400,40.1,3221
217,1529,704,25.4,3222
80,693,558,46.8,3223
42,307,541,48.6,3224
101,858,440,26.2,3225
28,188,227,47.3,3226
17,135,247,54.4,3227
8,780,945,53.0,3229
79,304,140,27.1,3230
5,28,48,42.5,3231
6,19,22,55.8,3233
150,1166,717,32.6,3234
331,2626,885,17.9,3235
46,649,442,36.6,3237
0,41,6,6.5,3238
50,317,115,27.2,3240
18,116,221,55.1,3241
80,487,843,49.6,3242
45,266,88,24.2,3243
483,1852,1027,25.3,3244
39,391,277,36.7,3245
955,3507,2162,28.8,3246
95,1429,1094,39.8,3249
15,361,130,18.1,3251
236,971,1282,47.4,3253
82,730,987,47.0,3254
43,257,507,54.8,3255
114,509,439,38.5,3256
66,293,857,61.9,3257
67,602,430,32.6,3258
21,115,72,41.0,3259
17,121,134,46.4,3260
126,960,643,32.7,3261
46,233,167,35.6,3262
196,1057,396,21.5,3263
207,1409,646,32.8,3264
88,676,264,24.0,3266
46,299,180,31.9,3268
59,535,459,36.4,3269
14,21,88,53.9,3273
488,3063,1224,22.0,3275
509,2259,822,19.4,3276
103,488,383,34.3,3278
41,232,92,20.5,3279
19,293,133,22.7,3280
175,1768,1187,33.2,3281
31,208,90,27.5,3282
32,276,121,27.7,3284
65,516,492,38.9,3285
25,237,340,55.2,3287
129,953,866,38.9,3290
0,19,22,47.8,3291
0,12,34,53.5,3293
971,5632,5047,38.7,3301
729,3634,1984,28.2,3303
87,1045,1581,53.6,3304
125,1686,497,19.1,3307
704,4192,3649,39.8,3431
120,620,421,29.5,3440
0,75,21,17.1,3441
64,361,193,31.6,3442
0,49,105,40.2,3443
47,286,361,51.9,3444
40,186,112,29.6,3445
223,1499,716,28.4,3446
82,696,403,28.6,3447
35,190,90,28.2,3448
19,232,339,52.7,3449
36,169,221,48.7,3450
220,1119,264,16.3,3451
151,1406,554,25.5,3452
77,581,390,36.4,3455
20,210,99,26.4,3456
16,124,139,48.6,3457
158,920,1577,54.4,3458
147,1299,572,24.6,3461
68,244,155,38.5,3462
24,242,182,30.0,3464
72,636,273,25.8,3465
37,397,191,31.0,3466
8,309,369,46.9,3467
405,1597,374,13.7,3470
268,1282,724,24.0,3561
653,3633,762,12.3,3570
114,484,388,30.1,3574
0,0,23,77.5,3575
239,768,235,18.2,3576
8,157,20,12.0,3579
11,202,337,50.5,3580
158,799,434,26.8,3581
148,804,133,11.2,3582
57,238,140,28.1,3583
84,1036,314,22.0,3584
177,725,360,26.4,3585
11,76,146,55.9,3586
78,484,164,19.8,3588
100,274,50,9.6,3590
70,392,92,13.6,3592
6,47,126,55.6,3593
50,151,86,28.4,3595
27,202,21,6.1,3597
209,857,390,22.8,3598
22,113,57,30.6,3601
132,634,371,32.7,3602
287,2011,428,13.0,3603
8,50,58,35.1,3604
53,275,110,22.0,3605
8,158,78,32.5,3607
63,491,690,44.9,3608
16,89,122,38.5,3609
26,204,87,30.2,3740
260,1023,456,28.0,3741
917,4264,1390,18.9,3743
49,277,233,41.2,3745
0,51,64,54.2,3746
182,851,846,41.8,3748
0,50,228,80.3,3750
0,257,50,23.2,3751
46,210,73,20.7,3752
39,268,799,62.4,3753
39,29,99,59.3,3754
51,234,1569,82.1,3755
0,231,52,16.6,3765
339,1607,1602,53.5,3766
30,240,319,68.4,3768
0,60,95,56.0,3770
35,188,149,33.4,3771
488,2143,676,19.3,3773
169,495,257,26.8,3774
86,310,169,30.2,3777
22,185,124,39.1,3779
2,113,72,28.4,3780
76,403,280,44.8,3781
11,599,518,41.8,3782
154,546,712,54.4,3784
210,731,228,20.4,3785
581,2971,5694,56.0,3801
144,673,511,32.7,3809
61,256,381,38.6,3810
126,912,1501,51.2,3811
42,190,69,16.1,3812
88,798,391,25.4,3813
202,943,182,14.5,3814
41,318,218,31.5,3816
114,190,92,19.6,3817
185,1020,551,28.3,3818
212,1044,583,24.7,3819
1041,4771,6303,46.3,3820
57,169,302,54.8,3823
40,256,1426,75.8,3824
232,1655,1417,39.8,3825
87,446,441,33.0,3826
62,527,505,35.8,3827
31,438,283,19.1,3830
2,26,129,59.4,3832
694,3495,4568,48.9,3833
386,1747,581,17.9,3835
25,373,246,33.3,3836
29,173,133,27.4,3837
101,228,107,34.9,3838
170,771,468,26.1,3839
36,438,1013,57.8,3840
95,883,1396,46.6,3841
219,2417,3442,50.2,3842
36,308,705,58.4,3844
0,212,171,33.7,3845
9,91,276,59.3,3846
0,0,222,100.0,3847
215,1246,1292,35.5,3848
36,344,200,28.9,3849
0,41,55,44.5,3850
155,1037,347,20.7,3851
47,122,130,34.9,3852
12,90,102,44.9,3853
0,53,252,70.4,3854
92,553,392,30.1,3855
16,202,333,52.6,3856
137,1404,1955,46.8,3857
142,944,809,36.8,3858
18,584,896,42.9,3860
134,404,878,59.1,3861
69,668,1041,52.8,3862
147,647,171,15.4,3864
190,2162,903,23.0,3865
1274,5589,2415,20.4,3867
214,1507,578,19.4,3868
29,498,466,39.4,3869
30,579,1461,57.6,3870
0,20,39,50.4,3871
109,770,307,24.2,3872
200,1201,922,30.0,3873
429,3122,847,16.6,3874
13,240,153,33.3,3875
528,3193,1712,25.9,3878
