hs_incomp_25_plus,hs_grad_25_plus,bach_grad_25_plus,perc_bach_grad_and_above,zip
2644,11920,20134,48.4,926
239,984,3724,66.9,927
0,0,28,55.1,934
3052,13025,11297,29.8,949
0,0,0,-,950
57,78,30,23.9,951
596,1542,624,11.8,952
2780,12643,9731,27.2,953
3623,11180,9881,26.2,956
1771,7631,6408,27.6,957
1823,7564,8708,34.6,959
839,1125,55,2.8,960
1239,4793,5427,36.8,961
1481,5165,1720,15.7,962
481,1371,396,10.5,965
286,1266,4931,65.9,966
49,244,1351,72.2,968
1182,4143,11035,56.8,969
1473,5317,4326,28.5,971
2242,10835,11762,36.8,976
539,2349,4254,48.1,979
522,2663,2401,30.8,982
1229,7307,5494,30.4,983
1027,7401,5185,26.5,985
2105,9222,10468,36.9,987
694,3438,2808,36.7,1001
153,1646,3291,71.4,1002
0,2,1,27.7,1003
16,1054,642,37.7,1005
164,2571,2573,47.3,1007
60,324,168,32.9,1008
11,47,240,47.3,1009
80,670,870,44.3,1010
86,438,73,19.6,1011
46,164,51,24.3,1012
1447,5079,2030,22.9,1013
2272,8471,3193,20.7,1020
85,460,368,32.3,1022
10,112,228,58.6,1026
544,3615,3137,40.5,1027
411,2431,2855,44.5,1028
97,132,69,26.5,1029
260,3027,1810,33.3,1030
79,351,154,25.6,1031
3,58,103,48.1,1032
177,1205,1170,42.5,1033
55,452,363,38.8,1034
88,714,1402,58.2,1035
121,1015,776,36.0,1036
20,95,139,44.7,1037
47,460,585,51.8,1038
15,233,380,57.1,1039
3600,8178,3462,22.0,1040
108,552,445,32.0,1050
20,448,399,47.7,1053
58,205,344,66.1,1054
1058,5326,2658,23.4,1056
397,2200,959,25.5,1057
406,1024,3382,70.6,1060
285,1280,1864,52.9,1062
0,0,0,100.0,1063
26,0,17,39.5,1066
44,326,293,38.2,1068
545,2103,1130,24.0,1069
14,111,87,48.8,1070
34,371,184,28.7,1071
11,140,343,67.7,1072
252,1055,999,38.8,1073
0,116,41,19.6,1074
404,2916,2839,46.2,1075
340,1971,1387,35.7,1077
0,222,75,27.8,1079
89,744,223,18.5,1080
59,453,200,28.1,1081
454,2846,1116,22.6,1082
98,787,258,26.0,1083
4,12,32,70.0,1084
1830,7565,5992,32.8,1085
0,82,36,23.5,1088
1203,5904,4287,35.6,1089
31,269,258,41.6,1092
0,51,36,32.5,1093
0,31,7,10.9,1094
248,2205,2724,50.0,1095
50,454,508,48.3,1096
9,17,9,19.6,1097
23,271,194,42.3,1098
205,353,350,34.8,1103
2203,4942,1292,14.5,1104
1089,2305,348,9.8,1105
253,1306,3515,61.9,1106
1287,2122,656,15.0,1107
1886,5448,1959,20.3,1108
2731,5685,1825,16.6,1109
465,2924,1979,30.5,1118
551,3706,1043,19.1,1119
82,645,355,33.8,1128
231,1429,870,32.2,1129
0,0,0,-,1144
756,2258,806,17.4,1151
1868,10151,6678,33.0,1201
454,2461,980,22.0,1220
65,131,110,25.7,1222
74,631,388,34.3,1223
15,56,0,26.4,1224
101,559,596,33.3,1225
165,1233,1036,40.6,1226
8,39,26,41.7,1229
220,1807,1606,44.4,1230
185,745,267,20.6,1235
55,275,415,56.3,1236
48,523,357,41.4,1237
99,1282,723,36.3,1238
135,1101,1073,48.9,1240
0,17,34,34.8,1242
0,46,27,33.3,1243
6,32,29,27.3,1244
8,74,113,58.4,1245
618,3820,1512,24.4,1247
26,170,195,44.6,1253
5,192,260,59.1,1254
48,203,73,28.1,1255
28,207,83,23.8,1256
10,429,317,41.3,1257
0,25,33,49.3,1258
8,105,100,49.9,1259
0,17,0,6.6,1260
31,283,205,43.5,1262
0,50,50,54.6,1264
28,95,258,70.5,1266
86,740,920,65.1,1267
24,172,173,39.8,1270
842,3806,2751,35.1,1301
21,322,300,48.9,1330
724,3891,1333,19.9,1331
78,588,348,32.0,1337
5,43,0,34.4,1338
47,404,188,32.1,1339
54,476,227,35.4,1340
29,209,335,60.5,1341
15,191,160,50.5,1342
17,34,28,27.3,1343
71,476,211,24.2,1344
2,96,94,47.1,1346
0,0,59,43.1,1347
8,148,63,27.5,1349
5,45,4,6.0,1350
71,600,463,40.2,1351
56,250,488,51.7,1354
12,212,140,31.3,1355
144,574,483,44.2,1360
389,2227,726,18.2,1364
32,193,198,46.0,1366
24,110,49,25.7,1367
88,401,145,22.5,1368
98,569,876,53.7,1370
182,739,839,44.5,1373
60,536,619,50.0,1375
209,1569,557,25.9,1376
19,208,154,36.2,1378
21,171,167,47.6,1379
0,19,8,27.8,1380
1869,8962,4391,23.7,1420
118,995,1027,35.5,1430
141,700,552,40.8,1431
315,1215,1560,45.2,1432
101,506,420,35.2,1434
102,622,401,24.2,1436
0,25,43,42.4,1438
1227,5622,2148,19.0,1440
152,1107,2628,64.7,1450
43,262,1403,75.8,1451
81,807,669,33.1,1452
1720,8939,6324,31.8,1453
157,1441,2016,57.0,1460
283,2224,2135,39.5,1462
230,2215,1902,38.5,1463
534,1937,1203,30.3,1464
205,747,687,32.9,1468
156,1131,1450,41.5,1469
140,1624,1450,42.0,1473
65,425,306,34.9,1474
393,2337,1021,22.9,1475
489,3055,2992,42.2,1501
79,664,762,50.5,1503
171,2129,1643,36.5,1504
95,450,1276,58.4,1505
99,913,479,27.8,1506
348,2809,2138,38.0,1507
637,2494,2593,39.0,1510
85,603,292,28.0,1515
61,1771,1922,42.6,1516
108,844,364,32.1,1518
62,863,1975,62.7,1519
202,1895,3289,58.2,1520
122,499,414,33.1,1521
30,251,621,52.6,1522
395,1604,1999,49.7,1523
185,1210,774,28.8,1524
31,0,0,0.0,1525
461,3134,1922,31.9,1527
150,653,461,27.7,1529
76,211,150,33.0,1531
179,1411,3443,67.5,1532
282,1033,1186,43.6,1534
176,1393,582,26.7,1535
218,1190,1238,45.9,1536
172,401,215,25.3,1537
200,2785,1327,28.6,1540
35,270,871,63.9,1541
73,455,329,28.7,1542
127,1464,1572,42.6,1543
657,3813,7988,63.4,1545
1153,4339,1405,16.7,1550
105,837,994,52.4,1560
0,0,33,100.0,1561
385,3686,1331,23.7,1562
179,1320,1981,52.2,1564
228,964,962,39.3,1566
107,845,2116,60.2,1568
243,3066,2608,37.8,1569
760,4449,2558,27.1,1570
375,2536,1291,27.7,1571
317,1847,5213,69.9,1581
418,1383,1233,37.6,1583
182,1146,832,29.5,1585
308,2310,1527,32.3,1588
215,1735,1585,43.9,1590
581,4185,4364,45.7,1602
1405,4549,2018,21.2,1603
2582,9042,5748,30.8,1604
1644,6285,3332,27.3,1605
946,3962,3695,39.5,1606
628,1863,1374,28.4,1607
231,605,626,32.3,1608
1089,2824,2928,44.9,1609
2016,4457,1473,16.8,1610
130,494,273,25.3,1611
56,627,1022,53.4,1612
499,3890,8778,62.2,1701
1842,6567,6360,39.9,1702
0,0,204,75.0,1718
59,266,1262,73.5,1719
275,1087,5362,76.5,1720
220,2082,4193,60.6,1721
216,1180,3155,67.6,1730
0,121,247,47.0,1731
15,417,1245,72.2,1740
14,136,1042,79.9,1741
470,1602,3476,73.4,1742
9,43,140,67.5,1745
196,1179,3808,66.9,1746
120,1013,1140,44.8,1747
187,1245,4334,74.3,1748
754,2997,3915,44.6,1749
1628,8097,6953,40.2,1752
99,1281,2212,57.1,1754
35,1082,1651,50.6,1756
1424,5977,4741,35.1,1757
456,3763,8630,68.3,1760
38,205,1076,81.1,1770
90,719,2398,71.0,1772
63,118,1126,84.9,1773
45,434,1836,75.3,1775
70,1022,4383,82.2,1776
65,588,3233,77.8,1778
1035,7473,7995,46.4,1801
318,3549,6797,59.6,1803
205,1988,8490,75.2,1810
724,6008,5662,40.8,1821
389,3042,6318,57.3,1824
1125,7887,5476,32.8,1826
43,349,773,57.3,1827
1380,5867,3350,27.7,1830
1185,5666,3338,28.3,1832
90,1004,2021,55.0,1833
146,1104,1453,49.1,1834
361,2582,2463,36.4,1835
829,1325,394,13.5,1840
4233,10554,2776,11.3,1841
1940,5456,1970,17.7,1843
1922,10304,7038,30.0,1844
220,3109,6660,60.2,1845
734,4287,1048,16.5,1850
1700,6073,3982,29.9,1851
1806,7925,4234,30.0,1852
1562,6062,3234,26.9,1854
145,1360,1199,34.0,1860
521,2663,1928,33.5,1862
165,1553,1504,42.5,1863
210,2125,3743,54.5,1864
241,2589,6346,65.3,1867
814,6847,5517,40.9,1876
231,1769,2486,46.8,1879
552,4126,6424,54.8,1880
118,1829,5540,72.6,1886
417,3874,4815,49.9,1887
195,1623,4253,75.5,1890
39,458,290,26.2,1901
3285,10462,4277,19.2,1902
669,4237,2352,29.2,1904
1783,5559,2389,17.3,1905
1251,7205,4123,31.7,1906
141,1586,3289,61.9,1907
42,481,1015,65.0,1908
536,3328,3146,39.7,1913
655,6308,8545,49.5,1915
134,656,2371,68.4,1921
59,582,861,55.1,1922
733,4756,5839,45.2,1923
65,312,864,62.9,1929
702,6164,5284,39.6,1930
53,87,24,20.9,1937
142,1744,3175,55.6,1938
142,1559,2967,61.2,1940
22,251,1685,77.5,1944
89,1177,6227,77.2,1945
553,2477,1857,37.4,1949
253,1674,4677,64.4,1950
0,341,860,56.7,1951
366,1784,1975,42.7,1952
1489,12415,9321,34.8,1960
33,35,585,85.1,1965
192,694,1723,58.2,1966
110,1002,1157,46.7,1969
956,7042,9389,48.6,1970
49,674,1946,68.7,1982
56,493,1752,71.8,1983
9,249,980,68.5,1984
73,382,1173,63.6,1985
281,3113,2837,40.4,2019
299,2541,5620,60.6,2021
80,626,2070,71.6,2025
660,3721,5582,55.3,2026
21,170,1137,86.3,2030
68,568,1074,62.2,2032
203,2295,4117,56.5,2035
243,3851,6760,54.7,2038
144,1758,6107,72.9,2043
245,1798,2350,49.7,2045
0,57,0,21.5,2047
653,3040,5075,53.2,2048
341,3577,5994,51.8,2050
0,553,3230,76.9,2052
189,1449,3520,59.1,2053
191,1442,1743,45.8,2054
502,1731,2555,50.4,2056
76,1075,2913,65.9,2061
667,4298,7445,52.2,2062
161,1835,5071,62.9,2066
138,1096,4172,73.6,2067
0,186,417,57.4,2071
1016,5472,5163,41.2,2072
407,2590,5017,55.6,2081
244,993,3975,71.6,2090
167,1662,3106,55.3,2093
66,328,861,73.9,2108
51,266,1477,80.0,2109
45,22,748,86.6,2110
222,770,1136,58.0,2111
103,320,2598,80.7,2113
241,664,4682,82.9,2114
523,1573,4359,64.4,2115
327,1127,5461,78.9,2116
1041,3294,5988,55.4,2118
1953,4903,3704,30.1,2119
641,1186,1790,42.2,2120
1579,6804,2543,21.2,2121
1640,4434,3137,34.4,2122
2901,9828,6724,29.9,2124
1171,6031,5067,39.8,2125
1311,5717,2100,21.3,2126
886,3849,12693,69.2,2127
2657,8617,7232,32.8,2128
723,1971,5477,68.2,2129
1033,3827,8788,69.0,2130
1110,4461,5675,48.2,2131
437,3016,6064,62.2,2132
0,0,0,-,2133
103,1295,5315,76.3,2134
913,3764,13614,69.9,2135
1666,7462,5882,31.9,2136
195,850,6864,86.2,2138
619,1816,8182,77.2,2139
312,1276,4174,78.5,2140
314,839,3104,72.8,2141
0,74,1091,89.6,2142
730,2185,7071,72.9,2143
480,1964,7306,74.3,2144
1089,3816,5900,50.9,2145
2081,11593,11844,43.0,2148
2540,11623,5461,24.4,2149
2553,7689,3635,20.9,2150
2984,17039,7213,24.5,2151
330,4035,4062,42.4,2152
1583,9249,13253,55.8,2155
0,9,665,95.3,2163
1593,11160,12344,45.6,2169
1114,2876,3923,42.0,2170
909,3038,4490,49.7,2171
425,3495,7250,61.7,2176
714,4373,5080,48.1,2180
881,6424,7395,46.3,2184
367,2800,5485,64.8,2186
544,3246,3149,39.9,2188
331,2770,2850,39.1,2189
493,3014,3602,42.3,2190
199,1777,1760,41.6,2191
15,47,456,89.3,2199
0,0,0,-,2203
0,0,0,-,2205
0,82,1647,89.5,2210
254,614,3419,83.4,2215
4078,13685,6687,21.5,2301
1926,8863,2820,17.5,2302
158,1117,783,29.8,2322
749,5458,4440,39.5,2324
0,0,24,45.8,2325
264,3448,1106,24.0,2330
408,1113,4781,70.7,2332
223,3147,2050,30.4,2333
190,1902,1236,35.1,2338
197,1847,3137,53.5,2339
352,2398,1606,35.1,2341
424,2448,1937,30.3,2343
613,5873,3323,27.5,2346
417,2007,1960,36.9,2347
0,60,25,18.0,2350
320,3406,3417,41.3,2351
130,1471,2795,58.1,2356
0,0,0,100.0,2357
210,2937,3242,42.7,2359
1423,11664,12226,41.9,2360
217,2073,3304,47.5,2364
15,97,0,5.9,2366
116,678,443,34.0,2367
1899,6517,4952,30.6,2368
388,3954,2800,31.5,2370
213,2051,2267,44.1,2375
135,1631,1584,41.5,2379
357,3446,1875,26.6,2382
116,474,2598,85.6,2420
167,765,3461,84.5,2421
169,859,4458,83.4,2445
176,1248,5677,84.5,2446
418,2706,3755,53.4,2451
276,1646,2629,55.2,2452
796,3666,6272,57.0,2453
0,7,11,61.1,2457
103,919,2703,72.1,2458
23,468,3543,86.9,2459
72,603,1776,78.6,2460
23,236,1515,87.3,2461
32,160,294,66.5,2462
30,181,667,70.7,2464
188,632,2750,79.4,2465
72,614,1622,75.5,2466
44,603,3519,83.3,2467
20,59,957,89.5,2468
332,4073,8833,65.8,2472
256,2063,6747,74.6,2474
217,1551,3872,73.4,2476
240,1791,4983,77.4,2478
112,168,3001,88.7,2481
56,587,2181,80.3,2482
111,895,4079,84.1,2492
83,607,2440,82.8,2493
75,608,2111,75.4,2494
287,2465,2297,41.1,2532
37,119,266,65.2,2534
57,191,634,60.3,2535
773,3532,3820,41.0,2536
76,791,1349,51.6,2537
56,1304,335,12.8,2538
90,1176,1077,37.4,2539
331,746,1906,61.4,2540
4,85,69,33.1,2542
8,57,234,82.1,2543
0,0,0,0.0,2553
143,1854,3306,50.5,2554
0,158,670,68.9,2556
65,461,295,41.3,2557
73,634,220,20.6,2558
56,621,520,42.8,2559
0,143,164,46.9,2561
78,325,748,45.4,2562
90,1664,2267,50.6,2563
0,9,35,75.5,2564
190,1869,1659,44.8,2568
350,2703,1452,28.0,2571
30,245,333,57.7,2575
223,1348,433,21.0,2576
0,0,5,33.3,2584
835,4616,1899,24.7,2601
60,168,322,57.7,2630
175,1759,1761,44.6,2631
227,2067,2284,45.3,2632
51,448,1493,65.7,2633
22,295,771,56.0,2635
0,10,105,53.8,2637
144,808,519,41.2,2638
103,645,585,29.4,2639
0,0,107,93.9,2641
70,973,1192,47.1,2642
0,0,0,-,2643
94,493,590,34.4,2644
126,2340,1994,41.7,2645
17,211,473,60.1,2646
25,0,89,78.1,2647
206,1345,1186,38.4,2648
149,3045,2793,39.4,2649
9,101,221,55.6,2650
29,199,113,49.9,2652
38,857,1733,60.4,2653
27,500,726,53.2,2655
33,450,908,57.7,2657
29,131,274,54.3,2659
153,1340,1296,38.5,2660
0,26,112,84.2,2663
244,2526,1412,33.5,2664
0,42,126,69.8,2666
113,576,625,49.0,2667
0,276,503,46.2,2668
18,241,418,52.3,2670
0,182,185,50.7,2671
0,41,65,68.2,2672
247,1703,1432,35.3,2673
35,943,1894,53.8,2675
52,758,933,43.4,2702
1924,10365,7210,31.7,2703
10,3,13,41.2,2713
21,964,455,29.6,2715
144,1068,862,34.7,2717
600,1289,664,23.5,2718
466,4028,2444,28.9,2719
2150,7281,3220,22.1,2720
2406,6450,1794,12.8,2721
882,4195,830,9.9,2723
1836,4414,1164,12.5,2724
134,473,407,29.8,2725
582,3489,2770,34.8,2726
107,1034,954,47.9,2738
103,821,1395,53.0,2739
3306,10310,3926,19.3,2740
494,3222,1434,23.2,2743
938,2374,828,14.0,2744
1671,6357,2414,18.3,2745
1178,3800,833,10.2,2746
1180,4334,2792,30.2,2747
239,2349,2010,42.5,2748
775,4720,5576,43.1,2760
250,1507,2140,44.9,2762
34,144,533,69.4,2763
100,797,663,33.1,2764
442,3575,3295,40.6,2766
522,2716,2729,40.0,2767
269,2216,2226,42.2,2769
90,885,1209,52.3,2770
611,2470,2814,43.3,2771
779,4081,2402,30.2,2777
103,1321,1347,43.2,2779
2920,12072,5890,22.3,2780
709,3849,2041,30.0,2790
0,32,38,79.2,2791
56,184,95,31.8,2802
47,591,217,17.2,2804
205,1365,3755,71.8,2806
13,197,229,47.7,2807
142,600,333,27.9,2808
1266,3277,3517,41.0,2809
52,121,234,53.2,2812
296,1407,1324,38.6,2813
289,1744,1014,33.3,2814
12,0,57,41.6,2815
1285,7479,4621,28.8,2816
315,1175,1118,38.7,2817
452,2257,4812,60.4,2818
454,806,1184,46.5,2822
0,25,0,0.0,2823
28,29,13,29.3,2824
189,1569,683,31.2,2825
0,213,28,14.7,2826
123,582,304,25.6,2827
214,1476,1478,41.2,2828
0,81,0,0.0,2829
235,1182,960,31.5,2830
86,1061,555,26.3,2831
261,786,864,35.4,2832
15,270,115,24.4,2833
91,582,1570,61.0,2835
25,31,0,0.0,2836
37,456,1045,59.4,2837
181,749,515,34.2,2838
39,300,171,24.2,2839
439,3319,5109,54.5,2840
6,41,334,61.5,2841
433,2785,3282,47.9,2842
295,3516,4421,45.8,2852
73,1554,1286,38.4,2857
0,66,77,23.4,2858
346,1413,851,21.9,2859
3332,10195,5110,24.1,2860
1797,7229,2602,19.2,2861
2021,4573,1071,9.2,2863
1260,6012,7031,40.8,2864
624,2933,3707,47.0,2865
419,2383,4023,54.9,2871
43,22,31,27.9,2872
0,28,0,61.1,2873
86,631,1318,60.7,2874
0,0,47,44.4,2875
47,397,120,18.9,2876
749,3112,3141,37.8,2878
769,2524,5164,55.8,2879
20,141,426,71.0,2881
200,1293,2785,56.9,2882
646,2771,1773,34.0,2885
975,5698,4780,35.7,2886
459,3936,2544,31.1,2888
1229,6496,3738,27.1,2889
840,5065,3568,36.5,2891
123,1095,853,48.0,2892
1601,8077,3706,22.8,2893
20,268,65,14.6,2894
3219,10437,4101,19.6,2895
332,2223,1715,30.3,2896
13,276,234,35.6,2898
364,1838,2106,53.0,2903
1886,7330,3874,29.8,2904
1725,4519,2191,25.7,2905
396,1698,6206,77.5,2906
2342,6543,2543,18.9,2907
1349,9254,4754,29.5,2908
1628,11084,3121,19.7,2909
939,4575,3241,28.2,2910
571,3866,2616,31.6,2911
0,0,11,73.3,2912
1876,5038,2447,23.9,2914
777,3803,2213,33.6,2915
410,1837,1700,41.6,2916
605,2404,2011,35.9,2917
0,0,0,34.4,2918
1204,8593,4162,26.4,2919
2006,7860,5125,30.6,2920
530,2370,2378,46.2,2921
70,1256,3094,62.3,3031
89,820,1656,51.4,3032
80,453,1374,58.8,3033
150,963,465,25.2,3034
89,991,799,41.7,3036
280,811,876,38.6,3037
1426,7705,5129,31.4,3038
118,1465,964,29.7,3042
38,243,319,46.6,3043
124,881,672,30.1,3044
272,3302,2185,35.2,3045
94,529,411,41.9,3046
42,475,248,28.2,3047
258,847,408,22.9,3048
29,1173,1804,56.4,3049
589,5628,4036,33.4,3051
273,1373,1896,44.2,3052
281,3625,5325,48.2,3053
452,3524,5626,48.2,3054
399,3426,2219,34.3,3055
64,326,583,51.4,3057
1867,5996,4162,27.7,3060
591,4600,6408,48.9,3062
282,2388,3654,47.2,3063
666,2993,2399,39.0,3064
153,1090,1315,44.7,3070
148,1029,476,28.4,3071
300,3095,2250,36.9,3076
435,3097,1159,20.9,3077
607,7203,4820,34.9,3079
44,341,284,38.0,3082
8,265,216,39.4,3084
29,1102,623,32.0,3086
119,1302,3545,61.1,3087
311,365,710,49.6,3101
1634,6759,4669,28.8,3102
2399,8803,3871,22.4,3103
851,6187,7422,43.3,3104
282,2570,2135,38.3,3106
260,2229,1316,27.2,3109
306,1658,6051,65.5,3110
0,12,32,66.0,3215
56,400,280,37.9,3216
96,590,181,23.3,3217
70,389,66,13.0,3218
421,1767,870,23.6,3220
70,400,376,40.4,3221
256,1508,803,26.6,3222
191,531,438,40.8,3223
55,306,417,46.7,3224
111,996,501,29.0,3225
7,233,178,39.8,3226
10,198,254,61.1,3227
109,847,1125,51.5,3229
76,462,109,16.7,3230
0,54,11,26.8,3231
10,18,70,63.9,3233
211,967,846,39.4,3234
384,2655,917,21.4,3235
75,429,243,34.7,3237
0,44,3,11.4,3238
50,240,149,30.9,3240
36,189,202,41.9,3241
53,886,799,38.4,3242
88,272,91,21.4,3243
266,2016,867,25.9,3244
54,234,314,45.4,3245
794,3716,2143,27.5,3246
24,1334,1195,41.9,3249
132,225,231,29.3,3251
117,1404,1174,43.0,3253
109,818,938,44.7,3254
9,213,529,62.0,3255
79,561,432,34.8,3256
8,260,904,62.6,3257
60,531,442,33.8,3258
9,32,110,56.7,3259
15,182,163,42.1,3260
65,1093,826,35.7,3261
49,153,250,45.2,3262
223,1513,291,15.8,3263
17,971,1015,42.4,3264
85,586,317,33.5,3266
61,384,148,31.4,3268
205,483,477,34.7,3269
0,22,56,48.0,3273
527,2844,986,23.2,3275
412,2538,817,22.4,3276
90,637,380,35.2,3278
25,344,98,20.0,3279
27,355,139,23.6,3280
218,1344,1626,43.3,3281
28,175,169,34.6,3282
31,381,148,31.4,3284
33,609,542,38.1,3285
22,197,328,59.7,3287
159,886,993,41.4,3290
0,0,29,100.0,3291
0,53,23,20.0,3293
1123,6495,5105,38.5,3301
508,4048,2306,29.1,3303
106,897,2039,57.9,3304
372,1943,730,21.9,3307
574,4277,4365,40.4,3431
43,755,477,34.1,3440
11,117,38,22.0,3441
99,320,236,32.0,3442
0,37,61,28.3,3443
22,221,322,53.7,3444
27,155,73,24.9,3445
223,1878,711,27.5,3446
114,531,372,29.0,3447
19,256,59,18.6,3448
41,257,386,55.0,3449
31,180,243,49.2,3450
218,1435,249,13.2,3451
79,1210,706,30.1,3452
94,619,367,33.1,3455
12,209,73,24.6,3456
15,128,187,54.7,3457
201,911,1440,51.8,3458
128,1220,698,28.8,3461
48,274,232,60.1,3462
16,254,128,24.1,3464
50,557,227,24.3,3465
106,471,230,28.6,3466
14,282,467,50.2,3467
335,1494,427,17.5,3470
437,1472,819,29.3,3561
660,3052,803,15.0,3570
36,530,374,37.4,3574
0,0,3,60.0,3575
218,875,283,17.3,3576
7,169,12,6.8,3579
8,145,303,55.5,3580
100,1031,406,27.7,3581
135,789,147,12.1,3582
55,238,191,33.1,3583
45,921,272,22.8,3584
136,684,380,29.3,3585
5,63,97,57.0,3586
57,454,134,22.1,3588
135,293,50,9.2,3590
68,423,114,17.1,3592
0,39,113,66.6,3593
13,203,114,31.7,3595
57,243,27,5.9,3597
212,819,399,26.4,3598
12,116,51,27.3,3601
83,776,409,28.6,3602
358,1767,579,18.4,3603
0,0,0,-,3604
43,260,80,23.1,3605
39,100,16,18.8,3607
67,637,548,34.1,3608
0,74,106,36.3,3609
60,288,169,32.4,3740
288,1244,430,25.9,3741
943,4514,1535,21.5,3743
45,430,315,40.9,3745
121,917,675,42.2,3748
9,30,159,84.1,3750
0,188,51,38.3,3751
36,358,119,23.3,3752
35,307,772,65.0,3753
24,241,1496,83.6,3755
15,197,47,35.5,3765
427,1723,1877,53.1,3766
13,232,295,67.1,3768
4,33,100,56.3,3770
21,228,114,24.7,3771
365,2216,1004,25.1,3773
88,441,124,21.2,3774
67,362,164,32.0,3777
16,134,111,46.5,3779
2,129,84,51.3,3780
9,416,346,45.1,3781
65,517,402,42.0,3782
180,441,1284,62.1,3784
162,587,156,16.9,3785
320,2893,6949,62.7,3801
163,816,272,21.3,3809
58,396,428,37.1,3810
133,1251,1346,40.6,3811
49,281,169,26.5,3812
192,861,532,29.1,3813
91,748,270,19.8,3814
27,214,224,44.7,3816
33,28,166,40.8,3817
102,728,791,41.3,3818
117,1007,754,29.8,3819
914,4753,7186,47.9,3820
25,254,399,52.6,3823
32,245,1406,77.8,3824
125,1559,1993,47.5,3825
59,464,527,38.7,3826
63,551,585,44.0,3827
38,463,75,13.0,3830
8,51,128,52.9,3832
424,3174,5166,53.7,3833
391,1684,638,16.5,3835
24,306,255,37.9,3836
79,295,321,34.1,3837
15,278,210,43.1,3838
145,869,412,25.4,3839
39,613,1038,50.2,3840
77,1375,1121,38.8,3841
462,2984,3556,45.1,3842
44,375,579,52.9,3844
0,431,122,35.4,3845
2,189,234,58.7,3846
0,0,302,88.8,3847
286,1228,1017,30.3,3848
31,293,144,32.3,3849
0,42,12,14.1,3850
156,1155,411,21.9,3851
26,159,82,25.6,3852
11,65,218,52.6,3853
4,36,273,72.4,3854
64,559,466,31.9,3855
37,208,506,63.2,3856
162,1232,2482,49.7,3857
99,1202,887,36.5,3858
68,788,637,36.7,3860
94,598,812,55.2,3861
59,585,1030,54.7,3862
115,569,243,19.8,3864
78,2029,1080,31.4,3865
757,5556,2811,23.7,3867
89,1484,832,26.3,3868
20,588,405,33.9,3869
108,613,1649,61.8,3870
0,15,132,76.0,3871
