housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
3804,3094,710,1105,277500,1077
342,223,119,1609,190600,1079
918,481,437,957,169200,1080
756,621,135,827,196600,1081
4587,3150,1437,955,204700,1082
1066,804,262,682,220000,1083
75,62,13,1208,236700,1084
15551,10517,5034,969,236000,1085
0,0,0,-,-,1086
242,161,81,987,307300,1088
12605,7406,5199,878,225100,1089
461,339,122,958,215200,1092
117,110,7,-,360800,1093
205,113,92,522,182000,1094
5253,4631,622,666,301700,1095
1060,838,222,1130,293000,1096
20,6,14,-,-,1097
584,512,72,824,274200,1098
1481,189,1292,876,119600,1103
8910,4189,4721,827,141400,1104
4991,419,4572,695,132200,1105
5769,5142,627,1393,345500,1106
3849,979,2870,711,160800,1107
9690,3891,5799,965,163500,1108
9304,4064,5240,946,134600,1109
5692,4363,1329,1021,169200,1118
4900,3450,1450,731,157000,1119
1085,1046,39,1713,184500,1128
2864,2080,784,1072,171700,1129
3430,1531,1899,983,136000,1151
0,0,0,-,-,1199
20020,12569,7451,893,176400,1201
3774,2277,1497,761,163900,1220
343,296,47,1525,256300,1222
1067,986,81,1188,261900,1223
64,47,17,-,201000,1224
1448,1193,255,1073,208800,1225
3088,2340,748,933,219800,1226
48,38,10,-,345800,1229
3511,2614,897,947,363400,1230
1116,912,204,742,199700,1235
538,371,167,1272,326300,1236
1036,860,176,1173,293000,1237
2308,1648,660,953,278300,1238
2098,1374,724,856,331500,1240
160,99,61,-,261700,1242
144,139,5,-,229600,1243
58,45,13,-,411500,1244
397,343,54,1217,424300,1245
6562,4103,2459,759,147900,1247
406,375,31,-,284300,1253
443,425,18,1375,445200,1254
353,348,5,-,265700,1255
293,269,24,728,172600,1256
918,778,140,919,327000,1257
214,180,34,871,443500,1258
286,257,29,1067,367900,1259
140,66,74,-,630400,1260
490,262,228,765,510900,1262
80,62,18,850,366700,1264
572,497,75,1818,386800,1266
2372,1749,623,953,320800,1267
343,343,0,-,279800,1270
8164,4641,3523,926,195400,1301
574,466,108,835,279300,1330
5271,3918,1353,889,165400,1331
1073,865,208,890,246500,1337
61,61,0,-,234700,1338
547,469,78,833,234700,1339
756,628,128,953,217700,1340
778,665,113,1162,320700,1341
365,234,131,1773,276100,1342
29,21,8,-,242500,1343
546,432,114,785,203900,1344
183,179,4,-,249100,1346
78,56,22,-,117700,1347
500,409,91,1026,191800,1349
49,36,13,921,111400,1350
974,672,302,962,263200,1351
579,473,106,1110,248300,1354
398,347,51,1118,248000,1355
1225,1025,200,775,226700,1360
3151,2194,957,900,163800,1364
473,406,67,960,287400,1366
237,219,18,1333,211800,1367
581,476,105,871,241900,1368
1811,1234,577,890,267100,1370
2046,1646,400,1041,306700,1373
1677,675,1002,1456,299800,1375
2389,1211,1178,906,199300,1376
345,322,23,1042,228600,1378
370,297,73,982,213400,1379
14965,8010,6955,1016,196600,1420
2047,1874,173,1636,265000,1430
1167,1077,90,1101,267900,1431
3442,2191,1251,1113,327000,1432
239,183,56,-,330000,1434
1295,1007,288,613,180800,1436
198,184,14,-,171900,1438
8228,4282,3946,838,185700,1440
4071,3491,580,1296,473000,1450
1624,1535,89,1242,597300,1451
1697,1475,222,1095,281700,1452
16848,9740,7108,973,242000,1453
3657,3230,427,1292,459000,1460
4310,3610,700,1580,308800,1462
4444,3548,896,1113,343400,1463
2449,1785,664,810,314200,1464
111,111,0,-,376100,1467
1824,1540,284,1160,203800,1468
2813,2367,446,945,287400,1469
2870,2609,261,1104,287300,1473
707,667,40,1250,309500,1474
3765,2697,1068,732,206100,1475
6634,5629,1005,935,264400,1501
1179,973,206,756,422600,1503
3526,2739,787,978,291100,1504
1799,1499,300,947,385900,1505
1404,1219,185,947,218900,1506
5064,4006,1058,1007,297700,1507
5594,2979,2615,1167,248200,1510
795,671,124,982,249200,1515
3234,2614,620,974,320600,1516
1427,962,465,1082,339100,1518
2504,1988,516,1366,363100,1519
5786,5160,626,1172,324300,1520
1006,880,126,1278,250600,1521
1260,1104,156,941,296400,1522
2430,1895,535,-,364300,1523
2453,1860,593,862,262000,1524
217,42,175,1073,277100,1525
5275,3864,1411,1168,290300,1527
1241,962,279,1103,307500,1529
460,397,63,983,295300,1531
5399,4365,1034,1440,447100,1532
2351,1831,520,780,350800,1534
1841,1346,495,878,244400,1535
2780,2230,550,1033,349100,1536
941,658,283,1006,222700,1537
4199,3145,1054,892,263800,1540
1271,1215,56,1028,373600,1541
889,709,180,981,275300,1542
2885,2369,516,1044,295500,1543
13542,9967,3575,1375,416000,1545
6813,3012,3801,895,198400,1550
1750,1166,584,1138,363200,1560
82,37,45,-,-,1561
4883,3447,1436,890,255900,1562
2777,2512,265,1304,360000,1564
2192,1980,212,1407,268300,1566
2716,2317,399,984,486300,1568
5056,4038,1018,1165,315400,1569
6946,3795,3151,927,233500,1570
3905,2647,1258,945,263900,1571
7069,4450,2619,1663,458100,1581
2300,1910,390,1070,298000,1583
1842,1321,521,994,253000,1585
3575,2057,1518,1026,284900,1588
3417,3078,339,1104,351900,1590
9498,5828,3670,1261,237100,1602
7327,3327,4000,1079,194800,1603
14825,6654,8171,1149,227800,1604
10673,3096,7577,1042,216800,1605
8159,5057,3102,1137,230400,1606
3702,1193,2509,1034,184300,1607
1916,190,1726,996,174400,1608
7859,3010,4849,1078,325300,1609
7729,1258,6471,1075,181800,1610
788,569,219,1141,233500,1611
1499,1430,69,955,316800,1612
13054,9838,3216,1581,433400,1701
15212,5389,9823,1394,355600,1702
242,164,78,-,267000,1718
2266,1558,708,1166,546500,1719
8530,6336,2194,1435,588100,1720
6796,5611,1185,1455,401900,1721
5312,3926,1386,1859,655300,1730
560,6,554,3143,-,1731
1739,1626,113,-,547700,1740
1876,1774,102,1125,845100,1741
6638,4981,1657,2130,871300,1742
230,175,55,1500,405900,1745
5270,4816,454,897,448600,1746
2181,1836,345,1342,341100,1747
6304,5232,1072,1889,577600,1748
7877,5713,2164,1244,353700,1749
15730,9151,6579,1482,348500,1752
4262,3360,902,1176,350200,1754
2059,1838,221,1566,473900,1756
11046,7624,3422,1230,314800,1757
14430,9949,4481,1586,565000,1760
1525,1464,61,1173,783800,1770
3312,3012,300,1210,618500,1772
2169,1622,547,1745,926400,1773
2558,2262,296,1466,507800,1775
6386,5849,537,1169,720800,1776
4849,4436,413,1051,714300,1778
15951,9761,6190,1630,453900,1801
10001,7363,2638,1960,533800,1803
12801,10412,2389,1611,620500,1810
11561,9138,2423,1569,408600,1821
9714,8206,1508,1544,427200,1824
11470,9024,2446,1340,332900,1826
1178,1117,61,1750,470900,1827
10096,5401,4695,1197,310700,1830
8901,4818,4083,1216,295100,1832
3295,2663,632,1487,460400,1833
2448,2133,315,1337,406700,1834
5259,3631,1628,1212,293600,1835
2265,109,2156,953,151900,1840
15149,4630,10519,1128,283500,1841
8545,3311,5234,1229,265400,1843
17907,12859,5048,1233,333200,1844
11112,7929,3183,1577,505400,1845
5460,2202,3258,1185,241400,1850
10208,4232,5976,1257,277700,1851
14255,6822,7433,1131,280700,1852
9498,3424,6074,1030,254300,1854
2710,2360,350,1102,362600,1860
3512,2993,519,1394,386200,1862
3850,3229,621,1336,334800,1863
5543,4860,683,1465,536700,1864
9175,7733,1442,1352,562800,1867
11684,9952,1732,1925,389300,1876
4439,3675,764,1254,388400,1879
10529,7991,2538,1340,505800,1880
8571,7384,1187,1974,531300,1886
7957,6826,1131,1981,473800,1887
7884,6813,1071,1900,943800,1890
1017,118,899,927,315600,1901
17085,6164,10921,1181,298400,1902
6205,4500,1705,1369,366100,1904
8247,3833,4414,1155,294700,1905
10431,8408,2023,919,395000,1906
5875,4458,1417,1886,475500,1907
1602,1129,473,1473,625400,1908
7215,5062,2153,1195,336200,1913
16443,9952,6491,1282,437300,1915
2839,2773,66,870,678700,1921
1223,1094,129,-,511800,1922
10689,7626,3063,1398,427400,1923
1457,1197,260,1134,574600,1929
13110,8395,4715,1185,425400,1930
0,0,0,-,-,1937
5761,4131,1630,1145,485600,1938
4965,4086,879,1746,659800,1940
2075,1581,494,1356,852400,1944
8122,6318,1804,1578,675400,1945
2999,2650,349,1720,555600,1949
7836,6049,1787,1338,548400,1950
1354,1132,222,1116,522600,1951
3889,3174,715,1463,363200,1952
21541,14118,7423,1366,387600,1960
3324,2292,1032,1360,536400,1966
2210,1796,414,1361,486100,1969
18371,9501,8870,1284,367200,1970
2719,2200,519,1207,569100,1982
2206,1992,214,-,598700,1983
1418,1276,142,-,605100,1984
1678,1541,137,1671,570400,1985
6526,5338,1188,1266,316200,2019
9064,6928,2136,1757,510500,2021
3087,2391,696,1455,872100,2025
10026,7230,2796,1669,460900,2026
2031,1898,133,2181,1008600,2030
1425,1229,196,1356,488800,2032
6805,4326,2479,1470,427500,2035
11941,9631,2310,1378,432700,2038
8873,7179,1694,2160,771600,2043
4765,3418,1347,1423,406600,2045
75,43,32,-,744300,2047
8650,6271,2379,1266,412300,2048
9886,8028,1858,1419,461800,2050
4245,3689,556,1347,667500,2052
4735,4256,479,1188,413600,2053
3161,2602,559,1776,400200,2054
3186,3047,139,1174,506300,2056
3666,3426,240,947,608300,2061
11971,6881,5090,1563,439300,2062
6922,6091,831,1200,591300,2066
6326,5590,736,1641,559100,2067
196,178,18,-,387500,2071
10900,7830,3070,1516,348300,2072
7143,5777,1366,1369,486000,2081
5541,4717,824,1807,713400,2090
4258,3617,641,1068,443900,2093
2091,860,1231,2557,1214500,2108
1976,707,1269,2974,851100,2109
1291,747,544,2960,1147600,2110
3452,905,2547,1530,873700,2111
4117,811,3306,1885,617800,2113
7499,1821,5678,2361,707400,2114
9136,1108,8028,1690,860900,2115
12223,4502,7721,1965,1159700,2116
13193,4528,8665,1286,843500,2118
11570,2733,8837,911,440800,2119
4926,355,4571,1167,444200,2120
10666,2413,8253,982,500100,2121
8591,3609,4982,1448,476900,2122
19143,7695,11448,1507,423600,2124
12705,4275,8430,1409,468200,2125
10088,4152,5936,1543,377700,2126
17135,6983,10152,1581,644200,2127
16565,4601,11964,1545,449000,2128
9162,4300,4862,1339,734200,2129
16824,7658,9166,1688,573400,2130
12692,7002,5690,1538,466300,2131
11448,8238,3210,1668,527800,2132
8582,1243,7339,1811,502600,2134
19568,4577,14991,1815,512100,2135
12000,6168,5832,1306,404100,2136
14188,5513,8675,2246,881200,2138
14641,5184,9457,2192,727200,2139
9474,3142,6332,2099,776800,2140
6925,2262,4663,2047,684200,2141
1761,223,1538,3301,921400,2142
11084,3264,7820,1835,681900,2143
10686,3828,6858,2019,731500,2144
10915,3923,6992,1810,591400,2145
23025,9436,13589,1577,401900,2148
16021,6179,9842,1454,405800,2149
13259,3439,9820,1420,350800,2150
19232,9588,9644,1418,373800,2151
7831,4378,3453,1415,439800,2152
22887,12872,10015,1820,500800,2155
506,0,506,2385,-,2163
25468,10390,15078,1517,399100,2169
7870,4348,3522,1381,454200,2170
7849,4275,3574,1657,457200,2171
11329,7456,3873,1516,570300,2176
9666,6318,3348,1483,494600,2180
14016,10229,3787,1522,456500,2184
8875,7484,1391,1330,618800,2186
6495,3913,2582,1485,374800,2188
6169,4024,2145,1388,366400,2189
7389,5006,2383,1500,393800,2190
3670,2957,713,1446,363400,2191
813,39,774,2848,-,2199
30,14,16,-,-,2203
2324,720,1604,3174,860900,2210
7845,792,7053,1991,544100,2215
21086,9952,11134,1109,274200,2301
10731,7555,3176,1120,252000,2302
1574,1163,411,1226,331500,2322
8133,5823,2310,1597,358900,2324
4489,4093,396,1450,291500,2330
5714,5069,645,1758,651000,2332
4828,3905,923,1210,352300,2333
2904,2637,267,1094,299300,2338
4913,4327,586,1338,512000,2339
3907,3558,349,950,363700,2341
4094,3319,775,986,323400,2343
9271,7449,1822,1271,308200,2346
4095,3472,623,1540,371000,2347
6396,4690,1706,1219,357300,2351
4575,3477,1098,1509,451300,2356
24,11,13,-,-,2357
6563,5566,997,1585,398400,2359
23345,18611,4734,1403,370100,2360
4949,4050,899,1218,378500,2364
0,0,0,-,-,2366
1010,872,138,1075,383600,2367
11912,8117,3795,1507,331700,2368
6959,5221,1738,1267,310800,2370
3878,3063,815,1628,359800,2375
2499,2165,334,1181,351900,2379
5466,3856,1610,1240,327100,2382
5036,4472,564,2264,891700,2420
6775,5176,1599,2568,887800,2421
8407,4707,3700,2314,937100,2445
13116,5369,7747,2221,881100,2446
7305,4505,2800,1889,525400,2451
4724,2929,1795,1835,564300,2452
11597,4806,6791,1630,528500,2453
8,8,0,-,-,2457
4890,3096,1794,1863,824600,2458
6388,5150,1238,1962,1092700,2459
3657,2239,1418,1950,843100,2460
2657,2024,633,1993,880700,2461
556,351,205,1599,933400,2462
1231,856,375,1955,666400,2464
4167,3303,864,2048,790300,2465
2959,1625,1334,1823,844000,2466
6402,4253,2149,2279,917000,2467
2008,1905,103,1921,1217400,2468
15684,8092,7592,1857,559700,2472
11583,6421,5162,1779,631900,2474
7482,4635,2847,1623,657600,2476
9812,6336,3476,2000,859600,2478
4552,3833,719,2331,1243000,2481
3889,2998,891,1476,1018400,2482
7193,6457,736,966,873900,2492
3787,3248,539,1698,1312300,2493
3608,2610,998,1657,805400,2494
5751,4406,1345,1279,338800,2532
291,202,89,1274,779800,2534
632,504,128,1413,1115100,2535
8235,6732,1503,1438,356100,2536
2421,2323,98,1333,428800,2537
1684,1037,647,1293,263300,2538
1453,1127,326,1849,773400,2539
4053,2750,1303,1015,599200,2540
313,16,297,1708,-,2542
360,287,73,1323,896600,2543
111,111,0,-,-,2553
3647,2553,1094,1764,1071900,2554
1173,995,178,1416,553100,2556
1750,1299,451,1427,583800,2557
738,518,220,1383,256000,2558
1813,1330,483,1563,373000,2559
137,108,29,-,315400,2561
1292,1014,278,1368,412400,2562
3998,3544,454,1381,380600,2563
66,66,0,-,"2,000,000+",2564
1836,1007,829,1350,649300,2568
4185,2702,1483,1104,314400,2571
1068,934,134,1368,719100,2575
1798,1688,110,1228,259500,2576
0,0,0,-,-,2584
6362,3150,3212,1244,281100,2601
773,692,81,1688,584600,2630
4142,3491,651,1097,441600,2631
4410,3881,529,1572,375500,2632
2054,1721,333,995,619500,2633
1395,1255,140,-,443500,2635
77,64,13,-,577600,2637
1573,1293,280,1413,478200,2638
1511,894,617,1454,322700,2639
117,117,0,-,447900,2641
2388,2165,223,1311,463600,2642
0,0,0,-,-,2643
1434,1275,159,1232,349500,2644
3950,3288,662,1367,383100,2645
1017,894,123,1339,546000,2646
52,52,0,-,1984400,2647
2834,2585,249,1863,364600,2648
6360,5508,852,1434,363100,2649
373,279,94,1600,819600,2650
8,8,0,-,-,2651
338,274,64,1131,584700,2652
2749,2280,469,850,643200,2653
1422,1207,215,1324,478600,2655
1702,1337,365,1248,601900,2657
448,422,26,-,609600,2659
2932,2222,710,1256,362100,2660
64,55,9,-,1004500,2663
3986,2823,1163,1335,350900,2664
263,221,42,-,360300,2666
1534,1303,231,1177,510400,2667
1158,930,228,1405,448000,2668
19,19,0,-,-,2669
710,502,208,1025,433300,2670
510,463,47,1110,432900,2671
136,96,40,-,895500,2672
3610,2835,775,1424,284700,2673
3096,2854,242,1623,382900,2675
1526,1411,115,1605,360300,2702
17632,12166,5466,1081,292900,2703
26,22,4,-,666700,2713
1432,1287,145,1023,363500,2715
1736,1552,184,1199,352500,2717
2371,2036,335,858,286600,2718
6392,4830,1562,935,281000,2719
12813,5145,7668,853,240900,2720
10677,3854,6823,787,248000,2721
6933,2209,4724,800,232200,2723
7889,2612,5277,772,241800,2724
931,682,249,967,274100,2725
6025,4886,1139,1169,279900,2726
1942,1559,383,1279,483500,2738
2648,2085,563,1312,469900,2739
17996,7037,10959,848,220200,2740
4094,3554,540,822,296000,2743
4598,1608,2990,812,227200,2744
10067,5908,4159,898,235200,2745
6135,1040,5095,830,214800,2746
6924,5339,1585,957,347800,2747
4778,3824,954,868,383500,2748
10480,6897,3583,1037,347900,2760
3666,2609,1057,1554,337700,2762
591,538,53,-,413600,2763
1403,1274,129,639,343400,2764
6570,5596,974,1260,351600,2766
5303,4308,995,1483,353100,2767
4160,3765,395,1192,400800,2769
1888,1755,133,985,411300,2770
6052,5069,983,1065,339300,2771
6361,5613,748,892,288700,2777
2384,2309,75,-,347500,2779
19910,11837,8073,1021,268600,2780
6388,5315,1073,1110,358800,2790
234,185,49,-,684100,2791
253,74,179,736,191700,2802
699,665,34,-,230100,2804
6051,5365,686,1323,432800,2806
440,294,146,860,1037000,2807
764,540,224,1090,240000,2808
8331,5616,2715,1066,338600,2809
403,374,29,-,323400,2812
3282,2746,536,1232,330700,2813
2978,2542,436,1102,282300,2814
123,98,25,-,312500,2815
13338,10157,3181,1015,236300,2816
2256,1853,403,2114,343700,2817
7599,5611,1988,1083,395100,2818
2301,1851,450,991,335000,2822
2031,1734,297,1025,298400,2825
178,155,23,-,309900,2826
857,838,19,1088,287000,2827
3020,2479,541,1035,285100,2828
2273,1796,477,790,286200,2830
1168,1006,162,1436,292600,2831
1919,1563,356,1003,284100,2832
443,362,81,477,243000,2833
2301,1908,393,1660,656800,2835
56,56,0,-,-,2836
1561,1269,292,1424,517900,2837
1351,621,730,1001,251700,2838
816,537,279,1294,216200,2839
10267,4372,5895,1242,448800,2840
0,0,0,-,-,2841
6868,3761,3107,1368,379100,2842
9005,6587,2418,1008,329600,2852
3159,2828,331,1121,333200,2857
233,143,90,1098,231600,2858
2487,1826,661,931,237100,2859
18543,6745,11798,885,191300,2860
10095,6171,3924,1007,197800,2861
6103,1221,4882,852,160100,2863
13238,10183,3055,951,288200,2864
6497,4878,1619,1241,330200,2865
7079,5462,1617,1462,387400,2871
132,116,16,-,289700,2872
106,106,0,-,345700,2873
2156,1937,219,1568,457600,2874
162,143,19,-,288500,2875
219,84,135,1404,-,2876
6569,5105,1464,971,277500,2878
8380,6224,2156,1245,371500,2879
1044,651,393,1246,353000,2881
5870,4035,1835,1361,455400,2882
4857,2619,2238,953,295900,2885
12498,8294,4204,1170,235600,2886
8193,6314,1879,1073,215400,2888
11450,8717,2733,1161,214200,2889
9333,5932,3401,1040,310900,2891
1917,1639,278,1503,327500,2892
13231,6908,6323,1007,205900,2893
241,223,18,-,205700,2894
16663,6058,10605,912,173300,2895
4588,3685,903,1012,292600,2896
581,390,191,1037,266200,2898
4701,770,3931,1044,325500,2903
12591,5964,6627,904,207600,2904
8880,4168,4712,1009,207500,2905
10687,5115,5572,1302,412100,2906
9362,2730,6632,971,180300,2907
12079,5355,6724,1008,184100,2908
14167,4571,9596,939,173900,2909
8135,5709,2426,1073,200700,2910
6621,3522,3099,1019,212800,2911
0,0,0,-,-,2912
8802,4554,4248,969,212500,2914
7356,4861,2495,1012,221600,2915
3707,2705,1002,942,243900,2916
4687,3624,1063,904,291200,2917
11597,7771,3826,1004,231400,2919
14101,8773,5328,1033,243700,2920
4460,3833,627,1246,361200,2921
4199,3898,301,1340,354000,3031
1973,1819,154,1929,332000,3032
1736,1638,98,1447,329100,3033
1565,1482,83,1714,283400,3034
1687,1642,45,-,352400,3036
1625,1425,200,1167,304000,3037
12868,8341,4527,1198,244900,3038
2680,2288,392,1280,283900,3042
629,578,51,1321,289400,3043
1755,1605,150,1450,275500,3044
5040,4078,962,1141,266900,3045
938,878,60,1261,317600,3046
699,558,141,793,231300,3047
1444,1184,260,1051,220100,3048
2968,2733,235,1565,474900,3049
9232,7773,1459,1256,291500,3051
3042,2736,306,1211,320800,3052
9211,7939,1272,1544,322000,3053
9951,8629,1322,1447,282600,3054
6288,3948,2340,1194,251400,3055
925,830,95,1375,336800,3057
12252,4220,8032,1133,234400,3060
11421,8052,3369,1506,282200,3062
6977,4373,2604,1419,272400,3063
5884,3383,2501,1174,277600,3064
1950,1778,172,1163,315300,3070
1866,1649,217,1276,224800,3071
4832,4371,461,1177,349000,3076
4099,3211,888,1333,229300,3077
11536,9006,2530,1148,325600,3079
667,616,51,1125,262200,3082
487,442,45,1281,270600,3084
1609,1391,218,976,252600,3086
5009,4805,204,2153,450300,3087
1787,114,1673,1042,236800,3101
13491,4888,8603,1201,217300,3102
14239,6212,8027,1087,212400,3103
13654,6815,6839,1106,257600,3104
5244,3960,1284,1332,253800,3106
4100,3089,1011,1266,230600,3109
7813,6697,1116,1750,407300,3110
92,85,7,-,342600,3215
918,778,140,917,225000,3216
842,460,382,883,175700,3217
409,325,84,-,219600,3218
3037,2567,470,1009,192000,3220
863,761,102,994,229300,3221
2334,1842,492,857,195100,3222
1385,1081,304,780,169200,3223
952,874,78,682,267100,3224
1322,1193,129,1078,190600,3225
419,375,44,1091,336500,3226
466,402,64,1742,296600,3227
2193,1950,243,1138,272400,3229
515,473,42,1125,170000,3230
136,122,14,-,303500,3231
53,47,6,-,362000,3233
1787,1505,282,1009,234000,3234
3959,2519,1440,849,165200,3235
919,830,89,1467,242800,3237
39,38,1,-,65400,3238
540,495,45,920,168800,3240
351,320,31,961,293600,3241
1805,1356,449,753,241000,3242
373,343,30,1075,184000,3243
3061,2687,374,1062,195200,3244
781,614,167,962,293800,3245
6917,4004,2913,962,192800,3246
3048,2579,469,1045,256500,3249
448,298,150,867,218200,3251
2844,2074,770,1063,286200,3253
1774,1540,234,1331,319600,3254
930,866,64,908,287600,3255
921,774,147,965,236200,3256
1596,1307,289,1252,373200,3257
974,882,92,1129,255000,3258
170,152,18,-,296600,3259
313,261,52,1523,272600,3260
1631,1463,168,1042,255600,3261
413,289,124,741,210500,3262
1670,1076,594,831,196200,3263
2312,1504,808,662,185000,3264
851,726,125,869,178300,3266
500,472,28,1083,218400,3268
1087,895,192,792,278300,3269
110,101,9,-,192300,3273
4478,3487,991,896,200100,3275
3300,2297,1003,878,178800,3276
1165,778,387,1092,257500,3278
309,257,52,717,147200,3279
537,499,38,985,212900,3280
3129,2914,215,1426,249600,3281
355,304,51,1104,196900,3282
341,302,39,-,237100,3284
961,815,146,1198,224500,3285
670,521,149,1252,290200,3287
1856,1740,116,1049,295500,3290
37,37,0,-,-,3291
86,78,8,-,184100,3293
13406,6829,6577,1082,242400,3301
6250,4202,2048,1062,210300,3303
2723,2435,288,1167,318800,3304
2050,1759,291,1126,240500,3307
10165,5439,4726,989,187600,3431
1088,805,283,1024,204200,3440
69,25,44,917,134700,3441
646,441,205,978,165700,3442
153,96,57,-,247100,3443
