housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
2641,2291,350,1332,322100,1860
3412,2902,510,1180,355500,1862
3879,2978,901,1095,303300,1863
5391,4669,722,1406,452300,1864
9037,7429,1608,1217,473300,1867
11108,9606,1502,1582,346300,1876
4332,3735,597,1018,344000,1879
9964,7479,2485,1237,433000,1880
8140,7251,889,1727,468500,1886
7867,6701,1166,1696,390800,1887
7741,6606,1135,1571,796500,1890
852,73,779,701,231700,1901
16740,5578,11162,1041,243500,1902
6197,4758,1439,1266,294000,1904
8437,3808,4629,1072,250600,1905
10039,7927,2112,1155,352700,1906
5428,4155,1273,1328,447400,1907
1600,1094,506,1272,519100,1908
6970,4831,2139,1053,308600,1913
16229,9748,6481,1113,378100,1915
2703,2651,52,779,607000,1921
1068,910,158,-,449100,1922
10543,7313,3230,1254,369900,1923
1453,1136,317,1134,516800,1929
12619,8127,4492,1009,370900,1930
0,0,0,-,-,1937
5589,4078,1511,1042,430400,1938
4796,3933,863,1389,580900,1940
2115,1455,660,1262,737100,1944
8261,6511,1750,1353,593100,1945
2853,2430,423,1805,441900,1949
7742,5734,2008,1143,461900,1950
1729,1464,265,1279,466300,1951
3649,2749,900,1157,319600,1952
21304,13794,7510,1238,346300,1960
3233,2228,1005,986,460800,1966
2209,1823,386,1174,420600,1969
18052,8616,9436,1105,317400,1970
2754,2274,480,1121,516100,1982
2233,2061,172,-,552900,1983
1389,1221,168,978,534100,1984
1590,1512,78,1250,489300,1985
6342,5097,1245,1366,283000,2019
8918,6963,1955,1473,444700,2021
2949,2363,586,1470,847100,2025
9606,6516,3090,1460,394200,2026
1966,1846,120,2371,987300,2030
1588,1323,265,1458,428900,2032
6352,4211,2141,1375,380400,2035
11191,9038,2153,1131,387900,2038
8556,7070,1486,2073,683700,2043
4919,3346,1573,1199,365800,2045
33,18,15,-,-,2047
8280,5997,2283,1170,378500,2048
9623,7496,2127,1321,413600,2050
4115,3641,474,1174,617000,2052
4602,3922,680,1132,379200,2053
3075,2500,575,1544,368900,2054
3160,3005,155,1169,455100,2056
3635,3363,272,873,559300,2061
11752,6760,4992,1350,391600,2062
6518,5613,905,1008,507200,2066
6123,5257,866,1738,482900,2067
315,282,33,-,452600,2071
10578,7598,2980,1217,321500,2072
7144,5862,1282,1299,437200,2081
5609,4856,753,1418,656200,2090
3950,3317,633,1096,406400,2093
2006,952,1054,1995,924000,2108
2043,601,1442,2382,779800,2109
1296,701,595,2569,794700,2110
3217,811,2406,1319,667600,2111
4342,1030,3312,1777,518300,2113
7109,1696,5413,2015,630700,2114
9425,1304,8121,1480,648300,2115
11834,4621,7213,1677,875700,2116
12558,4330,8228,1081,681400,2118
11028,2428,8600,909,346300,2119
4755,435,4320,978,353100,2120
10245,2045,8200,801,369600,2121
8280,3141,5139,1334,359500,2122
18667,7082,11585,1220,338000,2124
12774,4199,8575,1216,357800,2125
9846,4224,5622,1236,306200,2126
16569,6446,10123,1360,469800,2127
16145,4515,11630,1195,332200,2128
8649,3688,4961,1130,570600,2129
16072,7304,8768,1465,457400,2130
12304,6774,5530,1301,389400,2131
11317,8172,3145,1523,444000,2132
7530,1046,6484,1600,438400,2134
18479,4364,14115,1601,435700,2135
11389,5996,5393,1076,340600,2136
13286,5340,7946,1858,718100,2138
14044,5042,9002,1747,597600,2139
8742,3256,5486,1443,627300,2140
6256,2197,4059,1538,548800,2141
1237,206,1031,3029,878700,2142
11291,3379,7912,1635,480500,2143
10662,3764,6898,1736,609300,2144
10178,4020,6158,1391,429600,2145
23117,9532,13585,1325,339000,2148
15220,6005,9215,1296,338200,2149
12396,3232,9164,1193,280900,2150
20239,9734,10505,1227,320400,2151
7699,4415,3284,1278,367700,2152
22251,12530,9721,1495,421300,2155
512,0,512,2242,-,2163
24600,10220,14380,1292,347800,2169
7672,4115,3557,1242,390300,2170
7551,4188,3363,1453,393300,2171
11385,7600,3785,1176,437100,2176
9007,5756,3251,1358,425500,2180
13767,9704,4063,1353,385400,2184
8980,7416,1564,1349,513900,2186
6351,3624,2727,1224,337800,2188
6146,3621,2525,1120,298200,2189
6853,4675,2178,1311,350000,2190
3541,2773,768,1305,324300,2191
812,25,787,3049,"2,000,000+",2199
0,0,0,-,-,2203
1471,521,950,2855,644500,2210
7566,805,6761,1690,443500,2215
20845,9717,11128,1030,243600,2301
11146,7594,3552,986,209200,2302
1658,1235,423,1076,295400,2322
7886,5948,1938,1315,329100,2324
4494,4165,329,1005,267600,2330
5355,4782,573,1578,567000,2332
5012,4173,839,1118,305500,2333
2923,2638,285,1720,281300,2338
5019,4311,708,1143,444500,2339
3596,3255,341,747,335300,2341
4106,3281,825,1055,280500,2343
8854,7231,1623,1111,287200,2346
3860,3339,521,1180,352400,2347
6203,4193,2010,1111,308300,2351
4220,3468,752,1219,403700,2356
13,13,0,-,-,2357
6282,5478,804,1613,358100,2359
21889,17076,4813,1302,333100,2360
4699,3728,971,1177,341300,2364
0,0,0,-,-,2366
1028,894,134,876,353800,2367
12322,8457,3865,1267,272600,2368
6768,4885,1883,1206,271700,2370
3523,2864,659,1410,321800,2375
2369,2048,321,1239,311800,2379
5359,3885,1474,983,282900,2382
4967,4406,561,1995,746100,2420
6635,4959,1676,1732,787800,2421
8432,4516,3916,2048,744000,2445
13235,5455,7780,1975,744400,2446
7341,4234,3107,1574,413700,2451
5017,3088,1929,1613,464400,2452
11270,4599,6671,1321,435100,2453
0,0,0,-,-,2457
4937,2998,1939,1647,693300,2458
6553,5275,1278,1757,923500,2459
3810,2507,1303,1701,710000,2460
2628,1977,651,1784,812600,2461
594,376,218,1705,761900,2462
1279,851,428,1617,552200,2464
4311,3334,977,1722,707600,2465
2838,1428,1410,1645,718000,2466
6198,4250,1948,2031,719400,2467
1908,1754,154,2250,1064500,2468
14747,7462,7285,1650,474100,2472
11512,6589,4923,1500,535900,2474
7140,4707,2433,1387,563200,2476
9633,6065,3568,1710,711000,2478
4747,4101,646,2228,1072700,2481
3862,3010,852,1495,906100,2482
6880,6142,738,782,746100,2492
3834,3270,564,1478,1173800,2493
3554,2562,992,1677,668200,2494
5354,4223,1131,1115,309000,2532
359,273,86,1129,402000,2534
538,392,146,1313,1007800,2535
7990,6522,1468,1351,328100,2536
2358,2116,242,1643,402500,2537
1275,1003,272,1270,240000,2538
1394,1091,303,1725,655100,2539
3988,2682,1306,863,490000,2540
230,11,219,1069,-,2542
412,283,129,1520,802500,2543
48,48,0,-,269200,2553
3734,2349,1385,1615,964300,2554
1187,1034,153,1368,495900,2556
1849,1446,403,1326,578800,2557
617,324,293,976,257000,2558
1838,1423,415,1111,333900,2559
247,209,38,-,292100,2561
1312,1075,237,1246,363700,2562
3704,3181,523,1173,345700,2563
92,92,0,-,-,2564
1371,930,441,1326,612200,2568
4429,2973,1456,1021,261900,2571
951,812,139,1194,747600,2575
1935,1865,70,1333,250100,2576
10,10,0,-,-,2584
6013,2975,3038,1058,244100,2601
892,773,119,1729,566100,2630
4226,3557,669,1099,420300,2631
4464,3826,638,1290,338000,2632
1809,1431,378,852,564700,2633
1569,1424,145,1972,382700,2635
48,34,14,-,473900,2637
1583,1408,175,1272,505500,2638
1330,894,436,982,323600,2639
124,124,0,-,562500,2641
2398,2029,369,1022,445600,2642
9,0,9,-,-,2643
1474,1145,329,1368,316000,2644
4099,3534,565,1134,370800,2645
911,788,123,1144,399500,2646
93,84,9,-,1822900,2647
2716,2544,172,1610,327800,2648
6212,5384,828,1343,332400,2649
479,363,116,1216,815000,2650
13,13,0,-,-,2651
409,373,36,-,531500,2652
2903,2245,658,935,587000,2653
1590,1283,307,1677,461300,2655
1802,1203,599,1064,490400,2657
409,360,49,1440,486500,2659
3165,2469,696,875,334400,2660
52,52,0,-,-,2663
4230,3103,1127,1101,297500,2664
411,307,104,1040,554400,2666
1510,1260,250,918,484100,2667
1273,930,343,1426,447300,2668
75,59,16,-,466000,2669
705,533,172,938,385500,2670
505,359,146,719,380900,2671
86,50,36,-,-,2672
3724,2858,866,1311,270400,2673
3075,2812,263,1158,355900,2675
1457,1276,181,1375,328500,2702
16801,10928,5873,991,271000,2703
21,21,0,-,680600,2713
1156,1108,48,1600,328000,2715
1551,1373,178,1136,311400,2717
2346,2020,326,767,253700,2718
6663,4905,1758,849,266200,2719
13143,5230,7913,791,236100,2720
11032,3842,7190,711,222000,2721
6438,1836,4602,697,223900,2723
7517,2324,5193,706,220400,2724
925,716,209,1090,249400,2725
6010,4892,1118,948,272400,2726
1904,1494,410,1228,493300,2738
2375,1919,456,1014,408700,2739
18334,7392,10942,770,198200,2740
3965,3477,488,766,271400,2743
4651,1762,2889,730,216200,2744
10021,5946,4075,831,209200,2745
6129,1167,4962,758,193800,2746
6748,5252,1496,941,304900,2747
4875,3811,1064,896,345200,2748
9766,6885,2881,969,321500,2760
3395,2505,890,1198,336600,2762
703,596,107,1120,345100,2763
1390,1193,197,499,309100,2764
6320,5173,1147,1148,319600,2766
4806,3705,1101,1342,321300,2767
3944,3602,342,1085,340600,2769
1794,1602,192,1453,376100,2770
5587,4866,721,1143,305500,2771
6117,5318,799,885,266600,2777
2318,2209,109,-,339800,2779
19904,11800,8104,937,233800,2780
6125,5154,971,947,360100,2790
155,118,37,-,521300,2791
428,166,262,790,196400,2802
829,750,79,590,199000,2804
6194,5457,737,1350,394800,2806
448,327,121,768,1078100,2807
851,740,111,-,223500,2808
8362,5565,2797,1001,307500,2809
441,409,32,-,303800,2812
3171,2656,515,1109,311600,2813
2735,2502,233,922,252900,2814
85,85,0,-,-,2815
12975,10177,2798,932,212200,2816
2181,1763,418,1474,301400,2817
7553,5686,1867,971,378300,2818
2384,1887,497,881,321800,2822
1964,1676,288,1163,280700,2825
291,251,40,931,203500,2826
759,698,61,1456,298400,2827
2929,2376,553,1049,264700,2828
2317,1680,637,855,230200,2830
1287,1157,130,1121,296800,2831
1960,1471,489,778,260100,2832
340,239,101,640,265100,2833
2327,1956,371,1708,563900,2835
83,83,0,-,227300,2836
1636,1257,379,1054,519300,2837
1383,628,755,956,222800,2838
678,496,182,1037,201400,2839
10699,4230,6469,1097,382200,2840
0,0,0,-,-,2841
6653,3388,3265,1210,337600,2842
8945,6383,2562,990,302100,2852
3557,3133,424,899,288500,2857
213,127,86,-,260900,2858
2438,1756,682,914,222200,2859
17806,6000,11806,819,168200,2860
9778,5892,3886,953,170100,2861
6327,1507,4820,809,153900,2863
13484,9884,3600,921,256600,2864
6224,4454,1770,1043,284900,2865
7042,5221,1821,1214,362300,2871
121,121,0,-,229700,2872
160,134,26,-,343500,2873
2193,2019,174,1284,398100,2874
187,110,77,-,278200,2875
133,45,88,1116,-,2876
6790,5300,1490,899,260100,2878
8564,6258,2306,1019,335200,2879
1086,635,451,1045,342300,2881
6036,3896,2140,1304,398600,2882
4743,2552,2191,923,249600,2885
12670,8355,4315,1077,204500,2886
8520,6369,2151,1040,190400,2888
11185,8472,2713,1078,185300,2889
9247,5653,3594,1078,291300,2891
1755,1561,194,1040,286900,2892
12771,6555,6216,936,182800,2893
333,253,80,1091,285200,2894
17248,6470,10778,827,156100,2895
4350,3425,925,1058,279800,2896
540,392,148,1063,227300,2898
4782,764,4018,1009,289500,2903
12641,6082,6559,820,191500,2904
8812,4036,4776,880,175600,2905
10785,5111,5674,1166,386100,2906
8605,2302,6303,878,143400,2907
11901,5017,6884,931,168800,2908
14976,4174,10802,883,146800,2909
7873,5493,2380,984,175000,2910
6690,3778,2912,941,196300,2911
0,0,0,-,-,2912
8644,4283,4361,876,194300,2914
7288,4480,2808,1020,204900,2915
3648,2547,1101,842,232200,2916
4476,3541,935,814,277600,2917
12051,8110,3941,915,209400,2919
14292,8652,5640,1007,209500,2920
4387,3690,697,1043,335800,2921
4053,3593,460,1636,337200,3031
1985,1843,142,915,295400,3032
1669,1555,114,1070,312400,3033
1479,1412,67,854,267700,3034
1659,1586,73,2135,315100,3036
1580,1430,150,1167,260100,3037
13069,8116,4953,1146,221400,3038
2584,2200,384,1078,230500,3042
609,578,31,1292,279300,3043
1658,1410,248,1650,243400,3044
5133,4098,1035,1136,234400,3045
1020,922,98,1042,287900,3046
602,483,119,1086,211400,3047
1388,1090,298,768,189900,3048
2989,2688,301,1516,431500,3049
8837,7076,1761,1274,263200,3051
3003,2504,499,1182,288500,3052
8796,7595,1201,1330,285900,3053
9688,8283,1405,1375,251100,3054
5958,3822,2136,1072,236000,3055
833,782,51,939,292300,3057
11757,4080,7677,1061,214800,3060
10892,7839,3053,1300,253100,3062
6599,3925,2674,1286,235400,3063
5641,3365,2276,1059,244000,3064
1894,1781,113,1172,306600,3070
1769,1548,221,1039,229700,3071
4506,3941,565,1182,324500,3076
3990,3093,897,1113,216700,3077
11263,8648,2615,1079,296900,3079
635,581,54,1098,257500,3082
523,483,40,1050,255800,3084
1501,1173,328,958,243500,3086
5101,4705,396,1907,368400,3087
1725,157,1568,839,216300,3101
13312,5358,7954,1058,200700,3102
13817,6643,7174,1016,188700,3103
13338,6412,6926,1043,241100,3104
5143,4146,997,1145,236600,3106
4126,3268,858,1093,210700,3109
7523,6619,904,1563,370000,3110
90,90,0,-,333300,3215
957,805,152,1086,196400,3216
918,486,432,834,155600,3217
306,288,18,-,221400,3218
2750,2379,371,892,186900,3220
847,759,88,1117,223900,3221
2212,1693,519,840,203300,3222
1583,1363,220,644,189000,3223
895,846,49,810,262100,3224
1357,1169,188,1055,168000,3225
412,363,49,1083,334000,3226
448,364,84,1292,291900,3227
2057,1822,235,848,263700,3229
601,520,81,941,168000,3230
114,109,5,-,272100,3231
39,39,0,-,335700,3233
1751,1419,332,1070,201000,3234
3525,2005,1520,787,160400,3235
806,786,20,1103,235300,3237
46,37,9,-,-,3238
534,451,83,877,164200,3240
392,306,86,873,300000,3241
1690,1168,522,933,231800,3242
400,366,34,1223,190700,3243
3212,2678,534,985,194000,3244
844,665,179,987,259300,3245
6758,3668,3090,888,178600,3246
3163,2737,426,1018,240600,3249
577,299,278,731,210300,3251
2660,1936,724,988,280400,3253
1807,1523,284,1156,331600,3254
826,777,49,1316,276100,3255
875,748,127,849,206100,3256
1738,1317,421,864,346900,3257
996,898,98,1076,253100,3258
143,120,23,-,286800,3259
289,251,38,1199,300700,3260
1629,1434,195,1090,230600,3261
405,311,94,682,187100,3262
1568,913,655,784,182700,3263
2176,1278,898,840,179300,3264
927,780,147,925,167200,3266
510,478,32,981,200600,3268
1197,1110,87,-,245400,3269
162,140,22,-,257000,3273
4298,3104,1194,888,204000,3275
3237,2230,1007,905,177400,3276
1065,791,274,915,239800,3278
294,227,67,744,145600,3279
455,424,31,889,216500,3280
3144,2833,311,1488,234900,3281
314,299,15,788,183200,3282
377,311,66,950,216500,3284
879,754,125,971,222900,3285
619,476,143,1347,278200,3287
1728,1659,69,1060,262100,3290
18,18,0,-,-,3291
35,24,11,-,210000,3293
12938,6534,6404,1005,216100,3301
6087,4068,2019,939,189800,3303
2854,2509,345,1153,299800,3304
2037,1758,279,997,232500,3307
10361,5639,4722,983,180700,3431
997,750,247,859,190200,3440
149,108,41,-,161700,3441
555,426,129,961,168800,3442
247,217,30,-,316000,3443
572,460,112,806,258800,3444
280,220,60,1117,181000,3445
2395,1886,509,877,175700,3446
1029,922,107,921,167100,3447
306,269,37,538,189900,3448
754,669,85,996,297500,3449
440,372,68,1013,257300,3450
