housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
5037,4241,796,977,393500,1746
2237,1731,506,1115,314100,1747
5422,4718,704,1351,526900,1748
7638,5797,1841,1134,296600,1749
15558,8842,6716,1142,302900,1752
4284,2960,1324,1080,334000,1754
1993,1768,225,1384,389800,1756
10916,7259,3657,1075,288200,1757
13874,9976,3898,1274,447000,1760
1461,1343,118,1301,739900,1770
3175,2849,326,1274,552800,1772
2021,1702,319,1648,887100,1773
2538,2319,219,1601,454600,1775
6063,5708,355,569,640700,1776
5213,4575,638,747,611500,1778
15016,8928,6088,1346,365600,1801
9359,6565,2794,1635,424800,1803
12174,9759,2415,1247,567100,1810
11083,8955,2128,1300,349800,1821
9821,8408,1413,1146,364900,1824
11008,8746,2262,1163,289000,1826
1176,1148,28,(X),435500,1827
10202,5426,4776,1064,268500,1830
8461,5446,3015,992,239700,1832
3115,2604,511,1290,407900,1833
2385,1917,468,1096,361400,1834
5118,3633,1485,1122,260800,1835
2258,95,2163,783,108000,1840
15253,4120,11133,1006,219100,1841
8983,3270,5713,1078,222200,1843
17451,12440,5011,1071,282500,1844
10830,7864,2966,1345,442400,1845
5445,2659,2786,1120,209300,1850
10052,4138,5914,1008,245400,1851
13564,6108,7456,1012,242300,1852
9446,3725,5721,930,216600,1854
2528,2160,368,1151,310400,1860
3367,2876,491,1126,338900,1862
3931,3075,856,1064,274200,1863
5361,4670,691,1482,439500,1864
8898,7166,1732,1222,455500,1867
10974,9426,1548,1552,331700,1876
4252,3725,527,1180,341200,1879
9851,7364,2487,1204,413700,1880
7878,7125,753,1580,465100,1886
7652,6590,1062,1624,378600,1887
7586,6447,1139,1565,738200,1890
761,63,698,548,177100,1901
16863,5608,11255,1004,238900,1902
6386,5010,1376,1225,277600,1904
8390,3911,4479,1046,246000,1905
10108,7909,2199,1119,345700,1906
5512,4213,1299,1293,434900,1907
1639,1062,577,1117,498700,1908
7055,4999,2056,997,310700,1913
16113,9762,6351,1102,369600,1915
2713,2661,52,(X),597800,1921
979,829,150,(X),451900,1922
10394,7136,3258,1234,358000,1923
1425,1022,403,1170,524500,1929
12303,7704,4599,980,364000,1930
0,0,0,-,-,1937
5535,4066,1469,1055,412300,1938
4771,3938,833,1348,564700,1940
2063,1355,708,1339,768900,1944
8137,6544,1593,1242,570900,1945
2633,2172,461,1750,410600,1949
7555,5535,2020,1120,444200,1950
1714,1333,381,1281,475600,1951
3446,2524,922,1050,307900,1952
21411,13526,7885,1224,336700,1960
3282,2218,1064,990,450400,1966
2219,1860,359,1054,416300,1969
18001,8673,9328,1094,308800,1970
2728,2181,547,1145,501200,1982
2282,2111,171,(X),529700,1983
1372,1224,148,920,516600,1984
1518,1410,108,(X),479500,1985
6196,4929,1267,1382,282700,2019
8749,6798,1951,1416,425600,2021
2967,2293,674,1205,808600,2025
9579,6484,3095,1483,383700,2026
1935,1766,169,2145,976500,2030
1564,1267,297,1257,413500,2032
6411,4284,2127,1286,378200,2035
11115,8892,2223,1124,386300,2038
8435,6916,1519,1999,681100,2043
4892,3505,1387,1216,348100,2045
84,19,65,-,-,2047
8115,5812,2303,1138,378900,2048
9559,7540,2019,1322,398400,2050
4090,3598,492,991,599400,2052
4562,3854,708,1010,373300,2053
3069,2502,567,1248,373500,2054
3177,3035,142,1185,451000,2056
3638,3351,287,(X),555500,2061
11670,6665,5005,1277,383200,2062
6510,5536,974,972,497800,2066
6212,5379,833,1660,462900,2067
321,304,17,-,481300,2071
10555,7770,2785,1147,313500,2072
7098,5812,1286,1357,427400,2081
5589,4816,773,1459,631700,2090
3893,3302,591,1048,411800,2093
2114,888,1226,1908,973700,2108
2001,587,1414,2130,757600,2109
1293,688,605,2303,740600,2110
3108,882,2226,1545,634500,2111
4319,1025,3294,1661,472000,2113
7000,1728,5272,1973,583600,2114
9535,1334,8201,1435,567000,2115
11460,4526,6934,1631,861100,2116
12500,4327,8173,1098,622300,2118
10693,2253,8440,923,320700,2119
4741,484,4257,1057,346200,2120
10329,2073,8256,768,318700,2121
8409,3016,5393,1285,332500,2122
18593,7102,11491,1192,318300,2124
12427,3928,8499,1194,332300,2125
9660,3921,5739,1210,291600,2126
16332,6146,10186,1279,435800,2127
15820,4444,11376,1139,308800,2128
8457,3618,4839,1127,545800,2129
16070,7456,8614,1375,430100,2130
12092,6460,5632,1196,367900,2131
11270,7994,3276,1447,428000,2132
7826,1046,6780,1484,398700,2134
18029,4100,13929,1558,406400,2135
11048,5930,5118,1030,326900,2136
13654,5653,8001,1764,679100,2138
14058,4972,9086,1708,537100,2139
8561,3243,5318,1381,587800,2140
6297,2131,4166,1533,485100,2141
1307,238,1069,2812,950000,2142
11340,3460,7880,1534,452000,2143
10760,3619,7141,1677,566200,2144
10037,3882,6155,1332,394700,2145
22960,9369,13591,1288,330000,2148
15476,5778,9698,1232,318100,2149
12276,3434,8842,1171,274100,2150
20500,10104,10396,1187,313500,2151
7602,4175,3427,1271,357400,2152
22114,12403,9711,1477,400900,2155
525,0,525,2121,-,2163
24364,10346,14018,1236,334400,2169
7625,3995,3630,1219,374900,2170
7487,4334,3153,1360,375400,2171
11349,7707,3642,1133,432300,2176
9055,5900,3155,1289,398200,2180
13706,9519,4187,1316,372000,2184
9049,7134,1915,1303,499300,2186
6211,3498,2713,1197,327000,2188
6088,3786,2302,1076,288500,2189
6879,4942,1937,1240,345800,2190
3530,2763,767,1264,317200,2191
797,34,763,3061,"2,000,000+",2199
0,0,0,-,-,2203
1216,472,744,2696,557500,2210
7472,803,6669,1647,423400,2215
21284,9958,11326,1030,237500,2301
11480,7919,3561,987,203400,2302
1659,1363,296,1024,295300,2322
7803,5996,1807,1271,324600,2324
4423,4006,417,1387,265200,2330
5406,4782,624,1542,548900,2332
4986,4252,734,1042,300700,2333
2852,2597,255,1718,281600,2338
4862,4097,765,1251,429000,2339
3458,3054,404,975,331800,2341
4333,3589,744,974,274500,2343
8566,6778,1788,1093,297300,2346
3780,3254,526,1159,353400,2347
6035,4178,1857,1105,304900,2351
4278,3496,782,1211,404300,2356
0,0,0,-,-,2357
6309,5422,887,1508,351400,2359
21945,17334,4611,1329,323000,2360
4585,3728,857,1299,344500,2364
0,0,0,-,-,2366
1028,912,116,850,349100,2367
12045,8359,3686,1324,266900,2368
6517,4749,1768,1159,266500,2370
3445,2806,639,1325,311000,2375
2343,1977,366,1022,303400,2379
5503,4038,1465,989,278800,2382
5026,4488,538,1828,726500,2420
6505,4861,1644,1643,745900,2421
8643,4586,4057,1940,720000,2445
13431,5740,7691,1862,706300,2446
7662,4309,3353,1493,397100,2451
5080,3066,2014,1629,452200,2452
11506,4813,6693,1262,415900,2453
0,0,0,-,-,2457
4920,2881,2039,1637,672500,2458
6626,5334,1292,1738,855700,2459
3755,2445,1310,1617,658800,2460
2691,1925,766,1813,788400,2461
618,375,243,1393,677100,2462
1205,739,466,1734,515300,2464
4249,3278,971,1606,670100,2465
2876,1348,1528,1632,697200,2466
6586,4455,2131,1994,699800,2467
1959,1795,164,2065,1015100,2468
14357,7473,6884,1593,449500,2472
11450,6536,4914,1459,504700,2474
7193,4836,2357,1343,546700,2476
9504,6033,3471,1697,681000,2478
4761,4154,607,2242,997900,2481
3800,2959,841,1334,853600,2482
6891,6093,798,879,708500,2492
3781,3298,483,1253,1170400,2493
3683,2707,976,1651,639200,2494
5106,4131,975,946,306800,2532
361,285,76,1115,367900,2534
485,373,112,1342,1028500,2535
8019,6490,1529,1296,327600,2536
2392,2087,305,1659,395100,2537
1185,978,207,1185,229100,2538
1436,1216,220,1676,661000,2539
3994,2661,1333,931,484500,2540
237,3,234,1009,-,2542
368,250,118,1230,741500,2543
132,71,61,-,411300,2553
3844,2489,1355,1609,903200,2554
1270,1041,229,1425,505600,2556
1712,1422,290,1511,604900,2557
683,419,264,967,192800,2558
1903,1476,427,1057,335900,2559
229,219,10,-,315200,2561
1348,1121,227,1181,368600,2562
3783,3153,630,1176,341700,2563
70,70,0,-,928600,2564
1337,867,470,1215,605400,2568
4507,3131,1376,1088,259600,2571
996,894,102,1182,738400,2575
1786,1702,84,1340,263300,2576
9,9,0,-,-,2584
6393,3193,3200,987,251900,2601
856,763,93,1774,497600,2630
4205,3417,788,1015,436400,2631
4626,3856,770,1264,339500,2632
1819,1442,377,806,543500,2633
1553,1438,115,1717,382900,2635
44,30,14,-,-,2637
1597,1438,159,1137,486000,2638
1300,958,342,972,298200,2639
140,140,0,-,678600,2641
2277,1907,370,1107,432400,2642
9,0,9,-,-,2643
1373,1160,213,1433,297300,2644
3956,3362,594,1173,361100,2645
1018,841,177,1199,433100,2646
61,52,9,-,-,2647
2686,2549,137,1102,346200,2648
5907,5133,774,1288,319700,2649
524,447,77,1063,746400,2650
14,14,0,-,-,2651
432,382,50,728,547900,2652
2926,2314,612,923,592800,2653
1658,1310,348,1691,473100,2655
1782,1165,617,990,473500,2657
393,341,52,1422,484700,2659
3064,2370,694,897,323100,2660
56,56,0,-,(X),2663
4355,3138,1217,1067,290200,2664
388,294,94,1034,576800,2666
1492,1222,270,916,492600,2667
1314,1033,281,1514,434500,2668
80,70,10,-,478600,2669
700,533,167,954,363200,2670
477,342,135,705,359400,2671
62,37,25,-,-,2672
3684,2794,890,1316,263400,2673
3086,2827,259,1267,356900,2675
1541,1324,217,1287,314900,2702
16787,10869,5918,993,268000,2703
28,27,1,-,605800,2713
1056,976,80,-,316500,2715
1531,1350,181,927,310000,2717
2294,1874,420,893,245700,2718
6687,4900,1787,864,263000,2719
13214,5312,7902,795,239200,2720
11144,3737,7407,702,227000,2721
6514,1760,4754,706,229200,2723
7613,2469,5144,692,225900,2724
965,733,232,1040,247600,2725
5910,4775,1135,960,274600,2726
1851,1385,466,972,468200,2738
2299,1868,431,931,394100,2739
18274,7392,10882,772,202400,2740
3917,3430,487,790,272800,2743
4661,1843,2818,727,216300,2744
10136,5882,4254,812,211700,2745
5969,1266,4703,741,196100,2746
6504,5064,1440,957,305100,2747
4826,3721,1105,967,336100,2748
9823,7107,2716,937,321100,2760
3358,2587,771,1133,329700,2762
700,598,102,1031,330100,2763
1447,1304,143,929,308000,2764
6151,5080,1071,1154,312600,2766
4834,3720,1114,1337,308000,2767
4012,3650,362,1064,340300,2769
1812,1618,194,1302,377800,2770
5501,4805,696,1110,302000,2771
6015,5202,813,875,272100,2777
2184,2107,77,-,347900,2779
19681,11902,7779,926,234900,2780
6196,5246,950,940,353100,2790
104,96,8,-,604500,2791
424,165,259,795,192500,2802
954,883,71,589,207200,2804
6235,5499,736,1316,394300,2806
426,330,96,838,1156300,2807
825,720,105,964,232800,2808
8389,5622,2767,950,307500,2809
497,481,16,-,336100,2812
3048,2644,404,1168,297000,2813
2709,2463,246,787,258700,2814
62,62,0,-,-,2815
13084,10304,2780,906,211800,2816
2175,1690,485,1406,300300,2817
7458,5603,1855,990,372300,2818
2361,1938,423,895,326300,2822
1957,1630,327,1067,278000,2825
328,265,63,947,207700,2826
730,630,100,1571,301700,2827
2940,2369,571,1026,259200,2828
2547,1839,708,826,229600,2830
1266,1127,139,979,295600,2831
2028,1392,636,824,265700,2832
278,201,77,(X),274300,2833
2360,1864,496,1639,516200,2835
44,44,0,-,195400,2836
1640,1289,351,929,527400,2837
1425,763,662,920,223700,2838
567,436,131,970,212700,2839
10728,4441,6287,1033,379800,2840
0,0,0,-,-,2841
6414,3405,3009,1208,334400,2842
8960,6370,2590,958,293000,2852
3700,3293,407,806,284000,2857
235,128,107,974,264000,2858
2460,1758,702,927,228100,2859
17973,6046,11927,787,169600,2860
10058,6234,3824,942,170800,2861
6413,1583,4830,815,151300,2863
13362,9920,3442,859,248900,2864
6335,4663,1672,1003,274400,2865
6916,5159,1757,1175,351100,2871
120,120,0,-,227800,2872
123,99,24,-,347400,2873
2329,2104,225,1650,387000,2874
173,83,90,876,270500,2875
138,49,89,1125,-,2876
6670,5293,1377,924,260900,2878
8248,6037,2211,976,334200,2879
1171,781,390,1055,322300,2881
6316,4175,2141,1171,394300,2882
4666,2561,2105,951,251100,2885
12427,8390,4037,1063,207100,2886
8555,6267,2288,1017,189100,2888
11158,8560,2598,1022,184300,2889
9163,5715,3448,1086,291800,2891
1749,1601,148,(X),291900,2892
12964,6709,6255,924,184500,2893
290,203,87,1097,330900,2894
17324,6642,10682,821,159900,2895
4481,3361,1120,999,285000,2896
581,422,159,1105,242600,2898
4607,799,3808,998,235600,2903
12721,6561,6160,827,192200,2904
8610,3998,4612,867,174200,2905
10914,5224,5690,1142,385700,2906
8699,2315,6384,870,141800,2907
12310,5198,7112,922,171200,2908
14891,4281,10610,876,146900,2909
7801,5306,2495,990,178400,2910
6685,3824,2861,931,195400,2911
0,0,0,-,-,2912
8768,4276,4492,874,198900,2914
7343,4605,2738,972,208400,2915
3657,2456,1201,821,238500,2916
4299,3400,899,923,274200,2917
11765,8080,3685,887,212800,2919
14358,8576,5782,993,212400,2920
4217,3585,632,1023,331700,2921
3932,3532,400,1609,334200,3031
1932,1747,185,898,287700,3032
1676,1526,150,996,316400,3033
1519,1446,73,841,264800,3034
1618,1496,122,1670,307600,3036
1562,1441,121,1081,265200,3037
13241,8309,4932,1132,218900,3038
2581,2258,323,1078,223700,3042
575,527,48,1185,284400,3043
1613,1397,216,1599,241300,3044
5106,4024,1082,1122,232500,3045
1031,929,102,1125,283100,3046
606,503,103,1000,214900,3047
1355,1049,306,800,189700,3048
2832,2594,238,1503,410100,3049
8864,7293,1571,1218,256500,3051
2821,2375,446,1172,286900,3052
8368,7251,1117,1316,284500,3053
9576,8172,1404,1348,252500,3054
6091,3944,2147,1070,238300,3055
901,865,36,1103,297700,3057
11823,4178,7645,1028,215500,3060
10636,7859,2777,1235,247200,3062
6508,3982,2526,1219,233300,3063
5652,3433,2219,1003,242000,3064
1882,1747,135,985,314700,3070
1795,1571,224,1116,231500,3071
4453,3851,602,1105,317200,3076
3970,2992,978,1132,213900,3077
11110,8597,2513,1045,284200,3079
618,543,75,1029,267900,3082
512,471,41,875,246300,3084
1508,1174,334,995,245200,3086
5096,4668,428,1973,367300,3087
1695,143,1552,838,218100,3101
13200,5443,7757,1018,202300,3102
13796,6821,6975,1006,188100,3103
13580,6575,7005,1051,236400,3104
5167,4329,838,1070,237800,3106
4003,3242,761,978,214600,3109
7383,6566,817,1540,374800,3110
106,106,0,-,383300,3215
880,743,137,1050,188900,3216
937,590,347,734,156400,3217
364,339,25,-,215000,3218
2853,2374,479,964,191800,3220
869,749,120,1080,224100,3221
2247,1783,464,850,201900,3222
1442,1255,187,591,172900,3223
898,845,53,(X),259000,3224
1337,1123,214,1081,176000,3225
435,357,78,960,321200,3226
492,372,120,1321,297500,3227
2068,1793,275,1000,271300,3229
546,462,84,919,168600,3230
104,104,0,-,242500,3231
47,47,0,-,287900,3233
1810,1447,363,1040,196600,3234
3471,2043,1428,784,159700,3235
858,819,39,1184,228700,3237
35,27,8,-,187500,3238
535,440,95,830,163800,3240
367,284,83,813,274200,3241
1668,1190,478,1016,230700,3242
430,404,26,1260,186400,3243
3170,2615,555,952,186300,3244
816,644,172,993,271300,3245
6776,3780,2996,891,184000,3246
3055,2563,492,1024,245600,3249
608,350,258,733,216900,3251
2611,1839,772,906,283500,3253
1807,1553,254,1313,337900,3254
828,774,54,1276,275900,3255
871,759,112,939,208700,3256
1734,1346,388,835,352300,3257
980,895,85,1028,247400,3258
153,137,16,-,305800,3259
324,272,52,1277,296200,3260
1644,1441,203,1098,230600,3261
437,309,128,732,191400,3262
1524,904,620,769,188100,3263
2245,1300,945,836,187700,3264
960,815,145,897,173000,3266
520,485,35,963,199500,3268
1184,1108,76,917,244900,3269
146,132,14,-,245500,3273
4377,3183,1194,826,205500,3275
3267,2275,992,870,171100,3276
1090,854,236,866,246100,3278
313,238,75,738,146300,3279
476,445,31,894,214100,3280
3144,2877,267,1483,238200,3281
341,314,27,775,189400,3282
392,337,55,930,220700,3284
912,773,139,1039,214200,3285
611,474,137,1282,255900,3287
1734,1664,70,1159,268100,3290
19,19,0,-,-,3291
35,25,10,-,205000,3293
12897,6704,6193,969,218000,3301
6074,4304,1770,912,191300,3303
2783,2429,354,1305,293400,3304
2062,1739,323,999,233900,3307
10265,5735,4530,1008,181900,3431
1050,834,216,821,193000,3440
181,138,43,-,163300,3441
553,403,150,993,171200,3442
301,223,78,-,285800,3443
613,490,123,1031,282100,3444
278,212,66,1113,197800,3445
2413,1964,449,867,181000,3446
1058,936,122,990,170500,3447
300,253,47,1010,191300,3448
727,647,80,1000,288500,3449
453,373,80,881,246300,3450
1777,1346,431,744,139800,3451
