housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
1572,1075,497,1367,628200,1908
7131,4891,2240,1144,326900,1913
16687,10202,6485,1212,411700,1915
2753,2699,54,850,662400,1921
1144,1012,132,-,487800,1922
10703,7723,2980,1356,395100,1923
1430,1184,246,1128,555900,1929
13137,8265,4872,1108,395800,1930
0,0,0,-,-,1937
5683,4219,1464,1084,472800,1938
4891,4145,746,1912,633700,1940
2072,1530,542,1183,815700,1944
8236,6424,1812,1507,632600,1945
2975,2662,313,1573,494900,1949
7918,6156,1762,1274,514700,1950
1654,1320,334,1319,510100,1951
3759,2970,789,1344,353800,1952
21576,14177,7399,1314,373100,1960
3243,2324,919,1286,489200,1966
2170,1861,309,1261,436900,1969
18206,9162,9044,1235,347200,1970
2658,2128,530,1162,552800,1982
2145,1946,199,-,588500,1983
1397,1277,120,-,579900,1984
1589,1459,130,2013,557800,1985
6430,5340,1090,1147,291400,2019
9021,6840,2181,1660,486400,2021
3119,2346,773,1688,861800,2025
9974,7017,2957,1614,445200,2026
2015,1857,158,2783,1002500,2030
1590,1345,245,-,479000,2032
6657,4253,2404,1428,411100,2035
11655,9476,2179,1250,420000,2038
8743,7116,1627,2163,742300,2043
4860,3400,1460,1308,393700,2045
66,32,34,-,-,2047
8477,6106,2371,1208,394200,2048
9779,7795,1984,1362,442900,2050
4153,3613,540,1291,646400,2052
4691,4197,494,1060,400700,2053
3007,2482,525,1659,398100,2054
3149,3022,127,1309,484900,2056
3674,3420,254,446,615700,2061
11764,6857,4907,1530,420300,2062
6846,5911,935,1116,566500,2066
6274,5542,732,1563,538700,2067
259,243,16,-,406600,2071
10784,7618,3166,1399,333700,2072
7090,5813,1277,1432,471500,2081
5474,4655,819,1662,703000,2090
4162,3465,697,1094,434900,2093
1810,816,994,2446,1195400,2108
1917,709,1208,2749,852900,2109
1385,934,451,2529,1059200,2110
3476,845,2631,1401,848800,2111
4333,931,3402,1850,589900,2113
7426,1882,5544,2234,693200,2114
9234,1126,8108,1584,682200,2115
12160,4650,7510,1865,1090500,2116
12962,4492,8470,1230,804700,2118
11428,2632,8796,919,392600,2119
4933,381,4552,1078,444600,2120
10675,2297,8378,862,455900,2121
8536,3509,5027,1419,443900,2122
18953,7324,11629,1384,385200,2124
12474,4322,8152,1397,408900,2125
10095,4192,5903,1479,349700,2126
16976,6907,10069,1528,591000,2127
16399,4514,11885,1396,401300,2128
9050,4175,4875,1355,686700,2129
16631,7502,9129,1546,515100,2130
12684,7037,5647,1438,443700,2131
11421,8221,3200,1615,491300,2132
8205,1057,7148,1788,486200,2134
19539,4816,14723,1769,475500,2135
11955,6247,5708,1310,381900,2136
14131,5565,8566,2149,823400,2138
14414,5163,9251,2047,674600,2139
9445,3321,6124,1769,753100,2140
6745,2284,4461,1956,637600,2141
1522,215,1307,3134,932400,2142
11168,3236,7932,1775,626000,2143
10891,3854,7037,1898,675700,2144
10773,3957,6816,1622,541700,2145
23076,9432,13644,1520,381500,2148
15736,5959,9777,1386,382400,2149
13141,3436,9705,1362,323400,2150
19999,9531,10468,1351,354700,2151
8006,4427,3579,1330,408900,2152
22972,13142,9830,1669,464600,2155
517,0,517,2348,-,2163
25076,10401,14675,1460,383300,2169
7621,4078,3543,1308,437900,2170
7886,4493,3393,1621,439500,2171
11256,7349,3907,1362,508700,2176
9241,6091,3150,1477,460800,2180
14074,10384,3690,1424,436800,2184
8881,7459,1422,1459,586200,2186
6348,3715,2633,1430,356800,2188
6206,3999,2207,1426,335800,2189
7150,4905,2245,1434,377800,2190
3580,2889,691,1419,348800,2191
765,22,743,3001,-,2199
25,12,13,-,-,2203
1945,673,1272,3087,815000,2210
7553,810,6743,1883,515900,2215
21401,9777,11624,1096,258900,2301
10756,7692,3064,1036,232900,2302
1582,1158,424,1087,309300,2322
8050,5705,2345,1495,351100,2324
4491,4085,406,1361,281500,2330
5590,4997,593,1857,629000,2332
4907,3985,922,1201,331500,2333
2798,2482,316,1703,285100,2338
4882,4281,601,1159,489600,2339
3806,3495,311,775,353400,2341
4085,3288,797,981,293000,2343
9196,7361,1835,1189,299500,2346
3987,3458,529,1352,367700,2347
6413,4491,1922,1167,339000,2351
4422,3536,886,1348,432100,2356
22,10,12,-,-,2357
6489,5606,883,1653,382700,2359
23101,18260,4841,1376,359300,2360
4859,3992,867,1277,365900,2364
0,0,0,-,-,2366
1019,879,140,1281,372100,2367
12274,8421,3853,1331,301600,2368
6897,5137,1760,1216,298400,2370
3739,2945,794,1536,346000,2375
2515,2153,362,1391,341400,2379
5379,3770,1609,1227,300200,2382
4991,4432,559,2131,850300,2420
6766,5216,1550,2316,848500,2421
8529,4913,3616,2199,880800,2445
13216,5592,7624,2180,843400,2446
7500,4285,3215,1830,477500,2451
4939,3076,1863,1769,527100,2452
11139,4519,6620,1454,502200,2453
0,0,0,-,-,2457
4951,3021,1930,1793,766500,2458
6605,5333,1272,1903,1047600,2459
3664,2235,1429,1800,828600,2460
2708,2059,649,1957,875800,2461
552,340,212,1986,884000,2462
1194,806,388,1750,627200,2464
4227,3356,871,1852,760100,2465
2955,1646,1309,1731,809700,2466
6004,4101,1903,2187,850600,2467
1974,1832,142,2176,1168900,2468
15607,8062,7545,1794,521700,2472
11560,6538,5022,1677,597500,2474
7250,4602,2648,1580,628200,2476
9771,6239,3532,1903,812500,2478
4768,4005,763,2218,1186400,2481
3886,3097,789,1425,983700,2482
7093,6363,730,926,835200,2492
3800,3288,512,1729,1211500,2493
3672,2585,1087,1783,730900,2494
5707,4473,1234,1293,332800,2532
230,165,65,-,649200,2534
480,397,83,1569,1075000,2535
7990,6437,1553,1508,344800,2536
2489,2319,170,1496,434500,2537
1459,996,463,1138,250900,2538
1397,1076,321,1774,738000,2539
4003,2700,1303,980,573300,2540
286,10,276,1486,-,2542
370,249,121,1232,819200,2543
97,97,0,-,-,2553
3637,2491,1146,1765,1044800,2554
1182,1005,177,1492,517500,2556
1760,1417,343,1530,561100,2557
642,434,208,1322,239900,2558
1905,1401,504,1344,359600,2559
133,106,27,-,370000,2561
1247,969,278,1418,390000,2562
3902,3401,501,1271,369900,2563
73,73,0,-,"2,000,000+",2564
1571,1006,565,1399,589700,2568
4461,2901,1560,1003,285000,2571
1136,1011,125,1158,745500,2575
1775,1671,104,1256,268400,2576
12,12,0,-,-,2584
6353,3205,3148,1193,258700,2601
826,726,100,1703,581100,2630
4241,3708,533,917,428700,2631
4433,3819,614,1361,363300,2632
2033,1617,416,956,632700,2633
1481,1342,139,-,428200,2635
68,54,14,-,455600,2637
1530,1301,229,1218,479300,2638
1519,867,652,1295,329000,2639
112,112,0,-,603700,2641
2371,2058,313,1196,463500,2642
0,0,0,-,-,2643
1485,1211,274,1255,334600,2644
4183,3564,619,1312,383100,2645
931,821,110,1271,520300,2646
54,45,9,-,"2,000,000+",2647
2788,2578,210,1901,354600,2648
6240,5447,793,1382,349500,2649
355,263,92,1218,792100,2650
0,0,0,-,-,2651
358,307,51,1063,542900,2652
2845,2276,569,890,637200,2653
1517,1219,298,1374,484400,2655
1760,1347,413,1307,600500,2657
431,409,22,-,580400,2659
2978,2271,707,1101,346000,2660
50,41,9,-,1094700,2663
4007,2895,1112,1293,334800,2664
283,244,39,-,400000,2666
1534,1340,194,1148,495700,2667
1175,942,233,1419,454300,2668
38,28,10,-,-,2669
679,483,196,1037,396700,2670
427,352,75,1155,411100,2671
133,98,35,-,897700,2672
3667,2878,789,1383,275000,2673
3035,2821,214,1401,372500,2675
1530,1420,110,1574,344100,2702
17378,11730,5648,1057,283100,2703
19,19,0,-,770800,2713
1290,1157,133,1006,352500,2715
1793,1574,219,1116,344100,2717
2339,1975,364,873,273100,2718
6491,4905,1586,921,274500,2719
13047,5186,7861,847,238800,2720
11005,3890,7115,762,237300,2721
6642,2052,4590,768,230200,2723
7820,2392,5428,744,241200,2724
956,743,213,951,258000,2725
6070,5004,1066,1095,273900,2726
1863,1471,392,1182,474100,2738
2597,2021,576,1129,428200,2739
18303,7327,10976,824,209500,2740
4051,3455,596,807,286200,2743
4598,1592,3006,793,224400,2744
10001,5848,4153,871,225900,2745
6219,1091,5128,786,209200,2746
6919,5330,1589,948,326400,2747
4693,3742,951,909,373600,2748
10226,6871,3355,1041,346300,2760
3560,2690,870,1361,332500,2762
628,556,72,1132,404800,2763
1465,1323,142,775,339900,2764
6458,5485,973,1112,338500,2766
5198,4264,934,1380,337100,2767
4114,3720,394,1214,388700,2769
1840,1682,158,1007,403300,2770
6004,5230,774,1093,329700,2771
6149,5302,847,937,280900,2777
2342,2207,135,-,357300,2779
19753,12039,7714,994,258100,2780
6306,5248,1058,1074,354300,2790
170,122,48,-,579400,2791
223,66,157,788,193000,2802
840,750,90,599,227100,2804
6111,5414,697,1352,418900,2806
429,318,111,814,1098000,2807
889,700,189,1063,241100,2808
8442,5507,2935,1060,314100,2809
402,389,13,-,314400,2812
3200,2772,428,1107,309800,2813
2903,2527,376,1059,268900,2814
76,76,0,-,336700,2815
13304,10161,3143,965,224800,2816
2161,1793,368,2003,333300,2817
7466,5504,1962,1054,392600,2818
2352,2033,319,1271,322600,2822
2006,1604,402,1008,293800,2825
261,236,25,-,233300,2826
814,764,50,2170,294300,2827
3151,2570,581,1178,267800,2828
2290,1785,505,890,270100,2830
1231,1077,154,1405,281000,2831
1718,1410,308,1083,272700,2832
415,321,94,660,262800,2833
2257,1890,367,1633,641800,2835
75,75,0,-,220600,2836
1611,1256,355,1308,494900,2837
1352,647,705,953,264800,2838
803,566,237,1232,155600,2839
10600,4333,6267,1204,425400,2840
0,0,0,-,-,2841
6773,3569,3204,1292,363900,2842
8927,6615,2312,975,319500,2852
3378,2972,406,942,316400,2857
226,128,98,1098,228600,2858
2473,1839,634,955,232600,2859
18379,6383,11996,868,179400,2860
9971,6153,3818,985,184300,2861
6309,1225,5084,838,148700,2863
13492,10064,3428,927,274400,2864
6315,4597,1718,1268,315100,2865
7114,5416,1698,1390,379200,2871
152,137,15,-,277400,2872
98,98,0,-,346200,2873
2210,2059,151,1625,430700,2874
191,124,67,-,281300,2875
130,0,130,1363,-,2876
6710,5248,1462,943,267900,2878
8418,6223,2195,1099,353100,2879
1042,669,373,1267,357800,2881
6039,4077,1962,1335,432700,2882
5014,2696,2318,957,283300,2885
12552,8313,4239,1122,224100,2886
8223,6307,1916,1050,206200,2888
11209,8273,2936,1119,199300,2889
9102,5722,3380,1052,295000,2891
1771,1451,320,1596,302100,2892
13086,6964,6122,972,189600,2893
327,310,17,-,238400,2894
16940,6084,10856,883,164600,2895
4430,3629,801,1011,285800,2896
666,492,174,1039,247700,2898
4620,834,3786,1007,325600,2903
12507,6021,6486,880,206200,2904
8741,3957,4784,961,192200,2905
10694,5100,5594,1254,415100,2906
9004,2481,6523,920,159100,2907
12232,5386,6846,997,179700,2908
14566,4219,10347,920,166700,2909
8314,5883,2431,1042,187300,2910
6621,3471,3150,979,202400,2911
0,0,0,-,-,2912
8769,4539,4230,946,205300,2914
7188,4680,2508,949,215100,2915
3660,2596,1064,952,235700,2916
4683,3635,1048,836,279200,2917
11623,7877,3746,999,221600,2919
14140,8779,5361,988,227800,2920
4474,3726,748,1281,348300,2921
4036,3717,319,1304,347900,3031
1982,1771,211,1486,310200,3032
1715,1578,137,1206,322400,3033
1527,1426,101,1650,280700,3034
1683,1645,38,-,336300,3036
1671,1483,188,1167,284800,3037
13095,8211,4884,1173,233800,3038
2569,2213,356,1188,273100,3042
658,613,45,1273,286500,3043
1715,1491,224,1532,260200,3044
5105,4134,971,1092,259600,3045
960,889,71,1047,291200,3046
642,501,141,773,223700,3047
1415,1187,228,903,214700,3048
2954,2720,234,1553,466200,3049
9054,7353,1701,1310,279700,3051
2983,2584,399,1220,308900,3052
8963,7804,1159,1410,306600,3053
10034,8771,1263,1542,273200,3054
6244,4000,2244,1147,246400,3055
864,786,78,1130,325200,3057
12155,4110,8045,1096,228100,3060
11340,8012,3328,1452,267400,3062
6975,4260,2715,1394,264800,3063
5804,3361,2443,1176,269000,3064
1914,1760,154,1182,300900,3070
1837,1621,216,1100,229900,3071
4631,4133,498,1158,340600,3076
4104,3355,749,1413,225400,3077
11413,8763,2650,1115,310200,3079
639,584,55,1158,271200,3082
504,460,44,1300,267100,3084
1649,1363,286,964,252500,3086
5010,4739,271,1949,420600,3087
1657,154,1503,920,212300,3101
13357,5174,8183,1148,208800,3102
13987,6369,7618,1040,198500,3103
13489,6465,7024,1069,250200,3104
5181,4052,1129,1234,241600,3106
4050,3026,1024,1190,221800,3109
7787,6728,1059,1685,394500,3110
78,72,6,-,368200,3215
933,766,167,910,212100,3216
850,494,356,845,180200,3217
317,265,52,-,223000,3218
2928,2633,295,854,190700,3220
867,749,118,1146,226600,3221
2283,1737,546,862,195100,3222
1378,1009,369,778,171100,3223
948,897,51,763,260700,3224
1241,1101,140,1087,185600,3225
413,359,54,1150,339900,3226
446,375,71,1238,293900,3227
2129,1877,252,1223,270600,3229
551,494,57,1034,179500,3230
108,93,15,-,319000,3231
50,45,5,-,356300,3233
1773,1410,363,1040,229300,3234
3797,2345,1452,843,164800,3235
900,853,47,1330,245700,3237
50,39,11,-,65400,3238
488,435,53,879,166700,3240
343,311,32,873,285800,3241
1795,1333,462,860,235700,3242
384,352,32,1554,186500,3243
3021,2668,353,1113,174000,3244
787,631,156,909,292600,3245
6967,3981,2986,914,186400,3246
3048,2703,345,1041,245400,3249
530,314,216,856,206500,3251
2752,2069,683,962,286500,3253
1714,1469,245,1275,325700,3254
875,820,55,905,283600,3255
925,794,131,913,217800,3256
1698,1398,300,995,361100,3257
976,890,86,1109,250800,3258
153,135,18,-,298300,3259
303,254,49,1319,281700,3260
1636,1419,217,998,246000,3261
427,288,139,763,197300,3262
1691,975,716,830,196400,3263
2256,1448,808,651,185300,3264
888,748,140,931,172500,3266
470,455,15,1031,215300,3268
1152,973,179,747,265600,3269
150,141,9,-,230600,3273
4419,3322,1097,1026,200700,3275
3261,2201,1060,912,169500,3276
1112,773,339,1019,245500,3278
334,283,51,750,146600,3279
529,502,27,1250,207900,3280
3158,2768,390,1436,242400,3281
346,295,51,1063,192600,3282
341,282,59,-,216700,3284
1056,948,108,1043,223500,3285
670,521,149,1276,292500,3287
1774,1676,98,1025,280600,3290
40,40,0,-,254500,3291
53,42,11,-,190400,3293
13178,6847,6331,1056,231200,3301
6145,4202,1943,1028,200800,3303
2752,2442,310,1138,316900,3304
2075,1762,313,1039,233700,3307
10336,5622,4714,989,185400,3431
1048,822,226,979,198400,3440
89,36,53,885,150000,3441
596,421,175,1034,166500,3442
199,151,48,-,258300,3443
578,477,101,831,276300,3444
303,243,60,1175,185500,3445
