displacement,zip,year
-1.4218994792099084,1105,2022
-0.4565973659842135,1106,2019
-0.0698099706413552,1106,2020
0.30338211699766837,1106,2021
0.6230587864959427,1106,2022
0.21475296670094307,1107,2019
-0.3282426488669052,1107,2020
-0.6900730451259645,1107,2021
-1.0305051754480095,1107,2022
0.006887015869190092,1108,2019
0.0038106163682026786,1108,2020
-0.549788455018389,1108,2021
-0.1683686701898641,1108,2022
0.08272195312705417,1109,2019
-0.8489710414765035,1109,2020
-0.0676061990236483,1109,2021
-0.8830572426763186,1109,2022
-1.602362259508875,1118,2019
0.34802720322551245,1118,2020
-0.8572078676186403,1118,2021
-0.30059247807662437,1118,2022
0.14300073881123906,1119,2019
-0.775621779189667,1119,2020
-1.1391339107625826,1119,2021
-0.31394159557239315,1119,2022
1.0789439386306319,1128,2019
-1.525921772090414,1128,2020
1.5815876410495031,1128,2021
-0.5046640587986315,1128,2022
-2.0750344708532533,1129,2019
0.2901326324108128,1129,2020
0.2406892012482507,1129,2021
-1.476732703059974,1129,2022
-0.8788605362842843,1151,2019
-0.189342425335809,1151,2020
-1.7882324764303204,1151,2021
-0.7455633249083172,1151,2022
-0.15758200752258464,1201,2019
-0.4714318662203113,1201,2020
-0.2634928059637185,1201,2021
-0.1728169079353629,1201,2022
-0.19856221433401733,1220,2019
-0.3885435441807576,1220,2020
0.09644614787867503,1220,2021
0.039113571244441536,1220,2022
-0.014230750231807107,1222,2019
0.1937859464164134,1222,2020
0.4850738935699386,1222,2021
0.33806392859048046,1222,2022
0.2833238172103389,1223,2019
-0.016299923819503046,1223,2020
-0.449426424557037,1223,2021
0.4148139522909871,1223,2022
0.08360066261691876,1224,2019
0.11878547015861586,1224,2020
0.14392965633669533,1224,2021
0.17487061273627802,1224,2022
0.2849023476801518,1225,2019
-0.6467194734449301,1225,2020
-0.0369121086309784,1225,2021
-0.5352048472041282,1225,2022
1.0671150516278083,1226,2019
0.06019908969994778,1226,2020
-0.2984768948696293,1226,2021
-0.07039736983817592,1226,2022
2.4840811875508413,1229,2019
2.479541502937333,1229,2020
3.536817108466741,1229,2021
0.17487061273627802,1229,2022
1.156563028829068,1230,2019
0.680539859980307,1230,2020
-0.40289269997150373,1230,2021
-0.0912355356202948,1230,2022
-0.14391244194292982,1235,2019
-0.07937774013457817,1235,2020
-0.337338376355695,1235,2021
-0.517787106134989,1235,2022
-3.2800729496863847,1236,2019
-0.2554455254405035,1236,2020
2.5827752885570168,1236,2021
-1.3995928352451976,1236,2022
0.28691357991207816,1237,2019
0.6616688119024192,1237,2020
0.42389855036026053,1237,2021
-0.05739510897606032,1237,2022
0.1837489231293735,1238,2019
0.12664914504435035,1238,2020
0.25060034261593583,1238,2021
-0.03629738875333689,1238,2022
-0.7108307675158594,1240,2019
1.1082736900658652,1240,2020
-0.09233060417245527,1240,2021
0.18572627290406768,1240,2022
0.08360066261691876,1242,2019
0.11878547015861586,1242,2020
0.14392965633669533,1242,2021
0.17487061273627802,1242,2022
-1.323859305740067,1243,2019
-0.08302845663769351,1243,2020
-0.5714633508484434,1243,2021
0.40281707078211676,1243,2022
0.08360066261691876,1244,2019
0.11878547015861586,1244,2020
0.14392965633669533,1244,2021
0.17487061273627802,1244,2022
0.1471191166876758,1245,2019
0.6030367429206641,1245,2020
-0.5506743570335061,1245,2021
-0.8976108286863501,1245,2022
-0.6676439091652335,1247,2019
-0.19413422202443495,1247,2020
0.070910998645621,1247,2021
0.46857025849537487,1247,2022
0.519437704829346,1253,2019
0.052999952261073395,1253,2020
0.16281159475996665,1253,2021
-0.10077163066998315,1253,2022
-0.05564851728991167,1254,2019
-0.5095532072810756,1254,2020
0.16693465484665057,1254,2021
0.16155723744780748,1254,2022
0.06525448144949261,1255,2019
-0.01758361478711307,1255,2020
0.2865802813636173,1255,2021
-1.3692723310170702,1255,2022
-0.6945313202674752,1256,2019
2.3977732359852277,1256,2020
-0.19348760925513905,1256,2021
0.523489961804603,1256,2022
-0.6281873031225992,1257,2019
-1.0483595235852814,1257,2020
-1.6174773662874276,1257,2021
0.27299002442713055,1257,2022
0.3336240189448925,1258,2019
0.5582795399709483,1258,2020
1.979737610399515,1258,2021
-0.15860725005553836,1258,2022
-0.21985315661561305,1259,2019
0.16158625183776068,1259,2020
-2.385206119870581,1259,2021
-0.7487889375643093,1259,2022
0.08360066261691876,1260,2019
0.11878547015861586,1260,2020
0.14392965633669533,1260,2021
0.17487061273627802,1260,2022
-1.4504653462035884,1262,2019
1.3775838816046273,1262,2020
-0.02117451393155059,1262,2021
1.5864483887742005,1262,2022
-2.1164712314870444,1264,2019
0.042948045105327425,1264,2020
-0.05801173759515608,1264,2021
4.252171492995918,1264,2022
0.5334119114121059,1266,2019
-0.556820470507002,1266,2020
0.27896421951001105,1266,2021
1.6429301989149785,1266,2022
0.34694969494168004,1267,2019
0.7997451131497293,1267,2020
0.06572513045514901,1267,2021
0.5903967337040311,1267,2022
0.054780865393087144,1270,2019
-2.817020980167827,1270,2020
-0.5632965850575052,1270,2021
0.5543322990687861,1270,2022
-0.025487929175251275,1301,2019
0.1813517800566303,1301,2020
-0.12425198355456263,1301,2021
0.3996190537350023,1301,2022
-0.2387668815765728,1330,2019
-0.2422299656031118,1330,2020
-1.2013113614201598,1330,2021
0.759542943946913,1330,2022
-0.36970370365224164,1331,2019
-0.12462842801396273,1331,2020
0.3745292171675156,1331,2021
0.016046245251528354,1331,2022
0.11851666687553654,1337,2019
-0.8997950874478365,1337,2020
0.1635708943531026,1337,2021
-0.267602244832146,1337,2022
-1.4961382068148512,1338,2019
-8.025997742611851,1338,2020
7.5091526025395865,1338,2021
2.174290644060121,1338,2022
0.030248488482923674,1339,2019
0.3652877196053052,1339,2020
-0.2472369010751285,1339,2021
0.8123191275476446,1339,2022
0.21882984083822715,1340,2019
-0.564179389171427,1340,2020
-0.37330635903822557,1340,2021
0.1855906434637669,1340,2022
0.035454373713166086,1341,2019
0.5403898838745316,1341,2020
-0.08162238808973798,1341,2021
-0.8060895255757464,1341,2022
-2.5982787872944764,1342,2019
1.3072998599782473,1342,2020
1.9574408128414724,1342,2021
-3.2507792388011256,1342,2022
-3.2488611769817313,1343,2019
-0.25056376487730486,1343,2020
1.7405825749861275,1343,2021
0.31300769137064766,1343,2022
-0.21773263241442808,1344,2019
0.2233494346288018,1344,2020
-0.1793300649247835,1344,2021
0.3556888298340467,1344,2022
0.48224937385892747,1346,2019
-1.932268598557136,1346,2020
-0.33785806926805523,1346,2021
-0.23994405836061883,1346,2022
0.08360066261691876,1347,2019
0.11878547015861586,1347,2020
-6.124157737515841,1347,2021
0.6145355955750383,1347,2022
-2.4748609759394005,1349,2019
-0.7403552244042748,1349,2020
-2.611189525633318,1349,2021
2.107662020536832,1349,2022
0.08360066261691876,1350,2019
0.11878547015861586,1350,2020
0.14392965633669533,1350,2021
0.17487061273627802,1350,2022
0.2737095473843794,1351,2019
0.4457775529755507,1351,2020
-0.2652336254854342,1351,2021
0.36959163011721397,1351,2022
-0.22995234010223736,1354,2019
1.074971892820381,1354,2020
0.009029991956035438,1354,2021
-0.7499938627960043,1354,2022
-0.23333285315252472,1355,2019
-3.179125141374255,1355,2020
-0.044652229561387265,1355,2021
0.06583744346181182,1355,2022
-0.16153084376909102,1360,2019
-0.3153420283810884,1360,2020
-0.8808257846793619,1360,2021
0.24151133551512366,1360,2022
-0.406266686017227,1364,2019
-0.12378302607368266,1364,2020
-0.2855838604489516,1364,2021
-0.6221119427219748,1364,2022
-0.10920184040978645,1366,2019
-0.22034240558491058,1366,2020
-0.8565932765545337,1366,2021
0.2562429725831875,1366,2022
0.09068067736934385,1367,2019
-0.845187061765802,1367,2020
0.16306753368136287,1367,2021
0.18315285126105335,1367,2022
0.02618061626115842,1368,2019
0.19065614713028048,1368,2020
0.03365671398931486,1368,2021
-0.22816265116497497,1368,2022
-0.48486544281996535,1370,2019
-0.9578612708996108,1370,2020
-0.32197397262948174,1370,2021
-0.08805663205206773,1370,2022
0.05720576849925204,1373,2019
-0.8325873014050791,1373,2020
0.17907679284230624,1373,2021
0.3606009561760382,1373,2022
2.4890089021767485,1375,2019
-0.47621244373920396,1375,2020
0.5626550141035301,1375,2021
-0.39767594135723283,1375,2022
1.0447241628698585,1376,2019
0.5408911679683377,1376,2020
0.6212329858474819,1376,2021
0.16333385418926236,1376,2022
0.23236450438834658,1378,2019
-0.03350111039708368,1378,2020
0.4697586122451559,1378,2021
0.16776963844667692,1378,2022
-0.3477747942285817,1379,2019
-0.2199260926082527,1379,2020
-1.4691990819117084,1379,2021
0.40782136209202563,1379,2022
0.17487061273627802,1380,2022
-0.5583714930311768,1420,2019
-1.3612204729530728,1420,2020
0.1422671885393867,1420,2021
-0.8271740836124457,1420,2022
0.3254648146284631,1430,2019
-0.22245055611254969,1430,2020
-0.856493637171713,1430,2021
-0.09010162700108937,1430,2022
0.3916933950698934,1431,2019
-0.22300471962210883,1431,2020
0.05634434789086226,1431,2021
0.3905927907875856,1431,2022
-0.49334390565428526,1432,2019
0.524501800466563,1432,2020
-1.4727480140204692,1432,2021
-1.8286434582059328,1432,2022
-0.6766238602634977,1434,2019
-1.3584908253186543,1434,2020
1.1361373854832264,1434,2021
-0.4182734697756607,1434,2022
0.11613022267114825,1436,2019
0.4353267029193072,1436,2020
0.35802347828102277,1436,2021
0.38396863471962805,1436,2022
0.05333847347962539,1438,2019
0.06214909872566423,1438,2020
0.09205868300278158,1438,2021
0.17487061273627802,1438,2022
-0.6935513739197771,1440,2019
0.28542753904472135,1440,2020
0.2362002935535188,1440,2021
0.33533228314657176,1440,2022
0.2595186796509599,1450,2019
-0.5510321228046517,1450,2020
-0.5976817833987551,1450,2021
-0.14760167559615192,1450,2022
0.4701555015306502,1451,2019
-1.4049358555982465,1451,2020
-0.3049860345897826,1451,2021
-0.2638610297366738,1451,2022
-1.2245119453590285,1452,2019
0.25049253413649625,1452,2020
0.08016282491238712,1452,2021
0.41583491178149756,1452,2022
0.007929157533645474,1453,2019
0.13792991556615938,1453,2020
-0.19798300868892085,1453,2021
0.4543301825925426,1453,2022
0.34581022334348216,1460,2019
-0.15670831501174187,1460,2020
0.28709960845359045,1460,2021
-0.4007203143691531,1460,2022
0.28750688138672226,1462,2019
0.30738466005174314,1462,2020
-0.31967993838982306,1462,2021
0.6423448274008845,1462,2022
0.8752822109523113,1463,2019
-0.8091301813703586,1463,2020
-0.4409347495095274,1463,2021
-0.3234473682599022,1463,2022
1.0580909184428917,1464,2019
0.732069091319957,1464,2020
0.4908470029698047,1464,2021
0.9700700658267266,1464,2022
2.3648539362927545,1467,2019
0.11878547015861586,1467,2020
0.08657763583200168,1468,2019
-0.9395363329837986,1468,2020
0.38607132799653593,1468,2021
0.6828539553553346,1468,2022
0.3934584173735342,1469,2019
-1.0621998137715603,1469,2020
-0.607762183171646,1469,2021
-0.2721440880665316,1469,2022
0.22220558302666943,1473,2019
0.6150839158135405,1473,2020
-0.030496187655397532,1473,2021
0.03497327344570226,1473,2022
0.051246664174212045,1474,2019
-0.20771765663813946,1474,2020
-1.1403998987964412,1474,2021
-0.2263810144742761,1474,2022
-0.3302345384908351,1475,2019
-1.0462907484627297,1475,2020
0.2298236148826753,1475,2021
-0.5984558973136836,1475,2022
0.08415240035429365,1501,2019
-0.08976488272786824,1501,2020
-0.02344316361495705,1501,2021
0.005782129142800833,1501,2022
0.24735923421675396,1503,2019
-0.024235438039034534,1503,2020
-0.7843271760937016,1503,2021
-0.47333103132184184,1503,2022
0.21500562814370344,1504,2019
-1.672825454099018,1504,2020
-0.13655889219971332,1504,2021
0.10221470706240227,1504,2022
-0.4640674946099795,1505,2019
0.2870268019987072,1505,2020
0.11702344535927306,1505,2021
-0.27819198900458836,1505,2022
1.7649598635237649,1506,2019
-0.13804234932824935,1506,2020
0.18425476916418013,1506,2021
-0.11700269808731649,1506,2022
-0.8375290315920961,1507,2019
0.4693306145600156,1507,2020
-0.24329778492837792,1507,2021
0.31473709598737526,1507,2022
0.08145340213727459,1510,2019
1.0554778290433304,1510,2020
-0.6073881458154184,1510,2021
-0.2844616642970694,1510,2022
-0.3335871160480337,1515,2019
-0.7243228259475117,1515,2020
-0.25829074622695786,1515,2021
-0.4035097245830624,1515,2022
1.127281874945464,1516,2019
0.25488991821312396,1516,2020
0.21707237880279717,1516,2021
0.6357503334837703,1516,2022
0.009961746086261122,1518,2019
0.0553687366139106,1518,2020
0.2453347921650427,1518,2021
-0.07826799678510694,1518,2022
0.5111193478514804,1519,2019
-0.010186409325368804,1519,2020
0.4352938690311714,1519,2021
0.8206528124885888,1519,2022
0.35310888203253077,1520,2019
-0.8318014984190506,1520,2020
-0.6394146187055968,1520,2021
-0.3441276378066349,1520,2022
0.37407499324373683,1521,2019
-0.25543808314438904,1521,2020
-0.5028644182925972,1521,2021
-0.29678469849332395,1521,2022
0.40286354252004997,1522,2019
-0.2121811713368451,1522,2020
1.51321138480936,1522,2021
0.3255725980584425,1522,2022
-0.7728480186393035,1523,2019
-0.10323008325489298,1523,2020
0.006390953949714999,1523,2021
0.8417837732109356,1523,2022
0.3680345697547247,1524,2019
-0.5975716288007339,1524,2020
-0.13233364189935473,1524,2021
-0.08402414986320172,1524,2022
0.1317469515206739,1525,2019
-0.1890055590379844,1525,2020
4.30663190852986,1525,2021
0.17487061273627802,1525,2022
0.18750562965481055,1527,2019
-0.8305388718021908,1527,2020
0.005582058139717249,1527,2021
-0.9127153685009195,1527,2022
0.06592449862768048,1529,2019
-0.13634619615151355,1529,2020
0.28130768497201963,1529,2021
-0.3783566048748694,1529,2022
-0.12037787049600737,1531,2019
0.001300327629076738,1531,2020
-0.1410278901764323,1531,2021
-0.24884860197929204,1531,2022
-0.1677882822982548,1532,2019
-0.5774370434558004,1532,2020
-0.5207499826708515,1532,2021
-0.0020876786552316453,1532,2022
0.16233152629931627,1534,2019
0.22144049135591565,1534,2020
-0.8549465648875936,1534,2021
-0.19584084393390136,1534,2022
-0.44164257099659865,1535,2019
0.16514063428958634,1535,2020
0.041977145990721235,1535,2021
0.18080281288850414,1535,2022
0.7400230386595975,1536,2019
-1.0156404753488526,1536,2020
-1.789458045650676,1536,2021
0.6550828687618686,1536,2022
-0.6886773915176204,1537,2019
2.062097745885729,1537,2020
0.5118106310663065,1537,2021
0.10363415367700221,1537,2022
-0.2038269879455191,1540,2019
0.8640192401364435,1540,2020
0.17010247693559705,1540,2021
0.364429587170164,1540,2022
1.0287900041738458,1541,2019
-0.48458313310558615,1541,2020
-0.4060086344928035,1541,2021
0.8891371119684572,1541,2022
-1.227022808982046,1542,2019
-0.5394100233268573,1542,2020
-0.9948042844147408,1542,2021
0.32820659543200986,1542,2022
-0.5056218417366452,1543,2019
0.03484631711927195,1543,2020
0.6676700823376368,1543,2021
-0.17152563278475771,1543,2022
0.33649710283442075,1545,2019
-0.692544599125938,1545,2020
-0.32864873627597413,1545,2021
-0.26591984884624403,1545,2022
0.023364302756715995,1550,2019
0.2919055500484315,1550,2020
-1.3687600326531757,1550,2021
-1.338531928170705,1550,2022
0.17983200926106221,1560,2019
-0.9834877075332399,1560,2020
0.762639068879817,1560,2021
0.674574731285017,1560,2022
2.0015135509477715,1561,2019
10.865213933167732,1561,2020
0.14392965633669533,1561,2021
-0.2847431695323499,1562,2019
-0.05992221350855438,1562,2020
0.517630180347282,1562,2021
-0.08965040722849435,1562,2022
-0.23526359593367988,1564,2019
0.2721914393604919,1564,2020
0.3784109475236271,1564,2021
0.29730687453025334,1564,2022
0.2815129401176506,1566,2019
0.14517315800205924,1566,2020
-0.39359038221913223,1566,2021
0.006437532755965025,1566,2022
-0.22690396203593602,1568,2019
0.7945278682711678,1568,2020
-0.5209071977308514,1568,2021
0.25258913657814064,1568,2022
0.5598279171016319,1569,2019
-0.13029197963381312,1569,2020
0.1140294664881358,1569,2021
-0.4534351663671711,1569,2022
-0.8174713089199159,1570,2019
-0.8712290302420954,1570,2020
0.047868241653336856,1570,2021
-0.8978325509847414,1570,2022
-0.7795516096117149,1571,2019
0.5521651986555274,1571,2020
-0.46315650359475674,1571,2021
-0.7266008803285949,1571,2022
-0.24576977090650262,1581,2019
-1.1314783573990796,1581,2020
-0.21491954633525404,1581,2021
0.05491863751817387,1581,2022
0.13242966991953004,1583,2019
0.7844206343792354,1583,2020
0.9492264449583839,1583,2021
0.3744885283874027,1583,2022
-0.3053893178453178,1585,2019
0.24452025985287823,1585,2020
0.5976596962269841,1585,2021
-0.23221548457846236,1585,2022
-0.1532484373605169,1588,2019
-0.4323932963679823,1588,2020
-0.8543158898414241,1588,2021
1.8948791476338802,1588,2022
0.3265309056634668,1590,2019
-0.3821278094124289,1590,2020
0.007023877619478731,1590,2021
0.1836322556305007,1590,2022
1.234325526685188,1602,2019
-1.2433009199442013,1602,2020
-0.19156802183671784,1602,2021
-1.1469460787533319,1602,2022
-0.375825216000368,1603,2019
-1.1877650534038071,1603,2020
-1.1323515798563708,1603,2021
-0.531260937994325,1603,2022
-0.7929672371865716,1604,2019
-0.4936173767233842,1604,2020
0.6697449463839343,1604,2021
0.004780749558427493,1604,2022
-0.47691680464281316,1605,2019
-0.06647150767460165,1605,2020
-0.34920015724324366,1605,2021
0.17856758167488143,1605,2022
-1.1845626181984663,1606,2019
-0.503414928917409,1606,2020
-0.9811911858118277,1606,2021
-0.5460672443225821,1606,2022
1.012704987157711,1607,2019
-0.7017060597452005,1607,2020
-0.4727369952342169,1607,2021
-0.4771230253747621,1607,2022
-0.9715591739435685,1608,2019
-0.750409929493993,1608,2020
-0.23739942583132187,1608,2021
0.6771336496566696,1608,2022
-0.14791229620998683,1609,2019
0.2406748357262504,1609,2020
-0.6218416910372261,1609,2021
-0.9979602203930821,1609,2022
1.126240802406411,1610,2019
-0.6075791022011652,1610,2020
-1.4411086507260222,1610,2021
-0.7116523398799103,1610,2022
0.6105517137107731,1611,2019
1.1713669700101732,1611,2020
-0.8476418836156717,1611,2021
0.9865531779046323,1611,2022
-0.8673588183775844,1612,2019
0.05819362193567659,1612,2020
0.08433539871867786,1612,2021
1.0178616024074203,1612,2022
-0.4704979443496218,1701,2019
0.15605349595807885,1701,2020
-1.1139391639926626,1701,2021
-0.7471267880885673,1701,2022
0.3616513016766938,1702,2019
-0.7690699666860696,1702,2020
-0.8861973696555357,1702,2021
-0.5671988731598381,1702,2022
-1.4428808800556763,1718,2019
-2.7204677159992974,1718,2020
0.680759888626662,1718,2021
0.9093521528515918,1718,2022
0.8006517531085714,1719,2019
-0.01849051569396549,1719,2020
-0.8271620036119925,1719,2021
0.30676161366192894,1719,2022
-0.19800368980529398,1720,2019
-0.5539871548840951,1720,2020
-0.054889091449859796,1720,2021
-0.35674316778838633,1720,2022
0.041966844672055234,1721,2019
-0.8418563646092625,1721,2020
-0.5852283857181868,1721,2021
-0.4648989263358846,1721,2022
-0.45920298859677544,1730,2019
0.054354442457454674,1730,2020
-0.27972371191600326,1730,2021
-0.5171182692035209,1730,2022
-0.24743465368256543,1731,2019
-4.635419430095483,1731,2020
-0.9923801932838867,1731,2021
-1.182413877248422,1731,2022
0.15701544494454034,1740,2019
-1.1072479338780512,1740,2020
-0.7012825384262842,1740,2021
0.06219031599665117,1740,2022
0.2677534602721184,1741,2019
0.5609172538479817,1741,2020
-0.5561576848971727,1741,2021
-0.1017278255064809,1741,2022
0.04945832961850351,1742,2019
-0.05562621297009526,1742,2020
0.5795712061556194,1742,2021
-0.03129190355479071,1742,2022
-0.2442004300082537,1745,2019
0.404589002324371,1745,2020
-2.7468705509177447,1745,2021
-1.018063388493265,1745,2022
-0.228840209527467,1746,2019
0.6912319318359172,1746,2020
-0.33420377414524766,1746,2021
-0.2833973683790996,1746,2022
0.05615149739786504,1747,2019
-0.2681559454402875,1747,2020
-0.0885929635079304,1747,2021
