housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
2254,1724,530,1246,361400,1035
2016,1906,110,2045,289100,1036
257,225,32,-,249600,1037
1111,821,290,1200,350400,1038
709,580,129,1215,330700,1039
15062,5962,9100,908,209900,1040
1072,878,194,1103,233200,1050
712,561,151,1090,282000,1053
708,623,85,1453,364600,1054
8567,6339,2228,1078,247300,1056
3485,2884,601,852,259400,1057
7060,3311,3749,1353,364100,1060
4162,3121,1041,1038,326100,1062
5,0,5,-,-,1063
34,34,0,-,-,1066
625,575,50,1227,320300,1068
3732,2755,977,920,210700,1069
258,225,33,895,244200,1070
518,465,53,885,243200,1071
609,541,68,1444,283300,1072
2318,2085,233,800,336600,1073
157,41,116,1083,-,1074
7328,5680,1648,1025,275600,1075
3648,3052,596,1149,303000,1077
237,161,76,-,248400,1079
895,571,324,1129,195800,1080
708,634,74,1111,232400,1081
4689,3203,1486,916,215500,1082
934,594,340,711,268900,1083
44,35,9,-,198200,1084
15608,10339,5269,983,257900,1085
345,188,157,1153,316700,1088
12734,7187,5547,949,251600,1089
532,274,258,746,245300,1092
70,62,8,-,361300,1093
31,31,0,-,344700,1094
5417,4865,552,906,319900,1095
1058,897,161,1318,299100,1096
26,15,11,-,-,1097
510,474,36,810,277600,1098
1434,134,1300,930,146900,1103
9208,4333,4875,985,160000,1104
5206,458,4748,788,178800,1105
6015,5411,604,1759,361900,1106
4234,1289,2945,769,162400,1107
10213,4237,5976,1034,171100,1108
9506,3970,5536,953,151600,1109
5785,4610,1175,1056,184300,1118
5230,3705,1525,1026,169900,1119
1136,1055,81,1700,204400,1128
2523,1961,562,1108,185500,1129
0,0,0,-,-,1144
3664,1771,1893,1134,158000,1151
19952,12672,7280,968,185800,1201
3948,2273,1675,837,167500,1220
289,267,22,1111,265600,1222
1223,1132,91,1448,281600,1223
80,67,13,-,243000,1224
1509,1329,180,1250,210500,1225
2907,2153,754,903,262900,1226
88,60,28,1281,804300,1229
3793,2842,951,1036,389400,1230
1104,893,211,851,182300,1235
704,543,161,1294,299300,1236
1019,948,71,1155,242700,1237
2292,1765,527,1041,289300,1238
2158,1337,821,1047,349000,1240
93,93,0,-,193800,1242
80,80,0,-,308000,1243
68,55,13,-,608300,1244
355,339,16,-,458300,1245
6527,4061,2466,823,157400,1247
434,366,68,-,282300,1253
440,430,10,-,447600,1254
309,304,5,1313,278000,1255
330,315,15,692,196100,1256
1013,778,235,941,385900,1257
77,73,4,-,397600,1258
292,257,35,-,352700,1259
81,81,0,-,191300,1260
688,439,249,854,507100,1262
100,74,26,1313,522700,1264
421,357,64,1643,363000,1266
2541,1952,589,994,356700,1267
372,372,0,-,300000,1270
8190,4607,3583,934,209300,1301
704,586,118,846,328400,1330
5450,3984,1466,900,193400,1331
1007,835,172,888,260300,1337
63,60,3,-,225000,1338
627,552,75,963,248100,1339
797,669,128,1006,233200,1340
730,614,116,1412,344500,1341
343,258,85,-,274400,1342
60,48,12,-,215000,1343
681,535,146,855,207800,1344
180,171,9,-,237100,1346
96,42,54,-,-,1347
327,244,83,1101,238000,1349
52,40,12,1000,100000,1350
1046,805,241,1172,271800,1351
602,472,130,855,269600,1354
413,360,53,1083,295200,1355
1213,1019,194,966,267000,1360
3021,2096,925,837,173900,1364
458,414,44,1182,310500,1366
178,161,17,1275,235300,1367
551,485,66,908,274700,1368
1694,1189,505,938,292800,1370
2355,1827,528,986,345300,1373
1666,727,939,1435,340000,1375
2312,1276,1036,948,211400,1376
319,297,22,1313,267000,1378
381,311,70,1403,223800,1379
14,14,0,-,150000,1380
16383,9189,7194,1008,232200,1420
2141,2014,127,1907,292300,1430
1297,1208,89,1024,288400,1431
3560,2416,1144,1171,335200,1432
315,315,0,-,347400,1434
1262,977,285,1030,275500,1436
124,102,22,-,181100,1438
8904,5088,3816,915,199600,1440
3820,3353,467,1267,517600,1450
1668,1582,86,1125,623100,1451
1586,1444,142,1052,295900,1452
17896,11363,6533,1064,275300,1453
3504,3043,461,1332,526600,1460
4447,3598,849,1505,344400,1462
4370,3583,787,1093,381200,1463
2345,1831,514,899,324000,1464
1622,1452,170,1304,280900,1468
2831,2317,514,1107,318500,1469
3122,2774,348,1541,317200,1473
680,626,54,1909,325400,1474
3726,2734,992,752,238500,1475
6534,5642,892,1007,295700,1501
1311,1095,216,792,477100,1503
3874,2953,921,1075,304800,1504
1834,1487,347,1513,470500,1505
1395,1215,180,955,248200,1506
4776,3885,891,1081,340600,1507
6455,3523,2932,1186,290600,1510
835,649,186,887,284200,1515
3179,2646,533,1274,354400,1516
1280,927,353,1300,327900,1518
2652,1924,728,1728,418400,1519
6021,5185,836,1421,363600,1520
1106,999,107,1172,258600,1521
1159,998,161,955,338000,1522
2801,2271,530,1524,374600,1523
2180,1856,324,937,303700,1524
31,0,31,-,-,1525
5165,3786,1379,1284,316600,1527
1275,1088,187,1199,341900,1529
430,359,71,772,338100,1531
5662,4696,966,1992,475400,1532
2367,1917,450,975,372100,1534
1883,1307,576,860,261800,1535
2914,2208,706,1055,386600,1536
781,532,249,1133,294400,1537
3988,3338,650,1021,283200,1540
1298,1229,69,872,419600,1541
992,878,114,1397,293400,1542
3052,2605,447,1005,350500,1543
13808,10358,3450,1676,447400,1545
7094,3270,3824,959,222900,1550
1902,1209,693,1164,378100,1560
17,17,0,-,-,1561
5186,3331,1855,919,309500,1562
3248,2866,382,1325,372400,1564
2610,2303,307,1379,317400,1566
2651,2365,286,916,506700,1568
5327,4396,931,1334,365400,1569
7414,4431,2983,994,275700,1570
4199,2800,1399,1050,285200,1571
7980,4852,3128,1790,508800,1581
2784,2280,504,1124,323600,1583
1968,1582,386,955,257300,1585
4005,2450,1555,1074,330200,1588
3332,2915,417,1178,391300,1590
10527,6481,4046,1250,280700,1602
7496,3635,3861,1108,229800,1603
16869,7403,9466,1295,246600,1604
11626,3335,8291,1107,258000,1605
9198,5995,3203,1308,259800,1606
3916,1426,2490,1109,246900,1607
1945,147,1798,1269,154400,1608
8439,3547,4892,1134,325000,1609
8866,1524,7342,1089,200600,1610
783,609,174,913,275000,1611
1588,1445,143,1125,365300,1612
13189,10311,2878,1666,480700,1701
14810,5150,9660,1494,431600,1702
228,156,72,-,318000,1718
2180,1637,543,1458,576200,1719
8678,6213,2465,1648,624000,1720
7587,5792,1795,2018,435900,1721
5540,3914,1626,2094,718800,1730
478,0,478,3031,-,1731
1853,1743,110,-,612800,1740
1800,1675,125,1389,863700,1741
6357,4745,1612,2271,922900,1742
215,147,68,1736,441300,1745
5354,4828,526,1235,483700,1746
2116,1673,443,1340,376300,1747
6556,5722,834,2082,624400,1748
8035,5795,2240,1364,384100,1749
17147,9877,7270,1527,382900,1752
4269,3369,900,1322,390600,1754
2076,1895,181,1350,523400,1756
11487,8127,3360,1458,348400,1757
15153,10195,4958,1778,621100,1760
1515,1418,97,1638,817700,1770
3364,3099,265,1125,652700,1772
2123,1599,524,1793,1028800,1773
2646,2262,384,1435,555200,1775
6208,5750,458,1232,797100,1776
4838,4408,430,1067,763900,1778
16292,9528,6764,1843,528200,1801
10093,7547,2546,2165,610000,1803
13235,10774,2461,1771,664500,1810
11664,9240,2424,1783,444300,1821
9915,8276,1639,1828,467700,1824
12350,9943,2407,1467,358200,1826
1136,1068,68,1625,539900,1827
10759,5659,5100,1277,348100,1830
9915,5585,4330,1368,350200,1832
3185,2470,715,1942,476800,1833
2532,2320,212,1432,409300,1834
5434,3971,1463,1354,341000,1835
3068,47,3021,987,-,1840
17019,5286,11733,1319,313500,1841
10204,3474,6730,1390,308800,1843
18792,13760,5032,1328,371300,1844
10971,7795,3176,1887,547300,1845
5864,2792,3072,1306,310300,1850
11376,4821,6555,1404,337300,1851
14628,6889,7739,1294,307300,1852
10417,3786,6631,1189,287100,1854
2589,2066,523,1130,432800,1860
3956,3138,818,1628,426500,1862
3713,3043,670,1402,372400,1863
5848,4763,1085,2022,601300,1864
9297,7968,1329,1619,630000,1867
11903,10068,1835,2130,447800,1876
4053,3450,603,1596,442000,1879
10905,7892,3013,1643,585400,1880
8515,7538,977,2134,590800,1886
7756,6627,1129,2186,542600,1887
8149,6703,1446,2063,1001300,1890
1194,137,1057,905,277900,1901
18673,7352,11321,1365,358900,1902
7044,5601,1443,1396,423200,1904
9339,4341,4998,1370,363200,1905
10581,8211,2370,1140,468300,1906
6169,4473,1696,2046,560500,1907
1678,1395,283,1763,601900,1908
7326,4918,2408,1245,379900,1913
16363,9750,6613,1442,480600,1915
2905,2799,106,914,705300,1921
1196,1121,75,-,608500,1922
10964,7807,3157,1681,490200,1923
1335,1075,260,1534,647100,1929
13168,8261,4907,1256,460400,1930
0,0,0,-,-,1937
5573,4176,1397,1271,545600,1938
4663,4001,662,1752,731400,1940
2080,1575,505,1725,881500,1944
8075,6552,1523,1567,766100,1945
3122,2862,260,1449,625800,1949
7537,5806,1731,1366,643300,1950
1337,1153,184,-,625000,1951
3885,3150,735,1565,380900,1952
22681,14831,7850,1620,441300,1960
354,336,18,-,658600,1965
3319,2269,1050,1632,573400,1966
2326,1862,464,1321,536800,1969
19699,10183,9516,1489,396700,1970
2575,2110,465,1356,590200,1982
2202,1939,263,1115,652900,1983
1291,1128,163,-,682600,1984
1591,1476,115,2250,603400,1985
6250,4915,1335,1628,344600,2019
9305,7152,2153,1931,560200,2021
3146,2519,627,1250,875000,2025
10458,7422,3036,1795,511000,2026
1916,1786,130,2575,1042100,2030
1522,1268,254,1702,558100,2032
7289,5148,2141,1577,476000,2035
12118,9693,2425,1519,450800,2038
9252,7621,1631,2149,877400,2043
4380,3505,875,1672,454600,2045
89,72,17,-,666700,2047
8707,6515,2192,1387,456300,2048
10142,8229,1913,1334,489300,2050
4373,3767,606,1504,727200,2052
4812,4192,620,1300,453900,2053
3078,2606,472,1770,460400,2054
2967,2836,131,1439,563800,2056
3567,3235,332,1923,652300,2061
13002,6923,6079,1730,482200,2062
7412,6496,916,1192,633500,2066
6395,5712,683,1802,608400,2067
383,359,24,-,499700,2071
11277,8458,2819,1722,392300,2072
7251,5846,1405,1544,543800,2081
5424,4658,766,1944,804000,2090
4480,3850,630,1243,484900,2093
1905,893,1012,2368,"2,000,000+",2108
1958,781,1177,3212,792500,2109
1282,809,473,3034,1142200,2110
3515,973,2542,1619,887900,2111
4025,629,3396,2144,655500,2113
7358,1697,5661,2650,864000,2114
9455,1160,8295,1784,931300,2115
11707,4211,7496,2183,1401900,2116
13847,3826,10021,1418,946500,2118
11953,3011,8942,1059,563200,2119
4701,449,4252,1363,602900,2120
10718,2492,8226,1129,541900,2121
9004,3787,5217,1692,551100,2122
19395,8006,11389,1555,492900,2124
12986,4616,8370,1540,578400,2125
8785,3360,5425,1553,440800,2126
16799,7467,9332,1875,719100,2127
16925,4276,12649,1740,577600,2128
9278,4508,4770,1860,799600,2129
17609,7977,9632,1975,665100,2130
12450,6688,5762,1679,517400,2131
10941,7737,3204,1778,606600,2132
0,0,0,-,-,2133
8082,1228,6854,1949,504800,2134
20040,4468,15572,1993,587800,2135
13929,7425,6504,1477,444500,2136
14377,5299,9078,2424,938100,2138
15263,5235,10028,2314,902900,2139
9437,3144,6293,2185,889600,2140
6826,2009,4817,2411,740100,2141
2077,293,1784,3392,1362500,2142
11623,3703,7920,2092,763700,2143
11363,3994,7369,2270,795500,2144
11349,3976,7373,2090,687600,2145
25582,10602,14980,1773,491100,2148
17091,6356,10735,1701,477400,2149
13337,3765,9572,1641,383800,2150
21663,10998,10665,1624,431200,2151
8242,4670,3572,1656,516700,2152
24771,13502,11269,2122,588100,2155
403,0,403,2811,-,2163
27629,10890,16739,1762,454100,2169
8001,4173,3828,1608,524100,2170
8869,4440,4429,1850,499100,2171
11926,7913,4013,1796,639400,2176
9758,6620,3138,1661,549600,2180
14384,10818,3566,1602,524900,2184
8797,7199,1598,1276,710000,2186
7085,4302,2783,1705,420900,2188
6194,4114,2080,1533,376500,2189
7677,5428,2249,1642,449200,2190
3444,2846,598,1515,402400,2191
833,59,774,3269,"2,000,000+",2199
0,0,0,-,-,2203
0,0,0,-,-,2205
3016,784,2232,3257,969800,2210
7931,703,7228,2157,494900,2215
22928,11337,11591,1337,316600,2301
12164,8602,3562,1217,296900,2302
1653,1360,293,1419,396900,2322
8657,6559,2098,1760,403600,2324
30,4,26,-,-,2325
4648,4122,526,1573,321200,2330
6092,5449,643,1743,678700,2332
4952,4011,941,1292,395300,2333
2930,2738,192,1255,360200,2338
4744,4295,449,1228,575500,2339
3850,3502,348,1732,410500,2341
4695,3775,920,1015,346900,2343
9727,7591,2136,1428,359700,2346
4162,3499,663,1663,428600,2347
70,70,0,-,256800,2350
6083,4796,1287,1365,421000,2351
4511,3316,1195,1546,485200,2356
0,0,0,-,-,2357
6861,5942,919,1607,441800,2359
24985,20203,4782,1588,391400,2360
5321,4524,797,1060,429400,2364
0,0,0,-,-,2366
989,919,70,1396,403200,2367
12167,8129,4038,1768,372500,2368
6654,5161,1493,1216,346800,2370
4482,3595,887,1856,395100,2375
2726,2317,409,1745,397900,2379
5684,4008,1676,1469,368600,2382
5374,4851,523,2130,988100,2420
6927,5335,1592,2691,973400,2421
9225,5089,4136,2477,1026100,2445
14278,5623,8655,2389,994500,2446
7586,4550,3036,2160,609500,2451
5215,2778,2437,2067,646100,2452
12115,5073,7042,1853,570700,2453
18,18,0,-,-,2457
4871,3088,1783,1893,892000,2458
6268,5328,940,2276,1153600,2459
3776,2362,1414,2079,931600,2460
2532,2030,502,2418,941900,2461
532,341,191,1510,1008200,2462
1370,891,479,2464,725700,2464
4436,3146,1290,2101,924300,2465
2990,1614,1376,1940,924900,2466
6746,4455,2291,2483,1085100,2467
1873,1789,84,-,1342400,2468
16067,7940,8127,1996,641500,2472
11649,6717,4932,1873,718600,2474
7659,4796,2863,1668,754500,2476
10372,6592,3780,2211,941700,2478
4743,4154,589,2213,1368100,2481
3907,3023,884,2510,1094500,2482
7160,6470,690,2003,961400,2492
3731,3252,479,1741,1323200,2493
4100,3037,1063,1801,895300,2494
5688,4548,1140,1264,382900,2532
379,347,32,-,639700,2534
742,644,98,1578,1325800,2535
8373,7228,1145,1517,390300,2536
2488,2346,142,1443,452300,2537
1748,1157,591,1238,283000,2538
1401,1030,371,1408,849100,2539
4171,2868,1303,1071,625400,2540
244,0,244,1679,-,2542
485,400,85,1207,722200,2543
30,30,0,-,-,2553
3973,2814,1159,1822,1069100,2554
1018,875,143,1157,596700,2556
685,406,279,1736,713200,2557
993,710,283,1439,323500,2558
1593,1222,371,1150,441600,2559
280,194,86,1414,446100,2561
1236,1037,199,1472,427500,2562
3983,3456,527,1589,417100,2563
33,33,0,-,"2,000,000+",2564
3044,2107,937,1340,810000,2568
4824,3468,1356,959,356100,2571
907,787,120,2052,860000,2575
1767,1493,274,1314,246700,2576
25,25,0,-,-,2584
6794,3522,3272,1435,316800,2601
744,659,85,1768,580200,2630
4519,3790,729,1360,476800,2631
4744,3799,945,1918,406800,2632
2269,1961,308,1043,755900,2633
1376,1313,63,1542,475100,2635
129,129,0,-,631500,2637
1447,1163,284,1347,548400,2638
1712,1044,668,1242,354300,2639
91,91,0,-,1111400,2641
2525,2357,168,1639,517100,2642
0,0,0,-,-,2643
1447,1289,158,1602,393900,2644
4474,3801,673,1247,478400,2645
896,780,116,1466,630200,2646
67,48,19,-,573500,2647
3064,2875,189,1774,449900,2648
6603,5524,1079,1365,389400,2649
340,300,40,-,932300,2650
618,470,148,-,702500,2652
2989,2405,584,974,640000,2653
1527,1356,171,1635,585900,2655
1968,1488,480,1133,666700,2657
555,490,65,1115,659900,2659
2896,2237,659,1329,399500,2660
178,168,10,-,580000,2663
3989,2886,1103,1621,379300,2664
295,295,0,-,536400,2666
1558,1294,264,1274,575700,2667
1004,955,49,-,526500,2668
829,634,195,1245,487100,2670
463,426,37,-,524700,2671
88,88,0,-,830800,2672
3839,3098,741,1583,342400,2673
3087,2849,238,1519,438000,2675
1673,1565,108,1395,396700,2702
17898,12062,5836,1261,332300,2703
18,13,5,-,-,2713
1383,1266,117,-,414900,2715
1696,1499,197,1923,391900,2717
2444,2185,259,899,333800,2718
6872,5077,1795,953,321400,2719
13787,5530,8257,993,285100,2720
11010,4047,6963,882,291100,2721
7511,2292,5219,888,254600,2723
8389,2809,5580,903,286500,2724
934,811,123,-,331700,2725
6314,5267,1047,1242,314700,2726
1993,1628,365,1326,520100,2738
2926,2237,689,1546,491000,2739
19301,7360,11941,930,250300,2740
4060,3524,536,952,309700,2743
5157,1708,3449,962,261500,2744
10154,5959,4195,946,266700,2745
6697,1126,5571,920,255800,2746
7237,5623,1614,1209,367400,2747
4779,3621,1158,1101,389000,2748
11550,7981,3569,1151,366400,2760
4144,3032,1112,1659,398200,2762
723,538,185,1605,461600,2763
1560,1357,203,1582,383000,2764
6489,5476,1013,1671,383300,2766
5550,4336,1214,1613,399500,2767
4377,3896,481,1184,429100,2769
2032,1806,226,1347,445200,2770
5969,5109,860,1478,381900,2771
6752,5915,837,1183,333600,2777
2294,2244,50,-,377700,2779
20625,12414,8211,1068,307800,2780
6667,5504,1163,1164,388700,2790
244,211,33,-,830900,2791
238,58,180,848,-,2802
898,738,160,1294,256600,2804
6176,5500,676,1434,461100,2806
459,338,121,1139,983900,2807
901,512,389,1075,249500,2808
8065,5537,2528,1170,363200,2809
438,417,21,-,362900,2812
3459,2885,574,1292,363900,2813
2902,2507,395,955,318700,2814
72,56,16,-,219400,2815
13371,10437,2934,1051,252100,2816
2316,1939,377,2004,374000,2817
8307,6066,2241,1375,433200,2818
2018,1722,296,954,348100,2822
13,13,0,-,-,2823
85,85,0,-,229900,2824
1843,1629,214,893,338900,2825
282,282,0,-,232400,2826
844,809,35,2069,291300,2827
3183,2678,505,1363,335000,2828
35,0,35,-,-,2829
2409,1855,554,869,328500,2830
1473,1286,187,1550,348000,2831
1816,1464,352,1066,344200,2832
352,254,98,375,267700,2833
2361,2002,359,1642,701900,2835
53,53,0,-,277100,2836
1592,1262,330,1717,607800,2837
1310,515,795,1187,293400,2838
589,385,204,1367,252100,2839
10171,4712,5459,1399,529900,2840
6,0,6,-,-,2841
7270,4103,3167,1475,420900,2842
9563,7366,2197,1073,375400,2852
3155,2849,306,1266,339400,2857
214,182,32,-,261200,2858
2436,1892,544,891,293400,2859
18949,7296,11653,969,228800,2860
10737,6870,3867,1110,228100,2861
7074,1809,5265,955,187300,2863
13620,10650,2970,1023,327600,2864
6756,5096,1660,1247,367700,2865
7196,5820,1376,1608,404700,2871
82,69,13,-,419800,2872
58,58,0,-,-,2873
2395,2096,299,1673,508200,2874
138,127,11,-,353600,2875
520,91,429,1568,-,2876
6651,5179,1472,1119,288700,2878
9148,6959,2189,1165,399700,2879
793,478,315,1319,416300,2881
5492,3723,1769,1298,495000,2882
5032,2921,2111,1032,318700,2885
12976,8352,4624,1262,267100,2886
8365,6547,1818,1148,244000,2888
11354,8783,2571,1173,242200,2889
9936,7147,2789,1176,345800,2891
2091,1836,255,1596,386100,2892
14030,7677,6353,1045,238000,2893
255,237,18,-,295100,2894
16921,6372,10549,974,208700,2895
4455,3546,909,897,340800,2896
575,550,25,-,294400,2898
5047,950,4097,1200,331500,2903
12951,6581,6370,1068,241500,2904
9862,4721,5141,1028,243300,2905
12185,6040,6145,1435,476100,2906
10591,3208,7383,971,218400,2907
14380,7091,7289,1152,230000,2908
14857,5663,9194,999,219000,2909
8624,5938,2686,1196,236300,2910
6637,3895,2742,1217,263600,2911
13,0,13,-,-,2912
9311,4863,4448,1052,233900,2914
7168,4633,2535,1076,236300,2915
3791,2691,1100,1029,279500,2916
4672,3680,992,852,321800,2917
36,0,36,-,-,2918
11405,8366,3039,1045,254800,2919
14326,9039,5287,1157,274700,2920
4659,3835,824,1343,400000,2921
4476,4070,406,1159,390200,3031
1989,1829,160,1739,416700,3032
1728,1664,64,1682,359900,3033
1603,1512,91,1188,299400,3034
1719,1672,47,906,380800,3036
1646,1482,164,1346,325300,3037
13056,8696,4360,1266,290900,3038
2681,2333,348,1339,338500,3042
571,535,36,1500,300300,3043
1638,1542,96,1571,305700,3044
5172,4365,807,1324,284900,3045
1024,965,59,1104,360700,3046
677,561,116,-,258900,3047
1418,1155,263,1090,227200,3048
3223,3003,220,1612,494600,3049
9542,7957,1585,1357,330200,3051
2967,2578,389,1668,347600,3052
9269,7947,1322,1505,367300,3053
9971,8758,1213,1609,331100,3054
6419,3907,2512,1383,278200,3055
893,805,88,1542,360600,3057
12194,4258,7936,1302,257800,3060
11733,8068,3665,1624,320500,3062
6823,4165,2658,1518,302100,3063
6369,3835,2534,1282,310200,3064
2045,1753,292,1005,334800,3070
1844,1581,263,842,253600,3071
4884,4341,543,1241,387600,3076
4093,3146,947,1380,263200,3077
12138,9286,2852,1332,355400,3079
620,564,56,1711,283900,3082
490,429,61,1393,312300,3084
1739,1367,372,1353,281800,3086
5283,4956,327,2780,516400,3087
1895,99,1796,1519,279000,3101
14100,5114,8986,1283,236200,3102
15018,6804,8214,1090,238200,3103
14725,8329,6396,1222,286100,3104
5185,3974,1211,1390,274800,3106
3833,2907,926,1379,258800,3109
8076,6906,1170,1863,474100,3110
99,83,16,1036,359100,3215
818,701,117,1112,253700,3216
992,529,463,1014,176800,3217
569,408,161,1301,199500,3218
3039,2585,454,856,201400,3220
878,782,96,1125,240700,3221
2286,1861,425,1046,210600,3222
1174,960,214,858,190000,3223
900,834,66,-,295400,3224
1299,1199,100,1186,232000,3225
384,340,44,883,340700,3226
692,637,55,1850,299400,3227
2227,1998,229,1159,311900,3229
616,578,38,1010,163100,3230
77,71,6,-,332100,3231
100,90,10,-,368100,3233
1746,1516,230,1061,251400,3234
3813,2528,1285,951,206200,3235
773,706,67,-,270300,3237
43,42,1,-,162100,3238
461,425,36,1099,186000,3240
377,343,34,1115,295700,3241
2098,1440,658,1000,239800,3242
355,327,28,850,184200,3243
2967,2758,209,-,196100,3244
815,644,171,1630,297100,3245
6826,4126,2700,1097,213600,3246
3086,2777,309,923,305400,3249
563,413,150,995,240900,3251
3109,2458,651,1205,341900,3253
2007,1808,199,1410,367200,3254
746,668,78,433,352800,3255
941,818,123,1127,276500,3256
1537,1354,183,1359,388100,3257
984,905,79,1657,286700,3258
151,151,0,-,347300,3259
377,356,21,-,282500,3260
1746,1578,168,1047,284100,3261
475,373,102,1012,246100,3262
1823,1179,644,879,200600,3263
2179,1232,947,1035,209600,3264
799,683,116,783,199300,3266
599,571,28,1250,232200,3268
1080,824,256,1051,295500,3269
115,115,0,-,269200,3273
4458,3384,1074,1077,229500,3275
3501,2423,1078,953,184600,3276
1203,800,403,1119,258200,3278
307,259,48,1034,142100,3279
479,431,48,1237,213100,3280
3371,3192,179,1341,268400,3281
412,356,56,1229,220000,3282
252,220,32,1075,243300,3284
1060,853,207,1125,253800,3285
655,519,136,1195,286900,3287
1959,1878,81,1288,330200,3290
29,29,0,-,-,3291
54,54,0,-,194800,3293
