civ_emp_16_plus,civ_unemp_16_plus,med_h_Y,perc_below_pov_line,mean_com_time_min,priv_HI,pub_HI,uninsured,hh_w_child_pov_perc,zip
4077,1004,14554,57.1,29.3,4561,13279,694,65.8,723
27199,5766,20374,42.0,31.4,33125,49265,5786,51.0,725
21263,2931,30797,31.8,31.8,28533,27028,3637,37.9,727
10805,1884,18097,49.4,22.0,13890,24729,1789,62.3,728
16049,4959,20508,42.2,35.3,20851,27843,5642,50.2,729
7828,1681,15367,54.6,21.4,10040,22583,1845,67.7,730
4055,448,16389,55.2,29.5,4086,9243,881,70.8,731
3630,472,18947,43.8,25.0,5150,8338,589,51.8,735
15228,2165,20166,44.7,28.2,19932,28919,3233,55.5,736
9786,3663,19284,42.9,26.2,12114,19101,2347,51.3,738
12201,2234,20619,42.3,31.8,15368,22991,1832,49.1,739
322,356,12934,61.2,19.7,323,1095,119,86.9,740
1335,446,22766,42.7,27.2,1634,3642,329,58.3,741
17509,5119,22909,37.7,37.9,22218,28807,3340,43.1,745
6028,583,16188,53.8,24.4,5851,15916,1314,58.3,751
11279,1493,18594,45.6,37.1,13102,25024,1838,52.8,754
7317,788,16816,49.1,24.2,8103,13583,1624,54.5,757
2877,421,16149,37.0,14.9,2761,5782,915,55.9,765
6980,2293,19595,50.4,28.4,7139,16413,979,62.2,766
7878,2685,15573,52.4,30.5,9204,25549,1577,58.5,767
11601,1027,19215,48.3,25.6,13176,26126,1983,53.0,769
9896,2697,20332,45.9,27.4,13356,24082,1976,49.2,771
5338,2386,15032,57.8,36.0,5570,14286,1764,65.7,772
5638,2121,19377,46.0,31.5,6228,11978,1359,52.6,773
675,11,23092,42.2,11.2,447,933,193,41.5,775
11674,4246,18684,50.7,30.6,13990,26018,2330,57.1,777
17791,3022,32708,30.8,36.7,24212,22218,2683,28.7,778
3981,536,21834,39.6,26.3,5217,6188,728,42.5,780
4475,1513,13073,58.6,36.8,4757,14097,675,64.6,782
7793,3253,14476,55.9,36.0,9778,24659,1220,61.7,783
9441,791,15653,54.3,23.5,11476,27558,2277,63.0,784
73,0,-,20.5,N,36,213,0,-,786
13527,1840,18595,46.0,25.7,16746,34180,1786,56.1,791
6024,797,15667,60.8,31.1,6865,22511,1192,73.2,794
14301,4041,20430,47.3,26.9,15324,29838,2072,52.0,795
2145,278,16929,48.1,18.3,2695,3161,552,55.1,901
85,0,101346,15.4,12.8,78,6,7,-,906
7677,738,32601,26.4,20.9,9783,6968,2129,40.7,907
2122,375,17959,48.5,24.3,2058,3257,472,69.7,909
3426,438,30978,29.3,22.1,4240,3298,744,28.9,911
2560,545,21744,43.6,23.5,2512,2881,1046,65.4,912
1548,1319,5902,81.6,28.4,1344,7087,405,92.7,913
9249,3708,14048,59.7,25.9,6244,17341,5134,74.6,915
6619,1128,15508,51.8,23.7,6453,10714,2366,70.6,917
6170,702,23333,41.1,21.0,8356,8378,1377,61.8,918
6670,506,25433,31.8,20.9,8601,8498,1821,42.5,920
11884,1353,18690,46.0,23.9,15720,19015,3466,62.7,921
7151,2018,14041,58.2,27.7,8542,15421,2496,69.6,923
16458,4704,19303,46.2,29.3,21782,29957,4497,58.5,924
2463,888,9903,66.7,30.8,2669,3192,1202,58.5,925
38960,3745,33624,29.8,28.9,59324,43976,5435,37.0,926
5160,618,32932,26.8,22.6,9386,5515,561,29.8,927
14,0,-,0.0,N,14,14,0,-,934
0,0,-,-,-,0,0,0,-,936
27025,5956,26032,34.2,34.9,36322,40326,5316,38.0,949
0,0,-,-,-,0,0,0,-,950
0,0,-,-,-,0,0,0,-,951
2680,732,15434,47.0,29.7,2656,5757,475,58.2,952
25990,4192,29837,29.8,41.4,39296,32321,4983,31.0,953
24024,5130,23322,37.2,35.9,31217,36989,5196,45.1,956
13758,2498,24438,37.3,38.4,19213,22470,3010,52.0,957
19576,2574,29737,29.7,33.0,26458,22670,3266,37.5,959
0,0,-,61.3,-,0,31,0,-,960
10780,1414,28455,32.6,31.2,15789,14684,2069,40.5,961
5590,2482,16135,54.3,28.0,6470,12935,1354,62.5,962
2311,578,15369,53.4,29.5,2195,5349,464,67.1,965
6594,637,51318,18.6,25.8,10981,5831,998,25.3,966
1441,128,45811,14.8,19.6,2472,1364,113,16.2,968
18498,1530,51604,18.0,27.0,30731,13784,2721,21.3,969
10298,1718,20604,37.8,27.4,12546,14014,2432,42.3,971
23716,1916,30801,31.0,34.8,32457,26975,4485,34.9,976
7474,508,34284,18.1,27.2,10145,5570,1339,24.8,979
5148,918,25935,36.7,27.9,7243,7790,1315,53.4,982
13793,2352,27149,32.3,28.2,17633,19653,3557,45.8,983
11490,2456,24834,32.2,29.3,15775,18013,2681,40.9,985
23416,3724,32967,24.6,34.7,33765,26047,4067,28.9,987
8809,422,57694,9.3,20.4,12447,7459,529,11.5,1001
15416,1192,52379,31.3,18.4,24565,7552,976,15.0,1002
4121,906,"2,500-",75.0,12.6,9980,1011,310,-,1003
2691,150,70325,6.3,34.9,4156,1411,51,5.9,1005
8554,399,86165,5.8,28.2,12827,3815,158,4.3,1007
691,59,62750,7.0,36.5,1106,414,33,23.4,1008
205,22,59440,44.5,28.3,181,265,48,-,1009
1997,164,86523,4.2,35.8,2928,1499,5,6.2,1010
797,50,75263,6.9,35.8,994,536,97,8.8,1011
307,30,70114,11.3,28.2,419,173,26,14.3,1012
10273,984,39868,18.6,18.4,12706,12198,722,26.0,1013
15196,1192,58780,10.6,19.4,20234,13526,1119,13.4,1020
927,116,43349,23.6,20.6,1635,1260,28,0.0,1022
460,22,51442,4.7,34.5,746,360,30,0.0,1026
10067,695,63699,10.0,24.3,13238,6809,545,7.3,1027
7852,409,85221,4.5,24.7,12312,5675,234,7.1,1028
386,39,50750,14.0,45.0,370,427,65,31.3,1029
5818,219,71716,9.5,22.3,8929,3682,368,11.0,1030
566,37,41875,17.3,32.9,803,499,41,15.3,1031
346,19,78011,2.2,30.1,453,168,13,0.0,1032
3514,161,89965,5.2,24.7,5051,2005,199,2.7,1033
1275,63,87045,8.1,35.8,1785,817,39,10.1,1034
2632,32,58953,5.4,19.9,3993,1858,300,3.4,1035
2651,171,81304,4.0,27.4,4359,1629,0,3.4,1036
282,20,92750,14.1,23.2,544,230,28,0.0,1037
1715,23,67096,3.9,20.3,2506,918,18,2.3,1038
711,53,80000,7.5,24.6,890,416,32,17.9,1039
16568,1877,37954,28.6,19.8,18358,23344,1277,37.2,1040
1292,23,68869,7.1,32.1,1872,885,37,4.9,1050
700,26,62222,22.0,23.1,1020,541,54,18.5,1053
1056,40,87174,6.0,25.9,1674,760,15,4.7,1054
10584,605,67715,5.8,24.7,15710,7438,504,4.5,1056
4819,338,78986,5.7,28.9,7413,2624,192,5.4,1057
8742,500,57485,14.7,21.2,11670,4891,361,5.1,1060
5225,371,73438,14.4,22.5,7793,3669,163,20.4,1062
345,24,-,-,10.8,524,45,14,-,1063
0,0,-,0.0,-,0,9,0,-,1066
1035,52,85938,3.8,36.3,1567,447,52,0.0,1068
4708,351,59211,7.3,28.1,6647,3388,303,9.1,1069
371,20,57000,8.0,34.0,483,284,7,16.9,1070
646,28,67132,4.5,30.0,970,376,62,0.0,1071
789,49,72000,12.3,30.0,1149,523,31,12.2,1072
3212,211,89423,4.6,27.4,5086,2201,89,5.0,1073
295,0,61603,0.0,18.3,179,259,39,0.0,1074
9360,633,66681,10.5,22.2,13751,5966,429,9.1,1075
4883,247,76737,7.2,27.9,7141,3680,191,10.0,1077
200,0,27105,11.5,27.7,285,262,0,14.1,1079
930,123,49844,33.4,28.1,1592,1191,137,51.6,1080
826,39,50465,5.2,34.9,1222,850,49,7.3,1081
5272,447,51768,13.5,28.8,7376,4346,280,19.2,1082
1593,81,65547,9.1,31.6,2260,1181,176,5.2,1083
106,7,90625,0.0,32.2,104,105,4,0.0,1084
21402,1452,62423,8.4,22.3,30993,15586,885,8.5,1085
135,0,-,-,9.8,676,7,0,-,1086
199,16,51406,8.0,29.2,358,139,8,0.0,1088
14390,1188,51735,12.1,21.5,19128,12483,861,12.8,1089
504,37,75799,15.2,35.7,892,401,1,26.8,1092
226,0,103750,6.0,22.7,313,121,0,0.0,1093
111,0,21250,8.9,45.8,191,165,0,0.0,1094
7669,304,104128,4.0,26.8,12230,3960,261,1.0,1095
1448,79,77083,8.2,31.1,1915,1051,33,10.7,1096
11,0,-,74.1,N,10,44,0,76.9,1097
726,10,76563,7.4,38.9,839,506,42,7.3,1098
903,138,16720,55.5,16.7,788,1775,57,86.6,1103
9176,1199,30053,29.1,20.1,9519,15107,1412,36.4,1104
3453,713,17569,53.5,19.1,2652,8961,646,63.4,1105
7608,368,111231,3.8,23.0,13980,4342,158,4.6,1106
3717,1092,26772,42.9,23.6,3146,8157,789,48.3,1107
11776,1361,38499,30.9,22.2,12289,18303,1440,39.2,1108
11054,1351,35191,29.8,20.3,13332,17929,1604,38.5,1109
7193,433,61112,14.7,22.9,9667,6915,277,24.0,1118
5758,647,47439,17.1,20.1,8280,6342,314,26.7,1119
1522,102,65977,2.0,23.4,2184,967,103,0.0,1128
3626,228,63895,10.5,24.5,4685,3009,60,15.9,1129
3830,453,40360,21.8,20.1,4208,5718,202,28.8,1151
0,0,-,-,-,0,0,0,-,1199
22354,1893,47614,14.6,17.8,28853,21597,1164,19.8,1201
4204,294,49777,11.1,23.7,5914,3659,141,15.9,1220
474,13,74583,4.4,25.5,478,444,27,0.0,1222
1298,94,77857,6.0,33.4,1703,989,68,12.9,1223
111,36,38446,10.0,N,100,109,0,0.0,1224
1568,175,61512,4.0,23.8,2345,1437,46,0.0,1225
3485,241,61063,10.1,18.7,5187,2566,320,8.3,1226
24,0,29000,5.8,N,73,64,0,-,1229
4351,193,65214,5.5,17.4,5728,3238,445,9.2,1230
1520,77,63000,7.8,25.9,2157,938,60,12.9,1235
629,42,57014,2.2,21.9,837,498,110,0.0,1236
1436,126,84615,5.7,19.1,2221,751,54,0.0,1237
2857,108,67708,7.9,18.1,4316,2408,186,2.2,1238
1976,100,68948,3.9,21.2,3155,2277,37,4.4,1240
271,0,81172,0.8,18.7,337,186,0,0.0,1242
232,2,71979,7.5,35.2,283,97,8,16.7,1243
68,0,55556,9.3,N,78,49,0,0.0,1244
449,14,69821,9.2,22.6,656,368,10,27.5,1245
7220,754,40928,16.6,19.2,10335,7347,550,21.3,1247
381,18,74554,5.3,33.9,567,377,17,0.0,1253
482,22,92083,7.3,20.4,790,398,18,6.6,1254
412,22,68636,4.1,40.6,656,305,17,0.0,1255
403,23,55375,8.4,34.6,548,304,24,15.7,1256
1168,52,59500,10.4,16.8,1461,1123,38,17.9,1257
178,0,57917,7.8,33.6,248,243,2,0.0,1258
252,10,62727,5.1,28.0,370,265,27,0.0,1259
238,26,112756,5.4,19.8,238,180,73,0.0,1260
641,30,36042,13.5,24.4,730,636,0,7.9,1262
90,17,80000,26.9,24.6,106,143,1,0.0,1264
765,15,74107,5.8,28.0,1034,643,40,6.8,1266
3783,249,78068,11.2,14.5,6566,2058,68,12.0,1267
455,18,80000,6.2,29.6,664,243,30,7.5,1270
9159,502,48477,13.0,19.4,11517,8103,541,16.9,1301
929,19,74167,7.4,34.7,1147,580,32,8.0,1330
6124,640,53733,13.7,30.5,8769,5589,472,11.6,1331
1382,61,66085,9.1,28.0,1983,1104,55,10.7,1337
95,18,57750,12.4,39.3,121,92,0,64.7,1338
650,53,55313,11.5,37.5,994,758,40,12.8,1339
871,73,53125,13.8,30.1,1079,854,51,19.6,1340
1024,42,101023,2.3,28.4,1475,508,88,2.5,1341
866,0,106146,9.6,15.0,1483,576,46,0.0,1342
18,0,85781,0.0,45.0,41,17,0,-,1343
808,59,70109,10.6,25.8,1244,545,27,13.7,1344
236,4,60208,6.9,32.1,393,159,6,10.4,1346
76,0,52647,13.5,14.3,70,81,0,0.0,1347
684,99,61630,6.8,21.3,911,652,44,16.7,1349
32,2,31458,8.1,31.2,53,46,4,0.0,1350
1218,50,82548,8.8,24.3,1908,786,11,12.3,1351
1056,46,69226,5.8,19.7,1305,493,79,2.9,1354
445,37,70313,6.1,32.7,756,324,24,2.2,1355
1589,124,69028,4.0,28.8,2502,1128,44,3.1,1360
3380,381,43413,10.2,26.0,5159,3926,140,10.6,1364
624,40,65529,5.4,36.9,937,483,20,5.8,1366
289,4,55469,18.2,33.8,385,356,15,18.5,1367
666,40,72813,10.4,33.0,972,519,46,13.1,1368
2079,153,54036,9.7,26.2,2722,1971,92,16.6,1370
2260,134,74022,8.0,25.8,3437,1396,45,5.1,1373
2334,68,54886,16.4,20.2,2998,962,83,3.8,1375
2353,221,43750,19.2,18.9,3080,2722,286,34.8,1376
380,6,57885,5.8,37.6,565,311,17,5.1,1378
421,32,43500,17.8,32.2,496,458,23,22.2,1379
18892,2117,51412,17.9,26.8,24402,18762,1757,20.9,1420
3159,216,85064,4.8,36.8,5171,1803,116,0.0,1430
1718,113,95833,7.9,36.1,2642,933,82,7.8,1431
4465,195,79750,12.2,36.7,6252,1866,195,20.0,1432
281,30,50547,24.9,37.3,330,358,9,16.7,1434
1853,75,60156,4.9,29.7,2720,1177,56,5.2,1436
282,29,74142,3.0,18.5,459,296,1,0.0,1438
9651,595,48915,16.7,26.8,12868,9150,298,22.5,1440
5739,234,123918,4.3,35.5,10230,2435,123,2.0,1450
2307,165,143625,3.9,33.1,4184,1060,9,4.1,1451
2534,121,93387,2.4,35.6,4031,1127,43,2.9,1452
21076,1303,57610,13.4,27.0,26571,17961,1798,17.3,1453
5154,316,119177,3.8,31.4,8245,2208,60,4.6,1460
5852,227,97775,8.3,33.5,9723,3048,99,10.8,1462
6375,373,90029,5.6,36.7,9982,3166,306,5.7,1463
3001,135,67541,10.3,30.5,4660,2052,260,17.9,1464
228,0,98036,15.1,35.2,385,177,38,0.0,1467
2488,130,64872,4.2,33.1,3420,1311,168,0.0,1468
4112,158,84489,3.9,34.8,6271,1745,208,0.7,1469
4251,191,100071,1.6,29.2,6726,1990,80,0.0,1473
1073,40,84851,4.6,36.5,1493,517,161,5.1,1474
5544,354,64539,11.2,32.9,8185,4048,212,19.6,1475
8377,521,74576,4.6,27.7,13716,5097,193,2.0,1501
1779,44,97417,2.9,29.1,2558,923,85,2.7,1503
5519,332,80260,4.0,30.2,7542,2348,239,3.1,1504
2525,76,97074,4.1,29.0,4119,887,46,1.6,1505
1762,97,64219,9.2,32.6,2542,1075,217,10.2,1506
7016,673,93921,4.7,32.0,11176,3345,223,3.0,1507
7736,338,68362,6.0,26.0,10419,4860,466,6.5,1510
1275,64,80234,4.8,31.3,1717,644,29,2.8,1515
4981,140,94531,4.1,38.8,7844,1746,13,5.9,1516
1787,51,58438,3.5,35.4,2770,1219,7,0.0,1518
3751,94,106250,4.0,34.0,5535,1795,57,2.2,1519
8178,400,99674,3.6,27.4,12799,3979,330,0.7,1520
1347,120,78348,4.1,32.9,1853,815,74,1.8,1521
1740,84,104508,9.4,27.6,2808,1153,56,8.9,1522
3517,180,104630,5.2,32.8,5609,1678,142,9.4,1523
3823,178,64135,7.0,31.1,5496,1963,273,10.9,1524
110,19,-,0.0,34.6,97,149,0,0.0,1525
7432,488,74713,6.0,26.3,11112,4273,288,6.1,1527
1816,84,90500,4.4,31.7,2672,891,43,6.3,1529
630,40,84432,8.3,39.9,997,380,21,5.0,1531
8069,366,111875,3.7,29.8,13036,3672,142,3.5,1532
3391,204,89348,8.6,30.4,4506,1992,182,8.0,1534
2520,133,73133,6.3,33.2,3797,1488,96,6.5,1535
4010,314,105283,9.5,33.3,6230,2223,187,3.2,1536
1056,63,74883,16.5,34.0,1726,1064,1,29.1,1537
6130,243,68865,9.9,26.7,8427,4135,442,11.7,1540
1901,88,128006,6.5,35.5,3046,835,59,4.1,1541
1293,55,100000,1.6,31.2,2030,688,0,2.6,1542
4575,194,100962,2.3,32.2,7331,2046,23,1.2,1543
18954,873,101229,3.9,28.9,31457,8409,893,2.7,1545
8182,743,50202,18.5,25.5,8729,8893,768,22.9,1550
2298,107,85390,7.6,36.6,3673,1137,111,5.4,1560
133,18,-,7.4,N,211,161,0,0.0,1561
6171,303,65386,12.2,33.3,9091,4274,544,14.6,1562
3966,229,102500,6.0,30.7,6517,2290,90,5.1,1564
3058,119,95800,4.3,29.6,5002,1787,101,2.2,1566
4191,246,119115,4.9,34.8,6798,1427,111,3.1,1568
7540,652,94809,8.3,30.0,11591,3520,152,8.3,1569
8216,844,52107,12.0,28.6,10537,7734,578,13.4,1570
5880,532,64281,7.8,27.8,8975,3613,389,8.3,1571
9848,370,107604,5.1,30.6,15877,3764,482,4.3,1581
2801,142,73463,8.3,24.7,4378,1663,134,9.1,1583
2347,155,66317,8.0,30.1,3215,1638,223,6.7,1585
5253,254,66607,8.5,30.1,7613,2817,600,11.2,1588
5038,205,101315,2.1,29.4,8121,2092,54,1.0,1590
12915,739,64808,12.9,24.5,17966,8577,829,12.9,1602
9322,829,42259,23.2,24.2,11448,9973,685,28.5,1603
17742,1387,50487,19.9,23.9,21832,17286,1192,25.5,1604
12497,1031,37703,27.6,22.6,14336,15827,803,37.4,1605
10335,736,65135,8.8,25.4,14263,6678,460,8.7,1606
4241,284,43500,16.6,27.1,5457,3774,337,13.8,1607
1139,225,20578,50.5,24.2,1186,2210,140,72.1,1608
8481,707,42903,25.6,23.9,13934,8193,543,24.6,1609
9688,1043,31003,32.5,21.9,11677,12036,1046,29.5,1610
1374,47,81830,5.4,24.5,1833,957,0,0.0,1611
2585,59,95595,4.6,29.1,4352,1187,46,8.4,1612
18024,758,105940,5.2,30.2,26018,9839,964,5.9,1701
21715,1347,52746,17.0,28.6,21305,16509,3715,19.3,1702
397,58,160750,7.7,38.3,663,155,0,10.4,1718
3127,214,101077,5.3,36.6,4973,1030,182,5.8,1719
11945,452,133075,3.7,34.9,20520,4321,138,0.9,1720
10038,360,120309,3.2,34.4,15044,3774,297,3.0,1721
7084,356,125208,2.5,27.0,11983,3802,102,1.3,1730
359,31,93276,1.0,20.2,1541,104,0,1.4,1731
2819,95,151618,1.4,36.8,4688,886,97,0.0,1740
2469,117,170703,1.6,36.9,4676,1183,12,0.5,1741
8275,304,137547,6.2,32.4,15049,4274,521,6.4,1742
220,30,123992,0.0,22.0,493,82,0,0.0,1745
7546,382,118933,1.4,37.2,13113,2775,232,0.0,1746
3132,161,101761,4.2,33.3,5183,1359,58,2.8,1747
8663,399,151357,1.5,37.8,15170,2640,242,1.1,1748
10887,382,83765,5.9,28.6,15539,6152,807,7.8,1749
22742,1136,75418,6.5,29.4,29030,12922,1901,7.5,1752
5953,165,95833,8.1,30.0,8781,2855,205,7.7,1754
3425,181,125816,0.5,33.1,5456,1046,114,0.0,1756
15514,888,75976,7.9,29.1,21065,10110,989,8.0,1757
19434,794,106332,3.5,32.6,31347,8163,509,2.1,1760
2103,50,170872,4.2,36.7,4058,701,11,6.9,1770
4841,190,143375,4.8,32.2,8375,1999,137,5.1,1772
2410,35,153500,3.4,33.9,4226,1200,151,1.6,1773
3793,137,144766,4.4,32.2,6259,1649,51,2.8,1775
8950,346,170945,3.1,33.3,17211,3313,39,3.0,1776
7215,75,166548,3.0,34.6,12911,2975,27,2.0,1778
22872,1187,84857,5.9,26.4,31720,12652,981,6.0,1801
13598,707,99254,4.0,29.2,22184,7896,549,4.4,1803
17632,805,143292,4.4,33.3,32133,6484,402,3.8,1810
18171,898,99881,4.0,28.6,26688,8971,891,3.8,1821
13971,567,115533,3.2,29.2,23564,5889,366,2.6,1824
16727,871,86644,7.2,30.5,24242,10440,510,6.3,1826
1897,67,138700,2.1,32.3,3081,627,42,1.4,1827
13381,1023,61375,13.4,29.1,17520,10511,840,18.6,1830
11929,759,64238,13.8,28.7,16348,8975,691,21.5,1832
4623,215,113417,3.4,34.6,7477,2005,99,2.2,1833
3571,111,95031,2.4,28.4,5761,1733,134,2.1,1834
7411,276,77697,8.8,30.9,10806,3474,401,10.3,1835
1903,258,20596,30.1,27.6,1605,3761,274,23.3,1840
21891,2807,38199,26.0,22.4,15423,31458,3908,30.2,1841
12234,1306,46629,19.7,24.6,11374,15288,1451,22.7,1843
27214,1898,73525,9.4,28.2,35889,18060,1533,11.4,1844
15762,688,105661,5.1,33.0,26406,6800,637,4.7,1845
7659,689,46102,25.4,26.8,9021,8719,700,30.9,1850
14827,1455,52008,20.1,25.7,15834,14845,1531,20.7,1851
17005,1568,50911,20.4,25.0,19301,16669,1897,25.2,1852
13647,1184,40982,25.8,26.4,17520,12199,1672,25.4,1854
3733,291,84417,5.4,36.4,5691,2043,95,5.9,1860
5715,348,93494,5.3,31.1,7547,2719,155,5.4,1862
4676,241,77055,4.8,32.3,7807,2735,122,1.7,1863
8662,308,124750,3.4,34.3,14305,3265,57,3.5,1864
13495,513,113553,3.1,32.5,22062,5365,293,3.2,1867
16830,819,94817,5.4,30.7,25429,8668,434,5.4,1876
7381,346,101620,7.0,28.7,10673,2575,120,9.9,1879
15023,717,93337,4.3,30.8,22892,6392,524,2.3,1880
12526,419,138006,2.3,31.3,22302,3986,291,1.2,1886
13305,687,118549,2.9,31.5,19889,6380,155,4.2,1887
11119,328,152196,2.3,33.0,20575,4423,233,0.6,1890
741,56,22057,24.6,33.2,438,1465,78,18.5,1901
22995,1744,42851,21.6,33.3,20363,27859,3168,27.2,1902
9743,518,88395,6.6,28.1,13373,5729,522,8.6,1904
12647,807,57638,19.2,30.4,13235,13136,1345,23.0,1905
15120,1212,82188,8.1,29.9,21974,10225,808,8.5,1906
7293,344,105029,6.1,33.8,11972,4835,183,7.4,1907
1998,50,81384,4.8,38.7,2851,1012,46,3.9,1908
9629,487,78638,4.9,30.8,13348,5594,626,4.9,1913
22418,1253,77893,8.3,27.4,32611,13247,949,7.4,1915
4157,289,155034,2.8,38.3,7172,2157,147,6.2,1921
1611,26,87986,5.5,26.0,2598,556,20,0.0,1922
14310,654,79795,5.9,28.6,21589,8976,699,4.7,1923
1807,76,109327,6.2,30.4,3099,955,95,6.3,1929
15249,995,65348,8.5,26.3,22027,11910,899,9.1,1930
8,8,-,77.9,N,15,136,0,-,1937
7343,382,80829,7.1,29.7,11435,4590,268,7.5,1938
6747,548,113509,2.2,34.0,11747,3660,73,3.4,1940
2673,134,105500,3.7,37.7,4615,1521,107,0.0,1944
9955,476,110025,4.6,37.0,17649,6057,267,2.1,1945
4311,244,107727,3.6,29.8,7216,2288,208,2.6,1949
9451,619,89887,7.0,31.2,14728,4995,218,10.6,1950
2142,78,90662,3.4,33.8,3765,1061,18,2.8,1951
4523,316,72900,9.7,30.9,6390,3675,425,9.7,1952
27626,1521,65060,9.8,26.6,38283,21482,1374,13.9,1960
3439,200,72015,6.2,30.9,5802,2745,131,7.4,1966
3358,187,89338,5.5,36.1,5572,1308,151,6.4,1969
23530,1399,65476,15.3,30.3,29404,17573,1279,21.4,1970
3754,149,112250,10.2,32.3,6699,2133,136,11.4,1982
3178,113,131387,1.4,34.1,5837,1612,57,0.0,1983
2466,66,96979,1.7,25.7,4563,1153,191,0.0,1984
2367,88,135882,5.7,36.8,4058,1151,32,6.3,1985
9943,579,95533,4.2,34.2,13956,4281,511,4.2,2019
12018,785,96583,6.0,35.0,18984,6470,165,5.4,2021
3848,244,140000,3.8,37.1,7466,1790,155,4.6,2025
13274,693,89451,5.0,30.5,19894,7925,552,3.9,2026
2788,81,204018,0.8,34.8,5376,1257,82,0.0,2030
2541,196,120250,5.9,33.9,3813,978,32,6.5,2032
9375,600,98199,4.9,34.5,14868,4732,354,2.0,2035
17271,992,111935,4.3,34.9,29105,6768,539,3.8,2038
10575,395,125144,5.7,36.9,20551,6045,233,5.9,2043
6028,436,80584,4.9,37.0,8070,3641,409,4.1,2045
15,14,26953,0.0,N,36,65,0,0.0,2047
13750,900,111141,2.7,35.4,21367,4222,346,1.3,2048
13576,712,92610,6.9,35.6,21096,8212,501,6.6,2050
6093,249,153847,2.2,38.7,11843,1947,23,1.9,2052
7641,336,115432,5.3,38.2,11370,2736,179,5.0,2053
4098,178,100230,4.4,33.6,7170,1808,161,3.2,2054
4869,131,139137,2.8,40.1,8917,1560,49,3.2,2056
5238,293,128563,3.6,36.7,9632,2189,265,1.9,2061
16223,816,87516,8.3,31.7,23164,9011,820,11.5,2062
