civ_emp_16_plus,civ_unemp_16_plus,med_h_Y,perc_below_pov_line,mean_com_time_min,priv_HI,pub_HI,uninsured,hh_w_child_pov_perc,zip
3050,127,92500,12.6,24.3,4075,2940,158,26.8,1129
0,0,-,-,-,0,0,0,-,1144
4247,239,57113,16.6,23.6,4218,5841,623,17.3,1151
22620,1789,68879,13.7,18.3,27864,22498,1286,16.2,1201
3617,209,56285,14.7,24.2,5554,4198,182,27.6,1220
303,59,84583,2.0,27.8,480,240,30,0.0,1222
1269,29,82773,8.1,32.2,1952,989,203,2.1,1223
174,0,-,3.0,30.6,161,40,0,0.0,1224
1485,102,72028,9.5,26.8,2339,1787,9,14.6,1225
2787,201,81168,5.3,18.4,4442,2998,63,8.1,1226
99,0,-,0.0,N,169,136,0,-,1229
4861,194,82871,4.9,24.5,6396,3521,178,1.3,1230
1320,48,76699,7.9,24.8,1914,1065,23,6.4,1235
944,17,91172,3.1,23.9,1227,532,4,6.1,1236
1173,10,84419,6.3,18.5,1797,978,12,5.0,1237
2997,117,74469,6.6,19.7,4430,2773,0,4.7,1238
2190,136,99745,8.9,24.6,3430,2522,67,11.6,1240
57,56,-,6.7,N,0,165,0,-,1242
131,6,89063,12.8,29.9,137,82,4,0.0,1243
113,0,59655,3.3,18.2,119,156,2,0.0,1244
347,23,113750,7.2,20.4,624,448,0,0.0,1245
6697,427,55544,15.6,18.3,10141,7212,269,18.4,1247
547,45,108068,2.7,32.1,711,382,19,0.0,1253
485,13,113304,5.3,20.3,810,436,0,5.8,1254
419,6,85417,4.0,32.1,583,373,22,1.8,1255
327,16,55000,14.6,34.0,550,326,13,25.0,1256
1494,31,80227,11.5,17.4,1794,1055,5,24.6,1257
106,5,127813,2.1,32.5,158,65,0,0.0,1258
398,19,125795,1.6,25.5,601,278,29,0.0,1259
20,0,-,0.0,N,20,0,0,-,1260
721,72,142679,13.2,19.1,1228,907,64,6.4,1262
94,1,85313,4.9,43.4,101,115,3,0.0,1264
528,11,98828,9.9,25.7,667,444,24,22.4,1266
3944,106,98750,10.7,16.0,6784,2362,50,10.6,1267
535,28,104961,3.9,36.6,799,314,55,0.0,1270
7954,545,54347,15.5,18.0,10916,9288,450,17.3,1301
890,79,81691,10.1,30.8,1205,787,24,3.7,1330
6468,543,68345,13.2,27.7,8659,6673,279,16.9,1331
1344,39,79274,6.9,23.3,1913,1049,36,2.5,1337
49,0,-,0.0,29.3,74,32,0,-,1338
662,33,72841,8.5,31.8,937,682,19,17.1,1339
959,47,82578,6.6,31.4,1332,833,67,2.1,1340
861,42,93250,3.4,25.6,1308,696,35,1.8,1341
677,35,100917,17.7,17.2,945,428,29,26.3,1342
98,0,84271,10.5,33.5,128,92,23,25.0,1343
907,44,74550,6.0,27.0,1252,587,14,4.4,1344
296,7,111150,6.3,33.6,307,200,20,21.4,1346
86,0,72500,0.0,N,87,54,9,0.0,1347
385,39,69712,17.3,23.8,492,434,40,30.6,1349
40,0,64375,23.5,59.1,83,62,0,100.0,1350
1352,105,99375,8.7,23.1,1598,1507,37,10.3,1351
1029,80,90000,6.7,22.9,1477,638,43,1.6,1354
580,9,80327,10.6,23.3,655,453,51,30.1,1355
1605,55,102470,8.4,26.9,2155,1105,108,14.4,1360
3118,375,54061,21.1,30.3,4856,4278,94,24.7,1364
562,23,107656,8.9,36.3,828,525,9,9.6,1366
242,6,89375,12.4,35.2,434,322,8,13.1,1367
708,38,101875,13.2,40.5,1174,584,43,17.9,1368
1668,105,76715,12.2,24.4,2480,1918,51,9.2,1370
2781,127,102578,5.2,18.4,4172,1566,58,8.2,1373
2329,202,61442,19.1,18.9,2801,1079,178,16.3,1375
2739,153,57857,10.3,22.0,3387,2474,68,18.2,1376
448,25,95000,7.8,41.7,608,386,21,8.5,1378
355,29,68750,12.5,35.2,512,315,24,7.4,1379
22,0,70893,21.9,29.3,20,25,0,-,1380
21633,1660,70334,15.6,27.1,25085,20566,756,22.3,1420
3025,122,115146,9.4,30.5,4874,2880,29,12.9,1430
1887,73,110536,2.8,36.0,2539,927,120,1.8,1431
4596,342,105142,7.6,32.7,6145,2720,209,6.5,1432
521,23,109651,16.9,35.6,842,172,26,0.0,1434
1436,223,88421,13.4,28.9,2773,1249,30,13.3,1436
125,0,-,1.6,N,129,72,1,0.0,1438
9631,571,63526,14.1,30.9,12465,9992,639,19.7,1440
5522,296,189355,4.3,32.9,9752,2414,206,2.9,1450
2749,172,206607,4.6,32.0,4957,915,26,6.1,1451
2289,71,102344,7.3,38.2,3467,1525,25,8.8,1452
22830,1319,82098,9.9,27.1,31155,16966,1085,10.8,1453
5202,261,146250,6.0,37.0,8630,2616,339,4.5,1460
6072,427,109884,5.2,34.9,9589,3902,131,7.4,1462
6530,213,126824,6.5,33.3,9740,3371,239,5.4,1463
3048,134,121875,2.1,38.0,4712,1958,58,0.0,1464
2307,82,110938,4.7,32.8,3291,1280,18,8.7,1468
3486,115,113162,6.5,41.0,5328,2287,99,4.7,1469
4176,161,101161,2.7,32.0,7005,2901,84,0.0,1473
1289,167,130156,9.4,35.1,1655,760,95,17.1,1474
4758,333,85638,10.6,33.4,6622,4471,307,12.9,1475
8581,345,101929,4.4,25.9,13588,5758,299,3.3,1501
1823,117,122411,4.7,37.1,2748,1135,101,0.0,1503
4988,115,98986,4.9,36.0,7789,2651,150,1.5,1504
2540,138,124732,8.7,26.9,4144,1526,27,8.5,1505
1860,133,71875,7.1,34.0,2615,1349,43,3.3,1506
6577,206,119809,3.3,30.9,10744,4133,186,1.5,1507
9276,421,93849,8.4,30.4,10511,5647,390,10.2,1510
1097,73,76382,4.3,33.4,1691,887,21,2.0,1515
5119,278,147859,5.0,34.5,8211,2446,34,3.6,1516
1532,156,111193,7.4,49.5,2037,1126,57,13.4,1518
4284,102,153750,4.9,32.6,7082,1561,142,0.0,1519
8447,476,147582,3.6,26.0,14659,4117,289,1.2,1520
1343,82,86806,5.0,35.5,1948,1155,65,1.7,1521
1456,100,118824,6.0,36.6,2415,960,108,6.6,1522
3932,410,130444,3.0,31.2,6150,2391,60,5.1,1523
3317,97,93191,4.1,30.5,4723,1942,137,9.9,1524
0,0,-,-,-,0,0,0,-,1525
7219,289,116000,3.9,28.1,10850,4400,180,4.5,1527
1917,50,115789,5.9,31.6,2567,929,68,5.7,1529
487,13,99375,11.8,37.0,636,382,48,10.9,1531
8396,529,174358,3.6,31.4,13412,3930,146,4.4,1532
3256,251,134539,3.9,29.0,4612,2004,186,4.4,1534
2608,110,81010,11.6,38.0,3302,1934,129,26.1,1535
3724,259,105795,9.0,31.0,5504,2310,175,4.1,1536
1045,1,94261,9.8,21.5,1558,409,13,0.0,1537
6033,355,118389,4.3,30.8,8914,4149,155,3.5,1540
1955,26,150577,4.4,34.5,3034,976,5,9.5,1541
1294,0,107674,1.9,28.8,1873,1056,24,0.8,1542
4612,212,155504,2.1,35.8,8033,2196,34,0.9,1543
20027,589,136225,3.8,30.4,33314,8804,823,1.4,1545
8561,694,59397,16.2,27.2,9240,10071,503,13.7,1550
2780,160,98884,4.9,38.7,3950,1357,243,4.9,1560
0,0,-,-,-,0,0,0,-,1561
5823,356,79086,7.7,34.1,9437,4790,512,1.8,1562
4484,174,136027,4.3,32.7,6621,2826,51,0.0,1564
3664,93,135802,1.3,34.7,6213,1962,71,0.3,1566
4064,248,161429,2.2,38.0,6909,2180,91,0.0,1568
8304,399,122458,4.1,35.9,11172,3794,675,3.2,1569
8716,618,68934,15.4,29.0,10527,8874,391,20.2,1570
5844,340,85179,7.5,25.0,9128,4463,206,9.8,1571
11380,503,134474,5.0,30.0,18047,5460,339,4.7,1581
3529,173,100427,8.3,25.2,5493,2688,102,9.6,1583
2425,130,70753,9.4,39.1,3257,2513,96,4.1,1585
5568,376,88735,10.7,31.6,7447,3424,473,20.1,1588
5457,99,155938,4.5,27.1,7814,2282,269,6.2,1590
14004,786,94351,13.1,28.6,18602,9870,632,13.2,1602
10941,997,63646,17.1,25.7,11763,10343,1133,16.3,1603
21076,1135,72911,15.3,24.2,24669,18012,1338,16.7,1604
13353,1130,54805,23.3,25.6,13978,18454,946,24.2,1605
12567,372,92537,9.1,25.6,17205,7133,555,9.4,1606
4457,546,66365,16.5,27.7,4837,4380,246,18.7,1607
2510,188,45962,39.1,25.2,2332,2716,224,50.9,1608
11254,833,61411,25.0,23.2,15270,9030,972,9.5,1609
12677,1010,43757,34.8,21.9,13179,15230,1784,37.4,1610
1486,45,118389,3.5,26.3,1965,613,22,3.8,1611
2714,93,133750,1.6,29.0,4323,1264,84,1.5,1612
17358,669,127000,5.9,29.2,26412,9866,753,4.3,1701
21496,1111,78784,15.3,30.5,19578,19572,2744,19.3,1702
280,0,125972,0.0,31.1,512,62,0,0.0,1718
3333,196,151000,3.6,30.0,4870,790,196,4.3,1719
12587,703,154101,3.5,35.2,19325,6027,460,2.5,1720
10771,584,127106,4.1,35.5,15182,5609,451,1.4,1721
7197,413,158286,4.1,23.4,11791,3915,156,3.4,1730
279,3,101194,0.0,16.7,1185,62,56,0.0,1731
2911,180,198475,2.7,35.3,5367,859,65,0.0,1740
2402,53,"250,000+",2.1,32.6,4720,1139,14,1.2,1741
7313,302,211435,2.5,32.1,15462,3957,182,2.1,1742
389,0,180833,0.0,25.0,582,97,49,0.0,1745
7975,419,154684,3.2,34.9,12977,4235,146,1.6,1746
3247,103,115216,4.2,27.9,4870,1729,186,1.9,1747
10273,227,204418,3.3,34.7,17335,3341,186,2.4,1748
10649,501,107202,4.7,28.4,15337,7063,461,3.1,1749
22962,1357,95047,9.2,29.4,28737,16762,1614,11.2,1752
5997,310,119549,7.4,31.1,9312,2826,47,7.9,1754
3596,47,129837,6.0,30.5,5044,1655,130,8.2,1756
16832,839,92951,8.3,35.8,18542,13695,2098,6.6,1757
20461,624,134644,5.6,31.5,31168,9661,490,3.8,1760
2210,148,247500,1.8,39.6,4097,754,25,0.6,1770
5311,244,196680,4.1,32.8,9026,1597,96,3.9,1772
2329,18,197292,5.2,29.4,4438,1613,52,8.5,1773
3685,158,177862,5.0,36.4,6363,1714,64,9.6,1775
8714,456,234634,2.6,35.7,16971,3917,184,2.0,1776
6932,249,219531,4.2,30.8,12017,3556,170,5.2,1778
23421,1861,107754,7.8,25.9,31274,14645,702,5.5,1801
14213,531,142421,5.6,28.0,21396,7235,766,4.4,1803
18655,998,167591,3.5,30.0,31296,7547,344,2.2,1810
18386,567,142564,4.1,27.1,26354,9360,473,3.0,1821
13964,815,141337,4.6,29.9,22088,7675,377,3.1,1824
17123,851,111451,6.6,29.5,25212,11226,839,5.4,1826
1984,113,202379,1.0,29.8,3044,686,8,0.0,1827
13493,1118,79784,14.8,27.6,16376,11905,994,17.7,1830
13729,813,81141,10.1,24.3,17414,10894,1088,9.6,1832
4312,68,153565,3.3,31.8,7641,1926,51,3.2,1833
3770,99,135521,4.2,34.0,6251,1648,20,5.1,1834
8619,311,108275,4.0,29.3,11587,4968,338,6.3,1835
2880,244,34630,27.9,18.2,2273,5255,279,25.0,1840
23183,2654,54525,19.2,23.4,16711,35240,3091,22.2,1841
15995,1095,72163,14.0,23.9,13607,15918,1451,17.6,1843
28033,1893,103292,8.2,28.3,37151,20577,1738,6.6,1844
16720,594,134319,7.7,31.9,26542,8305,702,6.9,1845
7470,638,67581,18.2,25.8,8509,9096,704,22.3,1850
17860,939,87962,16.6,28.0,19521,14215,1246,14.5,1851
19098,915,77058,13.3,27.8,21899,16830,1551,12.0,1852
14573,856,70397,17.6,27.6,17659,12291,1039,14.6,1854
3676,59,116477,8.3,30.3,5266,2604,146,18.5,1860
6170,332,131214,5.8,26.9,8566,3315,55,0.0,1862
5333,165,136284,3.4,29.0,8249,2689,122,1.2,1863
8611,374,150820,2.8,32.9,13446,3965,110,0.6,1864
13395,419,163407,2.7,30.6,22695,6372,518,0.6,1867
17063,724,126795,2.9,31.4,25742,9772,288,1.6,1876
6643,258,144167,4.8,24.6,9949,3465,308,6.5,1879
14915,709,130419,4.6,31.8,22866,7454,659,4.5,1880
13044,516,181523,2.4,32.0,21832,4920,478,1.8,1886
12853,684,161473,3.0,29.9,20395,5923,217,1.0,1887
11327,355,218176,3.9,30.8,20241,4504,373,2.7,1890
964,79,27561,40.6,30.9,665,1161,178,72.8,1901
24619,1578,66755,16.2,31.4,24704,29737,2467,15.0,1902
10863,405,100597,7.5,29.4,14468,7642,752,11.3,1904
14268,392,84341,11.6,32.6,15221,13413,1039,12.8,1905
15658,590,100819,6.4,29.1,21806,11136,591,5.1,1906
8137,464,127714,7.0,36.0,12298,4880,128,4.8,1907
1858,99,111004,6.8,32.9,2855,1140,36,6.6,1908
9674,397,100599,7.0,30.6,13348,5754,460,8.0,1913
22605,877,102347,10.1,29.8,32936,13500,1041,11.1,1915
4007,129,190526,2.2,34.5,7560,1943,39,2.5,1921
2359,19,179896,5.1,23.8,3190,1398,36,0.0,1922
15725,933,117072,4.8,28.0,22958,9134,379,4.0,1923
2210,24,151509,6.1,23.5,3141,757,94,12.2,1929
15382,1043,87898,10.6,26.0,19692,14012,663,14.3,1930
0,22,-,84.2,-,0,146,0,-,1937
7671,221,124405,6.5,28.3,11370,4428,213,6.5,1938
6615,236,171044,6.0,32.4,11673,3203,185,7.6,1940
2559,249,197875,2.8,30.7,4696,1640,105,0.0,1944
10709,204,164325,3.7,32.4,17579,5793,269,2.8,1945
5044,152,171458,3.3,31.5,7540,2345,122,2.0,1949
9437,586,144259,5.1,32.3,15785,5090,162,6.9,1950
1700,53,175779,5.0,26.0,2479,973,11,4.7,1951
5083,385,102521,4.9,28.5,6904,3642,276,0.0,1952
27812,1423,95173,6.5,27.3,39944,21763,1549,5.0,1960
573,0,"250,000+",2.2,31.7,689,185,0,-,1965
3269,329,93227,3.6,28.0,5518,3337,91,0.0,1966
3692,126,117177,1.4,29.4,5183,1800,33,0.0,1969
25772,1411,85189,13.7,29.6,31530,16821,1115,22.5,1970
3942,98,127137,6.1,34.3,6715,2279,75,7.9,1982
3344,22,176698,7.5,29.8,5553,1875,48,6.7,1983
2609,54,187652,3.9,28.4,4473,902,36,0.0,1984
2523,75,189048,2.2,33.3,3959,1269,46,1.7,1985
9306,674,120966,4.4,35.6,13799,5131,419,5.7,2019
12658,534,128341,4.4,36.4,20465,6943,508,7.7,2021
4067,146,187060,2.9,42.6,7662,1642,174,0.7,2025
14214,527,124375,4.6,30.2,20693,7195,426,3.5,2026
2940,262,"250,000+",2.0,37.1,5627,1098,0,1.0,2030
2528,156,180100,2.8,33.8,4604,930,17,0.0,2032
9644,671,108559,4.8,31.5,14970,5839,325,1.4,2035
18517,998,142788,5.5,34.3,28652,8376,444,6.8,2038
10884,285,181017,3.3,37.9,21309,6385,76,2.0,2043
6162,282,127112,5.3,33.4,8258,3824,119,2.9,2045
113,0,151000,0.0,N,142,26,0,-,2047
13448,444,131409,4.8,35.0,19458,7147,400,8.6,2048
14369,443,125436,7.5,36.3,22067,7714,637,6.9,2050
6639,262,214801,2.3,33.1,11440,2530,208,0.6,2052
7588,328,174357,3.1,31.7,11605,2949,111,0.6,2053
4636,183,149021,4.9,28.0,7476,2778,138,4.8,2054
4966,244,197379,2.1,38.8,9260,1876,40,2.0,2056
5723,140,182637,3.1,36.2,9883,2408,59,4.1,2061
17772,653,97110,8.2,31.2,23351,11303,659,10.9,2062
