civ_emp_16_plus,civ_unemp_16_plus,med_h_Y,perc_below_pov_line,mean_com_time_min,priv_HI,pub_HI,uninsured,hh_w_child_pov_perc,zip
6805,2374,17611,54.1,26.9,7572,17369,836,63.7,766
8083,2592,15666,52.3,29.5,9502,26591,1705,58.0,767
11469,1497,18390,48.9,24.8,13392,25994,2078,55.2,769
9985,2925,18827,49.3,29.3,12839,25227,2050,53.6,771
6105,2389,16734,53.6,37.0,6332,13949,2153,58.5,772
5626,2241,18170,45.8,31.7,7052,12044,1423,52.9,773
658,22,18547,45.6,9.6,460,1044,158,44.8,775
11760,3653,19229,47.1,35.1,15118,24053,2758,50.8,777
17525,2702,29317,34.1,36.2,23989,21786,2853,32.2,778
4513,826,22090,36.7,26.6,6098,6733,740,41.1,780
4235,1152,12757,60.4,36.9,4480,14023,991,69.3,782
7739,2363,14863,56.9,36.1,10187,24567,1266,62.5,783
9637,2017,16141,52.6,23.2,11910,28655,2190,60.7,784
46,0,17039,19.1,N,115,153,20,0.0,786
14320,2077,19175,45.0,26.9,19266,31884,2376,53.9,791
6306,458,14238,61.5,29.4,8149,22211,907,68.9,794
14127,2899,18863,50.7,27.5,17789,28298,2157,56.3,795
2113,196,16870,48.8,17.3,2629,2756,622,57.2,901
51,0,34625,8.2,15.0,33,6,34,-,906
7592,838,29758,30.1,19.6,9499,7467,2240,42.8,907
2004,526,15540,54.0,22.2,1927,3472,559,68.4,909
3331,434,30877,27.5,21.2,4126,3273,854,27.1,911
2450,608,18473,46.4,23.6,2750,2706,1010,66.9,912
1599,1041,6478,76.0,25.6,1613,6240,598,83.8,913
9492,3714,13332,61.3,26.8,6412,18847,5258,77.2,915
6538,1541,14371,54.0,23.8,6492,11095,2672,70.0,917
6156,953,22405,40.8,22.7,8494,8475,1253,58.4,918
6922,1005,25000,35.3,22.5,8516,8936,2447,45.1,920
12584,2108,18272,46.4,24.9,15768,19591,4833,64.2,921
7998,2509,14773,55.2,27.4,9455,15644,3304,65.8,923
17249,4238,18543,48.0,29.6,23334,30713,5716,59.8,924
2725,711,10332,63.2,30.9,2814,2939,1492,59.3,925
41346,4265,32636,29.4,29.2,64546,43073,5934,37.1,926
5495,723,30507,28.4,21.7,10100,5578,842,31.7,927
36,0,65938,0.0,N,56,16,0,0.0,934
0,0,-,-,-,0,0,0,-,936
27968,6359,24400,37.3,36.1,37675,40714,6419,42.7,949
0,0,-,-,-,0,0,0,-,950
8,0,-,100.0,N,0,15,0,-,951
3117,806,17697,43.6,29.0,3134,6460,475,52.7,952
26306,4951,30278,31.3,41.3,40029,30878,5293,31.1,953
25632,5949,22411,39.1,36.9,35295,39081,5524,45.3,956
13753,2851,23353,38.4,38.9,20923,23106,3043,49.5,957
19171,2713,27478,30.3,33.7,27517,21922,3076,36.8,959
0,0,-,63.0,-,0,22,5,-,960
10932,1794,29180,30.5,32.3,16958,13467,1920,37.9,961
5747,2886,16035,54.8,28.1,7061,13384,1543,67.3,962
2727,911,16333,50.3,27.0,2561,5518,754,61.2,965
6725,653,50772,18.6,24.3,11611,5402,809,28.8,966
1551,107,46206,9.6,20.5,2616,1464,112,7.3,968
18496,1509,52970,16.2,27.2,31475,12847,2486,17.5,969
10845,2512,21854,38.5,27.2,12755,14454,2999,44.3,971
23761,2023,29368,30.2,35.0,33060,28402,4265,32.8,976
7266,577,36592,18.5,28.4,10250,5729,1189,23.6,979
5378,918,25557,34.4,31.4,7558,7665,1352,45.3,982
14608,2585,26695,31.2,30.9,19372,20429,3954,42.2,983
11663,2496,22995,34.4,31.3,16607,17808,3260,46.6,985
23729,4011,31698,28.0,36.2,33723,26749,4690,32.6,987
8943,641,60161,7.4,21.0,12494,6538,718,7.1,1001
14977,1299,50540,32.9,19.7,24757,6534,1147,14.7,1002
4425,950,(X),38.6,12.8,10443,649,296,0.0,1003
2709,226,68786,5.3,35.7,4241,1605,42,2.6,1005
7876,491,76881,9.2,27.5,12186,4465,116,8.5,1007
668,54,70417,3.8,35.2,1018,333,19,9.8,1008
200,63,40833,34.5,31.7,221,252,22,21.4,1009
2201,110,87961,3.2,35.3,3147,1246,58,0.0,1010
822,76,68000,7.6,35.8,1036,510,109,9.8,1011
297,34,57019,10.9,30.7,424,128,45,18.2,1012
10197,1313,40774,17.0,18.6,12725,11248,806,24.9,1013
15425,1433,55665,9.9,20.9,21092,13722,1073,12.4,1020
1227,221,51500,22.3,21.7,2119,1027,74,0.0,1022
497,32,50625,5.6,34.4,747,385,65,2.9,1026
10019,762,58324,8.6,23.1,13471,6469,629,5.4,1027
8171,515,81655,5.6,23.7,12896,4832,210,8.9,1028
321,51,44545,14.9,41.3,427,370,30,18.2,1029
5780,290,63026,10.1,23.0,9049,3508,368,12.5,1030
560,100,39750,25.2,33.7,858,696,41,29.5,1031
383,16,65625,3.9,33.9,527,156,11,0.0,1032
3500,126,87222,4.2,27.6,5206,1791,183,2.6,1033
1171,94,81688,10.0,34.5,1708,690,54,13.1,1034
3087,45,65625,6.8,19.9,4040,1787,135,7.9,1035
2739,212,81018,5.2,28.5,4324,1526,65,4.7,1036
301,50,89118,10.8,29.3,446,268,25,0.0,1037
1692,41,66607,6.0,20.0,2370,876,86,4.9,1038
723,57,71167,6.8,22.4,931,450,34,12.3,1039
16296,2483,36608,28.8,20.1,18448,22851,1529,38.4,1040
1292,52,62446,9.3,33.0,1870,1023,44,9.5,1050
651,56,59948,20.4,20.1,1006,712,42,22.3,1053
1074,46,83333,7.7,26.0,1616,746,11,9.4,1054
10199,789,63548,4.9,23.7,15884,7512,594,5.3,1056
4726,469,68156,8.8,31.2,6875,2683,425,6.9,1057
8736,630,51651,19.0,19.8,11223,4667,450,11.3,1060
5528,628,67939,14.3,23.8,8285,3677,222,17.5,1062
364,25,-,-,8.6,537,23,17,-,1063
0,0,-,0.0,-,0,10,0,-,1066
966,72,80313,5.7,34.9,1477,461,103,6.4,1068
4338,419,54141,6.3,28.9,6702,3368,328,7.7,1069
329,21,55938,9.9,33.3,367,281,16,15.8,1070
736,56,73611,2.5,32.5,1078,349,102,2.8,1071
830,53,69250,9.9,28.7,1181,418,40,6.5,1072
3496,157,79858,5.4,26.2,4807,2033,139,4.7,1073
146,0,58713,0.0,N,163,50,34,0.0,1074
9334,650,60248,9.9,21.2,14264,5251,689,8.4,1075
4955,268,80444,5.4,26.0,7384,3068,334,9.3,1077
292,37,42845,14.5,28.7,455,234,10,10.3,1079
907,107,42946,27.4,27.0,1539,1037,103,43.3,1080
785,68,50393,5.9,35.8,1163,717,81,9.0,1081
5147,441,49500,14.7,29.2,7101,4340,549,18.3,1082
1351,112,41600,8.8,34.2,1857,1254,131,9.1,1083
79,3,49444,6.5,29.5,75,109,0,0.0,1084
21055,2051,61546,9.4,22.8,30098,15259,1432,10.7,1085
162,0,-,-,9.6,676,8,9,-,1086
242,0,61750,14.8,29.9,393,227,25,0.0,1088
13886,1653,54585,10.9,20.7,19161,12122,885,10.6,1089
613,51,56111,22.8,26.8,864,474,1,47.3,1092
198,13,82125,5.2,21.2,269,87,3,0.0,1093
113,11,17708,5.1,35.6,232,134,0,0.0,1094
7466,383,90307,4.1,25.7,12223,3920,285,1.0,1095
1363,75,70980,7.8,30.2,1982,823,50,7.6,1096
31,0,-,0.0,N,11,20,0,-,1097
643,18,72917,6.5,37.5,797,465,52,5.7,1098
903,192,15558,56.5,17.3,679,1956,76,83.7,1103
9353,1495,28858,29.4,21.0,10052,14215,1638,36.2,1104
3279,827,16845,55.2,19.3,2325,9469,830,62.5,1105
7843,441,109804,4.5,20.3,14335,3799,126,5.3,1106
3357,971,22288,45.1,20.5,3009,8329,774,55.7,1107
10868,1532,35119,30.7,22.6,11555,16794,1765,38.9,1108
10445,1672,33797,32.1,21.8,13227,17806,1992,40.3,1109
7149,544,59232,12.4,22.5,9495,6583,287,18.5,1118
5648,809,47702,16.6,21.2,8722,6225,395,21.8,1119
1427,122,69145,2.0,25.3,1867,958,64,3.6,1128
3767,415,60992,13.1,23.6,5161,3304,135,17.6,1129
3777,611,33419,32.5,20.2,3814,5805,352,46.9,1151
0,0,-,-,-,0,0,0,-,1199
21552,2585,44509,16.8,18.1,28548,22157,1189,24.8,1201
4270,355,46210,9.7,20.6,5966,3555,202,11.5,1220
536,12,78208,4.3,23.3,558,345,22,0.0,1222
1270,121,66012,7.1,31.7,1715,878,96,8.8,1223
83,16,36384,16.7,N,98,40,0,0.0,1224
1521,145,55750,5.5,24.0,2362,1357,55,4.6,1225
3445,340,47324,14.5,18.9,5347,2883,199,18.5,1226
54,0,29886,5.3,N,100,46,0,0.0,1229
4146,317,56933,9.0,18.6,5574,2862,541,17.4,1230
1557,133,63182,6.9,26.6,2377,827,78,9.6,1235
746,98,70135,1.2,22.8,1074,622,99,0.0,1236
1471,196,73659,4.0,20.7,2241,906,41,0.5,1237
3058,179,59921,10.7,17.0,4369,2176,186,7.0,1238
1585,320,49149,13.9,21.3,3435,2040,200,21.6,1240
234,0,54120,0.8,16.2,212,246,0,0.0,1242
249,3,73750,5.1,33.4,291,134,21,6.5,1243
73,0,(X),17.4,53.7,78,40,9,0.0,1244
503,38,54297,10.8,22.5,714,409,28,15.9,1245
7202,749,40465,17.0,21.7,10094,7599,574,23.1,1247
348,8,68846,5.1,35.5,600,301,0,5.0,1253
473,25,86944,6.2,24.0,803,396,22,5.7,1254
425,40,58906,5.3,42.8,623,303,18,0.0,1255
394,32,53036,8.1,33.1,624,259,25,19.1,1256
1128,71,47167,15.4,20.0,1454,1177,43,27.6,1257
199,1,66198,2.7,36.2,257,203,1,0.0,1258
330,25,63750,6.0,30.3,425,207,42,7.1,1259
257,25,74844,2.7,18.1,232,198,91,0.0,1260
691,23,41400,15.6,23.0,823,624,21,9.7,1262
64,10,76250,16.9,23.0,96,108,6,0.0,1264
779,20,79188,5.7,30.5,1167,593,60,0.0,1266
3464,186,73112,10.3,14.6,6732,1903,79,10.8,1267
392,29,71250,5.4,34.2,646,216,40,8.3,1270
9059,626,49778,14.1,21.5,11834,7481,695,16.3,1301
906,28,75417,7.2,34.4,1138,537,45,9.8,1330
5974,820,51849,15.2,30.0,8697,5705,569,17.1,1331
1426,89,62965,6.4,25.4,1959,1045,87,7.3,1337
127,21,71375,2.6,34.2,159,84,6,0.0,1338
652,78,54938,10.9,39.8,982,656,38,11.2,1339
947,93,50250,8.9,29.6,1156,753,90,12.1,1340
983,37,77778,3.7,26.3,1428,459,61,3.6,1341
881,0,101598,8.2,13.4,1376,395,58,0.0,1342
25,0,82344,0.0,N,41,18,0,-,1343
795,86,58125,9.9,25.8,1251,561,29,13.1,1344
248,12,56250,11.6,32.2,382,195,11,25.0,1346
96,0,38696,11.9,17.2,106,61,7,0.0,1347
565,83,61957,4.6,19.9,877,448,9,16.7,1349
51,4,33750,3.8,29.1,73,44,0,0.0,1350
1105,97,73051,10.7,21.8,1835,903,45,14.0,1351
1035,47,73750,10.3,18.7,1362,484,54,5.0,1354
495,32,65682,8.5,30.4,772,307,25,2.0,1355
1652,97,63491,4.3,27.0,2439,945,116,2.5,1360
3319,487,39273,13.9,23.3,5021,3907,233,12.6,1364
599,52,63625,2.4,37.6,975,372,27,2.7,1366
315,5,52875,19.0,32.4,439,333,16,18.8,1367
651,83,57841,14.0,34.5,910,562,63,18.2,1368
2143,122,55076,8.2,25.1,2857,1649,115,8.8,1370
2466,147,67561,6.5,22.5,3598,1471,69,5.5,1373
2400,58,47688,21.2,19.4,2958,956,90,4.4,1375
2361,278,41864,20.0,19.3,3233,2536,377,30.0,1376
388,16,55625,8.9,36.3,584,258,17,21.7,1378
441,18,44750,17.4,34.3,522,442,22,18.2,1379
18368,2646,48724,19.4,25.8,25216,17616,1800,25.1,1420
3380,226,87615,7.4,35.3,5259,1611,188,3.9,1430
1696,132,82019,8.0,33.1,2499,1000,100,7.5,1431
4087,469,72048,11.9,34.8,6010,2173,181,24.2,1432
288,28,77014,11.2,20.9,498,146,26,0.0,1434
1817,192,66113,9.1,32.0,3033,1145,130,13.0,1436
107,67,61996,34.4,31.1,487,210,1,72.3,1438
8602,968,43818,19.1,25.2,11639,10138,490,26.8,1440
5559,356,116642,3.2,34.3,10174,2040,114,1.7,1450
2289,223,126667,7.7,35.3,4285,1013,22,8.1,1451
2341,154,81757,5.8,35.9,3913,976,104,6.2,1452
20852,2111,58946,13.1,27.1,27876,16154,2027,15.8,1453
4890,312,111680,4.3,31.1,8040,1883,107,4.4,1460
5976,299,80572,9.2,32.6,9174,3272,293,15.0,1462
6148,444,80524,5.6,35.4,9910,2824,447,4.1,1463
2702,212,67896,12.3,31.4,4468,1628,201,21.1,1464
165,22,183750,14.0,36.1,437,41,0,0.0,1467
2186,215,62292,8.0,35.0,3000,1230,172,0.0,1468
3958,216,79315,4.3,34.8,6180,1744,163,1.1,1469
4279,170,88902,3.4,28.6,6781,1387,66,2.4,1473
1088,61,96349,1.7,33.0,1520,353,240,0.0,1474
5377,334,59661,8.6,33.8,8022,4065,158,10.2,1475
8279,538,73070,4.1,27.0,13271,4975,439,1.9,1501
1703,62,88816,2.7,26.1,2509,807,77,5.6,1503
5091,408,73679,5.7,29.9,7243,2406,309,5.1,1504
2455,110,102905,3.3,29.9,4064,827,42,0.0,1505
1654,105,63920,8.9,36.5,2599,1067,137,8.5,1506
7005,682,87294,4.7,31.4,11152,3029,189,5.9,1507
7331,563,62805,9.1,26.2,9925,4893,654,9.9,1510
1261,100,72375,5.9,36.3,1788,648,32,5.5,1515
4720,330,84985,3.3,35.5,7816,1610,120,2.9,1516
1346,74,54222,9.1,31.8,2339,974,65,3.8,1518
3487,112,108879,4.7,35.3,5443,1323,82,3.3,1519
7954,459,97650,3.6,27.4,12794,3798,199,2.2,1520
1431,139,75000,7.4,32.1,1906,749,124,4.8,1521
1730,128,101227,0.8,27.0,2891,597,6,0.0,1522
3672,244,98918,9.3,29.4,5428,1773,220,16.0,1523
3616,238,62736,7.0,30.7,5621,1935,141,3.5,1524
87,31,(X),0.0,31.1,124,14,0,0.0,1525
7179,437,71151,7.1,26.7,11283,3688,353,9.1,1527
1681,111,81438,8.6,30.2,2491,958,128,9.2,1529
575,48,80000,5.0,42.0,910,314,28,2.2,1531
7858,371,107797,3.1,29.3,12851,3558,217,3.1,1532
3497,247,96016,5.6,27.4,5069,1597,154,4.1,1534
2511,170,68232,5.8,34.0,3881,1429,135,9.2,1535
3996,287,83917,8.1,32.1,6214,2010,344,4.8,1536
1014,75,72258,16.0,33.9,1829,1116,1,26.4,1537
6029,264,65366,8.8,26.9,8276,3894,303,11.2,1540
1803,117,114167,7.5,36.3,2999,771,64,4.4,1541
1175,65,84271,1.9,27.1,1921,597,0,4.2,1542
4516,286,94028,2.4,36.4,7564,1709,43,1.2,1543
18647,1109,94273,4.7,27.9,31463,7980,912,4.4,1545
7858,865,43870,16.9,23.6,9247,8306,777,23.0,1550
2180,181,71797,8.0,36.0,3708,1057,149,5.8,1560
108,15,63643,10.6,N,113,81,0,0.0,1561
6137,419,62901,11.4,32.6,8912,3975,530,13.4,1562
3965,238,87039,4.9,30.7,6081,2343,158,5.9,1564
3298,154,94167,2.3,28.9,5575,1589,80,0.0,1566
4080,297,111222,5.0,32.9,6393,1487,127,3.7,1568
7449,825,90313,6.7,30.9,11606,3380,374,5.8,1569
7979,974,48057,15.5,27.0,10689,7401,622,24.3,1570
5955,578,66339,9.9,27.9,9457,3176,260,14.9,1571
9782,506,101467,4.3,30.7,16040,3451,488,3.8,1581
2866,177,68648,8.5,25.2,4616,1692,137,7.2,1583
2392,212,61029,7.3,30.2,3323,1648,208,8.1,1585
5056,315,65926,9.2,31.1,7567,2924,425,9.8,1588
4903,145,108547,3.7,29.8,8016,2042,33,3.0,1590
12337,875,59770,13.6,24.2,17976,8214,741,12.9,1602
9162,1174,43329,21.8,24.8,11198,9732,820,27.7,1603
16615,1733,48212,20.4,23.8,21627,16315,1415,27.7,1604
12043,1375,36429,27.1,21.6,14212,14793,1222,38.8,1605
9879,898,63646,10.1,24.5,13971,6520,674,10.0,1606
4406,510,45170,16.4,26.2,6084,3592,419,21.5,1607
1062,239,22789,47.7,21.3,1262,2086,185,59.2,1608
9197,892,43729,25.7,22.9,14694,7409,638,25.6,1609
9628,1568,31019,36.6,23.3,10999,12665,1616,35.9,1610
1478,85,83802,4.1,22.6,1724,1098,13,0.0,1611
2684,75,92500,3.1,27.9,4487,962,79,2.6,1612
17288,911,91430,5.6,30.2,25551,9203,1425,7.0,1701
21041,1519,51985,16.7,27.1,23002,14564,3490,19.1,1702
237,18,135982,0.0,39.5,400,80,0,0.0,1718
2856,220,102699,4.7,31.1,4663,848,156,4.7,1719
11798,615,124836,3.2,35.7,20091,4200,401,1.0,1720
9614,481,102911,3.9,31.4,14920,3451,327,3.6,1721
6702,400,113729,3.7,27.2,11862,3366,166,1.9,1730
331,40,81667,5.6,19.3,1554,79,0,5.8,1731
2813,116,147446,1.8,34.4,4559,844,126,1.1,1740
2480,142,166111,2.4,35.0,4617,1041,53,2.8,1741
7933,309,133880,5.6,33.2,15606,3932,352,5.9,1742
171,38,118125,0.0,27.6,303,162,0,0.0,1745
7132,464,108869,3.9,33.8,12728,2814,188,5.5,1746
3045,159,95268,2.3,35.6,5231,1171,43,1.3,1747
7774,456,138551,2.3,37.9,14583,2078,315,1.3,1748
10334,528,75985,6.0,27.9,15574,5891,765,6.0,1749
22540,1265,71790,7.3,28.4,27534,13569,1905,8.2,1752
5879,329,88333,9.0,29.4,8778,2618,308,7.5,1754
3161,279,108942,1.7,32.4,5413,1057,110,2.3,1756
15024,949,70162,11.1,29.3,20824,9674,1385,13.8,1757
19220,794,100922,4.0,31.3,30859,6997,402,1.6,1760
2028,74,155956,1.3,34.1,3901,753,69,1.4,1770
4819,229,145179,3.7,31.0,8615,1711,125,3.3,1772
2529,54,153438,3.6,31.3,4565,1285,235,0.0,1773
3524,158,137551,4.5,33.5,6095,1577,77,2.5,1775
8732,418,165745,1.6,33.8,16863,3007,24,1.5,1776
6500,272,143616,4.5,31.5,12520,2951,49,3.3,1778
22008,1538,80266,7.4,24.6,30768,12059,1258,8.6,1801
13343,861,94518,5.2,28.5,21515,7169,762,6.7,1803
17083,951,129082,4.6,31.0,30881,6425,591,3.6,1810
17418,1138,93307,5.8,28.5,26197,8818,790,5.4,1821
13620,688,105010,3.2,29.5,22752,6162,496,2.1,1824
16265,1033,78133,4.6,30.0,24213,9797,698,3.2,1826
1751,70,118523,2.2,32.1,3060,579,67,1.4,1827
13033,1318,56074,16.1,29.0,16849,11086,1208,22.7,1830
10943,1153,58850,10.6,29.6,15420,8855,848,13.2,1832
4623,173,107683,2.7,33.2,7523,1812,88,1.0,1833
3503,160,95208,2.6,31.4,5689,1824,156,3.8,1834
7368,548,72568,7.2,30.0,11233,3138,316,8.8,1835
1812,323,18291,37.9,26.1,1660,3494,316,36.1,1840
20349,3351,32928,29.8,22.5,15537,30235,4233,34.9,1841
11428,1377,43301,23.9,23.3,10898,15077,1667,31.0,1843
25432,2168,71392,9.8,27.1,35465,16841,1746,11.4,1844
15114,1028,100286,5.2,31.2,25347,6191,900,6.0,1845
7784,953,48979,18.8,24.1,9088,6941,1165,23.1,1850
14491,1906,50108,18.6,25.0,16819,13492,1973,18.9,1851
16444,2125,48420,18.9,25.5,19615,15216,2163,24.4,1852
13523,1543,41640,23.0,26.5,17928,11718,1790,22.5,1854
3466,382,73986,6.2,36.0,5590,1932,142,8.6,1860
5808,410,103219,3.9,29.3,8242,2316,230,4.0,1862
4642,291,75687,3.9,30.0,7900,2605,102,1.3,1863
8238,487,123103,3.3,35.5,14039,3236,186,1.3,1864
13038,629,108282,2.9,30.2,22272,4771,355,1.8,1867
16137,918,90477,4.9,29.9,25073,7492,738,4.9,1876
7027,524,106290,4.6,29.1,10440,2231,283,7.8,1879
14326,833,86210,4.7,29.2,22182,6037,611,1.3,1880
11852,479,121591,3.0,29.6,21534,3640,334,2.4,1886
12561,892,100862,3.0,30.0,19529,5689,405,5.0,1887
10527,517,143017,3.4,30.1,20283,4166,184,2.2,1890
537,109,21605,32.1,39.8,370,1016,48,23.7,1901
21442,2544,38045,24.0,31.6,19453,27641,3322,28.3,1902
9963,638,84932,5.3,27.1,13818,5511,385,6.3,1904
11988,1090,50903,22.8,30.2,12925,13133,1820,27.5,1905
14732,1284,77371,6.6,28.8,21649,9385,980,6.2,1906
7463,377,98475,5.4,32.6,11755,4063,263,6.6,1907
1872,90,65284,4.9,36.7,2783,996,78,2.0,1908
9558,584,76558,5.2,30.7,13398,5346,522,4.5,1913
21750,1561,72837,8.0,27.1,32418,12188,1209,8.2,1915
4135,314,140268,2.7,36.3,7076,2078,129,6.4,1921
1626,75,87412,3.5,26.5,2429,598,112,0.0,1922
14038,1114,77949,4.4,26.8,22263,7970,562,4.3,1923
1961,106,92396,6.5,26.7,2975,911,153,7.0,1929
14811,1480,61505,9.3,26.0,21516,11985,897,11.0,1930
0,7,-,62.7,-,0,134,0,-,1937
7247,538,76458,6.9,29.7,11217,4286,398,4.9,1938
6847,482,111911,2.0,32.5,11343,3332,161,1.8,1940
2348,262,95243,7.0,35.4,4410,1626,156,2.4,1944
10108,474,102993,4.9,30.7,17647,5582,197,3.1,1945
4063,248,108622,5.2,28.4,6250,2268,245,4.6,1949
9214,674,85556,7.4,32.8,14753,4713,406,8.1,1950
1940,117,91304,4.3,35.6,3597,994,92,6.0,1951
4473,342,69500,9.6,31.5,6109,3211,640,9.0,1952
26792,1615,60469,9.0,26.7,38374,19644,1430,10.5,1960
3536,255,64839,5.6,29.9,5894,2426,205,3.8,1966
3176,170,86820,5.0,36.5,5425,1254,143,2.5,1969
22539,1889,60583,14.5,29.1,28831,16479,1748,19.0,1970
3836,180,109500,7.4,30.4,6947,1981,138,9.6,1982
3233,123,114565,5.3,31.4,5654,1510,94,5.2,1983
2431,172,109250,2.7,27.5,4619,1009,133,2.7,1984
2234,115,131167,7.2,35.4,3954,1058,14,9.6,1985
9642,841,88460,3.0,32.5,14141,4003,521,2.5,2019
11257,1057,95045,6.4,35.3,18905,5855,215,6.8,2021
4050,219,113843,5.1,35.0,7435,1686,191,7.3,2025
12766,741,83438,4.8,29.6,19454,7713,634,4.3,2026
2658,157,185542,0.6,33.4,5304,1193,93,0.0,2030
2260,196,92500,5.7,30.6,3504,965,36,7.2,2032
9032,602,88766,5.0,30.9,14441,4564,483,3.7,2035
17046,1194,108272,3.3,35.0,29104,6494,585,3.6,2038
10263,488,116187,4.8,33.9,20567,5384,217,5.7,2043
5600,468,74391,4.8,36.7,8018,3723,439,6.3,2045
16,17,31302,0.0,N,118,151,0,0.0,2047
12592,1014,93019,3.0,35.3,21057,4499,462,2.1,2048
13696,790,82986,7.0,36.0,21253,7207,552,6.7,2050
5992,290,138036,3.7,35.0,11522,1852,51,4.2,2052
7457,448,110241,3.1,36.5,11612,2174,193,2.5,2053
4091,218,92042,6.8,32.2,6958,1671,242,8.3,2054
4985,154,141278,4.0,37.7,9000,1441,131,4.6,2056
5002,361,111628,3.2,38.7,9423,2134,279,2.2,2061
