civ_emp_16_plus,civ_unemp_16_plus,med_h_Y,perc_below_pov_line,mean_com_time_min,priv_HI,pub_HI,uninsured,hh_w_child_pov_perc,zip
5652,1630,22585,45.3,30.6,5632,11749,1417,51.4,773
574,19,25483,23.5,12.2,548,573,160,16.5,775
13231,2205,26052,37.6,30.7,15345,22630,3245,44.5,777
16663,2883,39484,32.0,35.1,18891,20699,3170,36.8,778
4653,615,26075,39.8,25.1,6610,6586,1066,42.7,780
5613,898,16221,53.3,31.2,5269,14151,727,61.0,782
10262,1821,21701,45.8,36.6,11317,22894,2237,52.5,783
9283,690,19199,48.1,26.2,9684,23761,1574,63.9,784
46,0,-,56.5,N,67,87,0,-,786
14080,1169,26002,36.5,27.7,19121,29098,2179,47.5,791
8594,1496,21278,49.8,31.8,8130,21021,917,63.8,794
12776,3125,22579,45.2,25.5,15611,26637,2377,50.4,795
2682,420,27926,32.1,22.4,3918,3486,568,35.3,901
98,0,-,0.0,25.7,131,0,0,0.0,906
7665,645,40293,26.2,21.2,10738,6855,1241,36.9,907
2069,336,25778,43.8,23.6,1935,3249,570,66.2,909
3381,430,38125,27.4,23.9,4484,2323,1027,22.1,911
2830,347,27026,34.2,20.9,2955,2725,839,54.9,912
1514,850,6449,75.3,25.6,1977,5038,422,89.0,913
7702,2489,12963,65.6,26.4,5802,17052,3995,76.5,915
5891,1769,17086,50.7,25.6,6981,10821,2070,69.2,917
6802,962,35000,28.8,22.4,9394,7338,708,31.9,918
7566,756,28562,36.2,21.8,8350,8473,2370,48.6,920
11921,2614,21419,47.0,22.4,13700,19264,2688,69.6,921
8387,2561,18389,49.5,26.5,8962,15082,2640,63.5,923
15839,3884,21046,46.9,27.7,18007,28986,4490,62.3,924
2620,387,13016,60.0,29.4,1883,2859,1119,82.5,925
38262,4650,38432,26.2,27.9,56378,42694,5558,35.7,926
5958,576,40213,21.3,22.1,9307,5966,625,37.6,927
18,34,-,0.0,N,84,0,34,0.0,934
27314,3215,31500,33.4,32.7,32385,35831,3885,42.5,949
0,0,-,-,-,0,0,0,-,950
106,5,21354,52.3,N,142,189,2,61.1,951
2853,491,19392,44.5,28.0,2140,5637,888,55.2,952
26233,2547,32957,31.8,40.4,33499,30815,3891,38.8,953
23768,2391,27243,37.8,31.5,27322,37970,4626,48.9,956
14582,1316,28240,35.5,32.6,17411,23252,3265,46.1,957
18598,1822,31603,33.9,29.5,22957,25068,3188,50.7,959
1,1,-,60.9,-,1,62,1,-,960
10891,1767,34141,28.7,25.4,14851,14680,2223,32.7,961
5701,1123,18478,51.9,29.2,5999,12757,1650,65.5,962
1362,249,15872,57.7,25.0,1131,3893,384,65.3,965
6417,743,51732,19.5,25.5,11264,6701,630,28.5,966
1518,17,55132,9.5,23.5,2621,1501,191,0.0,968
18191,1546,55929,19.3,26.6,27896,16375,1827,29.3,969
11201,1134,31484,33.6,24.7,12292,14026,1813,41.0,971
24848,2078,35661,30.7,32.2,33175,29680,3843,41.5,976
7702,918,34705,21.8,26.6,9522,7820,1855,30.5,979
4412,1117,24244,41.6,26.8,5955,7931,1211,56.0,982
12191,2039,30595,33.4,28.3,15106,16510,2735,47.9,983
11647,2032,33270,29.2,30.6,14428,18042,2468,35.1,985
22612,2865,36396,30.3,32.3,28911,24322,3503,40.1,987
7922,474,73398,7.1,21.0,11753,6400,591,6.8,1001
11864,793,74265,22.2,20.7,19664,6601,397,6.5,1002
3358,757,-,6.5,12.1,10864,1315,372,-,1003
2698,86,97409,8.9,36.8,3798,1756,23,16.4,1005
8504,182,99500,8.3,29.2,12895,4655,125,6.1,1007
646,3,93405,3.3,36.6,932,479,48,6.1,1008
314,21,68510,15.2,25.0,501,180,0,28.8,1009
1806,56,88438,6.1,33.9,2728,1358,141,2.0,1010
624,14,80640,9.2,35.0,787,626,102,11.2,1011
252,0,73906,9.3,32.7,303,198,21,22.4,1012
11110,832,62000,17.7,20.7,14240,11024,641,18.9,1013
14764,834,67617,13.5,20.7,20227,14893,946,19.0,1020
757,70,52207,19.2,16.3,1286,991,73,0.0,1022
525,3,83875,6.8,33.1,749,506,14,13.5,1026
8903,508,69337,8.7,23.2,13909,6981,597,4.1,1027
7925,262,100610,3.6,23.0,13287,5618,169,2.7,1028
282,7,93125,2.7,33.9,389,215,0,0.0,1029
6797,335,87324,5.7,22.6,9673,3975,706,1.7,1030
813,7,51250,20.0,29.4,1309,680,13,30.0,1031
291,0,88077,9.9,26.8,420,163,3,0.0,1032
3753,123,102248,5.0,22.8,4820,1872,224,8.2,1033
1077,67,104583,6.3,35.5,1648,665,102,5.6,1034
2726,103,112450,4.5,21.7,4219,1755,91,0.0,1035
2506,187,110320,2.3,27.4,4250,1846,78,0.0,1036
220,0,78047,1.6,34.2,443,213,1,0.0,1037
1421,51,103125,6.5,23.9,2098,852,0,0.0,1038
1070,65,109167,3.9,24.8,1306,688,10,4.6,1039
15479,1135,49007,26.0,20.5,16745,23149,1322,32.8,1040
1471,44,84333,11.9,31.6,2084,1124,23,12.2,1050
647,86,60875,11.0,20.3,1088,948,0,0.0,1053
942,66,105833,9.3,29.6,1135,935,78,8.7,1054
10506,442,76395,9.7,22.8,15681,7611,436,5.9,1056
4109,345,85614,10.5,32.7,5939,3386,210,7.6,1057
8156,502,79604,11.9,21.7,10846,5785,295,8.3,1060
4632,162,87409,10.4,22.5,7206,3502,166,7.3,1062
856,96,-,0.0,9.7,2005,132,36,-,1063
13,0,20202,61.9,N,52,114,0,0.0,1066
782,27,93906,5.3,39.2,1234,636,47,0.0,1068
4182,159,71439,7.6,34.8,6164,3514,147,6.6,1069
274,5,60313,15.3,36.6,354,353,5,21.3,1070
678,11,105417,3.8,26.9,1057,333,59,11.0,1071
716,67,99000,4.3,32.7,1051,671,14,4.5,1072
3376,63,114531,1.8,22.0,5026,1950,174,3.7,1073
214,69,88190,47.7,N,274,467,0,100.0,1074
8870,353,92740,8.2,22.7,14317,5924,298,12.5,1075
4952,162,106779,4.2,26.9,7662,3350,122,5.1,1077
288,27,-,23.4,N,400,255,33,0.0,1079
1427,94,89335,4.6,29.1,2003,1104,62,0.8,1080
981,25,88636,4.5,31.7,1395,518,68,3.9,1081
5029,446,66607,10.8,31.2,7309,4869,192,12.1,1082
1280,168,87511,12.1,35.3,1819,764,41,8.4,1083
49,0,86538,9.7,34.7,65,54,6,0.0,1084
19679,899,78901,8.7,25.0,29097,17811,887,9.2,1085
466,42,51591,11.4,21.9,657,305,7,0.0,1088
15096,933,67297,10.5,18.7,19784,11840,1128,11.7,1089
736,159,69048,7.2,39.0,959,612,41,0.0,1092
93,3,130781,0.0,20.8,142,53,0,0.0,1093
15,0,87188,0.0,N,35,23,0,0.0,1094
7712,90,126689,3.8,26.6,12461,4408,328,0.7,1095
1544,34,106250,4.4,27.5,2087,821,62,0.0,1096
12,0,-,0.0,N,36,9,0,0.0,1097
529,15,91181,2.9,38.5,708,436,32,0.0,1098
1063,67,21288,44.5,16.8,1081,1147,48,32.4,1103
9659,1119,47413,20.3,18.0,9932,14063,468,14.4,1104
3601,565,23948,48.7,24.7,2065,10136,649,55.6,1105
6994,476,137597,3.8,23.4,13710,4866,219,5.6,1106
4067,766,30825,41.0,18.8,4124,8799,285,39.5,1107
11736,1130,48465,28.6,21.2,12450,15618,1437,26.3,1108
11217,1272,42928,24.7,21.6,12888,19967,1083,27.4,1109
7486,418,78354,14.9,19.1,10016,6358,444,22.7,1118
5903,185,54326,18.1,22.0,7965,7811,427,20.3,1119
1496,83,77050,7.1,23.3,2527,916,40,3.8,1128
3225,181,80352,11.8,23.6,4302,3185,150,21.6,1129
0,0,-,-,-,0,0,0,-,1144
3881,278,51410,17.6,25.0,4216,5811,493,20.2,1151
22787,1687,67262,13.7,18.0,28545,22247,1131,18.1,1201
3815,259,54677,13.8,25.5,5784,3996,189,28.6,1220
307,37,78077,6.9,27.6,470,317,22,8.8,1222
1316,38,79226,8.4,30.6,1909,978,184,1.6,1223
102,0,-,0.0,23.7,90,34,0,0.0,1224
1532,101,72485,6.5,26.2,2444,1604,7,7.4,1225
3012,124,76198,7.9,19.6,4548,3022,75,13.0,1226
50,0,-,21.6,N,86,104,0,-,1229
4822,151,73884,7.8,24.6,6448,3675,187,3.5,1230
1281,50,71641,8.3,25.4,1778,1229,27,8.5,1235
1007,32,113958,3.0,25.3,1248,530,3,8.6,1236
1225,33,86300,3.5,20.2,1930,1005,40,0.0,1237
3080,120,77679,6.9,22.2,4438,2584,79,5.7,1238
2069,143,82578,7.4,22.9,3448,2405,60,5.3,1240
109,71,-,3.9,N,64,191,0,0.0,1242
96,1,79167,5.2,28.8,78,71,0,0.0,1243
63,0,56842,5.1,26.8,66,127,2,-,1244
316,29,111354,8.3,23.7,620,523,0,0.0,1245
7318,391,53692,13.3,19.4,10640,6833,360,11.9,1247
473,51,102596,2.3,33.6,676,289,15,0.0,1253
485,9,91667,5.2,20.0,801,451,0,4.8,1254
458,14,73958,6.4,37.7,626,388,34,2.9,1255
264,20,54219,14.6,31.5,468,298,5,32.0,1256
1335,25,78940,12.9,15.7,1629,1105,0,34.3,1257
101,5,117917,3.2,32.7,159,65,0,0.0,1258
364,20,120568,3.2,23.5,536,256,33,0.0,1259
20,0,-,0.0,N,20,0,0,-,1260
796,75,75804,14.5,16.4,1315,914,76,0.0,1262
114,2,78750,14.5,34.9,149,107,3,46.2,1264
477,26,85714,10.3,24.9,632,506,4,12.6,1266
4022,61,101823,10.7,17.6,6786,2522,104,10.0,1267
570,14,100833,4.3,35.8,809,282,51,0.0,1270
8058,452,53536,15.4,18.2,11043,9260,337,15.6,1301
845,92,80560,11.8,30.1,1122,714,30,2.8,1330
6595,558,66985,10.2,27.8,8841,6492,387,12.3,1331
1328,54,79000,6.4,25.1,1859,1049,49,4.2,1337
21,0,56250,0.0,36.9,60,44,0,-,1338
671,41,69500,9.4,33.7,985,689,16,15.1,1339
1020,41,74632,7.2,30.1,1373,881,68,5.5,1340
911,40,92500,3.2,25.7,1333,694,30,1.9,1341
693,23,99583,17.0,18.3,970,441,7,27.3,1342
97,0,76250,9.3,33.6,134,45,21,7.7,1343
816,49,70560,8.1,27.6,1191,648,37,5.5,1344
268,8,105944,8.5,32.9,282,196,22,18.8,1346
169,0,74712,13.7,N,140,96,0,-,1347
413,12,70240,15.3,21.5,509,441,42,24.7,1349
43,4,-,10.7,N,68,63,0,0.0,1350
1446,55,96389,7.4,22.0,1824,1455,22,8.9,1351
975,50,79135,9.2,21.0,1387,586,72,0.0,1354
621,12,76739,10.7,27.6,705,420,54,34.7,1355
1581,63,94775,7.2,25.2,2094,1146,124,11.8,1360
3230,317,55773,20.4,32.3,5115,4007,153,24.6,1364
592,20,104205,6.5,37.9,902,480,8,5.1,1366
214,4,78125,12.9,33.4,384,249,6,15.7,1367
720,38,98542,11.2,42.2,1123,533,49,17.0,1368
1772,102,74680,13.5,23.9,2441,2001,63,12.2,1370
2848,130,96546,3.4,19.7,4380,1564,24,5.0,1373
2405,212,59185,18.8,19.1,2837,1052,132,13.3,1375
2571,138,53671,8.9,21.9,3189,2436,110,18.1,1376
434,29,89643,6.7,42.3,586,344,22,6.1,1378
362,36,66290,15.5,34.9,489,388,22,9.0,1379
16,0,-,28.0,18.8,18,18,0,-,1380
20715,1789,65599,14.1,26.1,24508,21193,725,17.5,1420
3200,125,111801,9.7,32.4,4913,2588,29,12.7,1430
1824,97,105750,2.9,33.1,2576,915,88,1.5,1431
4772,296,99375,7.1,31.4,6054,2883,245,5.3,1432
484,5,106875,9.6,32.6,786,135,0,0.0,1434
1444,202,90225,5.9,31.2,2818,1152,20,0.0,1436
146,0,83953,1.0,N,327,57,1,0.0,1438
9598,651,57289,14.8,31.6,12898,9602,662,22.8,1440
5746,295,186750,4.5,32.3,9857,2339,160,3.0,1450
2788,139,199191,4.3,32.9,5032,907,43,5.1,1451
2341,87,114922,7.5,38.0,3496,1424,50,8.4,1452
22841,1385,75954,8.9,27.8,30792,17564,1174,9.6,1453
5141,302,151488,7.0,36.7,8641,2700,316,5.7,1460
5932,508,106473,7.2,35.3,9591,3674,155,10.0,1462
6251,252,124052,6.3,36.2,9556,3273,301,5.1,1463
3185,177,114118,2.1,35.0,4817,1777,71,0.0,1464
2368,87,106581,4.5,32.0,3061,1342,52,6.8,1468
3819,177,100402,6.9,42.0,5583,2361,101,1.1,1469
4062,170,95674,3.4,28.8,6627,3155,94,0.0,1473
1091,122,117109,9.9,34.0,1500,505,50,18.8,1474
4805,373,85379,10.1,32.1,7080,3994,294,15.0,1475
8495,390,101992,3.7,28.6,13629,5727,274,3.4,1501
1905,95,123077,5.0,36.1,2992,1130,45,0.0,1503
5187,182,95132,4.9,35.7,7868,2573,143,1.3,1504
2574,98,133292,8.0,26.2,4074,1447,43,9.9,1505
1857,80,71122,7.1,31.3,2791,1300,8,2.4,1506
6528,311,113896,3.8,31.9,10918,4038,102,3.2,1507
9172,402,89888,6.0,29.6,10756,5454,435,5.6,1510
1086,69,77122,6.2,36.3,1640,851,44,13.5,1515
4936,301,138276,3.1,33.6,8243,2524,16,0.0,1516
1642,163,102500,9.2,46.5,2130,1161,82,22.5,1518
4203,184,144452,5.5,32.1,6895,1485,194,0.0,1519
8581,469,141508,4.4,26.3,14533,4170,262,2.0,1520
1362,92,81250,8.9,37.4,1869,1253,92,11.3,1521
1471,80,116894,6.1,29.1,2306,952,90,7.2,1522
3972,437,111506,3.1,29.5,6068,2319,148,4.2,1523
3387,117,88933,4.8,31.1,4703,1920,107,8.6,1524
31,0,-,0.0,N,31,0,0,-,1525
7247,378,109119,4.9,27.2,10875,4444,200,4.8,1527
1801,54,95144,7.9,30.3,2562,990,66,12.5,1529
517,15,99318,13.0,34.5,694,392,40,12.9,1531
8604,451,160801,3.8,31.5,13519,3746,192,4.2,1532
3378,231,123370,2.9,29.3,4277,2060,185,2.8,1534
2682,111,80380,8.3,37.9,3450,1757,95,17.6,1535
3885,227,103793,8.2,30.8,5701,2189,241,3.6,1536
1161,2,67750,4.0,23.2,1531,557,34,0.0,1537
6043,335,100757,3.7,30.0,8971,3869,186,3.3,1540
1953,35,163750,3.9,33.8,2965,1063,7,5.2,1541
1359,0,106719,1.8,27.1,2038,1094,52,3.2,1542
4830,111,150685,1.5,36.1,7997,2106,24,0.7,1543
20117,681,127088,3.9,30.2,33067,9250,841,2.0,1545
8278,838,55182,17.9,27.6,9191,9906,465,16.8,1550
2557,155,94464,4.4,39.5,4006,1154,256,3.5,1560
0,0,-,-,-,0,0,0,-,1561
6186,409,76225,6.0,34.2,9662,4268,559,0.0,1562
4548,199,131058,2.5,28.6,6958,2198,14,0.0,1564
3436,90,122844,1.9,34.4,5922,2005,93,1.7,1566
4107,234,147198,1.8,38.3,6952,1861,133,0.0,1568
7944,329,124057,3.2,33.6,11200,3960,587,2.7,1569
8633,692,70644,14.3,30.8,10651,8647,404,17.3,1570
6042,389,87306,7.3,25.3,9189,4137,244,8.3,1571
11407,356,133145,4.6,29.4,18085,5012,256,3.7,1581
3492,164,97736,8.0,29.3,5433,2714,126,8.9,1583
2457,186,69767,9.8,38.4,3365,2068,133,3.9,1585
5665,318,88487,8.8,33.1,7959,3293,303,16.1,1588
5784,124,138750,4.2,29.4,8092,2084,255,3.0,1590
13718,859,86128,13.3,27.6,19140,9977,699,11.2,1602
10680,1016,58797,14.8,24.0,11322,10245,1130,12.6,1603
21140,1111,68823,14.7,25.5,26254,18223,1182,15.9,1604
12890,1008,51360,25.4,24.2,14037,17930,914,27.5,1605
12502,485,82640,10.4,24.6,16963,7933,604,11.3,1606
4269,492,63718,18.3,26.2,4987,4217,270,21.3,1607
2414,194,41319,43.9,25.0,2266,2823,140,57.7,1608
11278,915,58246,21.5,21.6,15735,9227,573,9.1,1609
11982,1053,39570,33.4,21.2,13244,13796,1259,35.7,1610
1352,67,113276,6.4,28.0,1862,523,18,13.0,1611
2686,111,130787,1.4,31.3,4380,1287,58,1.5,1612
17963,754,124532,5.4,29.9,27033,9978,767,4.4,1701
21112,1284,76636,14.7,30.5,20304,18321,2851,19.0,1702
387,0,-,0.3,40.7,644,118,0,0.0,1718
3141,181,151207,4.0,31.6,4860,815,235,4.8,1719
12218,687,151339,2.7,34.8,19386,5846,478,1.4,1720
10888,426,124311,4.2,34.6,15491,5242,363,2.4,1721
7033,567,143424,4.6,25.0,11870,3812,154,4.5,1730
285,3,71250,0.0,18.3,1313,86,48,0.0,1731
2833,188,191208,2.4,35.5,5288,891,56,0.0,1740
2342,74,247656,3.8,35.4,4729,1168,27,3.1,1741
7354,327,183657,2.5,32.0,15107,4325,193,2.3,1742
343,0,162350,0.0,26.5,499,66,55,0.0,1745
8288,412,149614,3.0,35.1,12985,3924,236,2.2,1746
3201,125,120750,4.4,26.7,4728,1724,294,2.1,1747
10144,232,191439,4.3,37.2,17138,3160,138,2.9,1748
10332,465,103086,5.5,29.6,15298,7378,456,5.5,1749
22933,1301,94199,8.8,30.9,27963,16884,2088,10.8,1752
5996,271,112524,8.2,30.6,9162,2792,122,10.2,1754
3568,33,135909,6.9,33.2,5025,1721,158,8.5,1756
16771,996,93100,9.3,32.8,20377,12384,1772,7.9,1757
20695,655,133623,4.6,31.3,31419,8844,496,2.4,1760
2221,159,242688,2.4,40.5,4040,774,49,1.3,1770
5410,196,188000,3.4,32.8,9010,1654,76,3.8,1772
2168,80,185288,6.9,29.4,4405,1703,69,15.1,1773
3659,142,166833,4.3,35.7,6409,1638,20,8.1,1775
9022,456,234427,1.5,37.4,17470,3430,154,1.1,1776
7057,219,207721,4.0,31.8,12523,3312,149,4.2,1778
23070,1838,104780,6.5,26.1,31583,14295,637,5.1,1801
13715,498,134189,5.2,29.9,21038,7650,762,3.9,1803
18848,898,162694,3.3,30.6,31397,7383,433,1.6,1810
18727,590,138397,3.5,28.0,27382,8159,428,2.6,1821
14015,800,137778,5.3,28.9,22343,7348,468,3.6,1824
17319,907,102335,6.7,29.4,25154,10889,880,5.1,1826
1931,120,193583,1.0,30.3,3040,684,11,0.0,1827
13507,1175,72195,14.4,27.3,16176,12050,1202,16.6,1830
13452,788,78151,10.7,25.7,17160,10917,883,10.6,1832
4560,49,148810,3.0,33.2,7683,1768,57,3.0,1833
3813,136,131952,3.2,33.4,6021,1732,25,0.0,1834
8797,322,102162,3.5,29.3,12029,4253,476,6.0,1835
2724,408,30696,32.5,18.7,2006,5325,241,30.1,1840
22869,2895,51574,20.0,22.9,17022,34961,3126,22.4,1841
15554,1472,72630,15.2,22.8,14063,15051,1644,20.0,1843
27711,1880,93739,8.9,28.1,37389,20223,2089,6.2,1844
16835,546,131852,7.4,31.7,26136,8301,697,8.9,1845
7465,558,66069,18.7,26.5,8551,8849,689,24.0,1850
17616,959,79330,16.0,27.5,18878,14293,1392,14.3,1851
19322,1146,76272,14.2,27.2,22082,16035,1798,14.8,1852
14624,920,66645,19.5,27.1,17627,12041,1228,16.8,1854
3560,92,100321,8.6,27.7,5048,2718,200,17.8,1860
5583,354,125159,7.5,28.3,8271,3236,40,0.8,1862
5422,220,128682,3.1,28.4,8176,2521,135,4.5,1863
8510,467,141442,2.7,36.4,13324,3928,209,0.7,1864
13315,378,154505,3.6,31.7,22878,6341,193,2.6,1867
17020,892,120891,3.1,33.0,26415,8727,260,1.7,1876
6479,338,140901,4.6,25.0,9779,3506,350,5.7,1879
14747,620,125707,4.2,32.8,22640,7466,580,4.5,1880
12942,550,174424,1.7,33.3,21989,4887,238,1.5,1886
12863,594,151034,2.5,30.2,20166,6135,196,1.0,1887
11332,397,208531,3.3,32.3,20274,4459,359,1.9,1890
720,80,20699,42.9,27.9,511,1074,137,52.6,1901
24567,1958,59445,15.8,31.7,23625,31176,2361,15.0,1902
10751,595,94809,8.2,30.7,14776,7584,537,12.2,1904
14173,394,74792,13.4,31.0,14974,13439,1122,15.6,1905
15314,538,96064,8.8,29.9,21541,11158,882,8.9,1906
8160,464,116161,6.6,37.2,12244,4815,164,4.4,1907
1887,83,105867,4.6,35.2,2824,1133,34,3.1,1908
9867,443,91010,8.2,30.9,13389,5675,384,8.8,1913
22579,788,98474,10.7,30.0,32945,13616,932,12.6,1915
4057,174,203750,1.5,36.8,7612,1847,43,0.9,1921
2236,34,197583,7.3,24.0,3195,1278,58,6.7,1922
16048,812,116636,3.9,27.9,23376,8371,311,1.9,1923
2110,28,133026,8.5,26.7,3107,913,85,17.7,1929
15532,954,84465,10.8,25.5,19392,14103,921,14.6,1930
29,17,-,64.8,N,0,176,0,-,1937
7556,199,123266,6.6,29.6,11574,4139,227,4.9,1938
6632,305,157955,6.2,31.7,11781,3113,222,9.7,1940
2700,143,209052,2.7,34.4,4783,1305,102,0.0,1944
10787,364,163561,3.0,32.8,17311,5977,294,1.5,1945
4913,183,168245,3.7,31.7,7551,2608,118,2.7,1949
9454,575,127306,5.8,34.0,15349,5180,366,7.8,1950
1637,55,163077,4.2,29.5,2436,960,12,4.5,1951
5002,352,97237,5.5,29.1,6692,3867,309,2.1,1952
27576,1288,91032,7.0,27.2,39975,21819,1613,6.2,1960
573,0,241003,2.3,32.0,755,193,0,-,1965
3320,296,95091,5.0,30.6,5720,3022,90,2.6,1966
3640,107,135396,0.9,30.1,5134,1875,0,0.0,1969
25549,1350,79267,13.8,30.2,32698,16491,910,21.9,1970
3972,41,139250,4.9,34.3,6799,2020,75,3.5,1982
3215,155,162734,5.1,31.0,5590,1745,38,4.6,1983
2641,70,181982,3.8,28.4,4410,930,61,0.0,1984
2471,98,181125,3.5,33.1,4035,1328,19,1.6,1985
9177,732,116152,5.1,36.2,13836,4780,495,6.5,2019
12152,736,130134,5.1,35.5,20399,7164,447,8.3,2021
4173,170,178013,3.9,42.2,7576,1623,230,1.1,2025
14285,584,118877,4.1,30.6,20698,7358,410,3.2,2026
2635,262,"250,000+",1.6,38.9,5645,1188,0,0.0,2030
2402,152,170174,6.9,37.4,4390,1100,0,0.0,2032
9648,586,104350,5.2,34.6,14965,5559,318,2.7,2035
18526,1055,138062,4.6,34.4,28890,7732,391,5.3,2038
10650,410,170326,3.2,37.7,21614,6009,78,2.1,2043
6188,256,128022,3.6,35.0,8475,3691,63,3.3,2045
172,0,-,0.0,41.6,218,29,0,-,2047
13150,592,125506,4.7,34.4,19445,7313,324,7.4,2048
14341,526,118633,7.9,36.4,22264,7814,626,7.6,2050
6260,304,215099,3.3,34.0,11847,2086,174,2.0,2052
7492,229,165614,4.3,33.2,11508,2876,134,1.6,2053
4573,156,140816,4.2,29.4,7367,2548,157,6.7,2054
5075,220,182716,1.9,38.0,9204,1919,45,1.8,2056
5698,112,179777,3.0,37.8,9933,2219,46,3.0,2061
17925,671,98653,7.6,31.8,24417,10050,708,9.6,2062
