HI_0-5k,HI_5-10k,HI_10-15k,HI_15-20k,HI_20-25k,HI_25-35k,HI_35-50k,HI_50-75k,HI_75-100k,HI_100-150k,HI_150k_plus,zip
113,31,173,39,262,354,462,603,309,1018,1443,11949
196,23,69,143,88,177,470,731,615,1118,996,11950
97,115,141,276,163,246,452,694,803,1068,675,11951
50,0,96,33,0,213,70,151,649,387,495,11952
186,104,259,213,167,261,650,788,695,1074,1195,11953
0,11,25,12,24,47,66,217,210,336,363,11954
77,6,7,27,42,146,199,444,238,263,150,11955
6,3,0,5,0,7,6,37,8,22,63,11956
41,0,5,0,0,37,23,145,85,57,87,11957
0,0,0,0,0,41,39,32,84,14,87,11958
0,0,14,9,0,19,20,29,16,56,89,11959
0,0,0,0,0,18,38,54,30,28,178,11960
69,165,204,378,219,252,642,901,942,791,1130,11961
7,0,13,0,0,0,31,11,8,21,31,11962
62,22,74,84,77,159,251,280,379,679,765,11963
0,0,105,0,0,0,88,170,165,265,253,11964
0,0,0,0,0,0,0,135,0,121,73,11965
238,35,111,99,249,506,1060,1120,1378,1641,2096,11967
106,96,98,51,19,208,375,511,280,878,1680,11968
0,42,0,0,50,43,0,0,0,25,0,11970
64,26,25,60,130,0,252,483,411,332,738,11971
49,0,27,0,0,43,19,35,26,97,90,11972
0,0,0,0,0,0,0,0,0,0,0,11973
0,0,2,0,0,8,7,10,8,21,17,11975
13,0,12,29,3,0,20,182,107,40,445,11976
21,0,6,30,11,25,102,49,132,200,310,11977
28,14,15,48,71,33,125,134,150,208,384,11978
26,19,59,66,85,25,336,301,319,601,482,11980
0,0,0,0,0,0,0,10,0,0,0,12007
0,10,0,0,23,10,8,12,21,37,67,12008
18,12,37,74,20,157,327,516,344,764,722,12009
478,365,720,610,744,1226,1744,1913,1148,1664,847,12010
4,43,112,30,64,100,46,183,149,196,236,12015
2,0,0,0,93,24,27,35,24,35,24,12017
75,70,60,35,47,193,195,446,358,794,689,12018
61,37,148,112,213,261,457,1076,695,1534,1499,12019
201,259,449,248,729,551,1576,2304,2039,3301,2431,12020
0,0,15,6,6,38,44,36,57,49,29,12022
8,5,5,21,32,36,85,176,172,287,101,12023
0,0,0,0,0,0,0,0,0,0,0,12024
36,78,65,63,114,253,175,491,401,250,355,12025
7,0,0,17,9,88,128,237,252,346,431,12027
5,9,22,0,4,18,50,66,28,39,34,12028
14,5,52,8,7,6,40,65,77,99,106,12029
8,0,11,9,0,3,3,23,1,11,8,12031
5,0,11,23,34,37,92,37,45,69,10,12032
22,34,53,26,352,265,514,429,611,553,642,12033
0,0,11,9,21,27,33,56,45,13,19,12035
0,0,17,0,4,5,10,13,16,7,13,12036
31,45,39,95,110,170,208,229,250,246,341,12037
22,0,0,0,0,0,8,11,2,2,0,12040
0,0,0,0,9,0,0,29,78,50,45,12041
0,0,0,0,20,7,19,0,40,52,0,12042
55,9,114,186,110,366,522,440,327,448,362,12043
0,0,0,0,0,10,64,93,25,4,0,12045
0,30,0,0,82,46,29,37,57,148,59,12046
174,300,426,363,538,512,1343,2045,1284,1282,1069,12047
15,21,83,68,19,260,152,269,235,370,203,12051
0,31,0,0,43,55,112,71,118,257,44,12052
112,20,5,0,42,67,80,382,249,322,376,12053
83,0,114,108,72,386,626,940,639,1674,2329,12054
21,13,22,22,56,17,98,80,153,235,117,12056
0,0,49,44,37,41,152,126,141,186,67,12057
0,29,9,9,23,51,9,113,79,84,25,12058
0,0,17,15,11,49,106,87,184,131,117,12059
6,10,0,13,12,31,90,79,121,144,241,12060
56,43,17,6,29,246,302,662,669,896,1018,12061
0,3,11,2,12,29,147,137,111,81,89,12062
0,0,0,0,0,73,57,81,117,0,27,12063
5,0,0,24,38,16,21,42,20,3,0,12064
250,42,308,232,523,847,1737,2583,2114,4117,4550,12065
9,4,4,16,14,78,122,182,119,108,145,12066
7,0,25,28,21,43,43,49,126,169,93,12067
32,13,29,69,36,89,184,198,160,197,123,12068
15,15,0,0,0,12,14,13,9,0,33,12069
2,0,52,9,45,105,114,122,26,181,118,12070
8,0,12,0,0,0,9,44,9,15,10,12071
27,0,58,29,37,86,84,197,159,170,81,12072
24,7,34,55,18,88,131,180,141,232,224,12074
9,0,39,26,47,65,26,243,83,172,229,12075
19,3,28,30,32,60,76,118,116,59,32,12076
69,0,66,104,53,45,337,309,342,525,764,12077
240,455,531,683,567,1354,1705,1470,1216,1082,487,12078
12,0,47,72,10,102,134,265,260,248,166,12083
0,38,63,16,30,179,144,555,247,535,293,12084
9,0,31,0,23,40,26,0,0,33,0,12085
0,6,78,65,24,42,72,179,68,139,57,12086
14,0,0,0,9,84,30,94,24,20,67,12087
0,0,0,9,0,0,0,0,0,26,0,12089
15,37,72,60,128,389,356,459,233,370,203,12090
0,0,84,6,59,67,62,112,46,36,31,12092
11,13,43,69,19,94,94,142,64,55,107,12093
0,0,25,42,0,8,90,181,99,215,157,12094
197,126,270,256,217,422,689,1066,637,873,227,12095
35,3,51,28,28,56,104,194,124,240,199,12106
0,18,0,0,0,5,2,14,29,9,2,12108
70,33,99,135,136,485,928,1283,1463,1612,1198,12110
0,0,0,0,0,0,0,0,9,8,16,12115
21,34,79,32,31,36,84,148,109,75,47,12116
39,11,34,58,53,125,227,277,195,190,185,12117
99,222,212,267,309,606,652,903,826,1523,1380,12118
10,0,19,19,11,4,18,54,47,52,67,12120
0,0,0,21,22,117,17,74,145,168,142,12121
43,58,195,90,76,325,380,331,217,285,122,12122
13,37,40,117,59,135,193,202,338,561,412,12123
0,0,0,0,0,67,10,29,9,42,17,12124
5,5,3,14,52,61,66,92,56,85,31,12125
0,0,40,0,0,8,6,132,20,61,49,12130
0,3,5,1,4,6,8,5,4,2,2,12131
0,0,0,0,0,0,0,62,0,37,38,12132
10,40,64,118,57,164,299,369,166,239,126,12134
0,0,8,0,8,0,17,58,15,58,103,12136
0,21,4,9,23,67,46,147,149,161,152,12137
19,4,137,80,74,58,155,223,196,226,140,12138
0,0,7,0,2,9,5,13,4,16,5,12139
57,0,0,0,11,49,87,77,54,192,152,12140
19,31,66,32,135,179,341,358,242,357,352,12143
204,200,229,267,267,587,1161,1679,1563,1825,1278,12144
0,0,2,10,0,27,28,53,15,41,48,12147
46,0,55,11,25,132,130,183,189,338,626,12148
33,39,30,70,8,98,116,194,125,170,56,12149
8,0,0,20,4,10,61,63,76,39,29,12150
0,4,3,3,0,2,32,176,146,86,46,12151
0,0,0,0,16,88,0,91,14,82,25,12153
17,26,6,14,81,30,215,184,223,357,190,12154
3,39,56,65,33,114,143,131,130,122,34,12155
0,0,0,0,0,0,12,47,57,78,69,12156
51,50,25,80,58,194,223,273,238,286,245,12157
9,15,37,65,82,280,182,452,436,622,599,12158
45,101,76,72,56,197,258,495,541,425,1246,12159
0,1,15,16,0,25,39,89,37,83,23,12160
0,0,0,0,0,0,0,0,34,0,28,12161
0,3,4,0,1,7,15,22,20,17,17,12164
0,0,9,0,0,3,39,15,3,27,12,12165
1,0,21,18,41,52,87,94,45,82,27,12166
28,41,83,51,58,138,97,194,145,159,90,12167
10,10,5,27,43,28,54,267,192,122,98,12168
0,0,0,9,0,23,60,0,0,39,39,12169
27,11,120,66,86,64,73,383,347,304,452,12170
0,0,0,0,5,0,35,20,0,0,1,12172
15,8,32,17,12,69,113,143,115,205,58,12173
0,0,18,0,5,9,105,4,14,42,16,12174
0,0,8,11,10,15,26,127,25,39,16,12175
0,0,0,0,0,25,42,5,19,29,9,12176
0,0,0,0,0,0,58,17,0,83,11,12177
831,671,1077,1199,1104,1945,2512,3866,2566,3532,2260,12180
209,128,459,477,168,622,717,1000,744,914,564,12182
61,52,14,54,167,140,165,191,205,172,82,12183
14,80,29,55,121,197,334,397,355,455,535,12184
24,3,4,22,5,50,51,177,135,112,223,12185
36,3,60,13,31,101,130,425,335,570,779,12186
0,6,26,0,3,25,13,94,14,16,12,12187
0,77,139,96,317,265,709,1109,398,956,976,12188
270,242,570,461,515,912,1322,1558,904,1026,785,12189
0,0,4,19,5,7,41,30,55,29,0,12190
0,8,17,31,0,39,48,184,107,122,124,12192
0,23,17,53,42,42,73,228,60,131,102,12193
0,0,0,1,5,6,20,11,8,1,5,12194
0,0,0,0,14,16,23,0,0,82,0,12195
0,0,16,25,0,61,47,204,233,497,288,12196
21,23,14,49,12,74,130,117,110,202,53,12197
5,30,53,38,101,246,282,628,388,543,523,12198
274,233,361,287,220,693,593,534,195,398,173,12202
455,361,749,360,436,1155,1540,2674,1817,2175,1944,12203
86,121,76,239,139,309,393,857,484,438,279,12204
212,240,376,229,385,929,1295,1877,1861,2463,1308,12205
517,598,630,422,264,641,1191,923,423,400,306,12206
98,66,232,165,57,111,68,122,60,166,66,12207
585,692,289,375,506,563,1048,1449,1383,1529,1249,12208
34,151,216,129,165,310,730,799,533,717,288,12209
308,247,291,317,236,771,922,1065,454,571,363,12210
163,0,183,32,89,201,208,471,366,1117,1375,12211
0,0,0,0,0,0,0,0,0,0,0,12222
120,148,430,370,476,867,974,1579,1723,1954,1679,12302
122,324,380,580,472,997,1072,2031,1306,2124,1598,12303
301,286,502,426,366,860,1046,1492,1186,926,720,12304
139,146,426,201,214,335,322,531,252,359,92,12305
157,187,276,456,255,877,1281,1922,1581,1781,1079,12306
77,243,369,254,76,331,179,360,217,206,36,12307
283,165,234,312,372,422,957,1003,591,638,404,12308
114,34,97,234,107,487,770,1751,1266,3144,3106,12309
323,596,914,700,728,1338,1591,2832,1803,1725,1719,12401
81,21,59,143,54,94,291,130,170,248,188,12404
0,0,0,42,24,0,24,49,26,18,7,12405
0,39,82,5,14,20,50,55,8,50,7,12406
6,0,0,11,0,5,29,13,6,2,0,12407
0,20,0,7,0,6,14,39,104,65,79,12409
71,0,0,14,0,42,48,29,10,4,8,12410
0,0,0,16,8,8,42,14,40,23,8,12411
0,14,23,0,0,9,24,74,8,2,36,12412
11,28,116,99,78,77,190,188,211,81,145,12413
159,150,316,236,351,709,552,770,396,325,365,12414
0,0,0,8,55,66,9,0,17,14,21,12416
24,0,4,24,9,9,0,0,62,48,33,12417
0,0,0,0,0,4,24,46,14,6,12,12418
0,0,0,22,33,40,0,63,16,15,47,12419
0,0,0,0,0,0,0,4,39,93,9,12420
0,5,0,7,0,5,10,13,52,6,25,12421
4,0,27,12,0,0,4,14,4,5,31,12422
25,6,9,31,24,34,25,119,56,74,34,12423
4,0,0,11,0,0,13,26,24,20,3,12424
0,0,0,0,0,12,0,35,13,40,53,12427
93,190,99,157,72,311,364,349,270,377,168,12428
0,0,0,0,0,0,0,0,40,21,39,12429
8,0,29,87,43,49,27,206,72,111,66,12430
0,19,15,0,0,128,45,109,53,75,116,12431
0,39,0,0,49,8,95,39,0,10,0,12432
15,11,0,86,0,11,28,64,7,7,15,12433
11,45,8,74,22,31,89,56,37,72,0,12434
0,0,7,0,0,0,7,6,5,29,0,12435
0,39,0,0,0,33,0,0,0,57,0,12436
0,0,0,0,0,0,0,0,0,0,0,12438
0,12,0,3,21,31,24,0,57,12,0,12439
8,19,19,31,30,15,39,86,72,138,146,12440
0,0,0,0,0,34,40,0,8,0,0,12441
87,40,20,37,56,16,37,94,6,9,68,12442
0,8,15,27,45,142,127,247,185,359,449,12443
10,8,0,8,7,9,34,38,16,30,30,12444
162,51,0,53,46,127,230,501,216,265,191,12446
0,0,0,0,0,0,21,41,0,78,49,12448
14,8,100,9,53,115,321,161,187,155,105,12449
9,0,0,0,0,0,0,10,0,24,0,12450
0,22,26,15,45,48,20,109,114,56,15,12451
0,0,14,10,0,11,0,11,12,32,4,12452
0,0,0,0,75,0,23,14,0,0,18,12453
0,0,0,3,0,37,29,39,4,24,9,12454
10,45,96,16,42,91,72,172,78,126,59,12455
0,0,25,0,7,38,23,45,46,75,17,12456
55,8,19,0,61,0,61,182,49,21,29,12457
0,11,51,208,67,147,67,233,35,119,101,12458
0,0,0,0,0,11,12,0,45,15,10,12459
0,0,12,24,22,19,12,0,5,9,15,12460
0,0,0,10,54,69,16,65,181,90,59,12461
0,40,60,140,24,32,55,55,145,133,77,12463
28,0,22,25,16,57,79,218,38,89,44,12464
16,19,0,4,0,5,28,15,5,6,34,12465
19,22,0,6,49,134,91,191,95,139,162,12466
2,9,20,67,16,28,40,52,100,56,39,12468
0,0,3,0,33,18,45,37,26,122,20,12469
0,20,0,20,0,8,24,29,34,59,8,12470
200,0,14,0,0,0,0,19,19,55,0,12471
8,0,92,18,11,113,64,130,69,117,23,12472
0,0,0,21,0,38,50,27,42,42,27,12473
0,0,14,6,16,20,161,46,42,38,69,12474
0,0,0,74,0,24,0,29,16,11,0,12475
151,186,394,355,418,779,750,1348,731,1230,1224,12477
0,2,19,11,26,9,0,23,37,48,28,12480
0,36,17,0,0,0,38,258,24,81,109,12481
0,27,0,8,8,7,29,15,12,71,5,12482
0,19,0,0,0,17,0,31,1,6,12,12483
44,0,165,15,30,178,274,208,109,378,167,12484
0,0,50,37,18,0,21,58,20,22,29,12485
17,0,14,37,0,16,90,52,90,139,122,12486
60,39,50,32,42,37,268,224,87,230,351,12487
21,0,0,9,66,22,0,18,12,18,12,12489
0,0,0,0,0,0,0,21,0,0,0,12490
16,8,37,43,15,35,25,90,25,222,107,12491
0,0,5,0,0,3,12,0,2,22,0,12492
0,0,0,0,0,35,0,10,0,32,0,12493
0,0,0,0,6,0,30,53,13,209,75,12494
0,0,0,10,0,0,16,17,0,0,18,12495
12,22,23,20,44,77,59,108,86,80,57,12496
14,66,201,180,178,307,246,239,423,257,340,12498
10,109,20,6,13,99,30,203,108,108,106,12501
1,3,0,26,24,15,52,144,93,75,101,12502
3,0,3,6,3,26,27,45,28,19,66,12503
0,0,0,0,0,0,0,0,6,0,64,12504
0,0,12,13,3,4,0,10,13,12,7,12507
104,91,326,177,284,688,700,1182,746,1557,1494,12508
0,0,0,0,0,0,0,20,24,24,17,12512
0,0,0,0,25,66,23,54,10,0,23,12513
42,16,26,40,10,148,57,62,159,309,336,12514
0,0,0,33,70,18,136,57,46,79,109,12515
0,22,0,42,25,9,80,59,101,258,167,12516
7,0,27,0,0,8,12,8,65,43,0,12517
25,25,48,108,85,84,181,380,372,462,578,12518
5,15,7,25,0,70,76,138,156,307,309,12520
9,10,10,21,0,30,99,196,87,102,134,12521
161,65,117,139,38,183,199,321,145,378,248,12522
45,21,3,20,24,102,79,114,118,114,177,12523
97,126,185,193,158,418,550,1016,1004,1250,1174,12524
20,15,23,25,67,35,115,137,308,189,141,12525
17,3,39,83,24,219,130,325,254,220,297,12526
0,0,0,0,0,0,0,0,0,0,0,12527
111,51,246,205,86,389,658,781,861,1001,699,12528
14,0,3,32,26,73,57,145,194,61,216,12529
0,0,0,0,0,0,0,0,24,0,0,12530
0,10,7,41,21,28,161,89,67,211,380,12531
21,69,164,128,136,390,669,1140,1250,1733,2959,12533
210,277,493,569,447,646,1004,1283,969,960,909,12534
160,46,222,267,236,337,548,627,901,1057,861,12538
51,40,18,32,25,31,355,390,439,615,947,12540
26,29,77,63,19,130,289,285,328,408,666,12542
71,68,22,98,11,52,129,256,240,321,180,12543
41,22,141,70,224,165,132,219,229,459,436,12545
134,36,41,51,14,106,103,215,119,191,234,12546
8,0,24,26,10,56,81,219,181,271,261,12547
0,0,6,40,0,43,19,183,47,118,58,12548
66,21,162,103,52,205,339,462,464,912,1034,12549
647,528,1096,894,729,1897,2549,2769,2871,3456,2720,12550
156,98,386,207,380,670,996,1529,1182,1773,2324,12553
230,257,223,314,235,668,529,836,1071,1026,1088,12561
7,20,33,0,105,70,213,369,305,688,513,12563
67,33,120,68,64,159,184,420,347,658,709,12564
28,29,18,59,16,34,35,143,52,59,26,12565
89,99,118,201,65,172,305,642,541,826,997,12566
43,18,71,53,21,66,109,203,145,153,181,12567
36,67,94,147,131,210,427,653,604,733,865,12569
39,11,28,12,44,107,162,358,347,405,821,12570
62,77,110,95,101,297,292,571,590,752,1006,12571
91,96,68,188,109,237,395,586,427,623,1042,12572
0,0,0,0,0,4,104,0,0,35,57,12574
0,21,33,0,0,22,19,36,112,92,317,12575
0,0,0,0,13,0,49,44,77,66,314,12577
32,0,25,19,0,78,81,129,107,218,185,12578
43,0,49,11,32,145,143,423,138,246,449,12580
11,6,15,36,29,119,110,142,54,149,246,12581
0,43,14,57,50,7,24,217,204,404,401,12582
11,18,30,31,31,86,87,113,133,127,167,12583
0,0,40,4,8,0,27,75,46,70,70,12585
90,87,400,133,177,201,360,726,659,831,620,12586
195,27,177,80,103,241,523,858,596,982,1143,12589
133,210,305,269,380,817,1269,2291,1855,2832,2835,12590
0,8,13,0,24,126,40,93,100,81,92,12592
167,39,35,69,59,140,138,188,138,366,283,12594
711,603,1244,765,853,1642,2181,2333,1328,2470,1870,12601
357,284,415,258,522,753,2042,2615,2016,3065,3938,12603
0,0,0,0,0,0,0,0,0,0,7,12604
118,162,385,265,236,364,764,601,364,484,456,12701
0,0,6,0,0,38,69,208,69,66,97,12719
0,0,0,0,0,0,8,45,0,0,0,12720
81,22,87,61,60,87,144,305,190,470,391,12721
0,0,0,0,0,0,0,0,21,0,0,12722
0,0,34,31,27,18,152,171,138,113,67,12723
0,0,24,0,0,0,0,12,6,11,38,12724
4,0,0,0,2,4,4,11,7,6,16,12725
30,25,2,0,28,36,65,141,69,119,97,12726
28,0,58,113,53,48,63,90,56,94,56,12729
25,0,34,58,20,105,34,44,26,44,20,12732
0,24,16,9,0,47,59,9,12,13,5,12733
8,0,0,50,17,10,82,49,55,48,11,12734
16,0,0,4,0,6,21,3,0,0,6,12736
28,0,12,4,4,32,65,107,112,205,99,12737
0,0,10,9,0,18,0,31,22,32,13,12738
9,15,0,29,8,86,79,170,87,87,210,12740
0,0,5,6,6,4,20,14,20,11,4,12741
0,4,0,0,4,22,0,11,0,14,0,12742
0,0,0,0,21,11,0,22,23,4,42,12743
0,0,19,6,0,5,27,0,12,54,4,12745
0,0,0,0,21,10,66,67,49,50,7,12746
0,12,0,56,95,173,56,117,212,51,43,12747
24,18,0,27,24,81,161,126,47,227,88,12748
19,0,11,0,32,0,0,26,41,43,0,12749
0,0,0,0,0,8,14,0,0,14,6,12750
9,25,64,6,16,23,93,97,47,2,0,12751
0,13,0,6,15,20,23,17,17,5,43,12752
107,111,226,142,121,347,284,386,376,239,166,12754
67,213,84,190,98,173,243,227,290,116,106,12758
69,0,0,90,151,69,45,157,0,41,71,12759
0,5,18,7,0,3,50,35,59,18,34,12760
0,0,9,0,18,27,38,139,0,22,10,12762
7,0,22,48,0,85,16,51,40,13,18,12763
3,24,34,36,56,125,181,87,96,136,69,12764
0,0,33,0,23,89,27,40,52,98,54,12765
9,0,0,0,26,29,12,39,0,18,4,12766
0,0,3,0,3,3,10,11,17,29,0,12767
0,16,0,21,0,32,52,47,16,86,37,12768
0,0,9,0,10,30,27,9,21,18,0,12769
0,4,0,0,0,9,15,7,14,3,14,12770
225,111,608,354,264,755,512,669,698,946,587,12771
4,0,31,0,54,18,59,142,167,183,170,12775
9,5,28,15,52,135,133,100,99,140,150,12776
3,7,11,5,13,19,25,40,57,75,123,12777
0,5,0,0,0,0,36,44,9,18,55,12778
5,111,152,30,0,122,85,129,50,59,27,12779
8,30,9,28,23,109,271,174,76,104,67,12780
0,0,0,0,0,14,0,34,18,25,15,12781
71,0,4,64,7,69,47,110,51,103,63,12783
0,0,0,0,9,0,0,6,0,0,0,12784
0,0,22,0,0,26,52,80,68,205,35,12785
0,25,0,19,0,0,10,31,0,64,58,12786
0,0,0,0,0,16,7,10,40,43,6,12787
22,5,5,0,11,211,111,46,136,124,204,12788
3,22,46,43,60,23,85,170,157,123,119,12789
23,20,46,97,22,44,207,289,213,308,291,12790
9,0,0,11,0,10,9,47,108,20,3,12791
0,0,0,0,0,17,4,18,5,5,11,12792
139,201,392,355,391,786,813,1097,756,1034,554,12801
49,87,336,182,139,210,431,579,781,728,225,12803
164,164,285,427,508,832,1298,1947,1425,2727,1847,12804
0,0,0,9,9,13,13,19,29,25,15,12808
40,34,100,45,120,112,171,263,213,252,84,12809
4,3,2,8,8,36,26,83,24,46,17,12810
0,0,0,0,0,8,15,14,7,0,0,12811
0,0,0,0,0,9,4,8,11,3,28,12812
0,16,11,29,45,54,69,67,204,97,98,12814
22,12,18,19,18,77,95,91,55,87,44,12815
18,71,123,68,132,232,201,488,247,309,212,12816
0,41,20,13,36,43,82,367,115,167,144,12817
0,2,3,4,5,3,12,35,10,24,15,12819
0,0,10,0,8,18,0,7,60,0,9,12821
38,25,106,98,82,244,374,571,359,283,163,12822
0,0,0,0,0,0,27,18,24,96,0,12823
6,0,6,0,60,3,19,126,49,68,85,12824
38,0,26,45,71,137,145,289,241,215,208,12827
75,34,67,144,196,334,482,865,401,713,460,12828
76,109,109,177,292,401,636,1023,1088,1285,1456,12831
41,117,248,116,349,224,400,459,304,401,155,12832
15,40,35,114,90,33,262,269,280,272,448,12833
21,21,61,38,46,278,282,512,337,510,310,12834
7,27,68,82,43,91,109,260,128,160,183,12835
2,0,11,22,16,36,30,37,71,40,27,12836
2,2,82,6,6,32,32,110,45,94,5,12837
5,0,0,0,12,37,35,98,24,32,11,12838
142,377,181,253,219,598,685,1341,929,546,306,12839
2,0,4,2,7,4,23,33,22,8,6,12841
14,0,7,6,14,28,36,58,56,63,15,12842
5,0,15,23,15,30,32,38,9,15,24,12843
0,0,0,0,0,0,11,0,8,49,46,12844
62,30,72,104,51,201,207,337,252,433,266,12845
54,21,51,100,0,193,298,283,254,150,190,12846
4,2,4,10,11,15,17,55,25,21,10,12847
0,0,0,46,0,0,4,17,47,29,0,12849
0,0,50,49,8,57,143,101,224,285,179,12850
0,0,3,15,8,14,32,18,32,23,18,12851
8,0,15,24,2,18,32,31,19,36,12,12852
5,27,30,32,26,185,125,155,84,107,18,12853
7,0,2,3,15,11,10,43,6,15,7,12855
0,0,9,15,0,0,79,27,9,12,5,12856
14,4,21,9,12,21,23,77,51,40,10,12857
3,4,3,4,0,3,7,0,10,16,12,12858
0,0,34,0,7,43,87,126,74,309,124,12859
0,0,0,20,0,0,60,47,69,36,21,12860
1,0,4,9,22,24,15,28,52,51,18,12861
0,0,0,0,0,0,0,0,0,0,0,12862
0,0,8,50,0,19,7,46,83,63,35,12863
0,0,0,0,0,3,6,0,0,0,0,12864
20,25,38,108,128,73,191,274,196,205,87,12865
249,212,463,464,394,1438,1500,2373,2849,3396,4099,12866
0,26,36,42,36,111,134,127,124,78,72,12870
47,11,40,32,46,201,172,361,236,379,185,12871
0,0,0,0,0,0,4,0,0,0,43,12872
1,4,8,28,17,30,24,87,97,19,76,12873
0,0,0,5,0,3,11,5,13,48,12,12874
1,3,10,3,22,18,37,85,43,23,9,12878
9,63,137,61,145,211,406,433,237,398,177,12883
0,0,4,0,41,18,42,30,34,30,9,12884
50,16,110,191,40,254,274,449,159,312,87,12885
0,0,5,12,7,15,8,20,0,61,12,12886
7,115,88,102,81,207,240,309,249,324,117,12887
468,540,578,472,549,1836,1625,2767,1567,1741,1306,12901
0,0,0,22,0,38,104,207,132,96,78,12903
36,5,51,49,68,68,85,89,80,97,30,12910
0,0,0,0,0,0,0,0,0,0,0,12911
29,5,25,16,55,66,180,170,125,124,61,12912
13,4,25,13,29,53,75,106,55,48,73,12913
4,24,12,20,88,18,26,69,60,40,12,12914
42,28,100,7,15,94,164,276,70,60,40,12916
20,16,28,21,18,20,71,159,81,69,13,12917
0,0,36,13,37,32,88,399,141,127,214,12918
56,9,101,40,30,125,167,163,145,187,67,12919
47,34,32,46,36,121,110,160,127,134,153,12920
56,39,12,0,18,41,47,254,122,255,150,12921
0,0,0,0,0,11,0,0,3,3,1,12922
14,6,36,10,14,9,28,48,39,45,4,12923
0,0,0,0,0,0,0,4,0,18,0,12924
64,48,77,79,55,89,91,182,143,103,40,12926
2,3,3,3,44,3,10,30,18,13,11,12927
35,21,71,14,27,29,85,163,174,139,96,12928
7,0,8,19,7,52,54,68,43,24,16,12929
8,3,11,12,11,10,37,62,41,29,43,12930
11,11,51,10,30,44,109,122,50,60,65,12932
0,0,0,0,0,11,0,13,0,0,4,12933
12,23,26,21,40,34,46,110,41,75,15,12934
16,34,14,34,40,65,89,114,59,107,49,12935
11,0,6,7,13,8,27,80,35,26,6,12936
40,7,21,96,40,70,137,164,72,69,3,12937
0,0,0,0,0,12,16,19,2,13,5,12939
19,24,0,10,11,66,100,65,161,87,51,12941
11,0,3,0,12,0,33,77,46,90,40,12942
14,0,0,35,9,27,18,31,8,16,8,12943
22,43,50,85,70,168,256,368,232,162,108,12944
0,0,15,17,9,0,29,40,20,28,23,12945
56,65,64,192,86,225,128,372,187,360,338,12946
0,0,4,19,13,52,16,110,28,31,19,12950
30,0,0,0,14,0,13,8,19,21,8,12952
149,294,296,250,215,545,591,820,491,716,422,12953
7,2,7,13,7,21,14,65,15,24,6,12955
28,34,0,97,22,60,47,119,76,17,0,12956
0,2,50,23,47,40,178,59,127,64,18,12957
0,0,0,103,0,144,72,243,105,150,138,12958
0,0,86,34,59,85,200,149,28,75,12,12959
0,0,14,0,11,44,66,92,14,14,0,12960
0,52,0,93,0,0,33,0,0,0,0,12961
28,33,79,65,128,50,273,556,318,281,192,12962
0,0,0,0,4,4,3,8,0,5,3,12964
15,4,0,29,3,11,38,13,28,35,17,12965
18,35,79,26,74,117,136,243,154,129,74,12966
6,11,30,14,43,77,43,103,59,55,10,12967
4,3,17,26,1,27,11,53,0,28,7,12969
2,2,3,2,2,10,25,7,17,25,18,12970
56,17,37,60,134,209,180,495,388,591,447,12972
3,2,0,4,0,5,11,7,7,10,0,12973
4,12,139,92,3,78,103,163,146,161,61,12974
10,0,0,0,0,33,5,57,17,19,0,12975
2,0,4,0,0,5,25,21,23,17,16,12976
0,0,0,0,0,0,0,0,0,0,0,12977
0,0,0,0,17,0,0,40,18,6,0,12978
64,58,56,129,90,59,149,177,148,155,51,12979
28,15,33,38,14,43,53,145,46,41,31,12980
37,12,23,12,69,35,109,193,160,224,142,12981
50,185,210,156,141,314,449,741,443,499,326,12983
0,13,44,12,73,6,17,74,10,56,41,12985
26,117,86,62,109,258,468,324,474,421,184,12986
0,0,3,3,0,15,6,19,26,43,6,12987
2,9,9,12,15,44,62,103,76,96,47,12989
39,17,24,75,115,130,233,237,432,113,105,12992
7,30,20,38,32,133,69,160,86,55,78,12993
5,24,23,14,55,81,160,142,145,189,91,12996
7,9,19,0,34,33,78,136,51,110,45,12997
0,12,0,0,0,32,55,54,16,17,0,12998
0,0,0,5,0,0,0,18,0,7,0,13020
473,592,770,1156,903,1647,2435,2747,2157,2484,1184,13021
0,0,0,0,0,0,0,0,0,0,0,13024
2,5,3,8,14,43,70,102,120,131,67,13026
344,187,580,287,492,1108,1340,2213,2164,2683,2660,13027
0,0,3,64,15,73,29,15,126,45,39,13028
118,40,102,184,24,173,232,469,390,572,497,13029
29,0,67,106,68,40,203,280,180,313,110,13030
198,106,103,262,281,480,637,1048,1060,1256,1054,13031
54,56,174,263,184,396,560,1104,828,544,414,13032
22,35,42,12,45,79,210,290,172,268,146,13033
12,0,19,36,23,54,63,161,111,190,99,13034
30,51,116,98,85,231,295,516,367,599,698,13035
156,77,145,99,124,221,544,834,563,682,472,13036
50,275,74,98,206,275,200,560,497,748,606,13037
39,54,68,168,141,465,531,1176,996,1866,1117,13039
12,13,72,26,47,115,137,198,163,160,58,13040
121,90,68,47,103,213,307,962,679,1115,903,13041
2,8,13,36,49,80,99,240,172,158,84,13042
0,118,15,21,71,45,129,210,166,211,180,13044
367,282,689,354,367,917,1617,1906,1614,1598,902,13045
0,0,0,0,0,0,0,0,59,20,0,13051
26,9,31,27,38,77,80,105,86,91,45,13052
42,13,118,90,41,238,131,263,197,358,283,13053
48,0,0,32,0,14,0,136,87,146,68,13054
85,105,290,341,183,572,815,1327,870,1017,547,13057
