total_pop,eighteen_plus,sixty_five_plus,nonhisp_white_perc,hisp_perc,nonhisp_black_perc,two_plus_races_perc,nonhisp_asian_perc,zip
2452,1922,301,85.3,5.2,1.8,8.4,0.0,1080
1823,1357,296,97.1,2.3,0.1,0.7,0.0,1081
10612,8400,1784,92.1,4.1,0.7,2.9,0.5,1082
3148,2451,361,94.1,1.3,0.0,0.4,4.2,1083
154,144,65,97.4,2.6,0.0,0.0,0.0,1084
41479,33332,6502,86.7,7.6,1.6,1.5,2.3,1085
690,690,0,88.0,4.3,7.7,0.0,0.0,1086
433,405,112,89.8,3.0,5.3,1.8,0.0,1088
28575,22290,4383,79.3,10.2,2.6,1.7,4.8,1089
1191,1038,140,99.7,0.1,0.2,0.0,0.0,1092
289,256,69,98.3,0.0,0.0,1.7,0.0,1093
347,288,106,98.0,2.0,0.0,0.0,0.0,1094
14569,11422,2997,90.2,3.9,2.6,2.4,0.8,1095
2564,1999,405,98.2,0.7,0.0,0.4,0.4,1096
78,47,3,89.7,0.0,0.0,10.3,0.0,1097
1117,960,210,95.4,1.2,0.4,2.0,0.8,1098
2430,1983,250,19.1,60.7,15.0,2.6,2.7,1103
23183,17066,2794,31.6,57.2,8.0,4.0,1.8,1104
11576,8366,1154,14.3,63.8,20.3,4.2,0.1,1105
15983,12386,3384,87.1,4.0,0.9,2.2,6.0,1106
11474,7964,977,11.7,78.3,9.2,3.0,0.4,1107
28449,19834,2571,31.2,44.0,16.3,4.7,4.7,1108
30139,22791,3174,21.6,39.1,34.9,5.2,0.8,1109
14293,11043,2362,63.3,17.8,12.3,3.2,3.8,1118
13091,10316,1930,47.9,26.4,23.0,2.2,1.3,1119
2695,2260,482,66.3,10.7,15.9,6.1,0.5,1128
7220,5580,1224,60.9,16.3,17.6,3.8,1.4,1129
9295,6417,927,35.8,38.8,18.9,5.1,1.7,1151
0,0,0,-,-,-,-,-,1199
45001,36251,8382,85.5,5.3,4.4,3.1,2.0,1201
8266,6713,1496,96.4,1.1,0.4,1.6,0.2,1220
829,682,208,99.3,0.7,0.0,0.0,0.0,1222
2247,1914,461,94.8,2.3,1.3,1.3,0.2,1223
176,166,0,94.3,0.0,0.0,0.0,5.7,1224
3192,2666,682,97.7,2.1,0.0,0.3,0.0,1225
6885,5680,1333,94.5,2.9,0.3,0.9,1.3,1226
102,80,45,84.3,7.8,0.0,7.8,0.0,1229
8195,6706,1908,84.2,9.5,2.4,4.4,1.8,1230
2666,2128,438,96.8,0.7,0.8,1.7,0.1,1235
1422,1021,236,87.6,1.1,5.0,5.1,1.3,1236
2755,2099,398,96.4,0.7,2.3,0.9,0.1,1237
5950,4881,1404,93.3,3.1,1.2,0.0,2.3,1238
4592,3918,1892,93.6,2.9,1.2,0.5,2.1,1240
429,297,65,99.8,0.0,0.0,0.2,0.0,1242
381,343,83,95.0,0.0,0.0,0.0,0.8,1243
82,73,20,100.0,0.0,0.0,0.0,0.0,1244
870,751,242,95.1,0.7,1.5,1.6,0.3,1245
15725,13115,3005,91.0,3.5,1.1,4.5,0.2,1247
734,607,235,97.3,2.0,0.0,0.7,0.0,1253
985,861,310,93.4,0.1,1.4,2.0,2.4,1254
869,715,209,94.0,1.5,0.3,2.0,1.8,1255
764,622,133,86.1,2.2,6.9,4.7,0.0,1256
2164,1804,609,98.4,0.3,0.6,0.0,0.0,1257
359,338,153,95.0,1.4,0.0,0.0,0.3,1258
556,524,177,98.4,0.0,1.3,0.4,0.0,1259
545,391,15,100.0,0.0,0.0,0.0,0.0,1260
1196,1085,380,86.4,3.6,2.8,6.8,0.4,1262
161,143,72,100.0,0.0,0.0,0.0,0.0,1264
1380,1204,427,91.2,2.1,0.0,2.1,2.2,1266
7846,6673,1573,79.2,6.9,4.6,3.9,5.3,1267
814,684,156,96.4,1.6,0.0,0.0,1.7,1270
17730,14392,3080,88.2,7.4,1.3,2.9,0.8,1301
1468,1235,266,96.4,0.1,0.3,2.6,0.6,1330
13205,10449,2014,91.7,5.5,0.6,1.5,0.9,1331
2598,2109,570,95.1,2.5,0.4,0.5,1.6,1337
138,127,39,100.0,0.0,0.0,0.0,0.0,1338
1461,1187,365,96.5,0.3,0.6,0.5,2.0,1339
1689,1417,335,95.1,0.5,0.5,1.7,1.8,1340
1716,1357,298,96.9,2.9,0.0,0.2,0.1,1341
1768,1431,336,82.7,4.8,3.2,7.4,3.2,1342
46,46,14,100.0,0.0,0.0,0.0,0.0,1343
1582,1252,248,93.4,2.2,1.8,3.1,0.8,1344
465,381,110,95.3,2.6,0.0,1.5,0.4,1346
133,106,13,100.0,0.0,0.0,0.0,0.0,1347
1106,916,179,95.8,0.0,0.7,2.1,0.0,1349
95,77,22,98.9,0.0,0.0,1.1,0.0,1350
2312,1864,508,95.0,1.6,0.0,2.2,0.5,1351
1656,1453,245,91.4,3.0,2.8,2.0,0.8,1354
915,745,206,98.9,0.0,0.0,1.1,0.0,1355
3006,2368,511,95.0,3.2,0.4,0.8,1.5,1360
7832,6235,1324,95.9,1.8,0.2,1.4,0.6,1364
1202,1029,270,96.1,1.7,0.5,1.6,0.2,1366
686,490,145,95.3,3.5,0.1,1.2,0.0,1367
1363,1116,209,97.6,1.1,0.1,0.1,0.4,1368
3879,3310,888,94.9,0.5,0.3,1.9,2.2,1370
4184,3410,649,95.0,1.5,0.4,1.8,1.0,1373
3673,3163,325,78.2,6.2,3.1,0.8,7.9,1375
5101,4189,1087,84.6,4.6,2.7,6.4,2.7,1376
734,642,160,95.4,1.8,0.0,1.2,1.1,1378
775,650,158,94.7,1.7,0.4,1.7,0.8,1379
40441,31235,5389,64.4,25.7,3.4,3.8,4.2,1420
6171,4697,767,96.2,0.9,1.0,1.6,0.1,1430
3196,2563,428,96.8,1.7,0.4,0.0,1.0,1431
7594,6041,862,82.8,4.8,3.9,3.1,5.4,1432
1716,1637,236,59.5,13.7,19.3,4.3,3.3,1434
3823,2783,578,98.4,0.7,0.1,0.8,0.0,1436
635,523,123,99.8,0.0,0.2,0.0,0.0,1438
20334,16097,3022,87.9,7.0,1.8,2.7,0.8,1440
11182,8467,1523,92.0,1.5,0.4,1.7,4.7,1450
4629,3437,754,90.5,2.0,2.3,1.8,3.3,1451
4537,3456,548,94.4,1.9,2.8,0.6,0.4,1452
41336,32398,6483,75.0,16.4,3.8,2.7,2.3,1453
9538,7497,1604,89.5,0.7,0.6,3.1,6.2,1460
11087,8526,1745,88.8,4.9,2.2,2.0,2.2,1462
12031,9042,1544,92.8,2.3,1.1,2.0,1.7,1463
7433,6234,898,67.7,13.9,8.3,8.4,3.7,1464
560,488,97,93.4,0.0,0.0,4.3,2.3,1467
3704,3241,707,98.2,0.7,0.0,0.0,0.7,1468
7430,5566,934,94.7,2.4,0.1,1.3,0.3,1469
7480,5910,1066,94.9,2.7,0.8,1.3,0.3,1473
1939,1575,195,97.5,0.0,0.0,0.3,2.2,1474
10613,8054,1646,94.9,2.9,0.8,1.9,0.3,1475
16239,13162,3196,91.1,4.7,1.3,0.9,2.1,1501
3061,2497,595,96.4,1.2,0.7,1.1,0.6,1503
9068,7082,982,93.6,2.3,0.8,1.7,0.7,1504
4480,3498,708,90.3,2.1,1.1,1.8,4.3,1505
3386,2648,592,90.9,0.0,0.9,5.8,1.0,1506
13292,10308,1692,96.6,1.6,0.6,0.9,0.4,1507
13759,11103,1917,78.8,15.6,1.1,4.0,1.1,1510
2259,1788,394,97.7,1.4,0.0,0.2,0.2,1515
8689,6496,918,88.9,7.6,0.4,2.7,0.5,1516
3009,2277,745,94.9,2.7,0.0,0.3,2.1,1518
6548,5119,886,87.4,1.9,5.5,3.1,2.7,1519
14880,11417,2240,90.9,3.3,1.2,2.4,2.4,1520
2374,1982,348,95.3,2.5,1.3,1.7,0.0,1521
3380,2462,507,89.6,7.4,1.3,1.1,0.9,1522
7811,6291,1105,86.7,6.4,5.2,1.3,0.1,1523
6649,5603,1187,95.6,3.0,0.3,0.7,0.5,1524
128,106,12,100.0,0.0,0.0,0.0,0.0,1525
13431,10484,2205,92.1,2.4,0.5,1.5,2.4,1527
3218,2394,315,93.3,1.9,0.0,3.7,1.0,1529
1106,854,154,97.8,1.3,0.5,0.0,0.4,1531
14846,11343,2301,83.6,2.4,2.0,2.3,10.0,1532
6406,4956,829,92.9,3.6,0.5,0.0,2.8,1534
4761,3796,673,97.0,1.0,1.1,0.7,0.6,1535
7557,5888,967,79.2,8.9,3.3,5.5,4.5,1536
2671,1819,313,80.7,13.6,0.0,8.9,1.7,1537
10921,8363,1547,90.5,5.9,0.7,3.6,1.1,1540
3451,2641,530,90.9,6.0,0.8,1.7,1.2,1541
2366,1927,442,96.4,0.9,0.6,1.4,0.0,1542
8402,6264,916,94.9,2.2,0.1,0.6,2.2,1543
36103,27047,5280,73.8,3.5,3.4,2.5,16.8,1545
16824,13059,2500,62.0,33.2,2.4,3.7,1.1,1550
4504,3166,486,64.1,7.4,4.9,6.0,17.6,1560
249,223,106,53.0,0.0,0.0,15.7,31.3,1561
11801,9610,1831,92.0,4.2,0.8,1.4,2.4,1562
7954,5974,1233,91.2,5.6,0.5,1.3,1.1,1564
6442,4845,1045,94.7,2.5,0.4,1.1,0.9,1566
7532,5544,913,89.7,3.5,0.2,4.8,2.5,1568
13881,10703,1633,93.5,1.3,2.3,1.1,1.7,1569
16838,13413,2834,80.1,11.3,4.5,2.4,2.2,1570
11608,9115,1451,93.3,2.0,1.7,1.5,1.3,1571
18706,13857,2360,68.8,4.3,1.5,2.1,23.6,1581
7602,6622,1197,79.2,11.6,5.8,2.5,1.3,1583
4606,3769,957,94.6,1.4,0.6,0.9,2.1,1585
9731,7285,1429,90.0,3.8,2.6,1.6,2.0,1588
9184,6861,1181,94.9,0.2,1.3,2.5,0.9,1590
23812,19750,3898,75.0,10.6,8.2,3.3,4.0,1602
20505,16080,2605,54.5,21.4,9.0,3.1,12.3,1603
35866,27920,4396,55.9,18.1,15.5,3.4,8.3,1604
28696,21469,3499,47.2,28.8,14.0,8.8,6.9,1605
19258,15614,2876,77.0,7.8,9.0,2.4,4.0,1606
8636,6716,864,57.6,15.3,19.3,3.7,4.7,1607
3511,2582,322,24.9,46.7,24.3,8.3,0.9,1608
19982,17474,3148,64.2,16.9,10.0,3.0,6.5,1609
23919,19192,1873,40.6,36.5,11.4,4.5,8.5,1610
2466,1933,255,79.9,10.9,5.8,0.7,2.4,1611
4889,3924,725,88.4,8.6,1.4,1.7,0.5,1612
32061,25866,5866,81.5,4.8,4.3,1.5,7.0,1701
38781,30636,4327,55.1,23.0,6.1,6.6,8.9,1702
526,397,75,57.0,9.9,19.8,15.0,5.5,1718
5287,4061,591,75.2,1.7,0.7,1.7,20.4,1719
22638,16865,2866,71.1,2.0,1.3,1.6,23.8,1720
17420,13439,2391,80.9,5.3,2.8,2.2,8.8,1721
14018,10519,2503,75.0,5.0,3.9,2.1,14.4,1730
1957,1067,13,73.6,12.1,1.5,7.0,6.7,1731
5113,3709,560,90.6,2.9,0.4,1.4,4.7,1740
5125,3818,891,84.7,1.8,0.0,3.7,9.7,1741
19448,14914,3652,83.2,5.5,3.3,2.2,5.7,1742
482,269,87,92.3,0.0,0.0,0.0,5.8,1745
14324,10558,2090,90.3,4.2,0.9,1.2,3.2,1746
5942,4443,940,94.0,4.1,0.3,0.3,0.9,1747
16257,11591,1560,88.4,1.8,1.1,1.7,6.7,1748
19680,15652,3298,87.8,5.1,1.5,3.4,2.6,1749
39545,31087,5307,69.9,17.5,3.0,10.3,4.7,1752
10526,8309,1706,90.6,2.6,3.2,1.3,2.5,1754
5963,4387,773,94.9,1.2,0.5,0.9,1.2,1756
28600,21869,3817,81.2,8.9,2.5,3.0,2.8,1757
35133,26560,5332,81.2,4.0,1.9,1.6,11.2,1760
4255,3018,683,89.8,2.6,0.2,2.8,4.7,1770
9486,6940,1225,83.8,2.2,1.5,1.5,11.2,1772
4793,3740,1113,79.1,4.8,3.4,2.2,9.9,1773
7027,5136,1112,92.1,2.4,0.0,1.6,3.2,1775
18594,13097,2713,85.8,1.6,0.5,2.9,8.6,1776
13697,10097,2542,81.8,3.2,0.6,1.6,12.1,1778
39775,32072,5798,81.6,3.8,5.3,1.5,6.3,1801
25698,20344,4698,76.4,2.1,4.7,1.9,14.8,1803
34963,26111,4837,79.1,3.4,2.2,2.3,12.7,1810
31780,25211,4583,89.1,2.1,1.5,1.2,6.0,1821
25803,20473,4502,85.8,3.4,0.8,0.7,9.1,1824
30855,23876,4233,84.4,5.2,3.5,3.1,4.3,1826
3310,2497,455,92.7,0.6,0.0,2.2,4.2,1827
25882,20326,3758,76.3,17.5,2.0,3.4,1.2,1830
23305,18008,2750,69.8,24.9,1.9,2.1,1.6,1832
8514,6403,1235,93.2,3.1,0.6,2.0,0.9,1833
6681,5276,1066,94.7,3.5,0.7,0.0,1.0,1834
13153,10222,1453,84.3,9.2,2.2,1.3,2.9,1835
5524,3934,610,8.1,86.6,3.7,2.5,0.3,1840
47836,35119,4427,13.0,83.4,1.8,2.6,1.3,1841
25963,18828,2535,25.0,63.7,4.0,2.7,6.1,1843
49057,37688,6951,68.3,25.1,1.8,1.8,3.5,1844
29705,22794,4448,84.0,5.9,2.4,2.1,5.6,1845
16394,11690,1348,55.4,27.2,9.1,1.6,6.5,1850
30026,22910,2903,39.4,14.0,7.2,1.7,36.6,1851
34332,26920,3893,56.1,20.1,5.8,4.7,12.9,1852
29204,23388,2979,48.5,19.9,5.8,2.9,22.7,1854
6695,5316,1215,97.6,2.2,0.1,0.1,0.0,1860
11134,8875,1336,82.2,8.4,3.5,2.7,3.5,1862
9103,7111,1747,84.0,4.2,1.0,1.8,9.4,1863
15476,12023,2235,89.7,1.2,1.0,1.8,5.8,1864
24935,18747,3709,92.1,1.8,0.1,1.8,4.3,1867
29692,23914,5276,91.5,2.0,1.6,1.2,3.5,1876
12133,9490,1138,87.8,1.0,0.8,1.9,8.2,1879
26062,21038,4260,91.9,3.4,1.1,1.2,2.4,1880
23850,17157,2826,79.6,2.2,0.5,1.2,16.6,1886
23310,17956,3439,90.8,1.6,1.5,1.5,4.7,1887
22491,15986,3749,83.3,1.7,0.8,2.2,11.9,1890
1637,1276,437,35.2,39.8,18.1,10.0,2.1,1901
47081,34570,5321,29.8,44.5,13.6,7.5,8.4,1902
17103,13466,2169,71.2,17.8,4.3,3.2,4.6,1904
26209,19134,2399,34.9,39.6,11.9,6.2,8.9,1905
27773,22671,5384,86.7,5.5,2.3,1.2,4.1,1906
14418,11053,2713,92.6,3.2,0.6,2.4,1.1,1907
3471,2954,787,95.3,2.5,1.4,0.4,0.5,1908
17082,13552,2484,93.8,2.0,0.9,2.4,0.8,1913
40967,33597,6544,91.4,4.1,1.0,1.6,2.0,1915
8198,6200,1351,93.0,1.4,0.0,2.3,3.4,1921
2829,2357,492,96.3,1.9,0.0,0.0,1.8,1922
27419,21825,5430,91.2,3.7,1.5,1.2,2.4,1923
3632,2854,640,97.4,0.5,0.0,1.0,1.1,1929
29546,24543,6283,94.5,2.0,0.9,1.0,1.0,1930
139,139,15,89.2,10.8,0.0,0.0,0.0,1937
13682,10872,2866,95.1,2.1,0.8,1.4,0.6,1938
13143,10253,2525,90.6,2.2,1.9,0.6,4.7,1940
5321,4147,1279,97.1,1.9,0.0,1.5,0.4,1944
20363,15470,4627,93.2,3.5,1.4,1.2,0.9,1945
9514,7679,1583,84.2,9.8,2.8,2.9,1.5,1949
17837,14317,3440,92.3,2.5,1.4,1.1,2.0,1950
4076,3235,769,97.6,0.5,0.7,0.4,0.0,1951
8899,7478,1637,92.5,2.2,0.9,1.8,2.4,1952
51948,42529,10846,85.0,9.2,2.1,2.1,1.5,1960
7167,5933,2065,95.8,2.0,1.8,0.3,0.0,1966
6145,4684,861,97.6,1.1,0.0,0.6,0.7,1969
42650,35043,5590,73.6,16.3,5.2,3.9,2.2,1970
8136,5903,1162,89.4,1.5,1.0,1.0,6.6,1982
6434,4886,1490,94.5,1.1,0.1,1.8,2.7,1983
5135,4178,790,90.8,3.7,1.5,1.1,2.7,1984
4484,3325,686,98.0,0.4,0.0,0.6,0.8,1985
16833,13280,2126,92.7,1.9,1.1,1.1,3.1,2019
22562,17488,3944,80.8,4.0,5.9,2.5,6.9,2021
8316,6092,1281,97.8,0.6,0.0,0.8,0.8,2025
25272,20137,4823,80.1,7.0,7.5,2.4,2.8,2026
5864,4141,894,83.8,2.8,3.6,1.9,8.2,2030
4070,3154,669,80.5,1.3,5.2,2.9,10.1,2032
17348,13459,2799,89.6,2.8,3.7,1.8,2.0,2035
32873,24349,3915,90.6,2.5,0.7,1.8,4.6,2038
22901,17006,4947,95.5,1.1,0.2,1.4,1.9,2043
10437,9018,2259,94.4,2.9,0.2,1.4,0.8,2045
