HI_0-5k,HI_5-10k,HI_10-15k,HI_15-20k,HI_20-25k,HI_25-35k,HI_35-50k,HI_50-75k,HI_75-100k,HI_100-150k,HI_150k_plus,zip
26,62,38,132,73,168,251,349,314,225,172,14105
44,14,105,91,174,158,292,542,273,413,103,14108
0,0,0,0,0,0,0,0,0,0,0,14109
65,6,70,101,69,76,190,290,145,206,78,14111
0,0,0,0,0,18,0,0,0,0,0,14112
4,5,4,8,23,6,50,70,43,19,15,14113
512,420,776,803,847,1781,2226,3690,2705,3135,1910,14120
12,20,42,61,51,212,167,312,200,212,98,14125
5,31,0,20,5,55,0,80,9,29,25,14126
179,116,168,555,229,917,1346,1713,1631,2449,2791,14127
14,35,8,32,29,51,95,99,107,57,24,14129
0,4,4,3,12,3,11,13,16,0,0,14130
31,11,47,46,80,162,269,424,302,468,209,14131
27,21,64,93,79,217,271,534,385,497,127,14132
0,5,0,0,0,0,23,0,12,3,5,14134
0,0,41,0,0,5,10,19,0,0,0,14135
52,32,101,127,104,180,236,334,402,228,81,14136
15,34,27,35,55,56,136,199,80,68,32,14138
7,43,17,0,80,43,39,109,193,235,126,14139
32,121,172,134,103,361,504,659,451,482,214,14141
11,4,24,11,11,55,74,120,56,58,18,14143
7,4,15,24,39,59,98,157,138,113,61,14145
620,280,1069,1012,1072,2124,2622,3740,2769,2579,872,14150
9,4,17,29,32,36,83,137,123,154,37,14167
0,0,0,0,0,4,0,3,0,0,0,14168
0,0,0,0,0,34,7,7,0,0,0,14169
17,17,8,37,53,35,55,325,173,224,107,14170
24,2,5,24,23,124,157,126,137,150,19,14171
3,28,51,61,65,75,268,202,133,241,118,14172
0,0,0,10,8,0,71,0,59,8,0,14173
90,95,19,108,126,172,264,305,362,511,282,14174
446,474,842,529,461,545,693,806,288,364,226,14201
28,67,171,97,114,237,201,285,116,147,293,14202
40,134,174,33,59,72,123,144,112,164,24,14203
286,565,640,318,265,357,573,523,223,146,170,14204
366,479,688,656,714,1163,1475,1497,904,694,247,14206
918,789,1243,704,778,1151,1274,1009,594,725,280,14207
306,278,413,471,497,512,513,664,296,226,106,14208
245,307,308,276,305,373,472,588,275,420,218,14209
357,372,513,325,296,988,869,1132,648,366,191,14210
915,701,1051,793,815,1566,1384,970,509,393,153,14211
483,298,798,471,297,555,579,526,306,187,115,14212
621,539,1187,734,569,1278,1451,1256,685,766,307,14213
622,351,752,434,488,684,840,1358,824,965,660,14214
1312,1316,1412,1062,1285,1759,2378,2688,1575,1061,430,14215
457,533,764,376,376,830,1436,1631,1493,1406,1205,14216
335,249,711,462,636,1034,1376,2000,1335,1874,722,14217
216,392,711,602,485,1203,1106,1613,737,618,140,14218
197,124,301,366,499,315,785,1047,821,723,255,14219
190,299,431,543,696,1074,1246,1987,1655,1297,489,14220
535,411,855,723,1059,1346,2116,3738,2977,4774,4673,14221
195,244,375,175,219,612,974,1101,887,755,931,14222
326,264,247,338,370,916,1269,1936,1634,1824,762,14223
344,314,738,734,747,1603,2050,3374,3167,3112,1555,14224
412,360,848,787,914,1963,2375,3324,1659,1981,601,14225
618,504,451,357,381,979,1231,2406,1756,2129,1714,14226
363,197,445,569,609,1022,1528,2205,1497,1502,455,14227
562,356,549,534,440,920,1048,1659,1100,1146,1123,14228
0,2,0,0,0,4,0,0,0,0,0,14261
376,409,749,506,382,943,655,680,460,234,132,14301
0,0,8,0,0,8,0,0,0,0,0,14302
218,257,263,217,264,319,399,371,82,80,90,14303
325,313,694,734,890,1153,1866,2485,1727,1797,864,14304
279,505,844,508,595,695,936,1041,623,563,390,14305
58,95,307,401,290,670,664,952,621,609,308,14411
62,51,89,208,83,245,554,475,475,567,216,14414
0,0,0,22,0,5,17,17,11,8,4,14415
67,32,74,53,52,58,294,217,176,253,108,14416
12,13,0,37,27,35,119,66,90,70,66,14418
253,244,379,420,250,794,894,1085,900,1136,667,14420
11,27,29,31,26,66,145,185,157,134,101,14422
11,61,62,77,120,162,304,365,247,334,115,14423
342,161,407,658,633,1117,1541,1911,1578,1923,1585,14424
71,66,196,85,287,528,606,879,750,996,479,14425
12,24,27,72,47,78,133,161,151,73,48,14427
0,56,96,180,159,311,236,580,538,544,348,14428
32,69,74,185,139,218,346,492,313,358,85,14432
31,62,26,47,91,208,236,391,189,166,92,14433
4,40,66,40,44,90,124,257,203,236,105,14435
77,190,316,262,244,425,557,807,509,492,237,14437
0,0,3,5,10,8,23,33,11,21,5,14441
68,88,125,172,219,331,684,749,409,372,180,14445
500,249,478,571,489,1197,1561,2844,2324,3517,3382,14450
235,137,322,179,156,298,443,414,435,346,347,14454
252,309,521,458,358,833,1157,1316,1067,737,423,14456
0,1,0,3,2,22,12,58,37,31,12,14462
55,40,88,101,177,289,547,440,392,488,182,14464
11,5,64,0,15,36,78,163,132,132,18,14466
93,67,300,185,130,287,461,525,627,771,479,14467
53,114,185,202,152,496,705,1825,1025,1413,586,14468
50,54,43,102,35,311,368,557,394,421,149,14469
73,106,137,127,135,341,596,703,346,436,208,14470
2,6,36,34,49,111,137,263,100,235,46,14471
102,56,70,144,121,122,419,434,380,694,762,14472
23,0,5,0,5,4,28,19,1,30,14,14475
59,16,15,36,24,106,141,248,123,117,55,14476
8,11,33,0,21,18,56,171,85,103,43,14477
0,0,0,0,6,14,16,44,71,95,9,14478
0,0,0,0,7,0,0,33,17,21,0,14479
0,26,19,0,62,0,154,25,15,65,0,14480
46,22,3,25,30,125,55,190,123,120,41,14481
15,83,307,102,147,290,413,624,519,603,234,14482
10,24,34,106,114,118,243,297,236,262,149,14485
0,0,8,0,0,10,0,70,29,15,25,14486
19,33,65,62,123,144,288,514,443,483,244,14487
72,103,156,132,103,245,404,579,463,342,54,14489
89,26,108,158,130,459,451,866,596,737,521,14502
7,3,22,13,52,69,169,223,107,96,17,14504
36,107,55,30,69,137,280,584,266,321,157,14505
0,0,15,0,16,20,15,76,13,136,185,14506
25,18,15,18,32,46,48,94,79,43,51,14507
39,91,82,183,98,173,340,411,225,223,24,14510
0,0,14,11,0,59,13,59,24,27,0,14511
52,42,47,59,80,208,327,441,223,298,133,14512
85,194,444,182,326,836,1079,1145,636,676,199,14513
112,30,59,157,120,163,292,616,288,482,361,14514
22,5,42,77,20,88,140,184,178,108,66,14516
32,67,75,104,50,86,226,302,139,154,30,14517
39,0,199,288,205,562,645,1016,698,853,546,14519
24,14,49,58,84,156,103,217,87,105,66,14521
40,151,222,152,253,559,512,672,704,583,206,14522
4,24,21,21,27,71,131,219,218,182,92,14525
133,50,89,410,361,638,866,1453,745,1677,1793,14526
179,139,263,312,262,613,585,752,673,676,333,14527
0,0,0,0,0,0,0,10,0,28,0,14529
46,44,163,36,113,252,314,511,441,201,58,14530
5,8,23,59,151,110,258,312,260,339,107,14532
0,6,34,60,65,71,113,141,81,168,51,14533
94,95,98,196,142,459,947,1425,1392,2636,4281,14534
17,21,18,14,4,30,35,69,18,27,8,14536
0,0,16,10,0,4,10,0,0,0,11,14537
0,0,0,0,0,13,9,11,17,10,0,14539
25,23,36,15,71,66,173,189,162,98,68,14541
0,0,0,6,14,0,0,10,5,0,0,14542
7,0,10,7,46,66,94,245,242,346,196,14543
10,20,31,34,34,64,108,263,66,84,36,14544
0,0,3,0,0,7,22,10,16,0,5,14545
22,41,59,40,104,108,305,399,373,279,163,14546
39,38,85,27,132,70,246,273,274,277,71,14548
0,0,0,4,0,8,7,18,4,5,0,14549
17,48,27,60,46,58,95,121,74,84,25,14550
49,53,133,81,115,267,346,454,269,210,73,14551
43,3,25,32,38,67,94,99,48,75,34,14555
108,43,141,106,284,542,817,1220,1047,1485,1174,14559
19,11,23,16,16,87,152,191,140,110,47,14560
32,0,28,32,9,90,154,292,188,186,97,14561
63,30,118,197,207,296,683,760,727,1333,1600,14564
15,14,36,21,51,149,222,491,359,507,293,14568
24,92,163,124,222,219,384,541,309,369,196,14569
0,16,16,18,39,94,79,162,20,82,32,14571
48,47,170,128,130,289,248,422,294,264,99,14572
400,314,529,563,799,1579,2270,3610,3154,4381,3735,14580
0,0,0,0,5,11,10,30,0,6,0,14585
117,88,109,117,139,213,548,669,659,1223,440,14586
0,0,0,0,11,12,4,9,12,15,0,14588
116,89,157,121,142,217,365,510,490,378,284,14589
74,76,171,100,83,233,384,471,206,213,140,14590
25,5,26,22,24,81,90,115,94,99,45,14591
0,0,0,0,0,42,0,32,16,12,0,14592
211,135,252,122,104,98,246,160,117,86,67,14604
366,562,666,435,404,608,438,431,193,104,139,14605
383,460,778,809,671,1633,1870,2293,1216,1111,366,14606
429,491,602,657,660,997,1361,2107,920,818,605,14607
408,638,804,511,502,495,575,587,235,192,124,14608
646,1019,1126,734,1128,2094,2692,3112,2012,2135,682,14609
257,105,203,308,327,580,910,1165,947,1311,901,14610
645,464,740,706,498,904,946,945,314,121,87,14611
311,275,970,681,733,1647,1779,2769,2109,2392,1485,14612
261,313,387,277,510,669,831,672,539,345,70,14613
0,16,0,0,0,0,0,17,18,18,0,14614
362,236,570,465,483,865,1343,1471,531,479,244,14615
387,134,623,568,614,1727,2145,2332,1459,1371,601,14616
212,122,302,384,448,726,1203,1959,1335,1784,1073,14617
189,177,68,245,200,365,793,1147,1022,1613,2403,14618
262,291,522,356,349,708,960,861,590,460,131,14619
628,658,851,589,571,1444,1390,2095,1129,1222,725,14620
1013,1193,1661,1279,853,1792,1586,1446,817,643,197,14621
102,113,393,139,230,697,900,1224,783,676,366,14622
469,315,496,480,247,1037,1210,1686,1065,1142,386,14623
193,148,417,352,546,1166,2094,2671,2336,2629,1553,14624
19,40,115,191,157,340,446,718,760,822,753,14625
294,151,431,660,740,1104,1638,2519,1964,1919,1218,14626
0,0,0,0,0,0,0,0,0,0,0,14627
703,992,1640,1367,1284,1753,2431,2932,1775,1580,373,14701
82,64,80,202,133,351,336,504,356,352,158,14706
0,0,8,0,4,8,14,18,11,18,0,14707
0,3,0,0,5,6,7,13,22,9,0,14708
27,16,27,32,30,71,89,124,54,83,18,14709
4,17,22,89,46,158,224,272,185,190,86,14710
10,18,62,26,38,47,148,192,95,49,10,14711
90,4,18,92,34,193,171,204,132,289,94,14712
0,6,6,5,14,19,48,39,43,21,9,14714
24,34,63,109,77,190,160,171,201,93,8,14715
42,23,76,65,83,114,163,136,70,76,14,14716
15,3,11,33,24,16,56,51,27,14,19,14717
19,12,43,36,25,84,119,136,134,133,20,14718
44,60,65,109,94,127,216,289,159,159,53,14719
17,23,25,39,37,40,42,87,11,2,0,14720
3,4,0,11,0,0,10,28,0,0,0,14721
0,0,0,0,0,0,0,0,0,42,8,14722
9,3,17,18,33,42,63,63,81,61,21,14723
43,4,26,29,58,95,147,151,112,116,45,14724
30,9,34,39,53,124,72,110,60,48,2,14726
46,101,177,88,145,176,390,345,311,340,105,14727
24,0,34,37,21,35,63,122,75,52,15,14728
13,0,14,11,12,46,55,132,77,41,7,14729
18,6,23,32,45,25,88,56,65,92,74,14731
0,0,0,0,2,9,7,31,0,3,0,14732
54,85,79,127,107,134,310,323,144,151,56,14733
30,53,62,91,50,188,221,205,110,87,39,14735
12,0,3,0,0,10,21,19,10,6,22,14736
37,60,115,94,89,274,312,358,203,160,69,14737
17,6,98,104,24,148,307,227,248,214,71,14738
68,41,88,68,63,164,217,200,182,96,6,14739
11,7,13,34,33,32,66,104,74,48,27,14740
21,0,85,15,33,47,78,160,87,156,45,14741
0,0,0,0,9,10,0,17,0,33,9,14742
14,22,37,92,50,89,133,104,112,88,35,14743
31,5,18,0,5,68,81,75,87,71,18,14744
63,15,34,54,74,69,99,173,120,132,22,14747
3,7,43,38,21,19,30,24,52,11,8,14748
17,17,141,130,127,227,293,330,298,235,271,14750
0,0,62,17,0,34,9,9,7,7,8,14752
10,15,34,51,33,63,62,76,74,53,12,14753
3,4,26,22,10,29,57,45,25,39,4,14754
14,57,62,59,74,132,200,266,157,142,35,14755
11,0,0,0,0,0,25,0,0,9,0,14756
64,29,73,68,101,129,203,216,160,158,83,14757
251,369,748,461,508,1029,943,1388,1005,962,409,14760
14,11,64,73,27,85,70,143,87,94,18,14767
0,14,59,24,8,10,96,50,64,23,39,14769
27,14,89,85,77,108,189,243,156,120,54,14770
64,48,110,73,85,205,235,292,183,154,82,14772
0,0,0,1,0,0,9,8,0,8,0,14774
19,31,69,60,60,162,139,253,116,88,32,14775
0,15,18,3,17,38,78,69,26,28,9,14777
0,0,0,0,0,0,0,0,0,0,0,14778
118,149,285,255,226,330,416,490,214,177,53,14779
29,38,53,52,59,82,156,137,91,74,20,14781
58,28,32,73,63,85,135,183,120,102,23,14782
4,4,8,15,14,21,11,28,12,4,4,14783
4,31,11,4,26,62,43,33,77,57,16,14784
72,34,229,132,38,272,351,402,231,210,95,14787
0,0,0,0,0,0,23,0,0,9,0,14788
67,35,169,110,106,226,278,394,281,274,81,14801
47,37,5,43,16,19,39,45,36,33,31,14802
35,3,12,41,39,40,64,64,27,59,27,14803
13,4,17,19,38,62,62,141,110,72,30,14804
14,4,34,40,14,51,74,70,53,54,37,14805
14,27,32,49,58,94,128,175,129,100,42,14806
39,53,74,31,59,103,197,270,169,136,62,14807
0,0,12,22,5,0,40,81,38,9,14,14808
30,20,34,39,24,95,208,195,133,89,40,14809
137,129,485,486,342,678,652,965,589,489,192,14810
13,34,25,59,83,129,143,283,226,182,37,14812
37,55,65,110,101,67,147,130,153,93,33,14813
16,0,16,0,16,53,79,114,160,187,73,14814
17,14,6,26,33,27,65,62,65,37,13,14815
0,6,0,0,13,19,22,47,16,33,46,14816
7,0,16,26,48,135,201,166,141,117,55,14817
2,4,24,78,22,75,206,171,114,216,9,14818
4,17,30,10,34,37,39,46,36,10,13,14819
3,2,17,36,15,47,44,51,68,23,10,14820
38,0,109,61,131,106,190,212,220,242,45,14821
15,10,20,19,35,53,76,81,57,63,5,14822
18,34,86,76,133,236,145,291,270,156,42,14823
0,0,22,10,18,17,81,32,34,7,0,14824
0,5,4,17,5,15,57,43,65,92,18,14825
23,21,66,24,60,91,106,148,117,112,22,14826
0,0,0,0,0,0,15,62,0,19,0,14827
289,294,372,436,494,914,1050,1704,972,1221,889,14830
10,0,14,9,3,13,13,85,44,113,14,14836
46,59,101,167,78,205,342,415,238,231,267,14837
11,22,27,30,50,66,101,171,101,114,62,14838
7,14,8,7,16,54,38,79,45,21,9,14839
32,18,44,73,106,138,195,275,126,191,143,14840
71,0,0,39,0,3,12,20,81,57,8,14841
0,0,18,16,46,23,112,59,26,0,0,14842
125,271,385,273,241,649,883,1145,625,573,128,14843
226,204,228,332,326,913,999,1799,1136,1508,943,14845
16,2,27,28,7,19,64,73,33,43,5,14846
21,33,37,74,32,188,135,243,150,112,26,14847
2108,1314,1453,1045,921,2493,2475,4227,2492,2748,3512,14850
0,0,0,0,0,0,0,0,0,0,0,14853
0,0,0,0,0,0,13,0,0,0,0,14854
13,8,0,9,32,31,43,63,72,28,12,14855
0,26,29,28,0,0,29,0,0,0,0,14856
33,8,20,30,14,62,80,87,86,88,19,14858
15,0,13,19,17,25,49,58,22,57,26,14859
7,7,22,37,37,52,106,134,71,63,20,14860
15,14,27,26,43,35,157,140,89,33,21,14861
74,10,6,13,14,49,72,39,120,97,0,14864
75,37,83,104,88,95,206,138,153,147,77,14865
59,58,123,112,165,202,240,455,480,326,141,14867
4,6,20,50,14,68,72,141,64,61,32,14869
128,130,104,133,179,406,609,636,461,697,594,14870
110,38,76,143,60,132,281,289,300,367,188,14871
0,0,0,0,4,16,58,53,10,65,43,14872
58,14,62,44,62,97,162,240,127,55,79,14873
10,0,8,0,7,10,22,23,10,17,0,14874
6,0,8,13,7,19,26,47,18,37,6,14877
0,3,6,11,12,14,21,50,29,71,27,14878
17,51,38,18,30,102,173,166,158,86,34,14879
20,16,32,45,45,68,111,157,88,59,10,14880
0,0,0,0,0,0,14,0,31,77,14,14881
20,39,16,37,11,109,237,361,199,353,323,14882
13,36,200,72,106,231,271,368,309,221,68,14883
0,0,15,5,5,14,15,19,15,23,2,14884
9,13,5,14,4,17,60,55,52,17,7,14885
17,31,92,170,141,256,351,525,576,495,328,14886
19,2,31,30,41,45,90,138,94,88,23,14889
20,47,110,99,144,163,288,315,201,240,75,14891
57,108,279,238,197,476,292,468,451,393,156,14892
0,0,0,0,0,0,0,0,0,0,0,14893
17,6,2,37,39,64,49,84,113,30,29,14894
140,110,350,288,328,386,820,920,344,407,226,14895
3,15,6,23,33,29,77,65,37,29,8,14897
12,18,33,14,36,82,138,128,78,72,32,14898
378,500,609,312,438,741,592,589,447,463,147,14901
40,106,156,201,129,282,476,631,431,528,275,14903
179,308,458,361,355,930,807,1489,720,629,156,14904
130,144,180,204,192,255,515,893,512,495,333,14905
502,487,657,769,666,1436,1849,2182,1848,2161,920,15001
117,184,263,372,223,542,929,1013,605,627,235,15003
7,7,0,0,0,0,44,30,23,0,0,15004
25,41,83,268,145,398,482,585,587,902,479,15005
0,0,0,0,0,0,0,20,0,145,22,15006
9,0,34,0,0,9,19,103,14,0,0,15007
135,121,263,415,217,621,770,1044,941,1177,848,15009
287,456,533,489,664,1213,1601,1967,1385,1628,963,15010
217,147,209,361,347,496,688,1362,968,1098,691,15012
78,78,86,39,88,147,202,270,158,87,82,15014
8,15,0,3,0,9,34,59,71,118,159,15015
219,129,329,334,339,568,922,1331,1074,1111,991,15017
0,29,17,22,38,51,27,28,83,54,0,15018
19,73,27,18,18,100,155,113,63,84,47,15019
0,0,0,0,0,0,43,11,0,48,0,15020
21,123,119,142,173,242,477,577,459,465,206,15021
106,157,349,255,224,578,686,908,348,611,203,15022
94,81,100,127,196,319,495,643,525,576,512,15024
313,192,349,349,349,685,896,997,652,973,1035,15025
35,47,0,66,67,168,42,241,276,197,141,15026
50,9,52,95,49,94,78,229,136,161,57,15027
4,0,2,3,8,13,6,14,9,1,1,15028
15,37,32,27,43,46,74,100,57,44,48,15030
0,40,38,25,0,0,0,42,44,0,0,15031
93,194,116,129,241,185,214,377,183,177,56,15033
31,54,48,98,75,160,124,93,113,76,37,15034
41,55,88,59,26,64,213,174,131,96,40,15035
60,73,280,209,209,407,462,1062,601,813,338,15037
0,0,0,0,25,0,0,40,41,25,0,15038
11,76,188,105,201,489,410,686,593,727,288,15042
5,9,47,10,38,87,121,135,129,171,17,15043
175,209,195,309,224,632,831,1034,1229,2240,3312,15044
82,77,132,116,247,282,342,364,287,150,18,15045
17,13,15,9,36,89,198,156,187,193,106,15046
0,0,0,0,0,0,0,30,23,0,0,15047
4,3,31,55,38,53,86,120,39,50,28,15049
9,7,30,32,58,83,104,176,176,241,66,15050
0,0,0,0,35,18,20,80,46,0,22,15051
22,20,20,47,56,142,185,337,214,189,83,15052
0,0,0,8,0,9,15,8,11,0,0,15053
0,8,6,0,28,39,17,15,11,8,9,15054
0,0,40,38,26,63,218,148,66,47,31,15055
22,16,61,27,23,32,105,112,72,42,31,15056
101,127,131,180,272,435,678,944,646,1228,1207,15057
59,101,149,127,122,272,170,379,221,89,32,15059
0,17,2,8,14,30,54,70,43,47,2,15060
112,158,336,387,362,521,677,901,648,1004,258,15061
138,117,170,343,264,443,548,537,439,382,93,15062
106,128,269,279,267,463,725,843,691,776,261,15063
0,0,0,0,14,20,17,29,19,21,17,15064
120,220,180,184,380,392,691,1252,685,584,237,15065
232,262,174,357,239,501,910,1215,706,539,278,15066
45,24,72,47,119,131,147,212,91,62,49,15067
403,679,912,1013,839,1757,2193,2943,1935,2375,1276,15068
69,75,112,87,114,470,575,849,647,894,640,15071
0,0,0,0,0,0,0,0,0,0,9,15072
148,136,251,218,191,507,525,597,487,388,163,15074
8,0,23,0,0,0,0,13,24,0,0,15075
0,58,38,63,0,20,127,34,47,67,0,15076
2,0,3,9,3,11,4,18,2,10,0,15077
0,0,0,0,31,8,20,51,21,29,0,15078
2,3,3,11,11,29,26,45,24,21,6,15081
0,0,0,51,0,0,0,33,15,0,0,15082
27,12,29,17,23,46,49,67,41,24,4,15083
36,60,404,308,387,700,807,805,523,365,218,15084
75,84,225,88,211,257,397,612,383,538,386,15085
0,0,15,0,0,16,27,40,0,12,34,15086
0,0,0,8,0,0,0,12,17,15,0,15087
7,8,13,2,7,24,34,33,13,19,2,15088
104,121,139,177,125,348,400,499,401,434,178,15089
192,36,68,292,163,224,553,1417,937,1613,3509,15090
230,167,173,463,306,732,727,1532,1550,1959,2157,15101
269,176,214,475,377,964,1316,2271,1748,2712,1804,15102
264,354,500,273,316,443,584,544,298,77,92,15104
267,285,375,727,674,902,1101,1692,1322,1063,827,15106
305,250,309,597,728,1125,2093,2954,2306,3329,2721,15108
279,240,239,234,97,243,299,283,136,118,86,15110
63,104,87,109,171,277,184,214,101,89,29,15112
120,6,138,249,215,419,669,1214,995,1287,850,15116
204,472,539,602,702,1140,1003,1399,871,1101,453,15120
352,361,463,520,585,817,1051,1488,1195,1135,618,15122
16,55,99,145,244,324,310,408,479,664,512,15126
123,76,124,82,130,411,621,879,602,978,418,15129
28,67,233,103,166,420,624,770,584,504,192,15131
596,883,1151,833,826,1308,1280,1335,814,690,195,15132
80,63,144,199,260,309,357,642,490,337,106,15133
48,44,149,98,96,177,292,498,251,450,110,15135
207,552,681,690,453,1019,1030,1715,1113,1068,1074,15136
104,187,235,221,223,778,833,848,469,468,278,15137
27,78,142,140,170,263,303,681,468,447,473,15139
70,116,79,192,127,213,295,215,128,65,28,15140
38,0,0,0,0,12,18,13,20,85,410,15142
157,118,170,166,261,474,610,1268,963,1556,2693,15143
41,113,41,100,117,168,260,478,240,245,83,15144
72,253,362,278,254,381,580,517,332,189,49,15145
306,243,434,622,599,1168,1627,2337,1724,2430,1005,15146
288,321,388,449,465,728,1333,1689,995,1017,539,15147
59,79,105,134,114,169,218,203,99,38,12,15148
124,186,207,396,225,645,681,1199,839,880,812,15201
226,342,549,557,583,1301,1445,1728,1294,1245,769,15202
300,274,451,274,233,452,620,812,589,786,551,15203
119,246,353,291,189,388,564,640,379,308,153,15204
378,310,342,511,430,1062,1435,1967,1551,1499,845,15205
796,674,1056,988,970,1625,1529,2334,1557,1319,1710,15206
262,348,447,277,280,557,484,890,536,504,302,15207
304,358,461,375,228,456,302,541,470,342,592,15208
135,160,230,370,185,657,744,1032,650,967,544,15209
416,632,821,956,800,1328,1801,2070,1018,847,383,15210
120,232,333,330,300,629,650,978,640,674,638,15211
780,628,1091,841,772,1488,1362,2393,1557,1375,805,15212
1756,1090,1007,790,705,1184,998,968,364,494,637,15213
337,300,428,376,388,576,848,913,751,787,302,15214
122,196,182,287,200,355,640,824,683,799,1115,15215
207,228,529,361,426,967,1489,2025,1561,1664,1064,15216
611,406,431,343,582,920,1178,1345,1635,1856,2412,15217
101,374,357,299,336,733,1035,1348,666,946,597,15218
522,728,684,609,448,499,505,501,247,361,251,15219
154,209,251,303,320,597,1075,1399,1381,1422,954,15220
665,1129,1162,1095,985,1914,2487,2707,1310,1474,1156,15221
74,114,144,74,55,124,102,345,241,440,813,15222
76,163,102,219,124,391,369,699,439,388,148,15223
238,301,355,358,261,681,924,942,643,564,326,15224
25,34,50,46,52,60,107,108,50,54,14,15225
185,142,247,287,340,841,714,1497,743,989,335,15226
299,292,295,561,690,1211,1583,2138,1870,1994,806,15227
143,126,107,226,273,570,554,932,694,1440,2208,15228
131,106,114,440,225,424,950,976,819,1281,557,15229
590,164,205,361,421,516,623,1103,603,711,877,15232
128,81,124,91,74,76,186,246,101,202,105,15233
122,117,269,256,242,654,831,1363,833,1053,527,15234
410,297,525,750,529,1570,2128,3359,2056,1984,1440,15235
277,237,406,465,637,1137,1550,2198,2033,2297,1203,15236
428,237,404,766,561,1342,1760,2991,2567,3536,3573,15237
172,69,117,147,189,313,500,709,621,691,1774,15238
53,114,207,310,348,759,850,1840,1489,1861,787,15239
100,53,107,132,256,457,522,790,809,1531,2889,15241
79,72,181,129,188,380,619,807,816,1070,1248,15243
0,0,0,0,0,0,0,0,0,0,0,15260
0,0,0,0,0,0,0,0,0,0,0,15290
375,637,1022,1069,960,2200,2756,3687,2621,2889,2095,15301
1,8,11,6,9,17,15,21,6,12,5,15310
0,0,9,34,45,65,61,107,110,165,54,15311
26,39,23,83,48,110,179,305,194,275,178,15312
2,2,2,9,4,19,18,32,27,30,5,15313
102,99,103,116,118,141,180,325,167,209,63,15314
0,27,23,12,14,18,31,47,38,22,14,15315
4,0,0,4,4,4,3,4,17,0,0,15316
258,172,375,411,422,989,1780,2354,2015,3180,3443,15317
114,222,104,166,86,188,377,339,363,235,166,15320
7,7,0,30,38,42,87,121,67,95,97,15321
19,35,41,38,53,116,89,175,124,110,29,15322
39,26,72,112,101,132,227,346,303,300,123,15323
3,20,20,18,30,45,51,33,33,11,6,15324
16,0,0,45,15,21,17,62,11,9,0,15325
48,17,46,40,35,36,62,134,80,108,46,15327
4,6,12,36,6,45,76,98,67,97,82,15329
30,51,25,52,27,117,224,278,311,400,425,15330
14,0,13,20,17,65,27,57,17,27,9,15331
69,128,143,152,133,330,544,571,581,675,307,15332
17,43,87,25,59,101,105,89,106,150,61,15333
0,7,6,0,0,10,5,10,0,10,4,15334
0,5,6,4,8,18,33,65,24,50,10,15337
27,16,37,40,20,68,108,139,68,82,52,15338
21,29,0,21,0,22,36,60,143,108,38,15340
8,5,17,20,15,19,36,69,66,34,36,15341
68,34,67,54,146,274,240,394,380,325,181,15342
11,0,14,46,19,76,77,95,77,132,42,15344
30,20,35,39,29,48,39,114,69,72,41,15345
12,5,10,4,18,48,21,29,21,19,12,15346
0,54,0,0,19,0,58,0,70,0,33,15347
18,4,0,0,0,23,36,20,0,4,12,15348
12,3,30,46,38,71,79,161,56,143,41,15349
0,0,14,34,0,16,18,36,30,5,0,15350
0,0,0,16,0,151,0,93,68,12,0,15351
13,13,22,13,22,55,66,65,36,41,38,15352
0,0,0,0,0,17,7,6,8,3,5,15353
2,33,6,26,17,64,82,95,75,120,33,15357
0,0,31,8,47,136,0,43,43,0,9,15358
0,0,0,0,14,3,11,5,24,6,10,15359
20,7,16,11,27,36,111,132,121,107,114,15360
0,0,0,0,30,0,0,7,15,9,10,15361
6,9,4,6,13,42,73,62,28,52,21,15362
0,0,17,17,18,0,36,9,53,37,24,15363
3,3,2,5,14,55,14,47,64,53,34,15364
0,0,11,0,0,10,20,0,0,22,19,15366
7,35,0,46,49,66,168,370,385,628,1258,15367
0,0,14,17,10,29,33,18,24,27,0,15368
137,78,315,310,283,473,640,924,641,745,383,15370
12,7,35,21,10,94,79,133,96,107,54,15376
9,16,13,7,8,10,38,34,34,27,18,15377
0,0,0,0,0,10,19,0,0,28,0,15378
3,0,0,0,7,3,6,10,3,16,0,15379
20,2,12,15,11,36,25,32,46,32,11,15380
568,846,826,890,938,1547,1897,1970,1756,1387,734,15401
47,0,86,30,26,52,27,78,78,89,12,15410
5,13,14,13,10,20,41,82,20,36,25,15411
0,2,23,11,15,28,24,35,22,32,18,15412
0,9,0,54,0,43,54,0,72,19,0,15413
221,203,317,137,154,500,432,574,332,376,207,15417
137,119,228,103,59,124,210,186,84,142,113,15419
11,10,0,8,25,0,9,7,16,0,0,15420
0,0,0,0,0,0,0,0,0,19,0,15421
9,0,47,0,0,0,0,0,0,32,0,15422
5,22,16,32,22,99,177,86,67,158,145,15423
33,60,81,61,79,128,134,138,102,84,19,15424
168,495,609,685,518,958,1070,1479,970,848,364,15425
7,27,40,37,39,60,57,64,59,66,18,15427
6,21,16,20,22,72,185,132,128,125,44,15428
0,0,0,45,13,14,0,17,21,19,6,15429
9,5,0,4,44,4,9,25,26,0,13,15430
27,84,174,111,97,161,256,382,199,171,108,15431
7,2,32,6,12,49,29,21,28,19,7,15432
0,0,66,0,0,66,29,18,32,51,0,15433
0,0,13,8,12,18,19,2,15,10,2,15434
0,0,0,8,9,40,64,15,44,35,0,15435
48,69,59,82,86,163,177,172,127,163,26,15436
