housing_units_occ,homeowner_units_occ,renters_units_occ,med_rent,med_household_price,zip
4779,4215,564,848,112500,780
5239,2910,2329,474,109900,782
10736,8106,2630,564,111600,783
14239,10029,4210,411,98400,784
86,86,0,-,44400,786
16741,12499,4242,500,115700,791
8964,6072,2892,467,118100,794
14607,10949,3658,537,99600,795
3302,1479,1823,626,378800,901
78,78,0,-,427300,906
8521,5274,3247,933,287700,907
2500,1023,1477,642,171600,909
3724,1798,1926,705,369300,911
2800,1475,1325,639,138800,912
3090,573,2517,238,378400,913
10638,4319,6319,469,93800,915
8211,4172,4039,543,123900,917
7980,3911,4069,530,196700,918
7117,3815,3302,743,152100,920
13998,6582,7416,597,145800,921
10487,4716,5771,494,116200,923
19698,10157,9541,481,138400,924
2763,543,2220,567,150800,925
36983,26973,10010,683,181500,926
6265,3338,2927,569,216600,927
28,0,28,-,-,934
25533,18916,6617,704,137400,949
0,0,0,-,-,950
123,39,84,-,79000,951
3138,1987,1151,508,105900,952
22376,18220,4156,729,144800,953
24889,17522,7367,634,129800,956
15345,11214,4131,654,136000,957
18030,11753,6277,638,147500,959
0,0,0,-,-,960
11572,7936,3636,696,159700,961
7634,4267,3367,553,110600,962
2044,1257,787,524,96400,965
6507,4730,1777,1041,264900,966
1834,1414,420,977,207200,968
15537,11302,4235,924,239000,969
9593,6578,3015,646,142700,971
23447,16715,6732,607,152600,976
8770,5793,2977,976,187000,979
5727,3646,2081,659,137500,982
12773,8309,4464,620,152000,983
12400,8625,3775,559,142900,985
20134,14935,5199,752,146600,987
6611,4813,1798,1278,257700,1001
8782,4257,4525,1476,435200,1002
19,0,19,-,-,1003
1681,1583,98,1394,294900,1005
6446,5445,1001,1211,336400,1007
531,502,29,932,279400,1008
307,183,124,1289,224200,1009
1480,1283,197,927,355400,1010
512,413,99,993,263000,1011
198,151,47,1022,301700,1012
9350,4805,4545,990,231500,1013
13311,8426,4885,1095,236600,1020
1077,771,306,1671,145300,1022
479,389,90,1054,273200,1026
8606,5428,3178,1169,334800,1027
5975,5063,912,1180,320500,1028
241,222,19,-,389500,1029
4966,3801,1165,1124,288100,1030
676,351,325,1121,232300,1031
232,206,26,-,275600,1032
2686,2409,277,853,298900,1033
843,797,46,1886,322100,1034
2323,1728,595,1625,420100,1035
1971,1876,95,-,331400,1036
257,231,26,-,411400,1037
1058,782,276,1352,434800,1038
720,636,84,1517,377300,1039
15112,6272,8840,937,236800,1040
1102,906,196,1173,264300,1050
742,580,162,1221,318600,1053
738,652,86,1400,410200,1054
8502,6293,2209,1192,285000,1056
3473,2902,571,942,296300,1057
7391,3380,4011,1435,420200,1060
4178,3217,961,1083,374100,1062
6,0,6,-,-,1063
69,69,0,-,409200,1066
613,571,42,1361,365200,1068
3848,2868,980,890,231100,1069
261,236,25,972,248300,1070
530,468,62,933,267400,1071
614,547,67,1539,312800,1072
2496,2294,202,1139,373300,1073
180,61,119,1085,256300,1074
7316,5614,1702,1171,311600,1075
3691,3183,508,1243,339000,1077
262,163,99,1117,264900,1079
989,629,360,1237,228300,1080
692,634,58,1429,258100,1081
4843,3439,1404,1014,250000,1082
903,531,372,1048,346900,1083
50,42,8,-,282100,1084
15767,10584,5183,1050,283500,1085
390,227,163,1163,377100,1088
12691,7207,5484,1038,294400,1089
618,364,254,937,283600,1092
69,69,0,-,387900,1093
13,13,0,-,-,1094
5382,4851,531,885,360800,1095
1107,943,164,1357,339400,1096
17,5,12,-,-,1097
467,446,21,533,309500,1098
1496,117,1379,1016,188800,1103
9103,4224,4879,971,187500,1104
5018,566,4452,881,207100,1105
5976,5407,569,1996,409500,1106
4290,1195,3095,858,187000,1107
10505,4760,5745,1128,200700,1108
9623,4127,5496,1075,180100,1109
5724,4448,1276,1241,224200,1118
5173,3801,1372,1092,204400,1119
1102,1036,66,-,233000,1128
2661,2044,617,1288,211900,1129
0,0,0,-,-,1144
3615,1602,2013,1233,181300,1151
19874,12377,7497,1029,221800,1201
4041,2470,1571,896,182700,1220
238,238,0,-,303000,1222
1181,1110,71,1438,317700,1223
56,45,11,-,278400,1224
1547,1371,176,1277,234200,1225
2884,2211,673,887,285800,1226
83,61,22,-,947900,1229
3776,2857,919,1106,448200,1230
1059,850,209,948,225500,1235
619,514,105,-,381300,1236
1042,1004,38,1232,264700,1237
2572,2057,515,1185,313100,1238
2239,1509,730,1101,418600,1240
70,70,0,-,-,1242
72,72,0,-,404500,1243
74,65,9,-,660200,1244
335,330,5,-,520700,1245
6783,4097,2686,849,171400,1247
377,309,68,-,315300,1253
440,424,16,944,516100,1254
355,343,12,1208,288200,1255
305,288,17,-,237500,1256
1011,720,291,1144,461500,1257
81,77,4,-,506000,1258
266,235,31,-,407100,1259
9,9,0,-,-,1260
715,502,213,943,549200,1262
98,74,24,1229,545500,1264
456,385,71,1727,414700,1266
2735,2068,667,1223,405000,1267
398,395,3,-,328200,1270
8225,4573,3652,1013,242100,1301
759,624,135,938,344100,1330
5412,4025,1387,1010,227300,1331
1044,882,162,999,291900,1337
48,44,4,-,-,1338
634,538,96,1125,285800,1339
835,684,151,1083,261400,1340
714,632,82,1433,358100,1341
393,227,166,1819,307600,1342
72,47,25,-,219400,1343
677,528,149,945,233300,1344
203,193,10,-,246500,1346
101,43,58,-,165400,1347
343,274,69,1095,288100,1349
53,46,7,-,150000,1350
1034,835,199,1194,284400,1351
627,509,118,-,302600,1354
412,357,55,1007,329300,1355
1225,1088,137,972,314000,1360
3044,2165,879,686,207900,1364
461,416,45,1223,346000,1366
198,170,28,1000,254100,1367
538,477,61,1066,308800,1368
1741,1194,547,1011,329000,1370
2309,1885,424,1312,391900,1373
1765,748,1017,1551,383900,1375
2289,1173,1116,1065,230100,1376
348,323,25,1188,297600,1378
366,313,53,1682,257200,1379
9,9,0,-,-,1380
16700,9325,7375,1115,261500,1420
2319,2161,158,1779,335100,1430
1241,1185,56,987,328700,1431
3630,2506,1124,1333,397500,1432
278,233,45,-,397800,1434
1275,1030,245,748,291500,1436
133,111,22,-,219700,1438
8939,5175,3764,1041,243700,1440
3700,3255,445,1171,628500,1450
1766,1659,107,1322,730300,1451
1553,1431,122,-,327900,1452
18404,12039,6365,1171,324400,1453
3557,3074,483,1339,591400,1460
4604,3725,879,1602,394100,1462
4339,3600,739,1150,441500,1463
2470,1940,530,989,384200,1464
1658,1455,203,1341,346500,1468
2797,2313,484,1195,363600,1469
3248,2788,460,1597,370200,1473
707,630,77,2589,385100,1474
3588,2699,889,992,274000,1475
6672,5603,1069,1169,340600,1501
1432,1167,265,1668,570300,1503
3874,2925,949,1158,355100,1504
1864,1493,371,1705,498000,1505
1445,1265,180,925,274000,1506
4833,3948,885,1192,398800,1507
6732,3743,2989,1289,329300,1510
871,688,183,982,342800,1515
3160,2680,480,1505,405100,1516
1316,915,401,1261,400700,1518
2637,2006,631,2006,505100,1519
5978,5137,841,1603,413700,1520
1175,1059,116,1212,278000,1521
1140,961,179,964,390800,1522
2981,2458,523,1816,398200,1523
2187,1852,335,952,350500,1524
31,0,31,-,-,1525
5209,3860,1349,1426,375800,1527
1275,1096,179,1180,381900,1529
402,339,63,844,372000,1531
5812,4925,887,1920,548400,1532
2338,1875,463,1125,423500,1534
1871,1303,568,928,289500,1535
3028,2292,736,1158,428200,1536
808,593,215,1133,342000,1537
4071,3382,689,1068,330800,1540
1316,1259,57,906,467900,1541
1104,986,118,1418,347300,1542
3058,2598,460,1054,402300,1543
14424,10602,3822,1841,512000,1545
7030,3081,3949,1142,254700,1550
1908,1208,700,1218,427000,1560
0,0,0,-,-,1561
5084,3302,1782,1077,333400,1562
3461,3075,386,1223,423300,1564
2641,2382,259,1615,365800,1566
2659,2387,272,1138,537800,1568
5336,4323,1013,1374,402300,1569
7311,4313,2998,1034,324800,1570
4277,3020,1257,1127,344900,1571
7962,4850,3112,1937,601900,1581
2827,2239,588,1196,383400,1583
2028,1625,403,1105,286900,1585
4122,2605,1517,1134,360300,1588
3272,2848,424,1416,472700,1590
10105,6163,3942,1487,347600,1602
7885,3947,3938,1243,269000,1603
16811,7087,9724,1413,295100,1604
11683,3508,8175,1201,291000,1605
9018,5938,3080,1432,304200,1606
3677,1492,2185,1322,307500,1607
2253,156,2097,1450,156300,1608
8536,3469,5067,1239,386400,1609
9082,1547,7535,1253,252900,1610
766,621,145,894,299800,1611
1611,1426,185,1159,434700,1612
13157,10230,2927,1858,568100,1701
14683,5102,9581,1632,515300,1702
241,193,48,-,350500,1718
2166,1603,563,1726,653300,1719
8743,6436,2307,1778,704100,1720
7653,5871,1782,2273,532000,1721
5670,3940,1730,2304,829000,1730
460,0,460,3203,-,1731
1882,1781,101,1545,679600,1740
1787,1679,108,1296,940300,1741
6476,4900,1576,2538,1021400,1742
213,155,58,-,633600,1745
5562,4889,673,1615,588000,1746
2171,1713,458,1438,405400,1747
6674,5816,858,2283,704600,1748
8055,5848,2207,1477,458000,1749
16524,9476,7048,1648,439600,1752
4416,3439,977,1516,459700,1754
2054,1885,169,1723,558000,1756
11528,8147,3381,1588,403300,1757
15466,10504,4962,1976,709100,1760
1511,1394,117,2234,898900,1770
3386,3061,325,2139,743100,1772
2125,1671,454,1929,1171300,1773
2613,2208,405,1728,633900,1775
6323,5821,502,2013,892700,1776
5021,4601,420,1469,865600,1778
16121,9483,6638,2131,612500,1801
9990,7390,2600,2325,659400,1803
13361,10880,2481,2037,756600,1810
11489,9223,2266,2104,532600,1821
9910,8143,1767,2010,547800,1824
12209,9820,2389,1624,424200,1826
1135,1089,46,1575,592100,1827
10472,5818,4654,1422,400300,1830
10060,5783,4277,1501,390400,1832
3142,2576,566,2044,566600,1833
2613,2392,221,1576,483700,1834
5444,3982,1462,1441,415400,1835
3107,68,3039,1067,-,1840
16881,5191,11690,1498,372500,1841
10342,3804,6538,1650,368600,1843
19032,14081,4951,1514,439600,1844
11311,7868,3443,2061,621100,1845
5872,3039,2833,1494,345000,1850
11353,4833,6520,1566,398900,1851
14694,6725,7969,1432,366200,1852
10424,3755,6669,1350,331300,1854
2644,2103,541,1179,462900,1860
4117,3014,1103,1691,476400,1862
3611,3042,569,1412,427300,1863
5851,4887,964,2255,664900,1864
9492,7953,1539,1650,713200,1867
11944,9948,1996,2250,507000,1876
4045,3457,588,1822,487800,1879
10874,7774,3100,1742,646400,1880
8606,7598,1008,2477,672200,1886
7925,6800,1125,2293,614500,1887
8066,6717,1349,2192,1149600,1890
1076,75,1001,-,286000,1901
18797,7286,11511,1523,419800,1902
7077,5761,1316,1489,473700,1904
8965,4317,4648,1584,429100,1905
10768,8009,2759,1717,543300,1906
6315,4591,1724,2117,645700,1907
1626,1345,281,1747,647800,1908
7588,5117,2471,1464,435400,1913
16570,9840,6730,1625,564200,1915
2879,2720,159,730,810300,1921
1209,1054,155,-,695800,1922
11147,7814,3333,1862,589600,1923
1370,1110,260,1556,733400,1929
13259,8146,5113,1390,535100,1930
0,0,0,-,-,1937
5610,4052,1558,1435,649100,1938
4752,4072,680,1891,851600,1940
2101,1621,480,1760,970200,1944
8195,6680,1515,1749,857700,1945
3192,2977,215,1493,687900,1949
7591,5846,1745,1426,737200,1950
1292,1135,157,2064,792700,1951
4050,3127,923,1556,436700,1952
22568,14741,7827,1795,508600,1960
339,319,20,-,652000,1965
3282,2257,1025,1725,651200,1966
2376,1913,463,1211,610500,1969
19827,10054,9773,1676,464600,1970
2652,2238,414,1469,650500,1982
2217,1912,305,1107,732700,1983
1325,1156,169,-,805600,1984
1624,1529,95,2143,726300,1985
6270,4969,1301,1635,395800,2019
9649,7307,2342,2124,636800,2021
3107,2473,634,1430,1071800,2025
10427,7346,3081,2006,601700,2026
1887,1777,110,2536,1152400,2030
1536,1250,286,1863,680700,2032
7212,5192,2020,1705,546600,2035
12131,9604,2527,1792,516500,2038
9230,7560,1670,2046,978800,2043
4504,3666,838,1728,563700,2045
101,101,0,-,790600,2047
8880,6476,2404,1605,540100,2048
10304,8272,2032,1389,584500,2050
4463,3861,602,1264,836400,2052
4539,3942,597,1531,546700,2053
3172,2627,545,1781,504100,2054
3291,3138,153,1732,649800,2056
3607,3266,341,1905,736500,2061
13114,6745,6369,1948,588100,2062
7536,6544,992,1483,724900,2066
6386,5685,701,1991,665000,2067
476,452,24,-,484600,2071
10858,8270,2588,1882,448900,2072
7345,5922,1423,1708,623200,2081
5377,4640,737,2119,935200,2090
4436,3786,650,1015,568900,2093
2002,977,1025,2545,1673800,2108
1993,724,1269,3154,1010200,2109
1312,784,528,2939,1162200,2110
3746,1056,2690,1873,951800,2111
4042,580,3462,2316,683300,2113
7719,1661,6058,2698,938600,2114
9845,1316,8529,1992,1000000,2115
11915,4169,7746,2255,1461100,2116
14133,3991,10142,1485,1002700,2118
11823,2825,8998,1182,603900,2119
4584,469,4115,1407,923300,2120
10513,2418,8095,1282,517800,2121
9449,4305,5144,1900,630300,2122
19166,8026,11140,1629,570900,2124
13284,4664,8620,1762,631900,2125
8539,3673,4866,1566,475200,2126
17406,7739,9667,2255,818200,2127
17308,4664,12644,1942,653600,2128
9187,4432,4755,1900,913500,2129
17922,8134,9788,2216,729600,2130
12371,6767,5604,1821,601100,2131
10967,7656,3311,1947,692800,2132
0,0,0,-,-,2133
8058,1138,6920,2211,602300,2134
20713,4580,16133,2154,674500,2135
13591,7264,6327,1588,543300,2136
14480,5631,8849,2641,1053700,2138
15995,5118,10877,2501,1027300,2139
9949,3555,6394,2566,994800,2140
7069,2077,4992,2591,883500,2141
2140,245,1895,"3,500+",1566200,2142
12074,3779,8295,2309,859000,2143
11203,4052,7151,2521,948800,2144
11608,3931,7677,2283,784800,2145
25809,11002,14807,1962,570600,2148
17054,6107,10947,1892,557700,2149
13371,3738,9633,1808,450600,2150
21555,10981,10574,1788,518600,2151
8328,4735,3593,1841,563100,2152
25368,13520,11848,2311,669600,2155
453,0,453,2952,-,2163
28034,11196,16838,1903,513300,2169
8101,4133,3968,1738,625700,2170
8778,4413,4365,2127,599500,2171
12037,7924,4113,1837,732300,2176
9654,6547,3107,1843,609300,2180
14407,11045,3362,1678,596800,2184
9182,7703,1479,1512,838100,2186
6722,4239,2483,1740,481300,2188
6433,4232,2201,1596,429600,2189
8079,5583,2496,1776,507100,2190
3462,2813,649,1742,457400,2191
842,32,810,3413,-,2199
0,0,0,-,-,2203
0,0,0,-,-,2205
3730,876,2854,"3,500+",1136700,2210
8329,716,7613,2308,698200,2215
23345,11603,11742,1465,376800,2301
12144,8415,3729,1391,350900,2302
1770,1428,342,1603,412000,2322
9162,6809,2353,1820,464900,2324
32,0,32,-,-,2325
4695,4193,502,1897,370400,2330
6063,5351,712,1597,787300,2332
5085,4128,957,1354,453700,2333
2966,2824,142,1273,416500,2338
4843,4276,567,1424,646400,2339
4030,3592,438,1784,473500,2341
4587,3632,955,1380,402500,2343
9648,7493,2155,1498,401700,2346
4123,3482,641,1715,503200,2347
49,49,0,-,308300,2350
6237,4897,1340,1419,476600,2351
4572,3382,1190,1716,578500,2356
0,0,0,-,-,2357
6718,5855,863,1724,533500,2359
25217,20092,5125,1815,461500,2360
5483,4733,750,969,505600,2364
0,0,0,-,-,2366
1052,998,54,-,465100,2367
12473,8616,3857,1883,429500,2368
6821,5339,1482,1360,422500,2370
4499,3603,896,2071,439800,2375
2802,2336,466,1940,453900,2379
5701,3968,1733,1606,433800,2382
5589,4912,677,2520,1083500,2420
6796,5327,1469,2968,1086500,2421
9374,5111,4263,2687,1148400,2445
14365,5184,9181,2648,1140600,2446
7928,4721,3207,2497,677700,2451
5507,2865,2642,2229,726100,2452
12636,4910,7726,1991,654700,2453
15,15,0,-,-,2457
4941,3021,1920,2084,971700,2458
6541,5422,1119,2338,1330900,2459
3946,2364,1582,2262,1051100,2460
2676,2055,621,2930,1079000,2461
525,362,163,1533,1217200,2462
1324,841,483,2543,824300,2464
4518,3125,1393,2211,1031400,2465
3023,1639,1384,2014,1094500,2466
6546,4357,2189,2846,1183400,2467
1962,1893,69,-,1659100,2468
15999,8174,7825,2179,722000,2472
11823,6975,4848,2015,833000,2474
7628,4837,2791,1730,847200,2476
10414,6623,3791,2336,1060600,2478
4834,4295,539,2743,1551800,2481
4107,3251,856,2509,1230900,2482
7202,6588,614,2390,1122000,2492
3741,3251,490,2072,1434000,2493
4110,3119,991,2006,989100,2494
5918,4620,1298,1454,438100,2532
465,423,42,-,1009700,2534
783,687,96,1613,1568600,2535
8780,7881,899,1538,457400,2536
2385,2180,205,1231,528700,2537
1638,1132,506,1568,327700,2538
1505,1128,377,1893,1056000,2539
4086,2823,1263,1185,708000,2540
221,0,221,1897,-,2542
448,383,65,1297,865500,2543
76,76,0,-,-,2553
4576,3230,1346,2052,1261600,2554
929,879,50,-,663100,2556
867,630,237,-,760000,2557
994,739,255,1603,368400,2558
1544,1249,295,-,523700,2559
241,189,52,-,445100,2561
1319,1087,232,1663,518900,2562
4079,3582,497,1690,482800,2563
59,59,0,-,1218800,2564
2807,2019,788,1367,880700,2568
4788,3570,1218,1332,407300,2571
913,809,104,2000,1079400,2575
1857,1595,262,1240,316000,2576
24,24,0,-,-,2584
6784,3446,3338,1594,371100,2601
690,633,57,2344,623000,2630
4491,3728,763,1358,590200,2631
4673,3777,896,2213,478300,2632
2332,2042,290,1257,824600,2633
1416,1326,90,1705,572300,2635
165,165,0,-,728900,2637
1429,1175,254,1514,661100,2638
1671,1198,473,1150,409100,2639
154,154,0,-,967600,2641
2724,2539,185,1662,630500,2642
0,0,0,-,-,2643
1513,1333,180,1665,447300,2644
4718,3933,785,1620,557200,2645
1059,905,154,1838,649800,2646
66,46,20,-,570300,2647
3016,2836,180,1897,550700,2648
6768,5560,1208,1676,468600,2649
450,412,38,-,846400,2650
693,563,130,-,749500,2652
3004,2361,643,1152,695800,2653
1544,1413,131,1747,705300,2655
1996,1525,471,1106,772200,2657
507,449,58,1207,650100,2659
2935,2287,648,1484,470000,2660
206,206,0,-,762500,2663
4181,3114,1067,1671,449300,2664
338,299,39,-,578500,2666
1769,1490,279,1289,678200,2667
970,922,48,1211,584600,2668
780,627,153,1521,581800,2670
405,393,12,-,547700,2671
28,28,0,-,-,2672
3870,3054,816,1545,400000,2673
3208,3000,208,1718,491100,2675
1635,1515,120,1603,449400,2702
17993,11852,6141,1359,379200,2703
18,12,6,-,750000,2713
1367,1246,121,1367,467300,2715
1608,1435,173,2081,469000,2717
2502,2176,326,1694,402900,2718
6985,5184,1801,1024,365600,2719
13830,5394,8436,1086,335800,2720
11157,3823,7334,956,332800,2721
7605,2520,5085,987,289400,2723
8289,2786,5503,1062,331600,2724
846,773,73,393,376800,2725
6498,5327,1171,1326,368000,2726
2047,1690,357,1296,556500,2738
2982,2460,522,1475,588000,2739
19467,7482,11985,1002,280000,2740
4070,3553,517,1038,350200,2743
5173,1600,3573,1065,309700,2744
10251,6261,3990,1062,303200,2745
6731,1277,5454,1017,292200,2746
7095,5382,1713,1422,413400,2747
4834,3755,1079,1190,450700,2748
11925,8401,3524,1243,423100,2760
4213,2882,1331,1804,444600,2762
688,516,172,1574,558700,2763
1544,1361,183,1665,434300,2764
6588,5484,1104,1888,448800,2766
5749,4431,1318,1677,466400,2767
4518,4106,412,1189,461600,2769
2064,1836,228,1408,486000,2770
5775,4786,989,1686,433500,2771
6809,5929,880,1279,392800,2777
2192,2129,63,-,454600,2779
21232,12442,8790,1170,352600,2780
6692,5548,1144,1208,446600,2790
242,231,11,-,1008100,2791
348,172,176,877,270000,2802
905,707,198,1329,289900,2804
6053,5383,670,1670,549800,2806
445,347,98,1259,983700,2807
884,618,266,996,279700,2808
8114,5700,2414,1276,426000,2809
414,393,21,-,419600,2812
3428,2961,467,1445,418500,2813
2906,2546,360,1209,362600,2814
50,33,17,-,-,2815
13560,10926,2634,1178,294800,2816
2337,1959,378,1995,447100,2817
8398,6271,2127,1395,512600,2818
1958,1584,374,-,430500,2822
9,9,0,-,-,2823
117,117,0,-,298000,2824
1854,1684,170,952,381200,2825
199,199,0,-,240200,2826
795,752,43,2698,345600,2827
3124,2670,454,1437,381700,2828
21,21,0,-,-,2829
2608,2012,596,892,372100,2830
1353,1211,142,1668,412600,2831
1808,1418,390,1054,402100,2832
266,202,64,393,299000,2833
2499,2139,360,1623,736600,2835
50,50,0,-,272700,2836
1560,1365,195,2658,723000,2837
1269,731,538,1205,303200,2838
648,483,165,1643,311000,2839
10640,5050,5590,1526,622800,2840
5,0,5,-,-,2841
6977,4140,2837,1652,480100,2842
9851,7330,2521,1128,419400,2852
3254,2763,491,1460,375800,2857
125,125,0,-,325000,2858
2330,1734,596,1182,331000,2859
19520,7619,11901,1040,268100,2860
11082,7224,3858,1188,264800,2861
7358,1914,5444,1052,244100,2863
14142,10901,3241,1129,370300,2864
6924,5249,1675,1227,398600,2865
7248,5837,1411,1731,486800,2871
75,75,0,-,410700,2872
87,59,28,-,-,2873
2312,1995,317,1875,575700,2874
93,93,0,-,417000,2875
426,77,349,1830,-,2876
6782,5288,1494,1190,333800,2878
9552,7442,2110,1268,468300,2879
1005,531,474,1419,461400,2881
5507,3709,1798,1655,614000,2882
5006,2955,2051,1138,356300,2885
13185,8673,4512,1290,303600,2886
8602,6761,1841,1180,291100,2888
11377,8893,2484,1216,281800,2889
9873,7269,2604,1289,397100,2891
1984,1798,186,1564,435000,2892
13878,7741,6137,1154,276100,2893
258,258,0,-,325400,2894
17003,6481,10522,1066,241200,2895
4523,3698,825,893,383600,2896
746,723,23,-,380900,2898
5236,1025,4211,1445,359600,2903
13190,6910,6280,1138,280200,2904
9658,4696,4962,1104,296700,2905
12355,6019,6336,1601,576600,2906
10847,3309,7538,1085,270500,2907
14626,7041,7585,1244,273500,2908
15108,5809,9299,1152,251100,2909
8883,6045,2838,1240,275200,2910
6597,4088,2509,1287,299400,2911
15,0,15,-,-,2912
9204,4693,4511,1186,270300,2914
7451,4928,2523,1251,281900,2915
3755,2706,1049,1097,332400,2916
4747,3638,1109,930,364000,2917
37,0,37,-,-,2918
11432,8248,3184,1180,290100,2919
14725,8828,5897,1230,324500,2920
4663,3919,744,1453,463800,2921
4535,4121,414,1361,480500,3031
2004,1810,194,2147,479600,3032
1705,1612,93,2368,431000,3033
1586,1502,84,1206,368200,3034
1736,1703,33,-,451100,3036
1625,1459,166,1442,360100,3037
13180,8840,4340,1381,345200,3038
2841,2435,406,1651,399000,3042
546,530,16,1556,350300,3043
1689,1560,129,2356,353400,3044
5336,4600,736,1524,334900,3045
1061,1018,43,1242,411200,3046
683,588,95,1012,293500,3047
1399,1131,268,1123,254000,3048
3285,3002,283,1709,588900,3049
9550,8156,1394,1407,377900,3051
2974,2588,386,2154,412900,3052
9438,8136,1302,1677,424100,3053
10180,9041,1139,1728,377200,3054
6399,3985,2414,1492,332300,3055
858,768,90,1713,436500,3057
12371,4587,7784,1462,310900,3060
11917,8169,3748,1754,364500,3062
6750,4160,2590,1761,336000,3063
6440,3901,2539,1460,352800,3064
2119,1877,242,1097,376700,3070
1896,1647,249,888,294000,3071
5029,4421,608,1220,457300,3076
4274,3525,749,1419,318100,3077
12258,9458,2800,1453,406600,3079
599,548,51,1579,315900,3082
515,425,90,1125,352800,3084
1730,1368,362,1347,326100,3086
5351,5102,249,3125,609900,3087
1972,121,1851,1542,326500,3101
14214,5259,8955,1437,280800,3102
14826,7257,7569,1240,288200,3103
14549,8141,6408,1338,335700,3104
5076,4010,1066,1527,336800,3106
3968,3195,773,1587,316600,3109
7917,6656,1261,2045,539500,3110
129,111,18,-,363500,3215
822,743,79,1193,306600,3216
966,590,376,1123,174200,3217
600,459,141,1423,262600,3218
2948,2462,486,902,236300,3220
913,821,92,1486,265700,3221
2317,1843,474,1122,242100,3222
1092,996,96,-,224800,3223
914,859,55,-,357500,3224
1240,1141,99,1400,267100,3225
384,330,54,987,356700,3226
716,646,70,1656,383000,3227
2168,1912,256,1160,377700,3229
672,625,47,1222,184100,3230
56,51,5,-,-,3231
86,86,0,-,371400,3233
1844,1640,204,1169,287100,3234
3742,2333,1409,1037,234900,3235
885,821,64,-,316000,3237
43,42,1,-,163200,3238
482,435,47,1172,212900,3240
430,394,36,1163,365000,3241
2397,1545,852,916,272600,3242
346,316,30,945,225700,3243
2996,2752,244,-,230300,3244
906,726,180,1678,344700,3245
6989,4119,2870,1163,250500,3246
3069,2771,298,1028,363700,3249
639,462,177,1103,267500,3251
3249,2508,741,1176,403300,3253
2126,1895,231,1453,450200,3254
742,648,94,482,408300,3255
971,817,154,1013,321000,3256
1630,1476,154,1387,455200,3257
1005,933,72,1740,341900,3258
149,149,0,-,365700,3259
347,330,17,-,293400,3260
1770,1608,162,1172,342600,3261
475,373,102,962,292300,3262
1801,1221,580,999,244400,3263
2395,1336,1059,1139,234000,3264
822,664,158,917,219800,3266
595,572,23,1240,273100,3268
1091,838,253,1138,349400,3269
124,124,0,-,280500,3273
4445,3442,1003,1215,281200,3275
3506,2433,1073,1104,213800,3276
1229,859,370,1085,306000,3278
313,259,54,1014,159200,3279
432,391,41,1213,270100,3280
3505,3305,200,1554,315900,3281
398,352,46,1600,264200,3282
229,207,22,-,310800,3284
1132,914,218,1309,273900,3285
