total_pop,eighteen_plus,sixty_five_plus,nonhisp_white_perc,hisp_perc,nonhisp_black_perc,two_plus_races_perc,nonhisp_asian_perc,zip
39651,30813,5962,0.2,99.8,0.0,9.2,0.0,754
22913,16878,3106,0.2,99.8,0.0,1.2,0.0,757
8993,6983,1705,3.0,96.7,0.0,1.1,0.0,765
24875,18664,3377,0.0,99.7,0.0,27.7,0.0,766
36340,28069,5679,0.2,99.8,0.0,2.4,0.1,767
39670,30186,5740,0.2,99.8,0.0,1.4,0.0,769
38340,29365,5474,0.1,99.7,0.1,7.9,0.0,771
21478,16330,2887,0.0,100.0,0.0,1.7,0.0,772
19497,14962,3401,1.6,97.7,0.4,1.3,0.1,773
1554,1245,259,3.4,95.7,0.0,1.6,0.0,775
40570,30594,5408,0.5,99.5,0.0,0.9,0.0,777
46765,35538,6074,0.8,98.9,0.2,7.8,0.0,778
13016,9843,1793,1.2,98.8,0.0,17.0,0.0,780
18530,14226,2677,0.1,99.9,0.0,25.5,0.0,782
35151,26760,5153,0.1,99.8,0.0,33.0,0.0,783
42625,32378,6258,0.2,99.7,0.0,2.1,0.0,784
288,258,131,0.0,100.0,0.0,0.0,0.0,786
50809,39458,8666,0.8,98.9,0.1,2.6,0.0,791
30215,22457,3723,0.0,99.9,0.0,33.1,0.0,794
46450,34945,6768,0.1,99.8,0.0,24.5,0.1,795
6132,5367,1229,3.5,95.2,0.9,7.3,0.1,901
73,73,6,0.0,100.0,0.0,0.0,0.0,906
17382,14801,4193,2.2,96.4,0.7,7.8,0.1,907
5616,4295,958,0.9,98.9,0.0,18.6,0.1,909
7444,6458,2158,5.7,93.5,0.4,7.7,0.1,911
5979,5028,1056,1.3,98.5,0.2,16.1,0.0,912
8122,5385,756,1.2,98.8,0.0,11.3,0.0,913
29387,22704,4603,0.4,99.0,0.4,14.8,0.0,915
19086,15964,4270,0.5,99.1,0.0,4.4,0.3,917
16552,13327,3669,0.9,98.6,0.3,6.1,0.1,918
17995,14682,3657,1.0,98.7,0.3,3.0,0.0,920
37696,29433,6373,1.1,98.6,0.2,2.6,0.0,921
26591,20818,4458,1.3,98.3,0.3,2.9,0.0,923
54584,40310,9466,1.1,98.2,0.2,5.5,0.1,924
6899,6336,838,2.6,94.9,0.9,7.7,0.8,925
104645,83193,19173,0.7,98.8,0.1,14.1,0.3,926
14447,12087,3367,2.3,97.4,0.0,1.6,0.1,927
67,47,16,16.4,0.0,83.6,0.0,0.0,934
731,731,288,0.0,100.0,0.0,9.0,0.0,936
78552,60784,12203,0.3,99.4,0.1,30.6,0.0,949
0,0,0,-,-,-,-,-,950
15,15,7,0.0,100.0,0.0,0.0,0.0,951
9363,7208,1773,0.5,99.5,0.0,56.1,0.0,952
73099,54789,8022,0.3,99.4,0.1,13.9,0.3,953
74529,57872,13577,0.3,99.6,0.0,14.7,0.1,956
43336,33180,8100,0.3,99.4,0.1,25.5,0.0,957
48168,38759,8808,0.8,98.9,0.2,26.3,0.0,959
2355,2293,31,0.5,98.7,0.5,30.8,0.0,960
30978,25568,5758,1.0,98.6,0.1,35.8,0.2,961
20975,15665,3015,0.0,99.5,0.0,7.1,0.3,962
8483,6778,1227,0.4,99.1,0.5,9.1,0.0,965
16058,12943,3233,1.6,98.1,0.1,6.1,0.1,966
3492,3141,1310,2.3,96.6,0.0,1.4,0.7,968
43021,34569,7556,1.4,98.4,0.0,6.2,0.2,969
29095,23628,4763,0.5,99.5,0.0,7.8,0.0,971
61762,47167,9924,0.4,99.5,0.0,17.3,0.0,976
15234,13321,3628,4.8,93.0,0.3,5.0,1.2,979
15029,12090,3169,0.0,100.0,0.0,6.4,0.0,982
39407,30821,7758,0.8,99.0,0.1,9.0,0.0,983
33653,26616,7262,0.4,99.3,0.0,7.2,0.2,985
60377,46341,8370,0.3,99.4,0.1,9.4,0.0,987
17438,14101,3443,87.8,6.4,1.1,1.2,3.1,1001
29780,26179,3194,73.2,6.4,4.5,2.9,12.9,1002
11241,11132,1,76.0,4.8,6.0,1.5,11.3,1003
5201,3944,798,96.3,1.2,0.7,0.1,1.6,1005
14838,11217,1915,93.0,2.1,0.7,1.8,2.2,1007
1171,980,197,99.1,0.3,0.0,0.0,0.5,1008
429,351,178,100.0,0.0,0.0,0.0,0.0,1009
3695,2963,576,98.9,1.1,0.0,0.0,0.0,1010
1506,1181,146,94.0,2.7,1.1,1.3,0.7,1011
539,449,78,97.2,1.5,0.0,1.3,0.0,1012
22394,17415,3277,70.4,24.2,2.2,1.7,1.8,1013
30952,25219,5620,79.8,13.8,2.8,3.3,1.3,1020
2840,2399,505,74.1,6.9,12.8,6.2,1.8,1022
1036,822,189,95.1,1.6,2.7,1.8,0.0,1026
17787,14932,2941,87.2,6.4,1.7,2.6,2.6,1027
16017,12593,3240,88.9,2.9,5.3,0.7,2.2,1028
717,591,141,93.0,0.6,0.6,0.8,5.0,1029
11250,8843,1731,90.7,5.5,1.7,0.3,1.8,1030
1369,1119,260,93.4,4.3,0.0,3.9,0.0,1031
611,500,88,97.9,1.1,0.0,0.0,1.0,1032
6304,4977,893,94.1,5.3,0.0,0.6,0.0,1033
2190,1786,355,95.8,1.9,0.2,1.2,0.3,1034
5324,4510,1188,91.5,4.4,1.0,0.7,2.1,1035
5179,4209,1141,97.9,1.2,0.1,0.3,0.4,1036
731,606,134,88.0,10.5,1.5,3.0,0.0,1037
2794,2306,574,96.1,0.0,0.9,1.0,1.9,1038
1236,1063,203,96.4,2.8,0.5,0.2,0.4,1039
40342,30473,5615,43.4,49.5,3.8,2.3,1.5,1040
2513,1893,341,89.5,4.5,3.5,1.8,0.0,1050
1772,1452,527,84.7,8.0,3.5,2.5,0.7,1053
1993,1602,473,92.5,2.6,0.9,1.9,1.9,1054
21348,17322,3752,90.6,6.1,1.3,1.0,0.9,1056
8712,6964,1283,96.5,1.3,0.0,1.9,0.4,1057
15229,13128,2160,80.2,8.5,3.1,2.0,6.7,1060
11029,8682,1676,81.8,8.9,1.7,2.7,5.2,1062
572,565,0,62.4,13.1,3.5,8.0,15.2,1063
10,10,10,100.0,0.0,0.0,0.0,0.0,1066
1803,1426,213,96.8,1.8,0.1,0.7,0.3,1068
8976,7113,1509,97.6,1.0,0.7,0.5,0.2,1069
565,479,117,92.6,0.9,0.5,4.2,1.6,1070
1318,1072,206,95.4,1.1,0.4,2.4,0.5,1071
1465,1151,172,92.5,4.5,0.5,2.3,0.0,1072
6022,4814,1095,96.1,0.3,1.1,1.8,0.6,1073
247,171,0,100.0,0.0,0.0,0.0,0.0,1074
17781,15086,3113,86.1,5.0,4.0,2.5,3.3,1075
9640,7693,1666,95.7,0.4,0.0,2.0,1.9,1077
593,479,106,93.1,6.9,0.0,0.0,0.0,1079
2286,1829,333,88.2,8.4,0.0,4.8,0.0,1080
1720,1313,293,96.9,1.6,0.5,1.0,0.0,1081
10460,8232,1713,94.6,2.0,0.2,2.6,0.4,1082
2960,2350,359,98.1,1.5,0.0,0.4,0.0,1083
155,142,54,97.4,2.6,0.0,0.0,0.0,1084
41509,33115,6211,85.6,7.9,1.9,2.0,2.4,1085
685,685,0,86.0,4.8,9.2,0.0,0.0,1086
493,462,143,83.4,12.8,3.9,0.0,0.0,1088
28600,22461,4199,78.9,10.0,3.6,2.5,4.3,1089
1291,1024,98,99.8,0.0,0.2,0.0,0.0,1092
307,261,47,99.0,0.0,0.0,1.0,0.0,1093
336,278,92,98.2,1.8,0.0,0.0,0.0,1094
14514,11447,3022,91.0,3.0,3.1,1.2,1.6,1095
2494,2008,372,96.6,1.3,0.2,1.0,0.4,1096
31,31,0,100.0,0.0,0.0,0.0,0.0,1097
1149,977,202,94.8,1.9,0.7,2.1,0.7,1098
2564,2081,284,20.3,63.4,13.3,1.4,2.1,1103
23485,17441,2940,31.9,55.0,10.2,3.0,2.0,1104
12027,8536,1079,15.4,63.6,18.3,4.4,0.0,1105
16007,12183,3217,87.4,4.0,0.9,1.6,6.0,1106
11224,7776,1012,11.6,79.8,7.9,3.5,0.3,1107
27342,18885,2546,33.9,42.7,14.7,4.1,4.8,1108
30541,22596,3064,21.9,37.6,35.6,5.3,0.8,1109
14453,11234,2349,62.8,17.6,13.5,2.7,3.9,1118
13269,10445,2012,47.0,25.4,24.9,1.5,1.3,1119
2498,2096,460,74.5,5.7,15.5,3.9,0.6,1128
7377,5647,1178,62.0,16.6,16.8,3.7,1.5,1129
9037,6258,781,39.6,36.8,15.6,4.6,2.9,1151
0,0,0,-,-,-,-,-,1199
45328,36377,8379,85.4,5.2,5.3,2.7,1.9,1201
8391,6746,1513,96.9,0.9,0.3,1.5,0.1,1220
812,664,178,99.3,0.7,0.0,0.0,0.0,1222
2294,2010,511,95.6,1.5,0.8,1.4,0.5,1223
138,116,0,88.4,0.0,0.0,0.0,11.6,1224
3124,2497,602,98.5,0.6,0.5,0.0,0.0,1225
6892,5586,1434,95.1,2.5,0.6,1.0,1.1,1226
114,92,40,93.0,0.0,0.0,7.0,0.0,1229
8048,6639,1896,82.2,11.5,2.1,4.0,2.3,1230
2866,2296,430,96.9,0.7,0.8,1.4,0.1,1235
1538,1206,252,85.1,4.6,1.8,7.7,0.8,1236
2841,2115,350,97.2,0.1,2.0,0.5,0.2,1237
5950,4986,1299,95.0,2.9,1.0,0.1,1.1,1238
4603,3815,1677,92.0,3.0,0.9,1.1,3.1,1240
394,280,63,99.7,0.0,0.0,0.3,0.0,1242
374,334,86,94.1,0.0,0.0,0.0,0.8,1243
115,107,28,100.0,0.0,0.0,0.0,0.0,1244
950,805,214,93.8,2.4,1.6,2.6,0.0,1245
15737,13122,2865,92.3,3.0,1.0,3.3,0.2,1247
708,581,222,96.5,1.8,1.0,0.7,0.0,1253
954,829,312,93.6,1.3,0.3,1.2,2.6,1254
852,720,196,93.8,1.2,0.2,1.9,2.5,1255
796,623,108,89.9,2.0,4.9,3.1,0.0,1256
2203,1828,526,97.2,0.3,0.5,0.0,1.4,1257
334,317,138,96.4,0.9,0.6,0.0,0.0,1258
563,520,128,95.0,0.0,0.2,3.6,1.2,1259
485,375,29,100.0,0.0,0.0,0.0,0.0,1260
1239,1131,370,85.1,3.1,4.3,5.9,1.6,1262
153,143,80,100.0,0.0,0.0,0.0,0.0,1264
1430,1212,410,94.4,1.1,0.1,2.0,0.9,1266
7884,6645,1558,81.8,5.6,3.4,3.8,4.8,1267
789,631,123,96.2,1.4,0.0,2.0,0.0,1270
17766,14467,3211,88.5,6.4,1.5,2.4,1.4,1301
1432,1196,241,95.9,0.2,0.3,3.2,0.3,1330
13290,10562,2016,91.2,6.2,0.5,1.3,0.8,1331
2593,2096,547,94.5,3.1,0.4,0.5,1.5,1337
196,184,47,100.0,0.0,0.0,0.0,0.0,1338
1378,1129,332,96.9,0.6,0.8,0.7,1.2,1339
1686,1398,308,94.4,1.0,0.4,2.1,1.8,1340
1711,1335,274,95.6,2.5,0.3,1.5,0.2,1341
1616,1249,197,84.1,3.0,3.5,6.6,2.6,1342
46,46,16,100.0,0.0,0.0,0.0,0.0,1343
1559,1208,206,92.9,2.9,1.8,3.0,0.5,1344
496,415,102,95.2,3.0,0.0,1.2,0.4,1346
143,112,6,98.6,0.0,0.0,1.4,0.0,1347
1078,948,215,93.5,0.0,0.6,3.1,1.3,1349
104,86,17,99.0,0.0,0.0,1.0,0.0,1350
2212,1778,467,95.0,2.0,0.6,2.8,0.5,1351
1641,1426,216,88.7,6.0,2.6,2.6,0.4,1354
925,760,187,99.2,0.0,0.4,0.3,0.0,1355
3022,2353,476,95.2,2.5,0.2,0.9,1.7,1360
7880,6167,1217,96.1,1.3,0.2,1.3,1.1,1364
1167,990,245,95.7,0.6,0.5,0.9,2.2,1366
666,480,130,95.5,3.3,0.2,1.7,0.0,1367
1336,1055,181,96.3,1.8,0.1,0.6,0.2,1368
3990,3412,872,97.2,0.5,0.2,1.3,0.6,1370
4355,3583,701,95.7,1.6,0.5,1.3,0.6,1373
3680,3225,305,80.1,5.7,3.1,0.4,8.1,1375
5275,4231,1025,83.8,7.1,2.4,4.9,2.1,1376
726,627,153,95.3,1.8,0.0,1.7,1.2,1378
843,693,150,94.0,1.1,0.4,1.7,2.0,1379
40462,31275,5474,65.8,23.9,3.7,3.3,4.2,1420
6160,4741,695,96.7,0.6,1.0,1.5,0.0,1430
3177,2557,427,96.4,1.9,0.5,0.1,1.1,1431
7489,6026,927,83.8,5.3,3.2,2.3,5.3,1432
1658,1469,175,59.7,14.4,18.9,4.6,2.7,1434
3897,2951,620,98.8,0.2,0.3,0.7,0.0,1436
553,423,132,99.8,0.0,0.2,0.0,0.0,1438
20320,16056,3192,85.5,8.0,2.1,2.6,1.8,1440
11120,8283,1450,91.8,1.5,0.9,2.1,4.0,1450
4758,3476,740,85.5,3.7,5.4,1.9,3.3,1451
4474,3378,500,95.6,0.6,3.0,0.5,0.4,1452
41206,32650,6169,75.3,15.3,4.3,3.1,2.2,1453
9359,7298,1317,90.8,1.0,0.4,2.9,4.9,1460
11029,8513,1657,90.6,3.7,2.4,1.8,1.7,1462
11953,8896,1478,93.2,2.4,1.0,2.1,1.2,1463
7436,6209,865,65.9,16.5,8.9,8.8,3.2,1464
472,323,22,91.9,0.0,0.0,5.1,3.0,1467
3717,3139,664,100.0,0.0,0.0,0.0,0.0,1468
7348,5466,863,94.5,1.4,0.1,1.0,1.5,1469
7414,5810,891,94.9,3.4,0.8,0.8,0.0,1473
1934,1522,178,97.7,0.0,0.0,0.3,2.1,1474
10542,8133,1535,93.7,2.7,0.6,2.3,1.3,1475
16208,12959,3094,91.9,3.9,1.4,0.9,1.7,1501
2957,2392,577,96.4,1.1,0.6,0.2,1.8,1503
9078,6955,1051,92.5,4.3,1.0,3.0,0.7,1504
4432,3479,676,92.3,1.9,1.2,1.3,2.6,1505
3405,2622,558,94.0,0.0,0.6,3.7,0.3,1506
13215,10218,1589,97.1,0.7,0.9,0.8,0.7,1507
13727,11047,1805,79.7,14.7,0.9,4.3,1.6,1510
2198,1799,383,98.0,1.0,0.0,0.2,0.3,1515
8650,6236,867,91.8,5.7,0.5,2.1,0.0,1516
2951,2278,586,96.2,1.8,0.0,0.2,1.8,1518
6301,4820,816,90.8,0.9,4.3,2.2,2.0,1519
14929,11378,2170,92.7,2.9,1.0,1.3,2.4,1520
2498,2078,342,95.1,2.8,1.2,1.6,0.0,1521
3089,2393,397,95.3,1.2,1.4,0.9,1.0,1522
7877,6285,1069,85.1,6.3,6.4,1.7,0.1,1523
6827,5600,1101,93.7,3.5,0.3,0.8,1.8,1524
138,118,14,100.0,0.0,0.0,0.0,0.0,1525
13391,10462,2247,91.5,2.9,0.5,1.6,2.6,1527
3208,2387,359,92.5,2.7,1.3,3.3,1.1,1529
1133,869,135,97.4,1.6,0.6,0.0,0.4,1531
14814,11322,2218,84.2,3.0,1.5,2.0,9.6,1532
6378,4747,804,91.2,5.7,0.3,0.4,2.4,1534
4734,3731,673,97.6,0.7,1.0,0.7,0.4,1535
7634,6050,913,85.2,4.9,1.9,5.5,4.4,1536
2444,1701,272,83.5,11.6,0.0,9.5,1.2,1537
11112,8424,1358,91.3,5.6,0.4,3.7,1.0,1540
3456,2628,447,90.7,5.5,0.8,1.9,1.6,1541
2110,1726,399,95.8,0.9,0.7,1.7,0.0,1542
8316,6175,887,95.1,1.8,0.3,0.6,2.2,1543
35963,26658,4958,74.6,3.2,3.4,2.9,16.0,1545
16802,12996,2608,62.6,32.1,2.2,3.6,1.4,1550
4558,3210,466,66.3,7.5,3.8,4.7,17.6,1560
141,123,35,17.7,0.0,0.0,22.0,60.3,1561
11773,9541,1789,92.2,6.1,0.6,1.4,0.8,1562
7896,5954,1097,92.9,3.5,1.2,1.1,0.9,1564
6469,4802,885,93.6,3.0,0.4,0.8,1.5,1566
7468,5480,784,90.5,2.9,0.2,3.8,2.6,1568
13828,10625,1644,92.9,1.2,2.5,1.1,2.1,1569
16827,13390,2857,82.0,9.7,4.3,1.6,2.3,1570
11515,8982,1363,93.7,1.8,1.8,1.8,1.0,1571
18611,14104,2446,69.7,4.7,1.4,2.5,22.3,1581
7442,6372,1123,84.1,6.4,5.8,3.6,0.8,1583
4664,3871,998,95.6,0.9,2.1,0.6,0.8,1585
9668,7366,1452,90.8,2.8,2.5,2.5,1.4,1588
9080,6846,1213,95.6,0.0,0.7,2.7,0.8,1590
23709,19279,3760,74.1,12.3,7.5,3.5,3.7,1602
20053,15916,2504,56.3,21.0,7.7,3.4,12.9,1603
35441,27585,4564,59.9,17.7,13.6,2.6,6.6,1604
28242,20897,3409,45.5,27.9,15.0,8.4,7.5,1605
19209,15365,2893,75.6,8.0,9.9,2.2,4.3,1606
9288,7145,893,58.3,13.5,15.9,4.0,8.6,1607
3275,2326,193,24.9,54.4,18.0,11.4,0.5,1608
20916,18364,3084,65.8,15.8,9.5,3.3,6.1,1609
23912,18662,1820,38.9,37.5,10.9,5.0,9.4,1610
2548,1996,271,80.9,8.4,6.4,0.0,4.2,1611
4895,3909,726,84.7,11.2,2.2,2.2,0.5,1612
31949,25373,5616,79.6,6.4,4.8,1.7,6.8,1701
38573,30326,4058,55.2,23.0,6.7,6.6,9.1,1702
415,308,66,65.1,0.0,21.7,0.0,13.3,1718
5137,3923,545,77.0,1.4,0.4,1.5,19.4,1719
22436,16642,2687,73.2,1.9,1.2,1.5,22.3,1720
17159,13052,2149,82.9,4.6,2.8,1.5,8.4,1721
13847,10402,2312,77.9,5.2,1.8,2.2,13.5,1730
2082,1109,4,77.8,11.8,2.4,7.4,1.5,1731
5067,3659,542,90.7,3.5,0.4,1.0,4.3,1740
5074,3808,839,86.0,1.4,0.0,3.3,8.9,1741
19345,14952,3736,84.1,5.1,2.7,2.2,5.8,1742
373,273,80,74.3,0.0,0.0,0.0,23.3,1745
14197,10415,2006,89.8,3.5,1.0,2.0,3.2,1746
5942,4386,821,92.7,5.3,0.3,0.4,1.0,1747
15925,11176,1473,91.3,1.5,1.0,1.6,4.2,1748
19602,15537,3327,88.8,3.8,1.6,3.6,2.5,1749
39425,31142,5129,72.8,14.2,2.2,11.3,4.7,1752
10459,8252,1478,86.1,4.5,2.8,4.0,4.5,1754
5938,4374,758,93.6,2.1,0.5,0.6,2.2,1756
28543,21729,3610,81.2,10.1,2.7,2.8,2.2,1757
34683,26088,4980,82.9,3.7,1.4,1.5,10.3,1760
4245,3049,675,92.9,1.9,0.0,1.7,3.5,1770
9536,6923,1184,84.0,2.1,1.6,1.5,10.8,1772
5262,4048,1119,78.5,6.0,2.8,2.8,9.5,1773
6957,5074,1032,91.6,4.1,0.0,1.9,2.2,1775
18397,12867,2547,86.6,1.6,0.5,3.2,7.6,1776
13562,10040,2493,84.0,2.2,0.2,1.1,11.8,1778
39609,31833,5865,82.7,3.2,4.9,1.9,6.1,1801
25467,20179,4664,78.8,2.1,3.4,1.6,14.0,1803
34616,25797,5120,79.5,3.6,1.7,1.6,13.3,1810
31607,25000,4476,90.3,2.1,1.5,1.1,5.1,1821
25669,20287,4365,87.3,2.6,0.4,0.7,8.4,1824
30633,23632,4015,86.0,5.2,2.5,2.1,4.6,1826
3343,2464,446,93.5,0.4,0.0,1.7,4.1,1827
26499,20651,3717,75.3,19.2,2.0,2.9,0.5,1830
22397,17267,2657,70.2,24.3,1.6,2.3,2.0,1832
8441,6285,1233,96.1,0.9,0.1,1.6,0.9,1833
6646,5278,1263,95.0,2.6,0.8,0.0,1.5,1834
13183,10116,1407,87.0,7.6,1.7,1.0,2.5,1835
5165,3830,703,8.8,85.9,3.8,3.0,0.3,1840
48242,34976,4049,13.6,82.2,2.4,2.7,1.4,1841
25397,18631,2507,25.2,63.4,3.7,2.8,6.4,1843
48607,37395,6945,70.3,23.3,1.6,1.7,3.4,1844
29271,22397,4116,85.2,5.3,1.4,1.9,6.1,1845
16006,11974,1538,55.4,22.7,8.4,5.3,7.5,1850
30022,23187,2838,39.8,13.1,7.0,2.0,37.5,1851
33822,26407,3754,57.3,18.2,6.6,4.7,12.2,1852
29557,23539,3154,47.4,20.5,5.9,3.2,22.7,1854
6601,5161,1051,97.8,2.0,0.1,0.1,0.0,1860
10985,8801,1418,85.8,5.9,3.4,3.4,3.0,1862
9088,7125,1735,85.5,3.3,0.6,1.1,8.8,1863
15396,11992,2131,88.6,1.2,0.9,1.7,7.1,1864
24852,18593,3604,90.2,2.4,0.9,1.8,4.9,1867
29479,23553,4838,92.8,2.0,0.8,1.3,2.8,1876
12053,9257,1089,90.9,1.7,0.5,2.1,4.5,1879
25819,20608,4093,91.4,3.3,0.9,1.5,3.1,1880
23232,16531,2737,81.3,2.2,0.5,1.2,14.9,1886
23141,17671,3249,90.4,1.8,1.5,1.6,4.8,1887
22075,15773,3781,83.3,1.9,0.8,1.8,12.1,1890
1371,1101,372,33.5,36.8,22.5,8.3,2.5,1901
47052,34592,5141,31.8,42.7,12.6,7.9,9.2,1902
17521,13976,2178,75.4,13.2,5.1,4.2,2.9,1904
25668,18546,2351,35.5,37.5,13.8,5.8,9.0,1905
27620,22543,5263,88.4,4.5,2.3,1.4,3.2,1906
14217,10953,2565,91.6,4.5,0.4,2.5,1.0,1907
3454,2901,778,93.1,5.0,1.2,0.1,0.7,1908
16907,13500,2377,93.6,2.0,0.7,2.6,0.9,1913
40670,33243,6372,91.9,3.5,1.3,1.5,1.9,1915
8138,6163,1291,94.5,1.4,0.0,0.9,3.2,1921
2803,2351,436,95.0,2.2,1.0,0.0,1.9,1922
27266,21426,5249,92.2,2.8,1.3,1.0,2.8,1923
3608,2789,650,97.0,0.7,0.0,1.7,1.0,1929
29399,24272,5837,94.5,2.1,0.9,1.4,0.8,1930
134,134,42,88.8,11.2,0.0,0.0,0.0,1937
13616,10814,2652,96.1,1.8,0.7,1.0,0.4,1938
12944,10130,2454,91.0,1.5,1.9,1.0,4.6,1940
5286,4076,1169,97.2,1.9,0.0,1.4,0.2,1944
20270,15334,4203,93.9,3.0,1.4,1.2,0.8,1945
9436,7555,1397,81.6,9.8,3.1,1.8,4.7,1949
17766,14191,3304,93.7,2.5,0.8,0.7,1.5,1950
4051,3153,808,96.7,0.8,0.6,1.1,0.0,1951
8672,7231,1514,94.7,1.2,0.8,1.8,1.6,1952
51729,42275,10471,85.6,8.6,2.0,1.8,1.7,1960
7111,5881,2008,96.6,1.3,1.7,0.2,0.0,1966
6081,4650,838,97.2,1.4,0.5,0.5,0.5,1969
42332,34645,5447,73.6,16.6,4.5,4.3,2.2,1970
8102,5869,1157,88.5,2.0,2.1,0.7,6.4,1982
6379,4768,1425,95.2,0.5,0.1,1.6,2.4,1983
5092,4156,761,93.2,2.0,1.5,1.2,1.9,1984
4427,3204,610,95.2,3.2,0.0,0.8,0.7,1985
16682,13094,2111,93.0,2.0,0.7,0.9,2.6,2019
22276,17149,3790,81.0,4.2,6.0,1.7,7.1,2021
8281,6015,1216,97.8,0.5,0.0,1.0,0.7,2025
25224,20070,4799,80.2,6.7,6.6,2.9,3.6,2026
5814,4098,946,84.4,3.1,3.5,1.7,7.5,2030
4080,3243,683,83.2,1.4,4.0,2.1,9.2,2032
17243,13484,2721,90.6,2.8,2.0,1.3,3.2,2035
32731,24020,3858,91.1,2.4,0.8,1.8,4.0,2038
22733,16737,4608,94.8,1.1,0.3,1.3,2.1,2043
10403,8867,2180,93.4,3.2,0.3,1.7,1.0,2045
